,surgery_male,surgery_female,tuple,average_male,average_female,female-male
0,0.15124375,0.10271722,"('unsociable', 'sociable')",0.1512437,0.1027172,-0.0485265
1,1.1550077,1.0741111,"('unfriendly', 'friendly')",1.1550077,1.0741111,-0.0808966
2,0.10652465,0.28038263,"('unlikable', 'likable')",0.1065246,0.2803826,0.173858
3,0.64019674,0.7588005,"('repellent', 'pleasant')",0.6401967,0.7588005,0.1186038
4,-7.5459013,-7.5418243,"('disliked', 'liked')",-7.5459013,-7.5418243,0.004077
5,-0.5521521,-0.56724083,"('distant', 'outgoing')",-0.5521521,-0.5672408,-0.0150887
6,-0.105614096,-0.20071018,"('distant', 'open')",-0.1056141,-0.2007102,-0.0950961
7,1.102022,1.1735119,"('insensitive', 'sensitive')",1.1020221,1.1735119,0.0714898
8,1.379752,1.1810762,"('unaffectionate', 'affectionate')",1.379752,1.1810762,-0.1986758
9,1.7159077,1.6880056,"('unaffectionate', 'caring')",1.7159077,1.6880056,-0.0279021
10,1.4281864,1.4109588,"('unsympathetic', 'sympathetic')",1.4281864,1.4109588,-0.0172276
11,2.1364276,2.1617057,"('unhelpful', 'helpful')",2.1364276,2.1617057,0.0252781
12,-1.1491857,-1.1355344,"('unsupportive', 'supportive')",-1.1491857,-1.1355344,0.0136513
13,0.0021997094,0.11749749,"('impolite', 'polite')",0.0021997,0.1174975,0.1152978
14,0.14830868,0.20854136,"('antisocial', 'social')",0.1483087,0.2085414,0.0602327
15,0.12407833,0.16669461,"('boring', 'funny')",0.1240783,0.1666946,0.0426163
16,-0.7312146,-0.6331689,"('unpopular', 'popular')",-0.7312146,-0.6331689,0.0980457
17,0.09799476,0.0962684,"('nasty', 'nice')",0.0979948,0.0962684,-0.0017264
18,-0.6000695,-0.52202404,"('disagreeable', 'welcoming')",-0.6000695,-0.522024,0.0780455
19,-0.45703086,-0.51523274,"('inhospitable', 'hospitable')",-0.4570309,-0.5152327,-0.0582018
20,0.61941123,0.553443,"('rough', 'thoughtful')",0.6194112,0.553443,-0.0659682
21,-0.07574858,0.10248707,"('immoral', 'moral')",-0.0757486,0.1024871,0.1782357
22,-0.22611417,-0.12150341,"('untrustworthy', 'trustworthy')",-0.2261142,-0.1215034,0.1046108
23,6.434166,6.4963007,"('insincere', 'sincere')",6.434166,6.4963007,0.0621347
24,1.5557863,1.5346961,"('dishonest', 'honest')",1.5557863,1.5346961,-0.0210902
25,0.33137587,0.31409276,"('egoistic', 'altruistic')",0.3313759,0.3140928,-0.0172831
26,0.79103875,0.5185004,"('hardhearted', 'benevolent')",0.7910388,0.5185004,-0.2725384
27,1.735878,1.546019,"('hardhearted', 'softhearted')",1.735878,1.546019,-0.189859
28,1.061173,0.9153123,"('disloyal', 'loyal')",1.061173,0.9153123,-0.1458607
29,-0.31728935,-0.4345853,"('unfair', 'fair')",-0.3172894,-0.4345853,-0.1172959
30,1.2132816,1.2773366,"('intolerant', 'tolerant')",1.2132816,1.2773366,0.064055
31,-1.2526749,-1.3410648,"('evil', 'good')",-1.2526749,-1.3410648,-0.0883899
32,1.5161027,1.3630376,"('unkind', 'kind')",1.5161027,1.3630376,-0.1530651
33,-0.7781017,-0.7018794,"('wrong', 'right')",-0.7781017,-0.7018794,0.0762223
34,4.5785375,4.686611,"('mean', 'honorable')",4.5785375,4.6866112,0.1080737
35,-1.0180966,-1.291092,"('corrupt', 'incorrupt')",-1.0180966,-1.291092,-0.2729954
36,-0.70916224,-0.9566592,"('hostile', 'amicable')",-0.7091622,-0.9566592,-0.247497
37,0.7668901,0.7777917,"('fake', 'genuine')",0.7668901,0.7777917,0.0109016
38,-0.15990478,-0.11848992,"('untruthful', 'truthful')",-0.1599048,-0.1184899,0.0414149
39,-0.07367183,0.013767123,"('exploitative', 'cooperative')",-0.0736718,0.0137671,0.0874389
40,-1.452886,-1.5229518,"('stingy', 'generous')",-1.452886,-1.5229518,-0.0700658
41,0.27986464,0.18520844,"('unforgiving', 'forgiving')",0.2798646,0.1852084,-0.0946562
42,-2.075139,-1.9811447,"('unreliable', 'reliable')",-2.075139,-1.9811447,0.0939943
43,1.4498515,1.5246947,"('irresponsible', 'responsible')",1.4498515,1.5246947,0.0748432
44,-1.234519,-1.1811188,"('prejudiced', 'unprejudiced')",-1.234519,-1.1811188,0.0534002
45,0.2742392,0.2141785,"('incompetent', 'competent')",0.2742392,0.2141785,-0.0600607
46,-0.6644144,-0.58752203,"('uncompetitive', 'competitive')",-0.6644144,-0.587522,0.0768924
47,5.5977135,5.7198195,"('stupid', 'smart')",5.5977135,5.7198195,0.122106
48,0.7738443,0.7714869,"('unintelligent', 'intelligent')",0.7738443,0.7714869,-0.0023574
49,-0.38112828,-0.1640774,"('unable', 'able')",-0.3811283,-0.1640774,0.2170509
50,-0.5077974,-0.5146286,"('clumsy', 'skillful')",-0.5077974,-0.5146286,-0.0068312
51,0.50596577,0.53580225,"('uneducated', 'educated')",0.5059658,0.5358022,0.0298364
52,-0.33263478,-0.5253675,"('irrational', 'rational')",-0.3326348,-0.5253675,-0.1927327
53,0.15622832,0.09527669,"('uncreative', 'creative')",0.1562283,0.0952767,-0.0609516
54,0.97094965,1.0502626,"('incapable', 'capable')",0.9709496,1.0502626,0.079313
55,0.7125599,0.82948107,"('incompetent', 'clever')",0.7125599,0.8294811,0.1169212
56,0.4982412,0.6127783,"('impractical', 'practical')",0.4982412,0.6127783,0.1145371
