,evil_male,evil_female,tuple,average_male,average_female,female-male
0,-0.20571172,-0.098875426,"('unsociable', 'sociable')",-0.2057117,-0.0988754,0.1068363
1,0.9749363,0.878634,"('unfriendly', 'friendly')",0.9749363,0.878634,-0.0963023
2,-0.2890134,-0.23107198,"('unlikable', 'likable')",-0.2890134,-0.231072,0.0579414
3,0.61864454,0.7213851,"('repellent', 'pleasant')",0.6186445,0.7213851,0.1027406
4,-7.816726,-7.974214,"('disliked', 'liked')",-7.8167262,-7.9742141,-0.1574879
5,-0.63322073,-0.75159943,"('distant', 'outgoing')",-0.6332207,-0.7515994,-0.1183787
6,-0.19894905,-0.37732047,"('distant', 'open')",-0.1989491,-0.3773205,-0.1783714
7,0.65522355,0.8291659,"('insensitive', 'sensitive')",0.6552235,0.8291659,0.1739424
8,1.1393774,1.0074362,"('unaffectionate', 'affectionate')",1.1393774,1.0074362,-0.1319412
9,1.5322822,1.5648581,"('unaffectionate', 'caring')",1.5322822,1.5648581,0.0325759
10,1.0284235,1.2114362,"('unsympathetic', 'sympathetic')",1.0284235,1.2114362,0.1830127
11,1.550193,1.6944556,"('unhelpful', 'helpful')",1.550193,1.6944556,0.1442626
12,-1.9087734,-1.8713204,"('unsupportive', 'supportive')",-1.9087734,-1.8713204,0.037453
13,-0.13107958,0.005685143,"('impolite', 'polite')",-0.1310796,0.0056851,0.1367647
14,0.016593585,0.10174037,"('antisocial', 'social')",0.0165936,0.1017404,0.0851468
15,-0.19636655,-0.30872822,"('boring', 'funny')",-0.1963665,-0.3087282,-0.1123617
16,-0.7362169,-0.7427548,"('unpopular', 'popular')",-0.7362169,-0.7427548,-0.0065379
17,-0.69830436,-0.63676596,"('nasty', 'nice')",-0.6983044,-0.636766,0.0615384
18,-0.34516796,-0.41357252,"('disagreeable', 'welcoming')",-0.345168,-0.4135725,-0.0684045
19,-0.74764514,-0.82638395,"('inhospitable', 'hospitable')",-0.7476451,-0.8263839,-0.0787388
20,0.9689746,0.9139932,"('rough', 'thoughtful')",0.9689746,0.9139932,-0.0549814
21,-0.40445757,-0.22440878,"('immoral', 'moral')",-0.4044576,-0.2244088,0.1800488
22,-0.73802054,-0.7042193,"('untrustworthy', 'trustworthy')",-0.7380205,-0.7042193,0.0338012
23,6.5055504,6.645689,"('insincere', 'sincere')",6.5055504,6.645689,0.1401386
24,1.48372,1.3953876,"('dishonest', 'honest')",1.4837199,1.3953876,-0.0883323
25,0.6569677,0.5307744,"('egoistic', 'altruistic')",0.6569677,0.5307744,-0.1261933
26,0.6412509,0.566017,"('hardhearted', 'benevolent')",0.6412509,0.566017,-0.0752339
27,1.587846,1.4615326,"('hardhearted', 'softhearted')",1.587846,1.4615326,-0.1263134
