,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.7417926,-0.62042296,"('unsociable', 'sociable')",-0.7417926,-0.620423,0.1213696
1,-0.76850426,-1.1467587,"('unfriendly', 'friendly')",-0.7685043,-1.1467587,-0.3782544
2,-0.32422087,-0.17361328,"('unlikable', 'likable')",-0.3242209,-0.1736133,0.1506076
3,-1.6278638,-1.4259167,"('repellent', 'pleasant')",-1.6278638,-1.4259167,0.2019471
4,-1.7117563,-1.9595703,"('disliked', 'liked')",-1.7117563,-1.9595703,-0.247814
5,-0.21614319,-0.44399917,"('distant', 'outgoing')",-0.2161432,-0.4439992,-0.227856
6,-0.032336228,-0.39215893,"('distant', 'open')",-0.0323362,-0.3921589,-0.3598227
7,-0.19884776,-0.045025405,"('insensitive', 'sensitive')",-0.1988478,-0.0450254,0.1538224
8,-0.05615609,-0.2149871,"('unaffectionate', 'affectionate')",-0.0561561,-0.2149871,-0.158831
9,-1.1470895,-1.2010508,"('unaffectionate', 'caring')",-1.1470895,-1.2010508,-0.0539613
10,-1.9282795,-1.7384841,"('unsympathetic', 'sympathetic')",-1.9282795,-1.7384841,0.1897954
11,-1.1939569,-0.91183954,"('unhelpful', 'helpful')",-1.1939569,-0.9118395,0.2821174
12,-1.7244483,-1.5734116,"('unsupportive', 'supportive')",-1.7244483,-1.5734116,0.1510367
13,-1.1271551,-0.73963845,"('impolite', 'polite')",-1.1271551,-0.7396384,0.3875167
14,-0.44083974,0.17061915,"('antisocial', 'social')",-0.4408397,0.1706191,0.6114588
15,0.5033802,0.34456268,"('boring', 'funny')",0.5033802,0.3445627,-0.1588175
16,-0.6634229,-0.8720449,"('unpopular', 'popular')",-0.6634229,-0.8720449,-0.208622
17,0.7413334,0.6721741,"('nasty', 'nice')",0.7413334,0.6721741,-0.0691593
18,-1.0396441,-0.9280777,"('disagreeable', 'welcoming')",-1.0396441,-0.9280777,0.1115664
19,-0.5258047,-0.8205105,"('inhospitable', 'hospitable')",-0.5258047,-0.8205105,-0.2947058
20,-0.22392137,-0.23512673,"('rough', 'thoughtful')",-0.2239214,-0.2351267,-0.0112053
21,-1.9254432,-1.5581443,"('immoral', 'moral')",-1.9254432,-1.5581443,0.3672989
22,-0.43640482,-0.37690496,"('untrustworthy', 'trustworthy')",-0.4364048,-0.376905,0.0594998
23,0.44067562,0.5976637,"('insincere', 'sincere')",0.4406756,0.5976637,0.1569881
24,-1.5542992,-1.4252539,"('dishonest', 'honest')",-1.5542992,-1.4252539,0.1290453
25,0.51224804,0.32560122,"('egoistic', 'altruistic')",0.512248,0.3256012,-0.1866468
26,1.9715211,1.7958397,"('hardhearted', 'benevolent')",1.9715211,1.7958397,-0.1756814
27,0.49645168,0.2894313,"('hardhearted', 'softhearted')",0.4964517,0.2894313,-0.2070204
28,-0.06784646,-0.3445514,"('disloyal', 'loyal')",-0.0678465,-0.3445514,-0.2767049
29,-0.96172553,-0.9709245,"('unfair', 'fair')",-0.9617255,-0.9709245,-0.009199
30,-0.75975037,-0.44878078,"('intolerant', 'tolerant')",-0.7597504,-0.4487808,0.3109696
