,dollar_male,dollar_female,tuple,general_male,general_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.48671114,-0.66306865,"('unsociable', 'sociable')",0.41737518,0.44966644,-0.3038567,-0.33833778,-0.1243976,-0.1839133,-0.0595157
1,0.82303166,0.7568797,"('unfriendly', 'friendly')",-0.4067458,-0.44114214,1.6818092,1.5710716,0.699365,0.6289364,-0.0704286
2,0.93475544,1.0382344,"('unlikable', 'likable')",0.7978587,0.8438061,0.40674064,0.43258008,0.7131182,0.7715402,0.058422
3,-0.8166529,-0.79944116,"('repellent', 'pleasant')",-0.69989467,-0.52954435,0.7495017,0.8250714,-0.255682,-0.1679714,0.0877106
4,0.23908408,0.24252756,"('disliked', 'liked')",-0.1340173,-0.15271689,-7.4361906,-7.5641418,-2.4437079,-2.4914436,-0.0477357
5,0.562093,0.62337446,"('distant', 'outgoing')",-0.40562162,-0.48644328,-0.33023667,-0.44634348,-0.0579218,-0.1031374,-0.0452156
6,0.43550193,0.5117355,"('distant', 'open')",-0.89757997,-0.9605946,0.026059184,-0.09461622,-0.1453396,-0.1811584,-0.0358188
7,0.1536494,0.115186736,"('insensitive', 'sensitive')",-0.2905542,-0.122313656,0.3252575,0.401815,0.0627842,0.1315627,0.0687785
8,0.3869843,0.3355788,"('unaffectionate', 'affectionate')",-0.5742704,-0.66521096,0.9535947,0.8726614,0.2554362,0.1810097,-0.0744265
9,1.3123658,1.249655,"('unaffectionate', 'caring')",-0.19743732,-0.2007716,1.3991276,1.3987498,0.8380187,0.8158778,-0.0221409
10,-0.8675282,-0.98549724,"('unsympathetic', 'sympathetic')",-0.80004257,-0.62808275,-0.597232,-0.51137865,-0.7549343,-0.7083195,0.0466148
11,-0.08892325,-0.062344074,"('unhelpful', 'helpful')",0.08705438,0.19176921,1.2524135,1.3899997,0.4168482,0.506475,0.0896268
12,0.71646774,0.7419926,"('unsupportive', 'supportive')",0.25649062,0.44563997,-2.3805637,-2.3471444,-0.4692018,-0.3865039,0.0826979
13,-0.15058535,-0.24650699,"('impolite', 'polite')",0.33847865,0.4065394,-1.0142696,-0.94311386,-0.2754588,-0.2610271,0.0144317
