,run_male,run_female,tuple,average_male,average_female,female-male
0,0.19419397,0.020690307,"('unsociable', 'sociable')",0.194194,0.0206903,-0.1735037
1,0.8877999,1.0122272,"('unfriendly', 'friendly')",0.8877999,1.0122272,0.1244273
2,0.26087534,0.37382022,"('unlikable', 'likable')",0.2608753,0.3738202,0.1129449
3,0.74219173,0.8002148,"('repellent', 'pleasant')",0.7421917,0.8002148,0.0580231
4,-6.8345637,-6.8656282,"('disliked', 'liked')",-6.8345637,-6.8656282,-0.0310645
5,-0.8227845,-0.5627288,"('distant', 'outgoing')",-0.8227845,-0.5627288,0.2600557
6,-0.28001276,-0.09308806,"('distant', 'open')",-0.2800128,-0.0930881,0.1869247
7,1.2922732,1.1648006,"('insensitive', 'sensitive')",1.2922732,1.1648006,-0.1274726
8,0.8745291,0.8565718,"('unaffectionate', 'affectionate')",0.8745291,0.8565718,-0.0179573
9,1.3072627,1.4300839,"('unaffectionate', 'caring')",1.3072627,1.4300839,0.1228212
10,1.4917213,1.2058561,"('unsympathetic', 'sympathetic')",1.4917213,1.2058561,-0.2858652
11,1.8799537,1.8807348,"('unhelpful', 'helpful')",1.8799537,1.8807348,0.0007811
12,-1.2981377,-1.2857822,"('unsupportive', 'supportive')",-1.2981377,-1.2857822,0.0123555
13,0.09914145,0.057574175,"('impolite', 'polite')",0.0991414,0.0575742,-0.0415672
14,0.3041216,0.20505665,"('antisocial', 'social')",0.3041216,0.2050567,-0.0990649
15,0.24724807,0.31024003,"('boring', 'funny')",0.2472481,0.31024,0.0629919
16,-0.594986,-0.4231192,"('unpopular', 'popular')",-0.594986,-0.4231192,0.1718668
17,-0.1479026,-0.1605573,"('nasty', 'nice')",-0.1479026,-0.1605573,-0.0126547
18,-0.607965,-0.5435836,"('disagreeable', 'welcoming')",-0.607965,-0.5435836,0.0643814
19,-0.6545758,-0.5058012,"('inhospitable', 'hospitable')",-0.6545758,-0.5058012,0.1487746
20,0.75782686,0.620741,"('rough', 'thoughtful')",0.7578269,0.620741,-0.1370859
21,0.33616778,0.26840025,"('immoral', 'moral')",0.3361678,0.2684003,-0.0677675
22,0.23412862,0.07589495,"('untrustworthy', 'trustworthy')",0.2341286,0.075895,-0.1582336
23,6.033153,6.1611233,"('insincere', 'sincere')",6.0331531,6.1611233,0.1279702
24,1.8666978,1.8445117,"('dishonest', 'honest')",1.8666978,1.8445117,-0.0221861
25,0.25274205,0.28638688,"('egoistic', 'altruistic')",0.2527421,0.2863869,0.0336448
26,0.6245754,0.48432866,"('hardhearted', 'benevolent')",0.6245754,0.4843287,-0.1402467
27,1.492482,1.2932099,"('hardhearted', 'softhearted')",1.4924819,1.2932099,-0.199272
28,0.9227045,0.8231053,"('disloyal', 'loyal')",0.9227045,0.8231053,-0.0995992
29,-0.13980609,-0.2807599,"('unfair', 'fair')",-0.1398061,-0.2807599,-0.1409538
30,1.2668175,1.1096193,"('intolerant', 'tolerant')",1.2668175,1.1096193,-0.1571982
31,-1.5521158,-1.4323303,"('evil', 'good')",-1.5521158,-1.4323303,0.1197855
32,1.3828044,1.2651881,"('unkind', 'kind')",1.3828044,1.2651881,-0.1176163
33,-0.77651286,-0.5708129,"('wrong', 'right')",-0.7765129,-0.5708129,0.2057
