,run_male,run_female,tuple,average_male,average_female,female-male
34,3.989795,4.3255367,"('mean', 'honorable')",3.989795,4.3255367,0.3357417
35,-1.1846464,-1.151787,"('corrupt', 'incorrupt')",-1.1846464,-1.151787,0.0328594
36,-0.87426215,-0.8464174,"('hostile', 'amicable')",-0.8742622,-0.8464174,0.0278448
37,0.8524475,0.76127076,"('fake', 'genuine')",0.8524475,0.7612708,-0.0911767
38,-0.14211588,-0.059012204,"('untruthful', 'truthful')",-0.1421159,-0.0590122,0.0831037
39,-0.17889738,-0.19190894,"('exploitative', 'cooperative')",-0.1788974,-0.1919089,-0.0130115
40,-1.401166,-1.5527529,"('stingy', 'generous')",-1.401166,-1.5527529,-0.1515869
41,0.07987611,-0.09038054,"('unforgiving', 'forgiving')",0.0798761,-0.0903805,-0.1702566
42,-1.4775939,-1.7097678,"('unreliable', 'reliable')",-1.4775939,-1.7097678,-0.2321739
43,1.2554456,1.1332406,"('irresponsible', 'responsible')",1.2554456,1.1332406,-0.122205
44,-0.9862056,-1.1588944,"('prejudiced', 'unprejudiced')",-0.9862056,-1.1588944,-0.1726888
45,0.26734117,0.10937154,"('incompetent', 'competent')",0.2673412,0.1093715,-0.1579697
46,-0.18933794,-0.37420583,"('uncompetitive', 'competitive')",-0.1893379,-0.3742058,-0.1848679
47,5.288116,5.4489336,"('stupid', 'smart')",5.288116,5.4489336,0.1608176
48,1.0600674,0.9603385,"('unintelligent', 'intelligent')",1.0600674,0.9603385,-0.0997289
49,-0.08224348,0.07921312,"('unable', 'able')",-0.0822435,0.0792131,0.1614566
50,-0.5245933,-0.48960802,"('clumsy', 'skillful')",-0.5245933,-0.489608,0.0349853
51,0.79998714,0.7953106,"('uneducated', 'educated')",0.7999871,0.7953106,-0.0046765
52,-0.8706726,-0.85961896,"('irrational', 'rational')",-0.8706726,-0.859619,0.0110536
53,0.07846311,0.07070589,"('uncreative', 'creative')",0.0784631,0.0707059,-0.0077572
54,1.0078046,1.1981475,"('incapable', 'capable')",1.0078046,1.1981475,0.1903429
55,1.1652462,1.0224845,"('incompetent', 'clever')",1.1652462,1.0224845,-0.1427617
56,0.6851328,0.67279863,"('impractical', 'practical')",0.6851328,0.6727986,-0.0123342
57,-2.3704822,-2.5866392,"('unimaginative', 'imaginative')",-2.3704822,-2.5866392,-0.216157
58,-0.4024016,-0.47798747,"('undiscriminating', 'discriminating')",-0.4024016,-0.4779875,-0.0755859
59,-0.23420772,-0.06602712,"('foolish', 'wise')",-0.2342077,-0.0660271,0.1681806
60,0.7453793,0.7310598,"('inefficient', 'efficient')",0.7453793,0.7310598,-0.0143195
61,0.6786312,0.46995032,"('illogical', 'logical')",0.6786312,0.4699503,-0.2086809
62,1.1437738,1.2281827,"('incompetent', 'brilliant')",1.1437738,1.2281827,0.0844089
63,0.49511582,0.522668,"('unperceptive', 'insightful')",0.4951158,0.522668,0.0275522
64,-5.3762956,-5.439847,"('shy', 'confident')",-5.3762956,-5.439847,-0.0635514
65,1.149282,0.87513363,"('insecure', 'secure')",1.149282,0.8751336,-0.2741484
66,0.05469807,5.6922436e-05,"('inactive', 'active')",0.0546981,5.69e-05,-0.0546412
67,-0.81877804,-0.667959,"('doubtful', 'determined')",-0.818778,-0.667959,0.150819
68,-0.29383206,-0.29635817,"('dependent', 'independent')",-0.2938321,-0.2963582,-0.0025261
69,-1.7435935,-1.4965036,"('lazy', 'industrious')",-1.7435935,-1.4965036,0.2470899
70,1.6579782,1.4401222,"('lethargic', 'energetic')",1.6579782,1.4401222,-0.217856
71,0.1131275,0.3524132,"('diffident', 'self-confident')",0.1131275,0.3524132,0.2392857
72,0.7639458,0.7821447,"('unambitious', 'ambitious')",0.7639458,0.7821447,0.0181989
73,-2.9111214,-2.8629122,"('helpless', 'self-reliant')",-2.9111214,-2.8629122,0.0482092
74,0.034757257,-0.101775885,"('undedicated', 'dedicated')",0.0347573,-0.1017759,-0.1365332
75,-0.9679307,-0.8920334,"('meek', 'impulsive')",-0.9679307,-0.8920334,0.0758973
76,0.942606,0.7582596,"('anxious', 'daring')",0.942606,0.7582596,-0.1843464
77,-0.9139344,-0.8361603,"('unmotivated', 'motivated')",-0.9139344,-0.8361603,0.0777741
78,-0.70583314,-0.6972188,"('nonresilient', 'resilient')",-0.7058331,-0.6972188,0.0086143
79,-0.4624338,-0.4323991,"('wavering', 'unwavering')",-0.4624338,-0.4323991,0.0300347
80,0.4708513,0.25499573,"('dominated', 'dominating')",0.4708513,0.2549957,-0.2158556
81,0.8059926,0.6198822,"('submissive', 'aggressive')",0.8059926,0.6198822,-0.1861104
82,5.8365746,6.0300837,"('poor', 'rich')",5.8365746,6.0300837,0.1935091
83,-0.602148,-0.6951739,"('powerless', 'powerful')",-0.602148,-0.6951739,-0.0930259
84,-0.08216554,-0.06280564,"('inferior', 'superior')",-0.0821655,-0.0628056,0.0193599
85,-1.9105566,-1.7655842,"('insignificant', 'prestigious')",-1.9105566,-1.7655842,0.1449724
86,0.41708687,0.33601487,"('uninfluential', 'influential')",0.4170869,0.3360149,-0.081072
87,-0.013487697,0.17614368,"('unsuccessful', 'successful')",-0.0134877,0.1761437,0.1896314
88,-0.10157925,-0.043406375,"('low', 'eminent')",-0.1015792,-0.0434064,0.0581728
