,apartment_male,apartment_female,tuple,investment_male,investment_female,&_male,&_female,mgmt_male,mgmt_female,co_male,co_female,average_male,average_female,female-male
0,1.29274,1.1251795,"('unsociable', 'sociable')",0.5883122,0.3067301,1.522907,1.4127889,0.5090821,0.22945109,0.43512574,0.27145815,0.8696334,0.6691216,-0.2005118
1,-1.9705671,-1.9418653,"('unfriendly', 'friendly')",0.20355894,0.25824678,-0.27517268,-0.14375374,-0.9446864,-0.8746369,0.7506281,0.74971706,-0.4472478,-0.3904584,0.0567894
2,0.12318026,0.19893375,"('unlikable', 'likable')",2.2411978,2.3598018,2.026627,2.109817,1.5505661,1.6435666,1.0480376,1.1206875,1.3979218,1.4865613,0.0886395
3,0.16856399,0.348774,"('repellent', 'pleasant')",0.39171457,0.41441387,1.1831015,1.2026671,0.14251263,0.12587543,0.95160246,1.0315579,0.5674991,0.6246576,0.0571585
4,-1.3357494,-1.297815,"('disliked', 'liked')",-0.14964738,-0.057162926,-0.6788665,-0.6193955,-0.403761,-0.30142507,-6.959511,-6.9015346,-1.9055069,-1.8354666,0.0700403
5,-1.2218198,-1.1230762,"('distant', 'outgoing')",-0.15155314,0.08638692,-1.8158406,-1.4436936,-1.0517514,-0.75258,-1.6503763,-1.4840089,-1.1782682,-0.9433944,0.2348738
6,-1.5300332,-1.3665593,"('distant', 'open')",-0.3832649,-0.07713732,-2.1477647,-1.729528,-1.2446495,-0.90468895,-1.5582533,-1.3641016,-1.3727931,-1.0884029,0.2843902
7,1.1226975,1.1310021,"('insensitive', 'sensitive')",1.7201722,1.7068493,1.6329843,1.6243563,1.1186322,1.1134547,0.3703879,0.4611631,1.1929749,1.2073651,0.0143902
8,-0.8618372,-0.8612587,"('unaffectionate', 'affectionate')",-0.10232486,-0.06893668,-1.245761,-1.0876135,-0.23536715,-0.12895258,0.13990682,0.17819601,-0.4610766,-0.3937131,0.0673635
9,0.10916489,0.17176707,"('unaffectionate', 'caring')",1.196566,1.2158006,-0.29835805,-0.16971259,-0.24170586,-0.1801478,0.8319268,0.8832042,0.3195187,0.3841823,0.0646636
10,0.9790821,0.9977125,"('unsympathetic', 'sympathetic')",0.7776653,0.66548276,1.4604242,1.3611606,0.43158057,0.26128414,0.45104888,0.46814364,0.8199602,0.7507567,-0.0692035
11,1.3944832,1.3921942,"('unhelpful', 'helpful')",1.3849444,1.2203404,2.236321,2.1927903,0.5151508,0.3920488,2.8714612,2.918097,1.680472,1.6230942,-0.0573778
12,1.3781116,1.6199659,"('unsupportive', 'supportive')",1.7285438,1.8465126,0.8644463,1.1059813,0.5509522,0.70363146,-2.07216,-1.8427631,0.4899787,0.6866656,0.1966869
13,1.3345411,1.225925,"('impolite', 'polite')",0.84729147,0.7005932,0.83271337,0.78872544,0.47638896,0.29841134,0.25608367,0.2066224,0.7494037,0.6440555,-0.1053482
14,2.0844345,1.9163556,"('antisocial', 'social')",2.325094,2.172082,1.9617592,1.7714224,1.2720037,1.0266805,0.42403,0.32712227,1.6134644,1.4427325,-0.1707319
15,0.82244086,0.66397953,"('boring', 'funny')",0.3584035,0.33682314,0.26951936,0.1925842,0.80750304,0.76705873,0.35929114,0.36364433,0.5234315,0.464818,-0.0586135
16,-2.1682887,-2.1697176,"('unpopular', 'popular')",-0.82610726,-0.7422968,-0.6059693,-0.6237864,-0.558607,-0.583575,-0.21078265,-0.19205642,-0.873951,-0.8622866,0.0116644
17,0.92160815,0.9692997,"('nasty', 'nice')",-0.18782388,-0.1629588,-0.69372946,-0.65288836,0.08780933,0.1053488,-0.28446248,-0.2837343,-0.0313197,-0.0049866,0.0263331
18,-0.96400285,-0.8498928,"('disagreeable', 'welcoming')",0.2734431,0.39869887,0.46685815,0.6612098,-0.30561918,-0.23857653,-1.094452,-1.0505364,-0.3247546,-0.2158194,0.1089352
19,-1.0858843,-0.99805146,"('inhospitable', 'hospitable')",-1.0438774,-0.9109912,-1.1587685,-1.0037761,-1.0353858,-0.8835463,-0.5628648,-0.47743964,-0.9773562,-0.8547609,0.1225953
20,0.36101204,0.37907675,"('rough', 'thoughtful')",0.1161146,0.10593746,0.04651453,0.09389143,-0.57246816,-0.61191463,0.13126585,0.07988738,0.0164878,0.0093757,-0.0071121
21,1.4517193,1.3928751,"('immoral', 'moral')",1.6820549,1.5672882,1.6126344,1.4881413,0.32672685,0.20944348,-0.5864459,-0.59702575,0.8973379,0.8121444,-0.0851935
22,-0.3943344,-0.2788955,"('untrustworthy', 'trustworthy')",-0.20515221,-0.19876322,1.7218196,1.7845249,-0.08028374,-0.082315534,-0.50874364,-0.48486245,0.1066611,0.1479376,0.0412765
23,1.7839979,1.7995178,"('insincere', 'sincere')",1.7601044,1.6321564,2.3303595,2.311185,0.93299234,0.7698714,6.5113516,6.4266915,2.6637611,2.5878843,-0.0758768
24,0.7297245,0.7444257,"('dishonest', 'honest')",0.18467946,0.19573753,0.7371424,0.7731855,-0.22572845,-0.22437727,0.786348,0.8445617,0.4424332,0.4667067,0.0242735
25,-1.4928827,-1.5290838,"('egoistic', 'altruistic')",0.03454516,0.043154348,-0.5290846,-0.54898506,-0.47143096,-0.43783146,1.1879926,1.1193966,-0.2541721,-0.2706699,-0.0164978
26,0.41858554,0.3114257,"('hardhearted', 'benevolent')",2.6134584,2.6302757,1.467389,1.3656774,0.88490474,0.810549,1.5334593,1.4802248,1.3835594,1.3196304,-0.063929
27,0.680533,0.77018714,"('hardhearted', 'softhearted')",0.06969985,0.1693418,-0.3942511,-0.25060824,-0.19909364,-0.08955874,0.520122,0.5108581,0.135402,0.222044,0.086642
28,-0.039282914,-0.24470153,"('disloyal', 'loyal')",0.8329725,0.59901243,1.2424572,1.0628575,-0.7456446,-0.93661183,1.2916296,1.073422,0.5164263,0.3107957,-0.2056306
29,-1.8057951,-1.7436359,"('unfair', 'fair')",-1.3969455,-1.382351,-0.56981194,-0.51138234,-1.3980293,-1.346133,-1.2205288,-1.3152527,-1.2782221,-1.259751,0.0184711
30,2.1024768,2.1820786,"('intolerant', 'tolerant')",1.9007524,1.8492105,1.6921898,1.6034558,1.1258315,0.9778889,0.8231019,0.9393474,1.5288705,1.5103962,-0.0184743
31,-3.1432023,-2.8909745,"('evil', 'good')",-2.3392162,-2.083269,-2.6611955,-2.3834846,-2.2000797,-1.9152602,-2.3462534,-2.258932,-2.5379894,-2.3063841,0.2316053
32,0.61010075,0.4020336,"('unkind', 'kind')",1.1381083,1.0331857,2.3344104,2.1113608,0.7172613,0.49026936,1.8011168,1.6145549,1.3201996,1.1302809,-0.1899187
33,-0.5763687,-0.5647676,"('wrong', 'right')",1.1297656,1.1690868,-1.0080564,-0.8980421,0.38306347,0.4706205,-1.0765282,-1.0801448,-0.2296248,-0.1806494,0.0489754
34,1.0835308,1.2839955,"('mean', 'honorable')",0.70445156,0.8775995,0.29387593,0.5311266,0.52736473,0.69966257,5.0684133,5.2739425,1.5355272,1.7332653,0.1977381
35,-1.5998797,-1.7155697,"('corrupt', 'incorrupt')",-2.183853,-2.0781689,-2.5048945,-2.439165,-1.5987673,-1.453495,-1.49425,-1.6840382,-1.8763288,-1.8740873,0.0022415
36,-1.4406888,-1.3363144,"('hostile', 'amicable')",-0.80852956,-0.6605971,-2.1716757,-1.9539312,-0.5466351,-0.3724414,-0.9833908,-1.0235084,-1.190184,-1.0693585,0.1208255
37,-0.0421726,-0.020965904,"('fake', 'genuine')",-0.28548,-0.33264273,-0.27642357,-0.15668207,-0.26378208,-0.24200286,-0.079962745,-0.07162815,-0.1895642,-0.1647843,0.0247799
38,0.56159574,0.6457626,"('untruthful', 'truthful')",1.0548853,1.0705484,0.99219245,1.091996,0.62046736,0.66282344,0.30146715,0.33699277,0.7061216,0.7616246,0.055503
39,1.9542956,1.9299284,"('exploitative', 'cooperative')",0.05507283,0.10882426,0.89160717,0.9457238,-0.21485439,-0.1842101,0.66214854,0.6811794,0.6696539,0.6962892,0.0266353
40,-0.59738773,-0.43003348,"('stingy', 'generous')",1.1523777,1.2648975,-0.3629668,-0.18177631,-0.34918723,-0.2059633,-2.9872887,-2.900541,-0.6288906,-0.4906833,0.1382073
41,-0.2082365,-0.13191684,"('unforgiving', 'forgiving')",0.4569385,0.45190477,0.88397646,0.9198598,0.6287372,0.58696365,0.21924365,0.2435134,0.3961319,0.414065,0.0179331
42,0.008867525,0.063378595,"('unreliable', 'reliable')",1.0814768,1.1602076,1.4939252,1.6039082,1.2752762,1.313039,-2.7067032,-2.5415373,0.2305685,0.3197992,0.0892307
43,1.8595433,1.9752071,"('irresponsible', 'responsible')",1.202762,1.2147719,1.8156258,1.9663407,0.5408938,0.5835814,1.2335597,1.3733217,1.330477,1.4226445,0.0921675
44,-0.29849133,-0.31379455,"('prejudiced', 'unprejudiced')",-0.15957199,-0.11393633,-0.7995727,-0.70817965,0.60931593,0.7104916,-0.89438635,-0.913527,-0.3085413,-0.2677892,0.0407521
45,-0.19931,0.01743737,"('incompetent', 'competent')",-0.39830247,-0.42051262,1.8753428,1.8363972,0.053460777,-0.0029602665,0.086393595,0.14238112,0.2835169,0.3145485,0.0310316
46,0.63154066,0.7772511,"('uncompetitive', 'competitive')",1.594999,1.4700857,1.884318,1.8996205,0.88131857,0.7769276,-0.5046468,-0.38048166,0.8975059,0.9086806,0.0111747
47,0.4744039,0.45886654,"('stupid', 'smart')",0.3443467,0.39625067,0.83855695,0.9053951,0.64185613,0.63724214,5.096339,5.1394978,1.4791006,1.5074505,0.0283499
48,0.38618514,0.30239415,"('unintelligent', 'intelligent')",-0.11679925,-0.22692716,0.112341926,-0.069592774,-1.008078,-1.1630083,-0.422666,-0.4166962,-0.2098032,-0.314766,-0.1049628
49,-1.0948102,-1.0762178,"('unable', 'able')",-0.14870143,-0.094245024,-0.12589121,-0.09815468,-0.8644669,-0.83835536,-0.504541,-0.41739237,-0.5476821,-0.5048731,0.042809
50,-1.3256617,-1.3951124,"('clumsy', 'skillful')",0.42508915,0.44163966,1.1810901,1.1651571,0.5460084,0.49096903,0.10263318,0.044827655,0.1858318,0.1494962,-0.0363356
51,0.9163871,0.7755048,"('uneducated', 'educated')",0.5216677,0.34429273,2.3255906,2.005985,-0.3585791,-0.65320003,1.0916768,0.89255327,0.8993486,0.6730271,-0.2263215
52,-2.034551,-2.1874335,"('irrational', 'rational')",-1.3963778,-1.479212,-1.4348526,-1.4920485,-0.53572696,-0.5845514,-0.59773314,-0.71102303,-1.1998483,-1.2908537,-0.0910054
53,-1.2519956,-1.2449738,"('uncreative', 'creative')",0.46320435,0.50824755,0.26857883,0.38386655,-0.87167656,-0.80114406,0.281982,0.4027888,-0.2219814,-0.150243,0.0717384
54,-0.07966684,-0.26611233,"('incapable', 'capable')",1.0582571,1.0505394,0.24281135,0.18281847,1.1998252,1.1243109,1.1318892,1.0043274,0.7106232,0.6191768,-0.0914464
55,1.0783057,1.1819831,"('incompetent', 'clever')",0.7994214,0.71554357,1.9297378,1.8326988,-0.080607615,-0.22064409,0.88563,0.9278684,0.9224975,0.88749,-0.0350075
56,2.019925,2.0093758,"('impractical', 'practical')",0.83236796,0.7800445,1.0378665,0.92554235,0.66070724,0.5335172,0.005776327,0.02776279,0.9113287,0.8552485,-0.0560802
57,0.59021264,0.63085145,"('unimaginative', 'imaginative')",0.77549064,0.7574774,0.4769661,0.3946089,0.26026258,0.2006321,-3.0799015,-2.9719448,-0.1953939,-0.197675,-0.0022811
58,0.063313566,0.1672748,"('undiscriminating', 'discriminating')",1.0169997,1.1049023,0.34134686,0.4607711,0.91670084,0.9497627,0.16057402,0.28693262,0.499787,0.5939287,0.0941417
59,-1.4129297,-1.5261315,"('foolish', 'wise')",-0.3477478,-0.32757926,-0.13353235,-0.10126456,-0.31739056,-0.2768929,-0.5586162,-0.6284785,-0.5540433,-0.5720694,-0.0180261
60,2.3499763,2.5073547,"('inefficient', 'efficient')",1.28985,1.2563506,2.3094976,2.368651,0.5825418,0.49217725,0.43491805,0.6481168,1.3933567,1.4545301,0.0611734
61,0.03014652,-0.011812426,"('illogical', 'logical')",0.43043283,0.3476356,0.9484355,0.9429818,0.3113201,0.24647227,-0.07912174,-0.20972016,0.3282426,0.2631114,-0.0651312
62,0.8187614,0.9920117,"('incompetent', 'brilliant')",1.1002175,1.1287053,1.575143,1.5409262,0.94714135,0.92904675,0.4959772,0.684624,0.9874481,1.0550629,0.0676148
63,0.7706621,0.91589504,"('unperceptive', 'insightful')",1.7299067,1.6844391,2.5587525,2.646928,1.0157975,0.9864459,0.39430287,0.60315156,1.2938844,1.3673719,0.0734875
64,-0.6906221,-0.7220758,"('shy', 'confident')",1.2714963,1.2173688,1.0073254,1.0063971,0.46373627,0.43155232,-5.790519,-5.734504,-0.7477167,-0.7602524,-0.0125357
65,0.2211302,0.06734231,"('insecure', 'secure')",0.807071,0.6483454,2.3230748,2.1648014,0.51682395,0.28665036,0.90476733,0.85646325,0.9545734,0.8047206,-0.1498528
66,-1.1940658,-1.3516588,"('inactive', 'active')",0.49010846,0.5138726,0.10664529,0.2569063,0.19558413,0.23674083,-0.012951288,-0.06652963,-0.0829358,-0.0821337,0.0008021
67,1.4695803,1.2643058,"('doubtful', 'determined')",0.30659318,0.20919353,0.083107956,0.0196001,0.6444293,0.58535326,-0.21129198,-0.25020888,0.4584837,0.3656487,-0.092835
68,-1.040653,-1.0781907,"('dependent', 'independent')",-1.5805418,-1.6336136,-0.08268101,-0.10492189,-1.6484178,-1.7081656,-1.7233441,-1.7327979,-1.2151276,-1.2515379,-0.0364103
69,-1.56199,-1.5168163,"('lazy', 'industrious')",0.30760276,0.46654037,-1.1563882,-0.9307848,-0.36294562,-0.12821215,-1.9962833,-1.9309611,-0.9540009,-0.8080468,0.1459541
70,1.1841868,1.3769791,"('lethargic', 'energetic')",1.5347984,1.5788447,1.868939,1.9627446,1.2451967,1.2583044,0.648491,0.82826626,1.2963223,1.4010279,0.1047056
71,1.0576683,1.1035,"('diffident', 'self-confident')",1.0082992,1.1180376,-1.0619086,-0.90213215,-0.37764382,-0.22427237,-0.12298876,-0.07104115,0.1006853,0.2048184,0.1041331
72,1.1591811,1.1289376,"('unambitious', 'ambitious')",1.0695112,1.0382375,0.376153,0.27692613,0.49770233,0.43669072,0.032658834,0.09672126,0.6270413,0.5955026,-0.0315387
73,0.38340527,0.43380505,"('helpless', 'self-reliant')",0.6032361,0.6245626,-0.8215129,-0.64486647,0.5621855,0.6463186,-3.7148232,-3.5800533,-0.5975019,-0.5040467,0.0934552
74,1.0807325,1.2277904,"('undedicated', 'dedicated')",0.12540185,0.19176573,1.4711457,1.5243778,-0.036507037,0.008432052,0.0642097,0.20361951,0.5409965,0.6311971,0.0902006
75,-1.8692629,-1.8176577,"('meek', 'impulsive')",0.09986402,0.21589552,-0.65527004,-0.50960827,0.21753818,0.39272147,-0.5395001,-0.40696552,-0.5493262,-0.4251229,0.1242033
76,1.2873579,1.3098512,"('anxious', 'daring')",0.47281647,0.38076273,2.2974503,2.2208686,1.6852443,1.5511165,0.36933634,0.381442,1.2224411,1.1688082,-0.0536329
77,-0.5177291,-0.44520795,"('unmotivated', 'motivated')",1.3826213,1.3412075,0.6586048,0.6869796,-0.257223,-0.3305197,-1.2340693,-1.1121223,0.0064409,0.0280674,0.0216265
78,0.017485596,0.22121361,"('nonresilient', 'resilient')",0.95082736,0.9699793,0.002814563,0.13738035,-0.32429945,-0.29827404,-0.19431415,-0.059927274,0.0905028,0.1940744,0.1035716
