,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,0.2862412,0.16140601,"('unsociable', 'sociable')",0.2862412,0.161406,-0.1248352
1,0.6050949,0.23677406,"('unfriendly', 'friendly')",0.6050949,0.2367741,-0.3683208
2,-0.24757865,-0.23539367,"('unlikable', 'likable')",-0.2475787,-0.2353937,0.012185
3,-0.5517766,-0.41711715,"('repellent', 'pleasant')",-0.5517766,-0.4171171,0.1346595
4,-2.0289695,-2.1181262,"('disliked', 'liked')",-2.0289695,-2.1181262,-0.0891567
5,-0.4491253,-0.53596836,"('distant', 'outgoing')",-0.4491253,-0.5359684,-0.0868431
6,-0.45173967,-0.5790386,"('distant', 'open')",-0.4517397,-0.5790386,-0.1272989
7,-0.38659978,-0.3508592,"('insensitive', 'sensitive')",-0.3865998,-0.3508592,0.0357406
8,0.035607763,-0.20494121,"('unaffectionate', 'affectionate')",0.0356078,-0.2049412,-0.240549
9,-0.02525162,-0.218373,"('unaffectionate', 'caring')",-0.0252516,-0.218373,-0.1931214
10,-1.1016275,-1.0258327,"('unsympathetic', 'sympathetic')",-1.1016275,-1.0258327,0.0757948
11,1.028694,1.1286349,"('unhelpful', 'helpful')",1.028694,1.1286349,0.0999409
12,-0.9877557,-0.9307919,"('unsupportive', 'supportive')",-0.9877557,-0.9307919,0.0569638
13,-0.3239919,-0.3360655,"('impolite', 'polite')",-0.3239919,-0.3360655,-0.0120736
14,-0.6882939,-0.57866645,"('antisocial', 'social')",-0.6882939,-0.5786664,0.1096275
15,0.8754707,0.73908436,"('boring', 'funny')",0.8754707,0.7390844,-0.1363863
16,-0.464606,-0.54450506,"('unpopular', 'popular')",-0.464606,-0.5445051,-0.0798991
17,-0.22777084,-0.15918925,"('nasty', 'nice')",-0.2277708,-0.1591893,0.0685815
18,-0.5002431,-0.58655834,"('disagreeable', 'welcoming')",-0.5002431,-0.5865583,-0.0863152
19,-0.5375347,-0.6207674,"('inhospitable', 'hospitable')",-0.5375347,-0.6207674,-0.0832327
20,0.5169962,0.54504323,"('rough', 'thoughtful')",0.5169962,0.5450432,0.028047
21,-0.16783021,-0.060801953,"('immoral', 'moral')",-0.1678302,-0.060802,0.1070282
22,0.019226868,-0.0020936653,"('untrustworthy', 'trustworthy')",0.0192269,-0.0020937,-0.0213206
23,1.5901657,1.6303716,"('insincere', 'sincere')",1.5901657,1.6303716,0.0402059
24,-0.49679053,-0.50623286,"('dishonest', 'honest')",-0.4967905,-0.5062329,-0.0094424
25,0.7095303,0.58833283,"('egoistic', 'altruistic')",0.7095303,0.5883328,-0.1211975
26,0.916024,0.6715711,"('hardhearted', 'benevolent')",0.916024,0.6715711,-0.2444529
27,-0.46133018,-0.5428133,"('hardhearted', 'softhearted')",-0.4613302,-0.5428133,-0.0814831
28,0.38466918,0.14228256,"('disloyal', 'loyal')",0.3846692,0.1422826,-0.2423866
29,-0.4824201,-0.623418,"('unfair', 'fair')",-0.4824201,-0.623418,-0.1409979
30,0.64727455,0.6242829,"('intolerant', 'tolerant')",0.6472746,0.6242829,-0.0229917
31,-0.6916764,-0.92145514,"('evil', 'good')",-0.6916764,-0.9214551,-0.2297787
32,0.33073252,0.32836753,"('unkind', 'kind')",0.3307325,0.3283675,-0.002365
33,-0.08202587,-0.19875316,"('wrong', 'right')",-0.0820259,-0.1987532,-0.1167273
34,1.2886336,1.5306714,"('mean', 'honorable')",1.2886336,1.5306714,0.2420378
35,-0.1609235,-0.36269465,"('corrupt', 'incorrupt')",-0.1609235,-0.3626947,-0.2017712
36,0.11719224,-0.2373106,"('hostile', 'amicable')",0.1171922,-0.2373106,-0.3545028
37,-0.7360832,-0.7727779,"('fake', 'genuine')",-0.7360832,-0.7727779,-0.0366947
38,0.09269345,0.062317643,"('untruthful', 'truthful')",0.0926934,0.0623176,-0.0303758
39,1.3861214,1.495529,"('exploitative', 'cooperative')",1.3861214,1.4955291,0.1094077
40,-0.7087659,-0.8317679,"('stingy', 'generous')",-0.7087659,-0.8317679,-0.123002
41,-0.018591989,-0.1328843,"('unforgiving', 'forgiving')",-0.018592,-0.1328843,-0.1142923
42,-1.3504417,-1.1472749,"('unreliable', 'reliable')",-1.3504417,-1.1472749,0.2031668
43,-0.26787364,-0.15835173,"('irresponsible', 'responsible')",-0.2678736,-0.1583517,0.1095219
44,-0.5330361,-0.3884401,"('prejudiced', 'unprejudiced')",-0.5330361,-0.3884401,0.144596
45,-0.43307984,-0.4057785,"('incompetent', 'competent')",-0.4330798,-0.4057785,0.0273013
