,hospice_male,hospice_female,tuple,average_male,average_female,female-male
0,-0.29473218,-0.37813446,"('unsociable', 'sociable')",-0.2947322,-0.3781345,-0.0834023
1,1.7120916,1.7360985,"('unfriendly', 'friendly')",1.7120916,1.7360985,0.0240069
2,0.4266949,0.58966494,"('unlikable', 'likable')",0.4266949,0.5896649,0.16297
3,0.30131388,0.40027177,"('repellent', 'pleasant')",0.3013139,0.4002718,0.0989579
4,-7.603085,-7.658721,"('disliked', 'liked')",-7.603085,-7.658721,-0.055636
5,0.10261549,0.0400174,"('distant', 'outgoing')",0.1026155,0.0400174,-0.0625981
6,0.348751,0.2845947,"('distant', 'open')",0.348751,0.2845947,-0.0641563
7,0.8586578,0.9552317,"('insensitive', 'sensitive')",0.8586578,0.9552317,0.0965739
8,1.4704378,1.4452881,"('unaffectionate', 'affectionate')",1.4704378,1.4452881,-0.0251497
9,2.1095076,2.2332358,"('unaffectionate', 'caring')",2.1095076,2.2332358,0.1237282
10,0.67609847,0.70619094,"('unsympathetic', 'sympathetic')",0.6760985,0.7061909,0.0300924
11,1.9577087,2.0687485,"('unhelpful', 'helpful')",1.9577087,2.0687485,0.1110398
12,-1.213222,-1.167546,"('unsupportive', 'supportive')",-1.213222,-1.167546,0.045676
13,0.013284504,-0.030563146,"('impolite', 'polite')",0.0132845,-0.0305631,-0.0438476
14,-0.41173628,-0.40845513,"('antisocial', 'social')",-0.4117363,-0.4084551,0.0032812
15,0.5249308,0.5114622,"('boring', 'funny')",0.5249308,0.5114622,-0.0134686
16,-0.41010338,-0.35469958,"('unpopular', 'popular')",-0.4101034,-0.3546996,0.0554038
17,0.09220126,0.10286543,"('nasty', 'nice')",0.0922013,0.1028654,0.0106641
18,-0.3877498,-0.4018699,"('disagreeable', 'welcoming')",-0.3877498,-0.4018699,-0.0141201
19,-0.19765191,-0.17667195,"('inhospitable', 'hospitable')",-0.1976519,-0.176672,0.0209799
20,0.8473925,0.7957832,"('rough', 'thoughtful')",0.8473925,0.7957832,-0.0516093
21,-0.25517145,-0.17622265,"('immoral', 'moral')",-0.2551714,-0.1762227,0.0789487
22,-0.3781088,-0.39215004,"('untrustworthy', 'trustworthy')",-0.3781088,-0.39215,-0.0140412
23,6.9705334,7.1159706,"('insincere', 'sincere')",6.9705334,7.1159706,0.1454372
24,1.822014,1.8119161,"('dishonest', 'honest')",1.822014,1.8119161,-0.0100979
25,0.57672524,0.5376283,"('egoistic', 'altruistic')",0.5767252,0.5376283,-0.0390969
26,0.574885,0.6356063,"('hardhearted', 'benevolent')",0.574885,0.6356063,0.0607213
27,1.7624344,1.7184511,"('hardhearted', 'softhearted')",1.7624344,1.7184511,-0.0439833
28,1.0566932,1.0349993,"('disloyal', 'loyal')",1.0566932,1.0349993,-0.0216939
29,0.115691416,-0.06278625,"('unfair', 'fair')",0.1156914,-0.0627863,-0.1784777
30,1.0379331,0.98049307,"('intolerant', 'tolerant')",1.0379331,0.9804931,-0.05744
31,-1.1841521,-1.2521117,"('evil', 'good')",-1.1841521,-1.2521117,-0.0679596
32,0.8380866,0.8644794,"('unkind', 'kind')",0.8380866,0.8644794,0.0263928
33,-0.11473998,-0.07726486,"('wrong', 'right')",-0.11474,-0.0772649,0.0374751
34,5.0866795,5.31165,"('mean', 'honorable')",5.0866795,5.3116498,0.2249703
35,-0.19014592,-0.34361476,"('corrupt', 'incorrupt')",-0.1901459,-0.3436148,-0.1534689
36,-0.26184273,-0.30700648,"('hostile', 'amicable')",-0.2618427,-0.3070065,-0.0451638
37,0.9717615,0.9230508,"('fake', 'genuine')",0.9717615,0.9230508,-0.0487107
38,0.36236122,0.39994836,"('untruthful', 'truthful')",0.3623612,0.3999484,0.0375872
39,0.2570699,0.3013822,"('exploitative', 'cooperative')",0.2570699,0.3013822,0.0443123
40,-1.6101613,-1.7336612,"('stingy', 'generous')",-1.6101613,-1.7336612,-0.1234999
41,0.042464532,0.061747067,"('unforgiving', 'forgiving')",0.0424645,0.0617471,0.0192826
42,-2.4896104,-2.5125093,"('unreliable', 'reliable')",-2.4896104,-2.5125093,-0.0228989
43,1.3429016,1.3084857,"('irresponsible', 'responsible')",1.3429016,1.3084857,-0.0344159
