,leash_male,leash_female,tuple,average_male,average_female,female-male
0,0.34264004,0.3119702,"('unsociable', 'sociable')",0.34264,0.3119702,-0.0306698
1,1.2574444,1.2624794,"('unfriendly', 'friendly')",1.2574444,1.2624794,0.005035
2,0.65063566,0.74843585,"('unlikable', 'likable')",0.6506357,0.7484359,0.0978002
3,1.0874567,1.175527,"('repellent', 'pleasant')",1.0874567,1.175527,0.0880703
4,-7.325195,-7.307862,"('disliked', 'liked')",-7.3251948,-7.3078618,0.017333
5,-0.04085616,-0.018682579,"('distant', 'outgoing')",-0.0408562,-0.0186826,0.0221736
6,0.20054844,0.24390589,"('distant', 'open')",0.2005484,0.2439059,0.0433575
7,1.6943784,1.7056186,"('insensitive', 'sensitive')",1.6943784,1.7056186,0.0112402
8,0.9322393,0.8953031,"('unaffectionate', 'affectionate')",0.9322393,0.8953031,-0.0369362
9,1.4378506,1.4494921,"('unaffectionate', 'caring')",1.4378506,1.4494921,0.0116415
10,1.7034386,1.7534306,"('unsympathetic', 'sympathetic')",1.7034386,1.7534306,0.049992
11,2.2914636,2.317092,"('unhelpful', 'helpful')",2.2914636,2.3170919,0.0256283
12,-0.9019287,-0.8645863,"('unsupportive', 'supportive')",-0.9019287,-0.8645863,0.0373424
13,0.57408965,0.5331184,"('impolite', 'polite')",0.5740896,0.5331184,-0.0409712
14,0.60475796,0.5153383,"('antisocial', 'social')",0.604758,0.5153383,-0.0894197
15,0.48222733,0.4769103,"('boring', 'funny')",0.4822273,0.4769103,-0.005317
16,-0.56346357,-0.5546722,"('unpopular', 'popular')",-0.5634636,-0.5546722,0.0087914
17,-0.1682773,-0.17601681,"('nasty', 'nice')",-0.1682773,-0.1760168,-0.0077395
18,-0.12294073,-0.15425625,"('disagreeable', 'welcoming')",-0.1229407,-0.1542563,-0.0313156
19,-0.04332814,0.010549316,"('inhospitable', 'hospitable')",-0.0433281,0.0105493,0.0538774
20,0.5965866,0.5405863,"('rough', 'thoughtful')",0.5965866,0.5405863,-0.0560003
21,0.6795926,0.76464295,"('immoral', 'moral')",0.6795926,0.764643,0.0850504
22,0.24056917,0.24038565,"('untrustworthy', 'trustworthy')",0.2405692,0.2403857,-0.0001835
23,7.0367765,7.03668,"('insincere', 'sincere')",7.0367765,7.0366802,-9.63e-05
24,2.3446925,2.3343194,"('dishonest', 'honest')",2.3446925,2.3343194,-0.0103731
