,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.76747656,-0.8534475,"('unsociable', 'sociable')",-0.46362066,-0.6492607,-0.6155486,-0.7513541,-0.1358055
1,-0.9944946,-1.0458157,"('unfriendly', 'friendly')",1.584128,1.5090823,0.2948167,0.2316333,-0.0631834
2,1.048445,1.0826552,"('unlikable', 'likable')",0.5996588,0.6065796,0.8240519,0.8446174,0.0205655
3,-0.07472922,0.065228455,"('repellent', 'pleasant')",0.43604353,0.48461837,0.1806571,0.2749234,0.0942663
4,-0.20109051,-0.1920268,"('disliked', 'liked')",-6.5627694,-6.5934978,-3.3819299,-3.3927622,-0.0108323
5,-1.1701764,-1.1885694,"('distant', 'outgoing')",-0.3707727,-0.31798872,-0.7704746,-0.7532791,0.0171955
6,-1.51756,-1.4461788,"('distant', 'open')",-0.16793439,-0.09374635,-0.8427472,-0.7699625,0.0727847
7,-0.27953815,-0.13502464,"('insensitive', 'sensitive')",0.39319083,0.4907343,0.0568263,0.1778548,0.1210285
8,-1.0261478,-1.1214577,"('unaffectionate', 'affectionate')",0.700589,0.6498492,-0.1627794,-0.2358043,-0.0730249
9,-0.84289646,-0.9253121,"('unaffectionate', 'caring')",0.8021708,0.77802414,-0.0203628,-0.073644,-0.0532812
10,-0.22659397,-0.17915234,"('unsympathetic', 'sympathetic')",-0.5187025,-0.5550351,-0.3726482,-0.3670937,0.0055545
11,-0.23034228,-0.26185888,"('unhelpful', 'helpful')",1.5061805,1.5595512,0.6379191,0.6488461,0.010927
12,-0.12973744,0.026214961,"('unsupportive', 'supportive')",-1.772319,-1.7040285,-0.9510282,-0.8389068,0.1121214
13,-0.27480906,-0.43185174,"('impolite', 'polite')",-0.7523347,-0.8011612,-0.5135719,-0.6165065,-0.1029346
14,0.59802014,0.59467584,"('antisocial', 'social')",-0.0818092,-0.16963552,0.2581055,0.2125202,-0.0455853
15,0.19169414,-0.024610266,"('boring', 'funny')",0.7279859,0.6699999,0.45984,0.3226948,-0.1371452
16,-0.43134692,-0.35482636,"('unpopular', 'popular')",0.27321854,0.33014664,-0.0790642,-0.0123399,0.0667243
17,-0.32315016,-0.24528626,"('nasty', 'nice')",-0.29631218,-0.2883565,-0.3097312,-0.2668214,0.0429098
18,0.03394419,0.21618634,"('disagreeable', 'welcoming')",-0.4824531,-0.46295547,-0.2242545,-0.1233846,0.1008699
19,-0.88489425,-0.8584784,"('inhospitable', 'hospitable')",-0.07898776,-0.01552536,-0.481941,-0.4370019,0.0449391
20,0.39270955,0.46885046,"('rough', 'thoughtful')",1.1281656,1.1018329,0.7604376,0.7853417,0.0249041
21,0.8511367,0.7924236,"('immoral', 'moral')",-0.25834844,-0.25402,0.2963941,0.2692018,-0.0271923
22,0.39784104,0.44889265,"('untrustworthy', 'trustworthy')",-0.7583192,-0.82177836,-0.1802391,-0.1864429,-0.0062038
23,0.013249502,-0.01967454,"('insincere', 'sincere')",5.600722,5.577758,2.8069856,2.7790418,-0.0279438
24,0.60970014,0.5151646,"('dishonest', 'honest')",0.70937794,0.6518675,0.659539,0.5835161,-0.0760229
25,-0.12337634,-0.16210066,"('egoistic', 'altruistic')",1.3916554,1.3956771,0.6341395,0.6167882,-0.0173513
26,0.40750661,0.24474293,"('hardhearted', 'benevolent')",1.8400271,1.6732262,1.1237669,0.9589846,-0.1647823
27,-0.38236302,-0.31895548,"('hardhearted', 'softhearted')",1.3501498,1.3706667,0.4838934,0.5258557,0.0419623
28,-0.022714451,-0.2765479,"('disloyal', 'loyal')",0.8715484,0.7063603,0.424417,0.2149062,-0.2095108
29,-0.22889224,-0.25747645,"('unfair', 'fair')",-0.23334184,-0.3825467,-0.231117,-0.3200116,-0.0888946
30,0.99084437,0.9680031,"('intolerant', 'tolerant')",1.4040146,1.3388828,1.1974294,1.153443,-0.0439864
31,-1.1731133,-1.0393362,"('evil', 'good')",-0.9334246,-0.90149933,-1.0532689,-0.9704177,0.0828512
32,0.57949734,0.39023748,"('unkind', 'kind')",1.0186135,0.7636798,0.7990554,0.5769587,-0.2220967
33,0.3233974,0.22599283,"('wrong', 'right')",-0.32590607,-0.3973455,-0.0012543,-0.0856763,-0.084422
34,0.04001516,0.19084719,"('mean', 'honorable')",5.686432,5.887304,2.8632236,3.0390756,0.175852
35,-0.596389,-0.8025563,"('corrupt', 'incorrupt')",-0.2560637,-0.39262265,-0.4262263,-0.5975895,-0.1713632
36,-0.93391,-1.0863194,"('hostile', 'amicable')",0.10825119,-0.08506195,-0.4128294,-0.5856907,-0.1728613
37,0.60762256,0.5921137,"('fake', 'genuine')",0.35857627,0.39621928,0.4830994,0.4941665,0.0110671
38,-0.46044293,-0.5122625,"('untruthful', 'truthful')",-0.068394855,-0.05081281,-0.2644189,-0.2815377,-0.0171188
