,blackfish_male,blackfish_female,tuple,average_male,average_female,female-male
36,-1.8933003,-2.0144587,"('hostile', 'amicable')",-1.8933003,-2.0144587,-0.1211584
37,0.3867433,0.37103283,"('fake', 'genuine')",0.3867433,0.3710328,-0.0157105
38,0.2141383,0.11616641,"('untruthful', 'truthful')",0.2141383,0.1161664,-0.0979719
39,0.6543351,0.75581867,"('exploitative', 'cooperative')",0.6543351,0.7558187,0.1014836
40,-1.6530951,-1.7227983,"('stingy', 'generous')",-1.6530951,-1.7227983,-0.0697032
41,0.0715233,0.03717833,"('unforgiving', 'forgiving')",0.0715233,0.0371783,-0.034345
42,-0.4970731,-0.467462,"('unreliable', 'reliable')",-0.4970731,-0.467462,0.0296111
43,0.5375113,0.55677795,"('irresponsible', 'responsible')",0.5375113,0.556778,0.0192667
44,-0.7301072,-0.6518635,"('prejudiced', 'unprejudiced')",-0.7301072,-0.6518635,0.0782437
45,0.3620956,0.4571488,"('incompetent', 'competent')",0.3620956,0.4571488,0.0950532
46,0.23844084,0.31598794,"('uncompetitive', 'competitive')",0.2384408,0.3159879,0.0775471
47,1.6374979,1.7506523,"('stupid', 'smart')",1.6374979,1.7506523,0.1131544
48,0.20594329,0.28566703,"('unintelligent', 'intelligent')",0.2059433,0.285667,0.0797237
49,-0.41693842,-0.26906288,"('unable', 'able')",-0.4169384,-0.2690629,0.1478755
50,-0.059111066,-0.049308054,"('clumsy', 'skillful')",-0.0591111,-0.0493081,0.009803
51,0.07262315,0.056483764,"('uneducated', 'educated')",0.0726231,0.0564838,-0.0161393
52,-0.8696178,-1.1010298,"('irrational', 'rational')",-0.8696178,-1.1010298,-0.231412
53,-1.0349051,-1.121373,"('uncreative', 'creative')",-1.0349051,-1.1213731,-0.086468
54,-0.15261471,-0.16935764,"('incapable', 'capable')",-0.1526147,-0.1693576,-0.0167429
55,0.9985832,1.1574376,"('incompetent', 'clever')",0.9985832,1.1574376,0.1588544
56,1.271513,1.3004941,"('impractical', 'practical')",1.271513,1.3004941,0.0289811
57,-1.0473596,-1.125522,"('unimaginative', 'imaginative')",-1.0473596,-1.125522,-0.0781624
58,-0.44595167,-0.5031043,"('undiscriminating', 'discriminating')",-0.4459517,-0.5031043,-0.0571526
59,-0.4184426,-0.48311755,"('foolish', 'wise')",-0.4184426,-0.4831176,-0.064675
60,1.4604746,1.5954002,"('inefficient', 'efficient')",1.4604746,1.5954002,0.1349256
61,-0.17430781,-0.3279099,"('illogical', 'logical')",-0.1743078,-0.3279099,-0.1536021
62,1.4759475,1.602127,"('incompetent', 'brilliant')",1.4759475,1.602127,0.1261795
63,-0.062280737,0.010255269,"('unperceptive', 'insightful')",-0.0622807,0.0102553,0.072536
64,-1.7558517,-1.8934968,"('shy', 'confident')",-1.7558517,-1.8934968,-0.1376451
65,0.46874398,0.59129256,"('insecure', 'secure')",0.468744,0.5912926,0.1225486
66,-0.83704984,-0.912011,"('inactive', 'active')",-0.8370498,-0.912011,-0.0749612
67,0.800903,0.85350835,"('doubtful', 'determined')",0.800903,0.8535084,0.0526054
68,-0.89662087,-0.86651236,"('dependent', 'independent')",-0.8966209,-0.8665124,0.0301085
69,-1.2669185,-1.3174865,"('lazy', 'industrious')",-1.2669185,-1.3174865,-0.050568
70,0.28488994,0.35712203,"('lethargic', 'energetic')",0.2848899,0.357122,0.0722321
71,0.05663251,-0.0024585538,"('diffident', 'self-confident')",0.0566325,-0.0024586,-0.0590911
72,-0.28797808,-0.30198368,"('unambitious', 'ambitious')",-0.2879781,-0.3019837,-0.0140056
73,-1.2176942,-1.2420348,"('helpless', 'self-reliant')",-1.2176942,-1.2420348,-0.0243406
74,0.5596669,0.50229585,"('undedicated', 'dedicated')",0.5596669,0.5022959,-0.057371
75,-0.5076574,-0.4904758,"('meek', 'impulsive')",-0.5076574,-0.4904758,0.0171816
76,0.7949411,1.0192859,"('anxious', 'daring')",0.7949411,1.0192859,0.2243448
77,-0.48965156,-0.3132269,"('unmotivated', 'motivated')",-0.4896516,-0.3132269,0.1764247
78,-0.3887044,-0.3270072,"('nonresilient', 'resilient')",-0.3887044,-0.3270072,0.0616972
79,-1.0495932,-1.0561731,"('wavering', 'unwavering')",-1.0495932,-1.0561731,-0.0065799
80,1.0219616,1.0575842,"('dominated', 'dominating')",1.0219616,1.0575842,0.0356226
81,1.4132762,1.5409616,"('submissive', 'aggressive')",1.4132762,1.5409616,0.1276854
82,1.5921987,1.7381372,"('poor', 'rich')",1.5921987,1.7381372,0.1459385
83,-0.11868802,-0.179328,"('powerless', 'powerful')",-0.118688,-0.179328,-0.06064
84,0.13846616,0.13763155,"('inferior', 'superior')",0.1384662,0.1376316,-0.0008346
85,-1.2575704,-1.2782564,"('insignificant', 'prestigious')",-1.2575704,-1.2782564,-0.020686
86,-0.25490537,-0.4273752,"('uninfluential', 'influential')",-0.2549054,-0.4273752,-0.1724698
87,0.44663763,0.4791067,"('unsuccessful', 'successful')",0.4466376,0.4791067,0.0324691
88,-0.3866293,-0.49244434,"('low', 'eminent')",-0.3866293,-0.4924443,-0.105815
