,cloudburst_male,cloudburst_female,tuple,average_male,average_female,female-male
0,-1.7937657,-1.9190714,"('unsociable', 'sociable')",-1.7937657,-1.9190714,-0.1253057
1,-0.010789234,-0.2642528,"('unfriendly', 'friendly')",-0.0107892,-0.2642528,-0.2534636
2,-0.6941783,-0.640908,"('unlikable', 'likable')",-0.6941783,-0.640908,0.0532703
3,-0.7382796,-0.6902348,"('repellent', 'pleasant')",-0.7382796,-0.6902348,0.0480448
4,-2.059502,-2.1286206,"('disliked', 'liked')",-2.0595019,-2.1286206,-0.0691187
5,-1.0850604,-1.0835904,"('distant', 'outgoing')",-1.0850604,-1.0835904,0.00147
6,-1.0493984,-1.0885493,"('distant', 'open')",-1.0493984,-1.0885493,-0.0391509
7,-0.52941096,-0.49433413,"('insensitive', 'sensitive')",-0.529411,-0.4943341,0.0350769
8,0.007020317,-0.14779808,"('unaffectionate', 'affectionate')",0.0070203,-0.1477981,-0.1548184
9,-0.41894278,-0.5638927,"('unaffectionate', 'caring')",-0.4189428,-0.5638927,-0.1449499
10,-1.7628702,-1.7683406,"('unsympathetic', 'sympathetic')",-1.7628702,-1.7683406,-0.0054704
11,-0.11428407,0.010950735,"('unhelpful', 'helpful')",-0.1142841,0.0109507,0.1252348
12,-1.1359179,-1.1432598,"('unsupportive', 'supportive')",-1.1359179,-1.1432598,-0.0073419
13,-1.2447631,-1.2677897,"('impolite', 'polite')",-1.2447631,-1.2677897,-0.0230266
14,-0.962916,-0.9827738,"('antisocial', 'social')",-0.962916,-0.9827738,-0.0198578
15,0.42403358,0.32407606,"('boring', 'funny')",0.4240336,0.3240761,-0.0999575
16,-0.3950299,-0.3784482,"('unpopular', 'popular')",-0.3950299,-0.3784482,0.0165817
17,-0.7344974,-0.672055,"('nasty', 'nice')",-0.7344974,-0.672055,0.0624424
18,-0.7805776,-0.70364845,"('disagreeable', 'welcoming')",-0.7805776,-0.7036484,0.0769292
19,-1.8004311,-1.729221,"('inhospitable', 'hospitable')",-1.8004311,-1.729221,0.0712101
20,-0.40556425,-0.44820464,"('rough', 'thoughtful')",-0.4055642,-0.4482046,-0.0426404
21,-0.9685801,-0.85240555,"('immoral', 'moral')",-0.9685801,-0.8524055,0.1161746
22,-0.9510987,-1.0323462,"('untrustworthy', 'trustworthy')",-0.9510987,-1.0323462,-0.0812475
23,1.2315865,1.1818933,"('insincere', 'sincere')",1.2315865,1.1818933,-0.0496932
24,-0.71865356,-0.83550084,"('dishonest', 'honest')",-0.7186536,-0.8355008,-0.1168472
25,0.5167969,0.42681316,"('egoistic', 'altruistic')",0.5167969,0.4268132,-0.0899837
26,0.8857032,0.705073,"('hardhearted', 'benevolent')",0.8857032,0.705073,-0.1806302
27,-0.10370423,-0.23306474,"('hardhearted', 'softhearted')",-0.1037042,-0.2330647,-0.1293605
28,-0.49314326,-0.60285974,"('disloyal', 'loyal')",-0.4931433,-0.6028597,-0.1097164
29,-0.22317424,-0.33642918,"('unfair', 'fair')",-0.2231742,-0.3364292,-0.113255
30,-0.12945189,-0.114405766,"('intolerant', 'tolerant')",-0.1294519,-0.1144058,0.0150461
31,-1.3101906,-1.3814182,"('evil', 'good')",-1.3101906,-1.3814182,-0.0712276
32,0.12963505,0.04087256,"('unkind', 'kind')",0.1296351,0.0408726,-0.0887625
33,0.2945152,0.21044637,"('wrong', 'right')",0.2945152,0.2104464,-0.0840688
34,0.78128874,0.9144358,"('mean', 'honorable')",0.7812887,0.9144358,0.1331471
35,0.5870345,0.48077857,"('corrupt', 'incorrupt')",0.5870345,0.4807786,-0.1062559
36,-0.7568352,-0.89895177,"('hostile', 'amicable')",-0.7568352,-0.8989518,-0.1421166
37,-0.5471477,-0.5672806,"('fake', 'genuine')",-0.5471477,-0.5672806,-0.0201329
38,-0.3777882,-0.4230428,"('untruthful', 'truthful')",-0.3777882,-0.4230428,-0.0452546
39,0.65821517,0.7623577,"('exploitative', 'cooperative')",0.6582152,0.7623577,0.1041425
40,-1.5758916,-1.6539577,"('stingy', 'generous')",-1.5758916,-1.6539577,-0.0780661
41,-0.35565105,-0.4250496,"('unforgiving', 'forgiving')",-0.3556511,-0.4250496,-0.0693985
42,-1.4091506,-1.2764847,"('unreliable', 'reliable')",-1.4091506,-1.2764847,0.1326659
43,-0.9283383,-0.9520485,"('irresponsible', 'responsible')",-0.9283383,-0.9520485,-0.0237102
44,-0.45400798,-0.34289938,"('prejudiced', 'unprejudiced')",-0.454008,-0.3428994,0.1111086
45,-1.3663727,-1.4430999,"('incompetent', 'competent')",-1.3663727,-1.4430999,-0.0767272
46,-0.9573287,-0.9292887,"('uncompetitive', 'competitive')",-0.9573287,-0.9292887,0.02804
47,1.0983847,1.1141188,"('stupid', 'smart')",1.0983847,1.1141188,0.0157341
48,-0.50761265,-0.50646883,"('unintelligent', 'intelligent')",-0.5076126,-0.5064688,0.0011438
49,-0.9465679,-0.77227473,"('unable', 'able')",-0.9465679,-0.7722747,0.1742932
50,-0.039435327,0.0023674741,"('clumsy', 'skillful')",-0.0394353,0.0023675,0.0418028
51,-1.0070735,-1.0248666,"('uneducated', 'educated')",-1.0070735,-1.0248666,-0.0177931
52,-0.28207466,-0.45593616,"('irrational', 'rational')",-0.2820747,-0.4559362,-0.1738615
53,-0.4989208,-0.5998528,"('uncreative', 'creative')",-0.4989208,-0.5998528,-0.100932
54,-0.038219236,-0.08249831,"('incapable', 'capable')",-0.0382192,-0.0824983,-0.0442791
55,-0.65197575,-0.5915979,"('incompetent', 'clever')",-0.6519758,-0.5915979,0.0603779
56,0.09797095,0.12112532,"('impractical', 'practical')",0.0979709,0.1211253,0.0231544
57,-1.0863291,-1.1811253,"('unimaginative', 'imaginative')",-1.0863291,-1.1811253,-0.0947962
58,0.09048113,0.032194138,"('undiscriminating', 'discriminating')",0.0904811,0.0321941,-0.058287
59,0.5071775,0.5225244,"('foolish', 'wise')",0.5071775,0.5225244,0.0153469
60,-0.47192797,-0.32308006,"('inefficient', 'efficient')",-0.471928,-0.3230801,0.1488479
61,-0.8880623,-1.0512964,"('illogical', 'logical')",-0.8880623,-1.0512964,-0.1632341
62,-0.6200711,-0.4992578,"('incompetent', 'brilliant')",-0.6200711,-0.4992578,0.1208133
63,-0.6237692,-0.5672684,"('unperceptive', 'insightful')",-0.6237692,-0.5672684,0.0565008
64,-1.9997773,-1.9918796,"('shy', 'confident')",-1.9997773,-1.9918796,0.0078977
65,-0.7251191,-0.6774821,"('insecure', 'secure')",-0.7251191,-0.6774821,0.047637
66,-1.1551045,-1.2748278,"('inactive', 'active')",-1.1551045,-1.2748278,-0.1197233
67,-0.47742534,-0.4170964,"('doubtful', 'determined')",-0.4774253,-0.4170964,0.0603289
68,-0.8293058,-0.76245064,"('dependent', 'independent')",-0.8293058,-0.7624506,0.0668552
69,-0.44961163,-0.41617596,"('lazy', 'industrious')",-0.4496116,-0.416176,0.0334356
70,-0.9299908,-0.91720045,"('lethargic', 'energetic')",-0.9299908,-0.9172004,0.0127904
71,0.33697027,0.24390265,"('diffident', 'self-confident')",0.3369703,0.2439027,-0.0930676
72,-0.2710689,-0.2662652,"('unambitious', 'ambitious')",-0.2710689,-0.2662652,0.0048037
73,0.14588581,0.1818001,"('helpless', 'self-reliant')",0.1458858,0.1818001,0.0359143
74,-0.25547117,-0.26105228,"('undedicated', 'dedicated')",-0.2554712,-0.2610523,-0.0055811
75,0.57252944,0.5895861,"('meek', 'impulsive')",0.5725294,0.5895861,0.0170567
76,-0.0019064806,0.13939871,"('anxious', 'daring')",-0.0019065,0.1393987,0.1413052
77,-1.503698,-1.4130492,"('unmotivated', 'motivated')",-1.503698,-1.4130492,0.0906488
78,-1.1485797,-1.1424774,"('nonresilient', 'resilient')",-1.1485797,-1.1424774,0.0061023
79,-0.6244117,-0.68638927,"('wavering', 'unwavering')",-0.6244117,-0.6863893,-0.0619776
80,-0.6315443,-0.59164697,"('dominated', 'dominating')",-0.6315443,-0.591647,0.0398973
81,-0.71779954,-0.50156265,"('submissive', 'aggressive')",-0.7177995,-0.5015627,0.2162368
82,0.8330371,0.9056483,"('poor', 'rich')",0.8330371,0.9056483,0.0726112
83,-0.1640289,-0.25216615,"('powerless', 'powerful')",-0.1640289,-0.2521662,-0.0881373
84,0.5151819,0.53374916,"('inferior', 'superior')",0.5151819,0.5337492,0.0185673
85,0.19374011,0.13115558,"('insignificant', 'prestigious')",0.1937401,0.1311556,-0.0625845
86,-1.3600696,-1.5192353,"('uninfluential', 'influential')",-1.3600696,-1.5192353,-0.1591657
87,-0.42150754,-0.44466656,"('unsuccessful', 'successful')",-0.4215075,-0.4446666,-0.0231591
88,-0.53742373,-0.528388,"('low', 'eminent')",-0.5374237,-0.528388,0.0090357
