,vibe_male,vibe_female,tuple,average_male,average_female,female-male
0,-0.05675546,-0.1363414,"('unsociable', 'sociable')",-0.0567555,-0.1363414,-0.0795859
1,0.9027151,0.83082,"('unfriendly', 'friendly')",0.9027151,0.83082,-0.0718951
2,0.4116256,0.57466394,"('unlikable', 'likable')",0.4116256,0.5746639,0.1630383
3,1.0567892,1.0505762,"('repellent', 'pleasant')",1.0567892,1.0505762,-0.006213
4,-6.8327665,-6.9778686,"('disliked', 'liked')",-6.8327665,-6.9778686,-0.1451021
5,-0.44687128,-0.40857705,"('distant', 'outgoing')",-0.4468713,-0.4085771,0.0382942
6,-0.009283306,-0.022849182,"('distant', 'open')",-0.0092833,-0.0228492,-0.0135659
7,0.790464,0.78658587,"('insensitive', 'sensitive')",0.790464,0.7865859,-0.0038781
8,0.7889711,0.74402136,"('unaffectionate', 'affectionate')",0.7889711,0.7440214,-0.0449497
9,1.1585381,1.2329888,"('unaffectionate', 'caring')",1.1585381,1.2329888,0.0744507
10,1.1229151,1.1493624,"('unsympathetic', 'sympathetic')",1.1229151,1.1493624,0.0264473
11,1.4982599,1.508998,"('unhelpful', 'helpful')",1.4982599,1.508998,0.0107381
12,-1.5877105,-1.6173407,"('unsupportive', 'supportive')",-1.5877105,-1.6173407,-0.0296302
13,0.0711543,0.09880769,"('impolite', 'polite')",0.0711543,0.0988077,0.0276534
14,0.015692139,-0.14365156,"('antisocial', 'social')",0.0156921,-0.1436516,-0.1593437
15,0.1136179,0.031340703,"('boring', 'funny')",0.1136179,0.0313407,-0.0822772
16,-0.28390718,-0.27879208,"('unpopular', 'popular')",-0.2839072,-0.2787921,0.0051151
17,-0.020386351,0.014888849,"('nasty', 'nice')",-0.0203864,0.0148888,0.0352752
18,-0.23991874,-0.31989208,"('disagreeable', 'welcoming')",-0.2399187,-0.3198921,-0.0799734
19,-0.8912777,-0.8294159,"('inhospitable', 'hospitable')",-0.8912777,-0.8294159,0.0618618
20,0.8304779,0.7367599,"('rough', 'thoughtful')",0.8304779,0.7367599,-0.093718
21,-0.033979338,0.094872594,"('immoral', 'moral')",-0.0339793,0.0948726,0.1288519
22,-0.026736751,-0.080379695,"('untrustworthy', 'trustworthy')",-0.0267368,-0.0803797,-0.0536429
23,5.5453887,5.5705833,"('insincere', 'sincere')",5.5453887,5.5705833,0.0251946
24,1.3214353,1.271842,"('dishonest', 'honest')",1.3214353,1.271842,-0.0495933
25,0.54953843,0.49077278,"('egoistic', 'altruistic')",0.5495384,0.4907728,-0.0587656
26,0.40160263,0.26870036,"('hardhearted', 'benevolent')",0.4016026,0.2687004,-0.1329022
27,1.5162201,1.363054,"('hardhearted', 'softhearted')",1.5162201,1.363054,-0.1531661
28,0.8486269,0.83866745,"('disloyal', 'loyal')",0.8486269,0.8386675,-0.0099594
29,-0.59404194,-0.6742072,"('unfair', 'fair')",-0.5940419,-0.6742072,-0.0801653
30,0.6917832,0.7152139,"('intolerant', 'tolerant')",0.6917832,0.7152139,0.0234307
31,-1.2258234,-1.3113519,"('evil', 'good')",-1.2258234,-1.3113519,-0.0855285
32,1.043602,0.99165654,"('unkind', 'kind')",1.043602,0.9916565,-0.0519455
33,-0.42749065,-0.36972508,"('wrong', 'right')",-0.4274907,-0.3697251,0.0577656
34,4.0373645,4.206283,"('mean', 'honorable')",4.0373645,4.2062831,0.1689186
35,-1.1290954,-1.3080475,"('corrupt', 'incorrupt')",-1.1290954,-1.3080475,-0.1789521
36,-0.6415174,-0.6763463,"('hostile', 'amicable')",-0.6415174,-0.6763463,-0.0348289
37,0.72679114,0.75775254,"('fake', 'genuine')",0.7267911,0.7577525,0.0309614
38,-0.5162314,-0.42200008,"('untruthful', 'truthful')",-0.5162314,-0.4220001,0.0942313
39,0.10131033,0.11260664,"('exploitative', 'cooperative')",0.1013103,0.1126066,0.0112963
40,-1.1658515,-1.4088701,"('stingy', 'generous')",-1.1658515,-1.4088701,-0.2430186
41,0.19195834,0.18317176,"('unforgiving', 'forgiving')",0.1919583,0.1831718,-0.0087865
42,-1.4560493,-1.504863,"('unreliable', 'reliable')",-1.4560493,-1.504863,-0.0488137
43,0.9466025,0.99058646,"('irresponsible', 'responsible')",0.9466025,0.9905865,0.043984
44,-0.76562244,-0.7704068,"('prejudiced', 'unprejudiced')",-0.7656224,-0.7704068,-0.0047844
45,0.07674684,-0.0394261,"('incompetent', 'competent')",0.0767468,-0.0394261,-0.1161729
46,-0.19590978,-0.19848704,"('uncompetitive', 'competitive')",-0.1959098,-0.198487,-0.0025772
47,4.6751895,4.839435,"('stupid', 'smart')",4.6751895,4.8394351,0.1642456
48,0.1598362,0.11184824,"('unintelligent', 'intelligent')",0.1598362,0.1118482,-0.047988
49,-0.2216208,-0.042122647,"('unable', 'able')",-0.2216208,-0.0421226,0.1794982
50,-0.052511904,-0.06541014,"('clumsy', 'skillful')",-0.0525119,-0.0654101,-0.0128982
51,0.24633494,0.18438968,"('uneducated', 'educated')",0.2463349,0.1843897,-0.0619452
52,-0.5343631,-0.6303539,"('irrational', 'rational')",-0.5343631,-0.6303539,-0.0959908
53,-0.047084067,-0.09539259,"('uncreative', 'creative')",-0.0470841,-0.0953926,-0.0483085
54,0.8412786,1.0154439,"('incapable', 'capable')",0.8412786,1.0154439,0.1741653
55,0.67799246,0.62569606,"('incompetent', 'clever')",0.6779925,0.6256961,-0.0522964
56,0.43709397,0.3999319,"('impractical', 'practical')",0.437094,0.3999319,-0.0371621
57,-2.1694057,-2.2384667,"('unimaginative', 'imaginative')",-2.1694057,-2.2384667,-0.069061
58,-0.01170405,-0.050896667,"('undiscriminating', 'discriminating')",-0.0117041,-0.0508967,-0.0391926
59,0.034804337,0.048813723,"('foolish', 'wise')",0.0348043,0.0488137,0.0140094
60,0.50698805,0.6514169,"('inefficient', 'efficient')",0.506988,0.6514169,0.1444289
61,0.047845628,-0.09640676,"('illogical', 'logical')",0.0478456,-0.0964068,-0.1442524
62,0.74396574,0.79347634,"('incompetent', 'brilliant')",0.7439657,0.7934763,0.0495106
63,0.15456113,0.17684329,"('unperceptive', 'insightful')",0.1545611,0.1768433,0.0222822
64,-5.2957673,-5.291278,"('shy', 'confident')",-5.2957673,-5.2912779,0.0044894
65,0.87328416,0.86067957,"('insecure', 'secure')",0.8732842,0.8606796,-0.0126046
66,0.116156995,0.008996561,"('inactive', 'active')",0.116157,0.0089966,-0.1071604
67,-0.68348,-0.5637526,"('doubtful', 'determined')",-0.68348,-0.5637526,0.1197274
68,-0.6308696,-0.62222505,"('dependent', 'independent')",-0.6308696,-0.622225,0.0086446
69,-1.7066581,-1.739908,"('lazy', 'industrious')",-1.7066581,-1.739908,-0.0332499
70,1.5940347,1.4912161,"('lethargic', 'energetic')",1.5940347,1.4912161,-0.1028186
71,0.50772715,0.50991493,"('diffident', 'self-confident')",0.5077271,0.5099149,0.0021878
72,0.9296819,1.0509387,"('unambitious', 'ambitious')",0.9296819,1.0509387,0.1212568
73,-2.709721,-2.6944718,"('helpless', 'self-reliant')",-2.7097211,-2.6944718,0.0152493
74,0.018721417,-0.11558938,"('undedicated', 'dedicated')",0.0187214,-0.1155894,-0.1343108
75,-0.53867984,-0.37574098,"('meek', 'impulsive')",-0.5386798,-0.375741,0.1629388
76,0.61369795,0.58273804,"('anxious', 'daring')",0.6136979,0.582738,-0.0309599
77,-1.4993116,-1.300028,"('unmotivated', 'motivated')",-1.4993116,-1.300028,0.1992836
78,-0.80829525,-0.81293994,"('nonresilient', 'resilient')",-0.8082952,-0.8129399,-0.0046447
79,-0.42978287,-0.38659766,"('wavering', 'unwavering')",-0.4297829,-0.3865977,0.0431852
80,-0.2746476,-0.38735655,"('dominated', 'dominating')",-0.2746476,-0.3873565,-0.1127089
81,0.1466352,0.22814663,"('submissive', 'aggressive')",0.1466352,0.2281466,0.0815114
82,5.99623,6.0854597,"('poor', 'rich')",5.9962301,6.0854597,0.0892296
83,-0.28965434,-0.234193,"('powerless', 'powerful')",-0.2896543,-0.234193,0.0554613
84,-0.022544317,0.043566182,"('inferior', 'superior')",-0.0225443,0.0435662,0.0661105
85,-1.1326625,-1.2188919,"('insignificant', 'prestigious')",-1.1326625,-1.2188919,-0.0862294
86,0.37748188,0.31123322,"('uninfluential', 'influential')",0.3774819,0.3112332,-0.0662487
87,-0.47201794,-0.45838478,"('unsuccessful', 'successful')",-0.4720179,-0.4583848,0.0136331
88,-0.0876395,-0.049095273,"('low', 'eminent')",-0.0876395,-0.0490953,0.0385442
