,ipg_male,ipg_female,tuple,photonics_male,photonics_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.24935895,-0.42785734,"('unsociable', 'sociable')",-0.17108087,-0.29647464,-0.038930044,-0.15907656,-0.1531233,-0.2944695,-0.1413462
1,-2.0981493,-2.1793544,"('unfriendly', 'friendly')",-0.52213705,-0.65821236,0.77716535,0.6864789,-0.6143737,-0.7170293,-0.1026556
2,1.3418925,1.2557452,"('unlikable', 'likable')",0.80817443,0.7526854,1.1646603,1.1339554,1.1049091,1.047462,-0.0574471
3,0.22923504,0.16382924,"('repellent', 'pleasant')",-0.65560585,-0.59193563,1.1348534,1.0324197,0.2361609,0.2014378,-0.0347231
4,-0.17571984,-0.22366619,"('disliked', 'liked')",0.23182315,0.22551392,-6.7202463,-6.9597754,-2.221381,-2.3193092,-0.0979282
5,-1.7165488,-1.5680974,"('distant', 'outgoing')",-1.2377043,-1.0757128,-1.2550484,-1.0716271,-1.4031005,-1.2384791,0.1646214
6,-1.9394958,-1.7151668,"('distant', 'open')",-1.8067708,-1.6345607,-1.2926185,-1.0993893,-1.6796284,-1.4830389,0.1965895
7,-0.07678415,-0.09504318,"('insensitive', 'sensitive')",-0.10500103,-0.14641991,0.23972616,0.2568319,0.0193137,0.0051229,-0.0141908
8,-1.5541228,-1.6277245,"('unaffectionate', 'affectionate')",-0.79107076,-0.8982521,0.14970872,0.1979376,-0.7318283,-0.7760131,-0.0441848
9,-1.2336758,-1.2843149,"('unaffectionate', 'caring')",-0.57812524,-0.6375175,0.84858906,0.9362946,-0.3210707,-0.3285126,-0.0074419
10,-0.87520236,-0.9469945,"('unsympathetic', 'sympathetic')",-1.1580023,-1.2423587,-0.25584182,-0.13882571,-0.7630154,-0.7760596,-0.0130442
11,0.77485037,0.6556862,"('unhelpful', 'helpful')",0.7071773,0.55738693,2.474493,2.5116975,1.3188402,1.2415902,-0.07725
12,0.0685714,0.14008078,"('unsupportive', 'supportive')",-0.094566554,0.042943515,-2.2641804,-2.1640222,-0.7633919,-0.6603326,0.1030593
13,0.54835916,0.554838,"('impolite', 'polite')",-0.058068234,-0.0936754,-0.27716705,-0.21572009,0.0710413,0.0818142,0.0107729
14,1.0485991,1.040511,"('antisocial', 'social')",0.67212206,0.67995346,0.42681667,0.24094221,0.715846,0.6538022,-0.0620438
15,0.23430859,0.105607,"('boring', 'funny')",0.6941634,0.49773395,0.28812703,0.122794226,0.405533,0.2420451,-0.1634879
16,-0.37079203,-0.5139848,"('unpopular', 'popular')",-0.25856078,-0.3768041,0.66202575,0.47724292,0.010891,-0.1378487,-0.1487397
17,-0.41346434,-0.41637227,"('nasty', 'nice')",-0.36484212,-0.3300008,-0.40306017,-0.5076895,-0.3937889,-0.4180208,-0.0242319
18,-0.56249034,-0.5539357,"('disagreeable', 'welcoming')",0.18923378,0.18106776,-0.6085389,-0.65053755,-0.3272652,-0.3411352,-0.01387
19,-0.6678039,-0.6782305,"('inhospitable', 'hospitable')",-1.1158466,-1.142288,-0.8561708,-0.7045336,-0.8799404,-0.841684,0.0382564
20,0.28574887,0.29552826,"('rough', 'thoughtful')",0.92056614,0.88129455,0.71782786,0.7363862,0.6413809,0.6377363,-0.0036446
21,0.7450882,0.68294334,"('immoral', 'moral')",0.2425315,0.1130049,-0.06294246,-0.09957823,0.3082258,0.2321233,-0.0761025
22,0.3244707,0.3038111,"('untrustworthy', 'trustworthy')",-0.6207079,-0.74444485,-0.82149863,-0.9044047,-0.3725786,-0.4483461,-0.0757675
23,0.1159922,-0.036298137,"('insincere', 'sincere')",0.36053228,0.19679964,6.1456957,6.205212,2.2074067,2.1219045,-0.0855022
24,-0.003292475,0.059799843,"('dishonest', 'honest')",-1.0334762,-0.9701566,0.7263102,0.872644,-0.1034862,-0.0125709,0.0909153
25,-1.1131672,-1.1713688,"('egoistic', 'altruistic')",0.30673987,0.3016001,0.7517314,0.6407172,-0.018232,-0.0763505,-0.0581185
26,-1.1545737,-1.2872477,"('hardhearted', 'benevolent')",0.841494,0.66152567,1.372079,1.1447563,0.3529998,0.1730114,-0.1799884
27,-1.5026318,-1.3143252,"('hardhearted', 'softhearted')",-0.4267456,-0.3267633,0.56108063,0.6278659,-0.4560989,-0.3377409,0.118358
28,-0.584954,-0.6977636,"('disloyal', 'loyal')",0.29715675,0.1227111,1.5726917,1.4869046,0.4282982,0.3039507,-0.1243475
29,-0.08301991,-0.0016263556,"('unfair', 'fair')",-0.90987104,-0.9073247,-0.5699377,-0.73993355,-0.5209429,-0.5496282,-0.0286853
30,1.1023351,1.0620296,"('intolerant', 'tolerant')",1.2769157,1.2133534,0.99008197,0.9964868,1.1231109,1.0906232,-0.0324877
31,-1.7859992,-1.6557498,"('evil', 'good')",-0.9100203,-0.78055215,-1.6383787,-1.6888227,-1.4447994,-1.3750416,0.0697578
32,0.0329443,-0.18468885,"('unkind', 'kind')",0.1683521,-0.0015873984,1.16658,0.9807189,0.4559588,0.2648142,-0.1911446
33,0.12222722,0.11967997,"('wrong', 'right')",0.39265332,0.41993073,-0.8872425,-0.92609763,-0.1241207,-0.128829,-0.0047083
34,-0.03149704,0.0810069,"('mean', 'honorable')",0.28877172,0.3680327,5.672854,6.0040374,1.9767095,2.1510256,0.1743161
