,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,0.2480812,0.16989395,"('unsociable', 'sociable')",0.2480812,0.169894,-0.0781872
1,1.4511436,1.460686,"('unfriendly', 'friendly')",1.4511436,1.460686,0.0095424
2,-0.1553323,-0.0089011565,"('unlikable', 'likable')",-0.1553323,-0.0089012,0.1464311
3,0.7539494,0.93405914,"('repellent', 'pleasant')",0.7539494,0.9340591,0.1801097
4,-7.0484834,-7.2630863,"('disliked', 'liked')",-7.0484834,-7.2630863,-0.2146029
5,-0.5867638,-0.626176,"('distant', 'outgoing')",-0.5867638,-0.626176,-0.0394122
6,0.15373352,0.022426762,"('distant', 'open')",0.1537335,0.0224268,-0.1313067
7,1.4475114,1.4924396,"('insensitive', 'sensitive')",1.4475114,1.4924396,0.0449282
8,1.3008873,1.2446752,"('unaffectionate', 'affectionate')",1.3008873,1.2446752,-0.0562121
9,1.3827698,1.3928592,"('unaffectionate', 'caring')",1.3827698,1.3928592,0.0100894
10,1.000236,1.0624896,"('unsympathetic', 'sympathetic')",1.000236,1.0624896,0.0622536
11,1.3189224,1.42883,"('unhelpful', 'helpful')",1.3189224,1.42883,0.1099076
12,-1.3407578,-1.3589969,"('unsupportive', 'supportive')",-1.3407578,-1.3589969,-0.0182391
13,-0.3518093,-0.23049957,"('impolite', 'polite')",-0.3518093,-0.2304996,0.1213097
14,0.16056658,0.15069354,"('antisocial', 'social')",0.1605666,0.1506935,-0.0098731
15,0.3806581,0.31905866,"('boring', 'funny')",0.3806581,0.3190587,-0.0615994
16,-0.9108881,-0.8879241,"('unpopular', 'popular')",-0.9108881,-0.8879241,0.022964
17,-0.1045944,-0.1295697,"('nasty', 'nice')",-0.1045944,-0.1295697,-0.0249753
18,-0.40229636,-0.30570984,"('disagreeable', 'welcoming')",-0.4022964,-0.3057098,0.0965866
19,-0.72386044,-0.6866526,"('inhospitable', 'hospitable')",-0.7238604,-0.6866526,0.0372078
20,1.0892553,0.9586643,"('rough', 'thoughtful')",1.0892553,0.9586643,-0.130591
21,-0.6630996,-0.39149797,"('immoral', 'moral')",-0.6630996,-0.391498,0.2716016
22,-0.24456087,-0.17265828,"('untrustworthy', 'trustworthy')",-0.2445609,-0.1726583,0.0719026
23,6.180104,6.3863726,"('insincere', 'sincere')",6.1801038,6.3863726,0.2062688
24,1.3513029,1.377021,"('dishonest', 'honest')",1.3513029,1.377021,0.0257181
25,0.77254593,0.8295264,"('egoistic', 'altruistic')",0.7725459,0.8295264,0.0569805
26,1.416197,1.1212133,"('hardhearted', 'benevolent')",1.4161969,1.1212133,-0.2949836
27,1.997184,1.8067343,"('hardhearted', 'softhearted')",1.997184,1.8067343,-0.1904497
28,1.3691686,1.2619319,"('disloyal', 'loyal')",1.3691686,1.2619319,-0.1072367
29,-0.3229568,-0.5152472,"('unfair', 'fair')",-0.3229568,-0.5152472,-0.1922904
30,0.94218713,1.0414007,"('intolerant', 'tolerant')",0.9421871,1.0414007,0.0992136
31,-0.74590886,-0.85405797,"('evil', 'good')",-0.7459089,-0.854058,-0.1081491
32,1.1606618,1.0182679,"('unkind', 'kind')",1.1606618,1.0182679,-0.1423939
33,-0.4324583,-0.5013376,"('wrong', 'right')",-0.4324583,-0.5013376,-0.0688793
34,4.162613,4.4412355,"('mean', 'honorable')",4.1626129,4.4412355,0.2786226
35,-0.74043334,-1.1400015,"('corrupt', 'incorrupt')",-0.7404333,-1.1400015,-0.3995682
