,nvidia_male,nvidia_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.6313659,-1.8582307,"('unsociable', 'sociable')",-0.21958107,-0.40048963,-0.9254735,-1.1293602,-0.2038867
1,-0.46510735,-0.6868787,"('unfriendly', 'friendly')",1.1652268,1.0338187,0.3500597,0.17347,-0.1765897
2,0.1916253,0.15303382,"('unlikable', 'likable')",0.665667,0.690215,0.4286461,0.4216244,-0.0070217
3,-1.3028759,-1.2410704,"('repellent', 'pleasant')",1.217533,1.2449933,-0.0426714,0.0019615,0.0446329
4,-0.052773803,-0.06234521,"('disliked', 'liked')",-7.0447254,-7.1104684,-3.5487497,-3.5864067,-0.037657
5,0.22016561,0.22385854,"('distant', 'outgoing')",-0.84011394,-0.77643156,-0.3099742,-0.2762865,0.0336877
6,0.66763675,0.65407234,"('distant', 'open')",-0.7813405,-0.7125249,-0.0568519,-0.0292263,0.0276256
7,-1.6651267,-1.5941491,"('insensitive', 'sensitive')",0.21796873,0.18993229,-0.723579,-0.7021084,0.0214706
8,-0.2796941,-0.4669796,"('unaffectionate', 'affectionate')",0.42752326,0.40978888,0.0739146,-0.0285954,-0.10251
9,-0.34477833,-0.54762256,"('unaffectionate', 'caring')",1.0205845,1.0619427,0.3379031,0.2571601,-0.080743
10,-2.6042948,-2.5370476,"('unsympathetic', 'sympathetic')",-0.26077673,-0.299882,-1.4325358,-1.4184648,0.014071
11,-0.92560595,-0.95591515,"('unhelpful', 'helpful')",1.8658653,1.8851746,0.4701297,0.4646297,-0.0055
12,-1.2801605,-1.1646378,"('unsupportive', 'supportive')",-2.4691303,-2.450636,-1.8746455,-1.8076369,0.0670086
13,-1.7272906,-1.8843982,"('impolite', 'polite')",-0.6619861,-0.6570412,-1.1946384,-1.2707198,-0.0760814
14,-1.1225567,-1.0866652,"('antisocial', 'social')",0.08130645,-0.109687336,-0.5206251,-0.5981762,-0.0775511
15,0.70435464,0.4964143,"('boring', 'funny')",0.10815605,0.05574157,0.4062553,0.2760779,-0.1301774
16,0.30691174,0.24639805,"('unpopular', 'popular')",0.45060647,0.367169,0.3787591,0.3067835,-0.0719756
17,-0.080148816,-0.109576404,"('nasty', 'nice')",-0.38324428,-0.38947597,-0.2316965,-0.2495262,-0.0178297
18,-0.64327645,-0.61452985,"('disagreeable', 'welcoming')",-0.6882625,-0.7041231,-0.6657695,-0.6593264,0.0064431
19,-0.10726561,-0.15612945,"('inhospitable', 'hospitable')",-0.7134339,-0.54367864,-0.4103498,-0.3499041,0.0604457
20,0.8414465,0.88417536,"('rough', 'thoughtful')",0.934755,0.9038749,0.8881007,0.8940251,0.0059244
21,-1.332068,-1.3339775,"('immoral', 'moral')",-0.45068052,-0.44444767,-0.8913742,-0.8892125,0.0021617
22,-1.2337912,-1.2892914,"('untrustworthy', 'trustworthy')",-1.352852,-1.4286367,-1.2933216,-1.358964,-0.0656424
23,-0.9810332,-1.0456343,"('insincere', 'sincere')",6.0802083,6.025806,2.5495875,2.4900858,-0.0595017
24,-1.1893119,-1.1789775,"('dishonest', 'honest')",0.7248697,0.7317404,-0.2322211,-0.2236185,0.0086026
25,0.1838706,-0.0004331693,"('egoistic', 'altruistic')",0.8021151,0.71056056,0.4929928,0.3550637,-0.1379291
26,0.51765156,0.31111315,"('hardhearted', 'benevolent')",1.5986733,1.3016853,1.0581625,0.8063992,-0.2517633
27,-0.75693387,-0.7623821,"('hardhearted', 'softhearted')",1.1388649,1.0643313,0.1909655,0.1509746,-0.0399909
28,-0.16640466,-0.32354182,"('disloyal', 'loyal')",1.421843,1.3173753,0.6277192,0.4969167,-0.1308025
29,-0.13773033,-0.12148458,"('unfair', 'fair')",-0.35164976,-0.48146528,-0.24469,-0.3014749,-0.0567849
30,-0.484896,-0.513266,"('intolerant', 'tolerant')",0.97699636,0.9940581,0.2460502,0.240396,-0.0056542
31,0.43322498,0.51002425,"('evil', 'good')",-1.0948129,-1.1720115,-0.3307939,-0.3309936,-0.0001997
32,-0.85281515,-1.0644975,"('unkind', 'kind')",0.88605636,0.60079193,0.0166206,-0.2318528,-0.2484734
33,0.4498357,0.35779557,"('wrong', 'right')",-1.0751122,-1.0789247,-0.3126383,-0.3605645,-0.0479262
34,-0.03896682,0.17201649,"('mean', 'honorable')",5.8349667,6.0729136,2.898,3.1224651,0.2244651
