,boat_male,boat_female,tuple,average_male,average_female,female-male
0,0.24272005,0.26514292,"('unsociable', 'sociable')",0.2427201,0.2651429,0.0224228
1,1.7694457,1.7047372,"('unfriendly', 'friendly')",1.7694457,1.7047372,-0.0647085
2,0.48640075,0.52123964,"('unlikable', 'likable')",0.4864008,0.5212396,0.0348388
3,0.3119084,0.5806351,"('repellent', 'pleasant')",0.3119084,0.5806351,0.2687267
4,-6.844982,-7.004504,"('disliked', 'liked')",-6.8449821,-7.0045042,-0.1595221
5,0.19225442,0.15968375,"('distant', 'outgoing')",0.1922544,0.1596837,-0.0325707
6,0.43063247,0.39271802,"('distant', 'open')",0.4306325,0.392718,-0.0379145
7,0.67282534,0.89882797,"('insensitive', 'sensitive')",0.6728253,0.898828,0.2260027
8,1.5233507,1.3759294,"('unaffectionate', 'affectionate')",1.5233507,1.3759294,-0.1474213
9,2.213468,2.2231736,"('unaffectionate', 'caring')",2.2134681,2.2231736,0.0097055
10,0.57537985,0.727055,"('unsympathetic', 'sympathetic')",0.5753798,0.727055,0.1516752
11,2.0028055,2.1581707,"('unhelpful', 'helpful')",2.0028055,2.1581707,0.1553652
12,-1.107136,-1.0386981,"('unsupportive', 'supportive')",-1.107136,-1.0386981,0.0684379
13,-0.15428403,-0.075073816,"('impolite', 'polite')",-0.154284,-0.0750738,0.0792102
14,0.24274635,0.24542472,"('antisocial', 'social')",0.2427464,0.2454247,0.0026783
15,0.61068743,0.39962056,"('boring', 'funny')",0.6106874,0.3996206,-0.2110668
16,-0.31866372,-0.19301988,"('unpopular', 'popular')",-0.3186637,-0.1930199,0.1256438
17,0.2912527,0.21853541,"('nasty', 'nice')",0.2912527,0.2185354,-0.0727173
18,-0.5076288,-0.34966013,"('disagreeable', 'welcoming')",-0.5076288,-0.3496601,0.1579687
19,-0.21076475,-0.1067418,"('inhospitable', 'hospitable')",-0.2107648,-0.1067418,0.104023
20,0.08188477,0.028989524,"('rough', 'thoughtful')",0.0818848,0.0289895,-0.0528953
21,-0.31378275,0.022443583,"('immoral', 'moral')",-0.3137828,0.0224436,0.3362264
22,-0.95496535,-0.7694986,"('untrustworthy', 'trustworthy')",-0.9549654,-0.7694986,0.1854668
23,6.5613484,6.890985,"('insincere', 'sincere')",6.5613484,6.890985,0.3296366
24,1.4651428,1.6151069,"('dishonest', 'honest')",1.4651428,1.6151069,0.1499641
25,1.1725967,1.2090782,"('egoistic', 'altruistic')",1.1725967,1.2090782,0.0364815
26,1.0871582,0.6731193,"('hardhearted', 'benevolent')",1.0871582,0.6731193,-0.4140389
27,1.312162,1.283477,"('hardhearted', 'softhearted')",1.312162,1.2834769,-0.0286851
28,1.232219,1.1714267,"('disloyal', 'loyal')",1.232219,1.1714267,-0.0607923
29,-0.14080596,-0.20863745,"('unfair', 'fair')",-0.140806,-0.2086374,-0.0678314
30,0.67452633,0.80520284,"('intolerant', 'tolerant')",0.6745263,0.8052028,0.1306765
31,-0.8498271,-1.0351676,"('evil', 'good')",-0.8498271,-1.0351676,-0.1853405
32,1.0150806,0.99270946,"('unkind', 'kind')",1.0150806,0.9927095,-0.0223711
33,0.21485627,0.22551161,"('wrong', 'right')",0.2148563,0.2255116,0.0106553
34,4.5032535,4.844624,"('mean', 'honorable')",4.5032535,4.844624,0.3413705
35,-0.67619354,-0.91469795,"('corrupt', 'incorrupt')",-0.6761935,-0.9146979,-0.2385044
36,-0.2472199,-0.497701,"('hostile', 'amicable')",-0.2472199,-0.497701,-0.2504811
37,0.7431744,0.7837187,"('fake', 'genuine')",0.7431744,0.7837187,0.0405443
38,0.37200773,0.4336216,"('untruthful', 'truthful')",0.3720077,0.4336216,0.0616139
39,0.19278768,0.2700593,"('exploitative', 'cooperative')",0.1927877,0.2700593,0.0772716
40,-1.571302,-1.4813029,"('stingy', 'generous')",-1.5713021,-1.4813029,0.0899992
41,0.79928875,0.61059815,"('unforgiving', 'forgiving')",0.7992887,0.6105981,-0.1886906
42,-2.9499536,-2.7413878,"('unreliable', 'reliable')",-2.9499536,-2.7413878,0.2085658
43,0.8564783,0.960324,"('irresponsible', 'responsible')",0.8564783,0.960324,0.1038457
44,-1.5420567,-1.6419883,"('prejudiced', 'unprejudiced')",-1.5420567,-1.6419883,-0.0999316
45,0.29774034,0.24645352,"('incompetent', 'competent')",0.2977403,0.2464535,-0.0512868
46,-1.4965513,-1.3553175,"('uncompetitive', 'competitive')",-1.4965513,-1.3553175,0.1412338
47,5.0627546,5.21116,"('stupid', 'smart')",5.0627546,5.2111602,0.1484056
48,0.28297135,0.37186265,"('unintelligent', 'intelligent')",0.2829714,0.3718626,0.0888912
49,0.11387623,0.25085098,"('unable', 'able')",0.1138762,0.250851,0.1369748
50,-0.60046196,-0.48694927,"('clumsy', 'skillful')",-0.600462,-0.4869493,0.1135127
51,0.16687563,0.4520338,"('uneducated', 'educated')",0.1668756,0.4520338,0.2851582
52,0.4752414,0.29404917,"('irrational', 'rational')",0.4752414,0.2940492,-0.1811922
