,acuity_male,acuity_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4824983,-1.6131523,"('unsociable', 'sociable')",0.90093195,0.7317417,-0.4480738,-0.5557793,-0.3432134,-0.4790633,-0.1358499
1,-1.6202244,-1.6384571,"('unfriendly', 'friendly')",0.3370585,0.36579835,1.5803387,1.5886304,0.0990576,0.1053239,0.0062663
2,0.31368572,0.38420314,"('unlikable', 'likable')",0.83471847,0.9428965,0.5394373,0.6668511,0.5626138,0.6646502,0.1020364
3,-1.4302605,-1.2296158,"('repellent', 'pleasant')",-0.6696801,-0.5098011,-0.21681473,-0.18099406,-0.7722518,-0.640137,0.1321148
4,0.5276454,0.6088034,"('disliked', 'liked')",-0.36261752,-0.3107961,-6.0219173,-6.147074,-1.9522964,-1.9496889,0.0026075
5,0.1361685,0.16024956,"('distant', 'outgoing')",-0.27155292,-0.17012283,-0.23678681,-0.1633833,-0.1240571,-0.0577522,0.0663049
6,-0.33338588,-0.258748,"('distant', 'open')",-0.6860648,-0.56373245,0.43032703,0.45823857,-0.1963745,-0.121414,0.0749605
7,-0.7701616,-0.7358638,"('insensitive', 'sensitive')",0.650825,0.62480474,0.39178893,0.39506477,0.0908174,0.0946686,0.0038512
8,-0.53344166,-0.57310116,"('unaffectionate', 'affectionate')",-0.7217223,-0.6203155,0.27344573,0.2542275,-0.3272394,-0.313063,0.0141764
9,-0.6462766,-0.68053895,"('unaffectionate', 'caring')",0.20104498,0.25474387,0.86763936,0.92027974,0.1408026,0.1648282,0.0240256
10,-1.2572383,-1.1894549,"('unsympathetic', 'sympathetic')",0.41807288,0.41644186,-0.47655585,-0.5212793,-0.4385738,-0.4314308,0.007143
11,-0.72700304,-0.74363935,"('unhelpful', 'helpful')",0.28010756,0.33159432,1.7660822,1.8415545,0.4397289,0.4765032,0.0367743
12,-0.17669544,0.016255036,"('unsupportive', 'supportive')",0.62659186,0.8268729,-1.8387358,-1.7857622,-0.4629465,-0.3142114,0.1487351
13,-0.74290365,-0.82609916,"('impolite', 'polite')",0.9280767,0.86023825,-0.36542487,-0.40225247,-0.0600839,-0.1227045,-0.0626206
14,-0.6140888,-0.6349504,"('antisocial', 'social')",1.0080274,0.9097982,-0.7927596,-0.8467156,-0.1329403,-0.1906226,-0.0576823
15,0.71440893,0.5243553,"('boring', 'funny')",0.41587934,0.36185607,0.5177504,0.4737138,0.5493462,0.4533084,-0.0960378
16,-0.905434,-0.75684804,"('unpopular', 'popular')",-0.8833128,-0.72666085,0.32189628,0.38174224,-0.4889502,-0.3672555,0.1216947
17,-0.098070845,0.061837286,"('nasty', 'nice')",-0.7132832,-0.60272247,-0.6090978,-0.53022975,-0.473484,-0.3570383,0.1164457
18,-0.06307822,0.0018589683,"('disagreeable', 'welcoming')",-0.15282479,-0.0954244,-0.31007084,-0.33787358,-0.1753246,-0.143813,0.0315116
19,-0.3428763,-0.30096823,"('inhospitable', 'hospitable')",-0.1660076,-0.13923976,-0.09204487,0.06199503,-0.2003096,-0.126071,0.0742386
20,-0.39826038,-0.31379598,"('rough', 'thoughtful')",0.20607957,0.29861113,0.9037134,0.8836163,0.2371775,0.2894771,0.0522996
21,-0.516641,-0.56077325,"('immoral', 'moral')",0.7325325,0.7071756,-0.61452085,-0.5978734,-0.1328765,-0.1504903,-0.0176138
22,-0.68897665,-0.6827177,"('untrustworthy', 'trustworthy')",0.5898656,0.5130985,-1.0159111,-1.083223,-0.3716741,-0.4176141,-0.04594
23,-1.1519668,-1.1759939,"('insincere', 'sincere')",0.6691124,0.61959654,5.3676744,5.4113255,1.6282733,1.6183093,-0.009964
24,-0.524214,-0.6070591,"('dishonest', 'honest')",-0.28584695,-0.3290362,0.61774755,0.5652406,-0.0641045,-0.1236182,-0.0595137
25,-0.41093197,-0.41504008,"('egoistic', 'altruistic')",-0.57212657,-0.46379054,1.3228627,1.3077121,0.1132681,0.1429605,0.0296924
26,0.4425984,0.4063902,"('hardhearted', 'benevolent')",0.97233516,0.9825474,1.824121,1.7859706,1.0796849,1.0583027,-0.0213822
27,0.7131376,0.77910936,"('hardhearted', 'softhearted')",0.3308433,0.34194127,1.2973644,1.1613737,0.7804484,0.7608081,-0.0196403
28,-1.4305209,-1.5676595,"('disloyal', 'loyal')",-0.40268394,-0.4918282,1.0323427,0.9744504,-0.2669541,-0.3616792,-0.0947251
29,-0.58054876,-0.5607892,"('unfair', 'fair')",-1.0764266,-1.1112124,-0.5755931,-0.6612335,-0.7441895,-0.777745,-0.0335555
30,0.16658878,0.16944396,"('intolerant', 'tolerant')",1.9152286,1.8141049,1.1749516,1.1173836,1.0855896,1.0336442,-0.0519454
31,-0.5162502,-0.38168755,"('evil', 'good')",-1.6719091,-1.5575044,-1.1038666,-1.0714065,-1.0973419,-1.0035328,0.0938091
32,-0.8405892,-0.94436866,"('unkind', 'kind')",1.0667064,0.86463946,0.89884776,0.8104853,0.3749883,0.2435854,-0.1314029
33,0.49535856,0.45157018,"('wrong', 'right')",0.57185227,0.6224965,-0.43915558,-0.44053593,0.2093517,0.2111769,0.0018252
34,0.4952029,0.64115644,"('mean', 'honorable')",-0.22495937,-0.11383129,6.1622767,6.287233,2.1441735,2.2715193,0.1273458
35,1.0421202,0.9491232,"('corrupt', 'incorrupt')",-1.9172171,-1.9506439,0.092528254,-0.026579633,-0.2608562,-0.3427001,-0.0818439
36,0.40001515,0.4285457,"('hostile', 'amicable')",-1.9161762,-1.8508269,0.3955159,0.28465772,-0.3735484,-0.3792078,-0.0056594
37,0.014772881,0.07511793,"('fake', 'genuine')",0.030204086,0.074722044,0.19444251,0.1817372,0.0798065,0.1105257,0.0307192
38,-0.6327762,-0.61083734,"('untruthful', 'truthful')",-0.4604385,-0.36098543,-0.24621753,-0.14389601,-0.4464774,-0.3719062,0.0745712
39,0.8019353,0.740236,"('exploitative', 'cooperative')",1.6002219,1.4842657,0.23563747,0.2444446,0.8792649,0.8229821,-0.0562828
40,0.53784263,0.5067993,"('stingy', 'generous')",-0.18374239,-0.1262766,-1.4806012,-1.6424617,-0.3755003,-0.4206463,-0.045146
41,-0.35662353,-0.27514255,"('unforgiving', 'forgiving')",-0.15153897,-0.07468712,0.23691852,0.12924986,-0.0904147,-0.0735266,0.0168881
42,1.2390606,1.2695974,"('unreliable', 'reliable')",0.8801227,0.96998805,-2.8198593,-2.860649,-0.2335587,-0.2070212,0.0265375
43,-1.0233417,-0.9016583,"('irresponsible', 'responsible')",1.2841218,1.3511949,0.30274373,0.34282607,0.1878413,0.2641209,0.0762796
44,1.2521278,1.2839756,"('prejudiced', 'unprejudiced')",0.37359962,0.42064208,-1.1059688,-1.1241813,0.1732529,0.1934788,0.0202259
45,-1.3243656,-1.0851834,"('incompetent', 'competent')",0.2580477,0.34209615,-0.49827352,-0.54680693,-0.5215305,-0.4299647,0.0915658
46,-1.317882,-1.1929256,"('uncompetitive', 'competitive')",1.1997126,1.293926,-0.3488341,-0.46308416,-0.1556678,-0.1206946,0.0349732
47,-0.33931562,-0.22502272,"('stupid', 'smart')",1.2602903,1.2983391,5.3356767,5.491362,2.0855505,2.1882262,0.1026757
48,-1.3498899,-1.3863181,"('unintelligent', 'intelligent')",-0.8199576,-0.82368493,0.29555038,0.26107532,-0.6247657,-0.6496425,-0.0248768
49,-0.29459086,-0.09247449,"('unable', 'able')",0.24765514,0.3650982,-0.22462401,-0.109171316,-0.0905199,0.0544841,0.145004
50,0.8815825,0.9080973,"('clumsy', 'skillful')",-0.10998498,-0.005879648,0.025206491,-0.025151823,0.2656013,0.2923553,0.026754
51,-1.3539567,-1.5633554,"('uneducated', 'educated')",0.06350507,-0.118772,0.39152184,0.3014524,-0.2996433,-0.460225,-0.1605817
52,-0.37025893,-0.5763247,"('irrational', 'rational')",-0.9198789,-1.0303324,-0.13622837,-0.19314364,-0.4754554,-0.5999336,-0.1244782
53,-1.1894652,-1.1529456,"('uncreative', 'creative')",0.622363,0.6632465,0.6871833,0.661042,0.040027,0.0571143,0.0170873
54,-0.30500522,-0.3882318,"('incapable', 'capable')",1.0598164,1.0375674,0.94667566,1.0802909,0.5671623,0.5765421,0.0093798
55,-1.1226677,-1.0412422,"('incompetent', 'clever')",0.7222936,0.7391974,-0.14583977,-0.17936039,-0.1820713,-0.1604684,0.0216029
56,-0.01052778,0.011933001,"('impractical', 'practical')",1.5683998,1.5694523,0.05951985,0.074643224,0.5391306,0.5520095,0.0128789
57,-0.83496463,-0.7750387,"('unimaginative', 'imaginative')",-0.08212857,-0.035984915,-2.3259134,-2.3989372,-1.0810022,-1.069987,0.0110152
58,-0.39260614,-0.30834603,"('undiscriminating', 'discriminating')",0.5688501,0.62887657,0.23824377,0.19967549,0.1381626,0.173402,0.0352394
59,0.3202905,0.22092086,"('foolish', 'wise')",0.20112288,0.15099496,0.119664595,0.19008887,0.2136927,0.1873349,-0.0263578
60,-0.3261565,-0.27662802,"('inefficient', 'efficient')",1.7880113,1.7440213,-0.17150201,-0.121506676,0.4301176,0.4486289,0.0185113
61,-1.4559441,-1.5453598,"('illogical', 'logical')",-0.30864403,-0.4512975,0.05457239,-0.051097546,-0.5700053,-0.682585,-0.1125797
62,-0.6866974,-0.5393835,"('incompetent', 'brilliant')",1.0709515,1.1578289,-0.3830381,-0.25705197,0.0004053,0.1204645,0.1200592
