,nxp_male,nxp_female,tuple,semiconductors_male,semiconductors_female,n_male,n_female,v_male,v_female,average_male,average_female,female-male
0,-0.6692644,-0.7788254,"('unsociable', 'sociable')",-0.12186373,-0.167252,0.79298747,0.66845113,0.4025627,0.32052222,0.1011055,0.010724,-0.0903815
1,-2.3825037,-2.5100238,"('unfriendly', 'friendly')",-0.22858752,-0.5147143,-1.5416871,-1.4120636,-0.38113236,-0.46895504,-1.1334777,-1.2264392,-0.0929615
2,0.78663033,0.7960014,"('unlikable', 'likable')",1.1871551,1.1911048,1.2490184,1.3424897,0.83108425,0.86431146,1.0134721,1.0484768,0.0350047
3,0.238426,0.23169382,"('repellent', 'pleasant')",-0.45452318,-0.3855433,1.3843026,1.4559044,0.37282047,0.56168234,0.3852565,0.4659343,0.0806778
4,0.1895671,0.16091391,"('disliked', 'liked')",-0.05269943,-0.07229826,0.5691305,0.64466953,-3.7483344,-3.9088461,-0.7605841,-0.7938902,-0.0333061
5,-0.9563124,-0.8977408,"('distant', 'outgoing')",-1.0070785,-0.9883127,-0.9175694,-0.67400175,-1.0415361,-1.0050867,-0.9806241,-0.8912855,0.0893386
6,-1.3353394,-1.2644362,"('distant', 'open')",-1.2363755,-1.2523426,-0.8700374,-0.5270569,-0.5345399,-0.5251568,-0.994073,-0.8922482,0.1018248
7,-0.869426,-0.9369102,"('insensitive', 'sensitive')",-0.38587862,-0.38631567,-0.8542491,-0.91900134,-0.24683365,-0.25843906,-0.5890968,-0.6251665,-0.0360697
8,-1.9117341,-2.0036986,"('unaffectionate', 'affectionate')",-0.35991848,-0.54755306,-1.4658968,-1.4326389,-1.1418849,-1.3826528,-1.2198586,-1.3416358,-0.1217772
9,-1.7678056,-1.9017293,"('unaffectionate', 'caring')",-0.23628815,-0.44078505,-0.74598384,-0.75441706,0.10483829,-0.044252306,-0.6613098,-0.785296,-0.1239862
10,-1.3574681,-1.4439871,"('unsympathetic', 'sympathetic')",-1.2935704,-1.2799207,0.026592165,-0.058934115,-0.26736835,-0.32458532,-0.7229537,-0.7768569,-0.0539032
11,0.32828918,0.2733316,"('unhelpful', 'helpful')",0.8900281,0.8879767,1.0413017,0.9241667,2.081782,2.0632915,1.0853503,1.0371916,-0.0481587
12,-0.73499596,-0.7229719,"('unsupportive', 'supportive')",-0.083624505,-0.008137954,0.1474199,0.257204,-0.71640915,-0.7501942,-0.3469024,-0.306025,0.0408774
13,-0.36727595,-0.38752612,"('impolite', 'polite')",0.42737153,0.51545733,-0.024544358,-0.19270666,0.021234263,-0.002273744,0.0141964,-0.0167623,-0.0309587
14,0.5521547,0.525198,"('antisocial', 'social')",0.5954577,0.6490825,1.5291011,1.3860967,0.21008503,0.26083708,0.7216996,0.7053035,-0.0163961
15,0.65418667,0.6177032,"('boring', 'funny')",0.15684178,0.11659425,0.5670863,0.5015034,0.35018754,0.26040196,0.4320756,0.3740507,-0.0580249
16,0.2793627,0.19919795,"('unpopular', 'popular')",0.24901241,0.18950894,-0.08284224,-0.081604294,1.1358765,1.1373353,0.3953524,0.3611095,-0.0342429
17,0.12993065,0.13882922,"('nasty', 'nice')",-0.39776522,-0.27966714,0.08133078,0.09219438,0.15988265,0.20994739,-0.0066553,0.040326,0.0469813
18,-0.85353196,-0.9008162,"('disagreeable', 'welcoming')",0.08578776,0.00047689676,-0.67787033,-0.58505905,-0.7142682,-0.8272439,-0.5399707,-0.5781605,-0.0381898
19,-0.99986887,-1.0040538,"('inhospitable', 'hospitable')",-0.5075104,-0.5513538,-0.42360705,-0.30928853,0.045869134,0.0620775,-0.4712793,-0.4506547,0.0206246
20,-0.30559656,-0.37350976,"('rough', 'thoughtful')",0.26683587,0.24320595,0.26521522,0.16766165,-0.6919373,-0.7315754,-0.1163707,-0.1735544,-0.0571837
21,-0.10373108,-0.1599719,"('immoral', 'moral')",-0.12636407,-0.09391366,0.9398252,0.76096874,0.91388845,0.9425424,0.4059046,0.3624064,-0.0434982
22,-0.21513796,-0.30390197,"('untrustworthy', 'trustworthy')",-0.23143089,-0.27063853,-0.14434093,-0.21074215,-0.34514317,-0.3743435,-0.2340132,-0.2899065,-0.0558933
23,-0.9793754,-1.0911568,"('insincere', 'sincere')",-0.00027769618,-0.07448144,0.104481444,0.049047343,3.6578894,3.734451,0.6956794,0.654465,-0.0412144
24,-0.62963915,-0.6698837,"('dishonest', 'honest')",-1.30136,-1.3076522,-0.8121892,-0.8031551,-0.3436454,-0.4029382,-0.7717084,-0.7959073,-0.0241989
25,-1.4568229,-1.482295,"('egoistic', 'altruistic')",0.38960975,0.28847933,-0.16558911,-0.18316986,-0.104273155,-0.13758138,-0.3342688,-0.3786417,-0.0443729
26,-1.0567405,-1.0743556,"('hardhearted', 'benevolent')",0.3218784,0.27161542,-0.040896587,0.104682535,-0.17641018,-0.31532893,-0.2380422,-0.2533467,-0.0153045
27,-1.689208,-1.741738,"('hardhearted', 'softhearted')",-1.1864015,-1.1955764,-1.6505418,-1.7558434,0.35897058,0.14822078,-1.0417951,-1.1362343,-0.0944392
28,-0.53265256,-0.698,"('disloyal', 'loyal')",0.22591221,0.023684597,0.2945755,0.1790486,1.1442287,0.9729485,0.283016,0.1194204,-0.1635956
29,-0.06668373,-0.13661295,"('unfair', 'fair')",-1.6900538,-1.7131519,-0.19726121,-0.21934712,0.4478741,0.4411638,-0.3765312,-0.406987,-0.0304558
30,0.3370085,0.24126694,"('intolerant', 'tolerant')",0.524521,0.5367846,-0.2162999,-0.29978895,-0.1777106,-0.21460053,0.1168797,0.0659155,-0.0509642
31,-1.1448525,-1.0801026,"('evil', 'good')",-0.36482075,-0.35056412,-1.5787448,-1.2084835,-0.8245245,-0.84962463,-0.9782356,-0.8721937,0.1060419
32,-0.37189946,-0.5274359,"('unkind', 'kind')",0.43071386,0.32675028,0.18336792,-0.06862213,0.9490107,0.7814634,0.2977983,0.1280389,-0.1697594
33,0.37501043,0.2986434,"('wrong', 'right')",0.47457048,0.37547943,0.54287446,0.46656463,-0.090009116,-0.1480676,0.3256116,0.248155,-0.0774566
34,-0.41285932,-0.286538,"('mean', 'honorable')",-0.08872272,0.08084935,-0.16193683,0.05902756,2.728583,3.0000067,0.516266,0.7133364,0.1970704
35,0.049220186,-0.0147509305,"('corrupt', 'incorrupt')",-0.26096922,-0.35454985,-1.0010344,-1.1106427,-0.6055749,-0.7026155,-0.4545896,-0.5456398,-0.0910502
36,-0.28578964,-0.38040128,"('hostile', 'amicable')",0.18564242,-0.032373212,-1.1775461,-1.0465865,0.011333272,-0.057507314,-0.31659,-0.3792171,-0.0626271
37,-0.61294705,-0.6734838,"('fake', 'genuine')",-0.55189496,-0.6061559,-0.38251284,-0.48991975,-0.4099931,-0.50121164,-0.489337,-0.5676928,-0.0783558
38,-0.828693,-0.8299197,"('untruthful', 'truthful')",-0.1973546,-0.18426281,-0.36306775,-0.2956574,0.20576194,0.20917705,-0.2958384,-0.2751657,0.0206727
39,0.9842574,0.99865645,"('exploitative', 'cooperative')",1.0692044,1.1468688,0.41331553,0.41698942,0.5131421,0.487575,0.7449799,0.7625224,0.0175425
40,-0.12814736,-0.15396559,"('stingy', 'generous')",0.32379806,0.31293204,0.17250669,0.3328811,-1.4880342,-1.5801101,-0.2799692,-0.2720656,0.0079036
41,-0.91742015,-0.96020174,"('unforgiving', 'forgiving')",-0.048169807,-0.057806097,-0.77108383,-0.69800234,0.15576434,0.106133536,-0.3952274,-0.4024692,-0.0072418
42,0.04422697,0.06281135,"('unreliable', 'reliable')",-1.2597638,-1.116192,0.24631366,0.350009,-2.8532238,-2.7839825,-0.9556117,-0.8718386,0.0837731
43,-0.7012743,-0.6936848,"('irresponsible', 'responsible')",-0.77957153,-0.68360424,-0.16735269,-0.092937216,0.38438076,0.4045699,-0.3159544,-0.2664141,0.0495403
44,1.5825702,1.621502,"('prejudiced', 'unprejudiced')",-0.34022206,-0.2492295,0.44286835,0.4344326,-0.91957927,-0.92952937,0.1914093,0.2192939,0.0278846
45,-0.68445796,-0.7374454,"('incompetent', 'competent')",-0.9144461,-0.8492379,0.4391337,0.5693416,0.21945632,0.24438329,-0.2350785,-0.1932396,0.0418389
46,-0.4016229,-0.47969732,"('uncompetitive', 'competitive')",0.19061385,0.21022531,0.29055732,0.17352898,0.20797412,0.19583116,0.0718806,0.024972,-0.0469086
47,-0.16796276,-0.086183816,"('stupid', 'smart')",0.74556446,0.79810566,0.3352657,0.40165216,3.1915746,3.3199272,1.0261105,1.1083753,0.0822648
48,-1.1171769,-1.164699,"('unintelligent', 'intelligent')",-0.26907802,-0.2869936,-0.90025383,-0.95704436,0.028063092,-0.06643199,-0.5646114,-0.6187922,-0.0541808
49,-0.097633004,-0.0990174,"('unable', 'able')",-0.015007202,0.08091925,0.24660856,0.26866865,0.2731421,0.31035554,0.1017776,0.1402315,0.0384539
50,0.65343255,0.59565824,"('clumsy', 'skillful')",0.7855456,0.7003355,0.2967254,0.21681896,0.8092893,0.7718927,0.6362482,0.5711764,-0.0650718
51,0.14899859,0.03808749,"('uneducated', 'educated')",0.26993686,0.1862331,2.055768,1.8430711,0.80028254,0.7937818,0.8187465,0.7152933,-0.1034532
52,0.11819217,0.05766208,"('irrational', 'rational')",0.10953199,-0.07017806,-0.05790297,-0.04000236,1.6157072,1.524485,0.4463821,0.3679917,-0.0783904
53,-1.3432009,-1.4264383,"('uncreative', 'creative')",0.3510585,0.16309306,-0.40665317,-0.36909524,-0.25929418,-0.3259523,-0.4145224,-0.4895982,-0.0750758
54,0.18246429,0.098862365,"('incapable', 'capable')",-0.08707574,-0.2883219,0.27671915,0.29720247,0.9999533,0.99985015,0.3430153,0.2768983,-0.066117
55,0.15037939,0.075800925,"('incompetent', 'clever')",-0.014891281,0.023065383,1.3682097,1.3223891,1.0486236,0.9840559,0.6380804,0.6013278,-0.0367526
56,0.71600866,0.6550588,"('impractical', 'practical')",-0.05220608,0.033768713,1.4441849,1.2873244,0.49827588,0.488924,0.6515658,0.616269,-0.0352968
57,-0.5121394,-0.5844724,"('unimaginative', 'imaginative')",-0.3689764,-0.39234155,0.28659087,0.28781408,-1.7771072,-1.8961803,-0.592908,-0.6462951,-0.0533871
58,-1.0713341,-1.0973828,"('undiscriminating', 'discriminating')",-0.12129572,-0.1512275,-0.5604014,-0.49243048,-0.09567441,-0.109351695,-0.4621764,-0.4625981,-0.0004217
59,0.57677424,0.6277503,"('foolish', 'wise')",-0.031706713,-0.04926234,0.31625557,0.34664446,1.5404509,1.4909112,0.6004435,0.6040109,0.0035674
60,0.56210995,0.53064597,"('inefficient', 'efficient')",0.46784744,0.67041665,0.6428276,0.5726294,0.43411613,0.45225275,0.5267253,0.5564862,0.0297609
61,-0.3011977,-0.4195369,"('illogical', 'logical')",0.42289433,0.3041527,0.75531614,0.6068091,1.1407746,1.1026183,0.5044469,0.3985108,-0.1059361
62,0.49488044,0.52547145,"('incompetent', 'brilliant')",0.03711997,0.18956792,1.7174515,1.7295496,1.0406992,1.1052516,0.8225378,0.8874602,0.0649224
63,-0.9686996,-0.9232444,"('unperceptive', 'insightful')",-0.01857462,0.057410076,0.10331046,0.16106121,-0.07637292,0.0542323,-0.2400842,-0.1626352,0.077449
64,0.2816014,0.263342,"('shy', 'confident')",-0.49988553,-0.42204297,0.50000656,0.43668967,-3.872493,-3.9777515,-0.8976927,-0.9249407,-0.027248
65,-0.24095938,-0.24677032,"('insecure', 'secure')",0.084460385,0.10575889,0.2173509,0.11268065,0.919705,0.93589085,0.2451392,0.22689,-0.0182492
66,-0.27331328,-0.2878947,"('inactive', 'active')",-0.7029189,-0.7807642,-0.100572094,-0.006323266,0.43466595,0.47514707,-0.1605346,-0.1499588,0.0105758
67,0.9859453,0.99072003,"('doubtful', 'determined')",0.02303968,0.12012868,0.4329068,0.32141784,-0.024128854,0.04656694,0.3544407,0.3697084,0.0152677
68,-0.5407785,-0.64119273,"('dependent', 'independent')",-1.4006016,-1.3853719,-0.22196202,-0.33436298,-0.55019665,-0.5724131,-0.6783847,-0.7333351,-0.0549504
69,0.47598737,0.49936733,"('lazy', 'industrious')",0.8643194,0.9196229,-0.6228132,-0.5144494,-0.3200727,-0.32764286,0.0993552,0.1442245,0.0448693
70,0.04456868,0.034628715,"('lethargic', 'energetic')",-0.7569221,-0.69822013,0.67401356,0.8196186,0.30404904,0.35208604,0.0664273,0.1270283,0.060601
71,-0.29261607,-0.2529026,"('diffident', 'self-confident')",0.5063691,0.514822,-0.41346014,-0.28973085,0.1705102,0.1822016,-0.0072992,0.0385975,0.0458967
72,-0.48669708,-0.46295822,"('unambitious', 'ambitious')",-0.65246326,-0.62389064,-0.21115813,-0.27772996,-0.10976065,-0.099637344,-0.3650198,-0.3660541,-0.0010343
73,1.1866264,1.1705345,"('helpless', 'self-reliant')",0.07296556,0.08371041,0.23985171,0.27237242,-2.5358891,-2.578742,-0.2591113,-0.2630312,-0.0039199
