,broker_male,broker_female,tuple,average_male,average_female,female-male
0,0.314576,0.04415931,"('unsociable', 'sociable')",0.314576,0.0441593,-0.2704167
1,1.6911007,1.6850216,"('unfriendly', 'friendly')",1.6911007,1.6850216,-0.0060791
2,0.84608644,0.9583832,"('unlikable', 'likable')",0.8460864,0.9583832,0.1122968
3,0.062479604,0.26019186,"('repellent', 'pleasant')",0.0624796,0.2601919,0.1977123
4,-7.641712,-7.608585,"('disliked', 'liked')",-7.6417122,-7.6085849,0.0331273
5,-0.22125913,-0.11124215,"('distant', 'outgoing')",-0.2212591,-0.1112422,0.1100169
6,0.09744015,0.20614037,"('distant', 'open')",0.0974402,0.2061404,0.1087002
7,0.9244101,1.0181521,"('insensitive', 'sensitive')",0.9244101,1.0181521,0.093742
8,1.3198305,1.3519708,"('unaffectionate', 'affectionate')",1.3198305,1.3519708,0.0321403
9,2.0696056,2.1400485,"('unaffectionate', 'caring')",2.0696056,2.1400485,0.0704429
10,0.6866214,0.69710934,"('unsympathetic', 'sympathetic')",0.6866214,0.6971093,0.0104879
11,2.469882,2.4567926,"('unhelpful', 'helpful')",2.469882,2.4567926,-0.0130894
12,-1.1286887,-1.1126727,"('unsupportive', 'supportive')",-1.1286887,-1.1126727,0.016016
13,0.4383004,0.28546488,"('impolite', 'polite')",0.4383004,0.2854649,-0.1528355
14,0.19789043,0.11846687,"('antisocial', 'social')",0.1978904,0.1184669,-0.0794235
15,0.5111083,0.48573965,"('boring', 'funny')",0.5111083,0.4857396,-0.0253687
16,-0.2985297,-0.18791464,"('unpopular', 'popular')",-0.2985297,-0.1879146,0.1106151
17,0.24188934,0.24920179,"('nasty', 'nice')",0.2418893,0.2492018,0.0073125
18,-0.47085136,-0.4724074,"('disagreeable', 'welcoming')",-0.4708514,-0.4724074,-0.001556
19,-0.39994833,-0.30010855,"('inhospitable', 'hospitable')",-0.3999483,-0.3001086,0.0998397
20,0.7200499,0.673717,"('rough', 'thoughtful')",0.7200499,0.673717,-0.0463329
21,-0.14371304,-0.08690903,"('immoral', 'moral')",-0.143713,-0.086909,0.056804
22,-0.6516668,-0.5892509,"('untrustworthy', 'trustworthy')",-0.6516668,-0.5892509,0.0624159
23,7.2884665,7.3117313,"('insincere', 'sincere')",7.2884665,7.3117313,0.0232648
24,1.4088418,1.4421813,"('dishonest', 'honest')",1.4088418,1.4421813,0.0333395
25,0.67335945,0.57753956,"('egoistic', 'altruistic')",0.6733595,0.5775396,-0.0958199
26,0.74900615,0.6365418,"('hardhearted', 'benevolent')",0.7490062,0.6365418,-0.1124644
27,1.4070944,1.3462633,"('hardhearted', 'softhearted')",1.4070944,1.3462633,-0.0608311
28,0.9940036,0.961791,"('disloyal', 'loyal')",0.9940036,0.961791,-0.0322126
29,-0.43396953,-0.52812386,"('unfair', 'fair')",-0.4339695,-0.5281239,-0.0941544
30,1.3634319,1.2412379,"('intolerant', 'tolerant')",1.3634319,1.2412379,-0.122194
31,-1.6084181,-1.4831712,"('evil', 'good')",-1.6084181,-1.4831712,0.1252469
32,1.2621907,1.1470048,"('unkind', 'kind')",1.2621907,1.1470048,-0.1151859
33,-0.06451316,-0.10181392,"('wrong', 'right')",-0.0645132,-0.1018139,-0.0373007
34,5.2570033,5.4191165,"('mean', 'honorable')",5.2570033,5.4191165,0.1621132
35,-0.9035734,-0.9357887,"('corrupt', 'incorrupt')",-0.9035734,-0.9357887,-0.0322153
36,-0.20848335,-0.20190303,"('hostile', 'amicable')",-0.2084834,-0.201903,0.0065804
37,0.36818302,0.38766357,"('fake', 'genuine')",0.368183,0.3876636,0.0194806
38,0.95014584,0.8670968,"('untruthful', 'truthful')",0.9501458,0.8670968,-0.083049
39,0.06436515,0.050491508,"('exploitative', 'cooperative')",0.0643651,0.0504915,-0.0138736
40,-1.9004778,-1.9360995,"('stingy', 'generous')",-1.9004778,-1.9360995,-0.0356217
41,0.40157956,0.26584694,"('unforgiving', 'forgiving')",0.4015796,0.2658469,-0.1357327
42,-2.6741343,-2.6358764,"('unreliable', 'reliable')",-2.6741343,-2.6358764,0.0382579
43,1.6152437,1.4982862,"('irresponsible', 'responsible')",1.6152437,1.4982862,-0.1169575
44,-1.4225726,-1.4897902,"('prejudiced', 'unprejudiced')",-1.4225726,-1.4897902,-0.0672176
45,0.17239535,0.18197124,"('incompetent', 'competent')",0.1723953,0.1819712,0.0095759
46,-0.55921704,-0.58950716,"('uncompetitive', 'competitive')",-0.559217,-0.5895072,-0.0302902
47,6.103819,6.3063307,"('stupid', 'smart')",6.1038189,6.3063307,0.2025118
48,0.6449214,0.65572137,"('unintelligent', 'intelligent')",0.6449214,0.6557214,0.0108
49,0.050586637,0.2167145,"('unable', 'able')",0.0505866,0.2167145,0.1661279
50,0.06557914,0.2089874,"('clumsy', 'skillful')",0.0655791,0.2089874,0.1434083
51,0.1499381,0.19735435,"('uneducated', 'educated')",0.1499381,0.1973543,0.0474162
52,-0.061498765,-0.048337325,"('irrational', 'rational')",-0.0614988,-0.0483373,0.0131615
53,0.010036308,0.051245503,"('uncreative', 'creative')",0.0100363,0.0512455,0.0412092
54,1.1094702,1.2770983,"('incapable', 'capable')",1.1094702,1.2770983,0.1676281
55,0.8420881,0.8233152,"('incompetent', 'clever')",0.8420881,0.8233152,-0.0187729
56,0.94847494,0.8623867,"('impractical', 'practical')",0.9484749,0.8623867,-0.0860882
57,-3.5862806,-3.5244758,"('unimaginative', 'imaginative')",-3.5862806,-3.5244758,0.0618048
58,0.26711592,0.22263929,"('undiscriminating', 'discriminating')",0.2671159,0.2226393,-0.0444766
59,0.1749341,0.34414598,"('foolish', 'wise')",0.1749341,0.344146,0.1692119
60,0.9861565,0.84971625,"('inefficient', 'efficient')",0.9861565,0.8497162,-0.1364403
