,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.960789,-1.989532,"('unsociable', 'sociable')",-0.25301856,-0.2812819,-1.1069038,-1.135407,-0.0285032
1,-0.98416555,-1.0468277,"('unfriendly', 'friendly')",1.934007,1.8044028,0.4749207,0.3787876,-0.0961331
2,0.41483718,0.47730145,"('unlikable', 'likable')",0.123630255,0.16027626,0.2692337,0.3187889,0.0495552
3,-0.98823184,-0.9097466,"('repellent', 'pleasant')",0.28658858,0.39873785,-0.3508216,-0.2555044,0.0953172
4,0.72823864,0.6505242,"('disliked', 'liked')",-4.3957076,-4.59891,-1.8337345,-1.9741929,-0.1404584
5,0.533373,0.48971832,"('distant', 'outgoing')",-0.15209468,-0.27325538,0.1906392,0.1082315,-0.0824077
6,0.338812,0.316186,"('distant', 'open')",0.35178128,0.19413128,0.3452966,0.2551587,-0.0901379
7,-1.4013559,-1.394652,"('insensitive', 'sensitive')",0.045410205,0.114105634,-0.6779729,-0.6402732,0.0376997
8,-0.08285008,-0.16351944,"('unaffectionate', 'affectionate')",1.1911632,1.054013,0.5541565,0.4452468,-0.1089097
9,-0.6616545,-0.75720847,"('unaffectionate', 'caring')",0.9873991,0.87689245,0.1628723,0.059842,-0.1030303
10,-2.8632047,-2.851819,"('unsympathetic', 'sympathetic')",-0.5106552,-0.41734648,-1.6869299,-1.6345828,0.0523471
11,-2.2845173,-2.3298094,"('unhelpful', 'helpful')",0.8421706,0.9407812,-0.7211733,-0.6945142,0.0266591
12,-2.058839,-2.0339043,"('unsupportive', 'supportive')",-1.832221,-1.8506461,-1.9455301,-1.9422753,0.0032548
13,-1.919622,-1.8730577,"('impolite', 'polite')",-0.8543049,-0.7995826,-1.3869634,-1.3363202,0.0506432
14,-0.9313347,-0.87612104,"('antisocial', 'social')",-0.04629063,0.01018008,-0.4888127,-0.4329705,0.0558422
15,0.5315772,0.49463072,"('boring', 'funny')",0.54157525,0.5030544,0.5365763,0.4988425,-0.0377338
16,0.2948939,0.3122689,"('unpopular', 'popular')",0.23864007,0.20601252,0.266767,0.2591407,-0.0076263
17,-1.016441,-0.9797993,"('nasty', 'nice')",-0.68623114,-0.7079802,-0.8513361,-0.8438897,0.0074464
18,-0.42446584,-0.3864025,"('disagreeable', 'welcoming')",-1.0779312,-1.1303773,-0.7511985,-0.7583899,-0.0071914
19,-0.2944902,-0.30212912,"('inhospitable', 'hospitable')",-0.44317755,-0.5049352,-0.3688339,-0.4035321,-0.0346982
20,0.12788925,0.15041558,"('rough', 'thoughtful')",1.5819302,1.558073,0.8549097,0.8542443,-0.0006654
21,-1.5495776,-1.5236077,"('immoral', 'moral')",-1.1168399,-1.0368696,-1.3332088,-1.2802386,0.0529702
22,-1.058145,-1.0604635,"('untrustworthy', 'trustworthy')",-1.0754938,-1.1059209,-1.0668194,-1.0831922,-0.0163728
23,-1.6025956,-1.664132,"('insincere', 'sincere')",4.430346,4.463025,1.4138752,1.3994465,-0.0144287
24,-1.2604977,-1.2989423,"('dishonest', 'honest')",0.06414535,0.042310193,-0.5981762,-0.628316,-0.0301398
25,0.5172142,0.5045265,"('egoistic', 'altruistic')",0.71806633,0.660985,0.6176403,0.5827557,-0.0348846
26,-0.0007910803,-0.029715363,"('hardhearted', 'benevolent')",2.3178363,2.1739762,1.1585226,1.0721304,-0.0863922
27,-0.38294777,-0.41777098,"('hardhearted', 'softhearted')",0.44766012,0.24917458,0.0323562,-0.0842982,-0.1166544
28,-1.2561,-1.3773317,"('disloyal', 'loyal')",1.2644285,1.1706921,0.0041642,-0.1033198,-0.107484
29,-0.22250144,-0.29425287,"('unfair', 'fair')",-0.39582086,-0.482098,-0.3091612,-0.3881754,-0.0790142
30,-0.80720586,-0.7893307,"('intolerant', 'tolerant')",1.011843,1.0439361,0.1023186,0.1273027,0.0249841
31,0.58279467,0.6498725,"('evil', 'good')",-0.4304105,-0.5554508,0.0761921,0.0472108,-0.0289813
32,-1.2228205,-1.2567987,"('unkind', 'kind')",0.46993232,0.4022727,-0.3764441,-0.427263,-0.0508189
33,0.60655665,0.5038662,"('wrong', 'right')",-0.23631404,-0.4165763,0.1851213,0.0436449,-0.1414764
34,-1.0691218,-0.97022665,"('mean', 'honorable')",4.5558324,4.703493,1.7433553,1.8666332,0.1232779
35,1.8718411,1.79829,"('corrupt', 'incorrupt')",0.03308689,-0.1934774,0.952464,0.8024063,-0.1500577
36,0.55469143,0.5209965,"('hostile', 'amicable')",0.63694715,0.43074775,0.5958193,0.4758721,-0.1199472
37,-0.34988692,-0.35325038,"('fake', 'genuine')",0.08576682,0.112931505,-0.1320601,-0.1201594,0.0119007
38,-1.152666,-1.2210637,"('untruthful', 'truthful')",-0.14373663,-0.14651418,-0.6482013,-0.683789,-0.0355877
39,-0.062404197,-0.006615828,"('exploitative', 'cooperative')",0.15545382,0.16936125,0.0465248,0.0813727,0.0348479
40,0.52596414,0.49627823,"('stingy', 'generous')",-1.1612539,-1.2518672,-0.3176449,-0.3777945,-0.0601496
41,-0.79960495,-0.751012,"('unforgiving', 'forgiving')",0.027935551,-0.042253308,-0.3858347,-0.3966327,-0.010798
42,-0.054580465,0.048484065,"('unreliable', 'reliable')",-2.9279728,-2.9033513,-1.4912766,-1.4274336,0.063843
43,-1.6081825,-1.5232381,"('irresponsible', 'responsible')",0.8226282,0.90455973,-0.3927772,-0.3093392,0.083438
44,0.7566013,0.833823,"('prejudiced', 'unprejudiced')",-1.8174303,-1.7949364,-0.5304145,-0.4805567,0.0498578
45,-1.3501483,-1.3157146,"('incompetent', 'competent')",0.27547625,0.29432458,-0.5373361,-0.510695,0.0266411
