,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.1766723,-1.3242648,"('unsociable', 'sociable')",-0.14024368,-0.28140035,-0.658458,-0.8028325,-0.1443745
1,-0.75495034,-0.9903105,"('unfriendly', 'friendly')",1.3819735,1.1823965,0.3135116,0.096043,-0.2174686
2,0.68700975,0.7379348,"('unlikable', 'likable')",0.9330544,0.95424753,0.8100321,0.8460912,0.0360591
3,-0.6458525,-0.5982594,"('repellent', 'pleasant')",0.73125434,0.74314445,0.0427009,0.0724425,0.0297416
4,0.48318788,0.3719249,"('disliked', 'liked')",-6.415294,-6.492694,-2.9660532,-3.0603845,-0.0943313
5,-0.19616735,-0.20147076,"('distant', 'outgoing')",-0.35456607,-0.46873635,-0.2753667,-0.3351036,-0.0597369
6,-0.18750875,-0.22228971,"('distant', 'open')",-0.34036997,-0.49468088,-0.2639394,-0.3584853,-0.0945459
7,-0.38218522,-0.3183525,"('insensitive', 'sensitive')",0.3147233,0.34713787,-0.033731,0.0143927,0.0481237
8,-0.508902,-0.575197,"('unaffectionate', 'affectionate')",0.694806,0.5635581,0.092952,-0.0058194,-0.0987714
9,-0.750766,-0.8239485,"('unaffectionate', 'caring')",1.0351024,0.9544416,0.1421682,0.0652466,-0.0769216
10,-1.9672112,-2.0858045,"('unsympathetic', 'sympathetic')",-0.6713844,-0.7034503,-1.3192978,-1.3946273,-0.0753295
11,-1.2879384,-1.2546952,"('unhelpful', 'helpful')",1.0513924,1.1589328,-0.118273,-0.0478812,0.0703918
12,-0.47099406,-0.4921182,"('unsupportive', 'supportive')",-1.8082403,-1.8313476,-1.1396172,-1.1617329,-0.0221157
13,-1.3116755,-1.2768518,"('impolite', 'polite')",-1.108515,-1.1034737,-1.2100953,-1.1901627,0.0199326
14,-0.50428176,-0.51052177,"('antisocial', 'social')",0.06473835,-0.040359247,-0.2197717,-0.2754405,-0.0556688
15,0.4777514,0.43142885,"('boring', 'funny')",0.07193664,0.05086023,0.274844,0.2411445,-0.0336995
16,0.6460044,0.5543037,"('unpopular', 'popular')",0.56166774,0.47451514,0.6038361,0.5144094,-0.0894267
17,-0.18408345,-0.11773192,"('nasty', 'nice')",-0.65950054,-0.59424853,-0.421792,-0.3559902,0.0658018
18,-0.7288124,-0.65076876,"('disagreeable', 'welcoming')",-0.48922732,-0.58020455,-0.6090199,-0.6154866,-0.0064667
