,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,female-male
0,3.3892884,3.3176103,"('unsociable', 'sociable')",0.9068031,0.9753533,2.1480458,2.1464818,-0.001564
1,-0.9043348,-0.9333362,"('unfriendly', 'friendly')",1.5850376,1.3993591,0.3403514,0.2330115,-0.1073399
2,0.54123056,0.42506915,"('unlikable', 'likable')",-0.21902044,-0.19545639,0.1611051,0.1148064,-0.0462987
3,1.6896527,1.68755,"('repellent', 'pleasant')",0.2457455,0.31913275,0.9676991,1.0033413,0.0356422
4,-1.4887984,-1.7791123,"('disliked', 'liked')",-7.2210374,-7.1812077,-4.354918,-4.4801598,-0.1252418
5,-3.3328638,-3.468742,"('distant', 'outgoing')",-0.77476186,-0.97416514,-2.0538127,-2.2214534,-0.1676407
6,-4.1370926,-4.25601,"('distant', 'open')",-0.11343408,-0.35144293,-2.1252632,-2.3037264,-0.1784632
7,2.8541121,3.120163,"('insensitive', 'sensitive')",1.5525091,1.7822441,2.2033105,2.4512036,0.2478931
8,-0.43618482,-0.50340605,"('unaffectionate', 'affectionate')",1.059514,0.8123747,0.3116646,0.1544843,-0.1571803
9,0.43122238,0.47743964,"('unaffectionate', 'caring')",1.506544,1.4013304,0.9688832,0.939385,-0.0294982
10,3.7407014,3.916503,"('unsympathetic', 'sympathetic')",0.26889068,0.5412394,2.004796,2.2288711,0.2240751
11,2.727428,2.9238117,"('unhelpful', 'helpful')",1.7902544,1.8623188,2.258841,2.3930652,0.1342242
12,3.104464,3.306724,"('unsupportive', 'supportive')",-1.2471954,-1.0704933,0.9286343,1.1181154,0.1894811
13,2.3407323,2.4708009,"('impolite', 'polite')",-0.0147598535,0.12911135,1.1629863,1.2999561,0.1369698
14,3.3269074,3.327776,"('antisocial', 'social')",0.5740665,0.75369257,1.9504869,2.0407343,0.0902474
15,0.3572074,0.31708774,"('boring', 'funny')",0.088616155,-0.03781613,0.2229118,0.1396358,-0.083276
16,-1.7073685,-1.7355125,"('unpopular', 'popular')",0.22783251,0.13882746,-0.739768,-0.7983425,-0.0585745
