,fortune_male,fortune_female,tuple,brands_male,brands_female,home_male,home_female,&_male,&_female,secur_male,secur_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2761223,0.106514186,"('unsociable', 'sociable')",1.298619,1.1801116,1.1733482,1.08356,0.95288223,0.8498352,-0.076873966,-0.19892222,-0.023631722,-0.16797839,0.6000777,0.4755201,-0.1245576
1,0.21329723,0.21651587,"('unfriendly', 'friendly')",-0.3117346,-0.16879423,-0.33584046,-0.2773484,-0.7864927,-0.66988945,-0.9379479,-0.9439261,1.921498,1.8037634,-0.0395368,-0.0066132,0.0329236
2,1.9340178,1.959996,"('unlikable', 'likable')",0.9019771,1.0396911,0.045306213,0.12452951,1.4927335,1.5705713,1.7501508,1.8232806,0.637699,0.7860409,1.1269808,1.2173515,0.0903707
3,-0.72470874,-0.6149622,"('repellent', 'pleasant')",-0.6732099,-0.46082166,-1.0371394,-0.9452365,0.24744889,0.4350148,-0.60212713,-0.5734459,-0.14725854,-0.098626524,-0.4894991,-0.3763463,0.1131528
4,-0.56034446,-0.5671977,"('disliked', 'liked')",-0.9529174,-0.78652555,-0.39019197,-0.3880734,-0.620066,-0.5690486,-0.36861706,-0.3580941,-5.9959517,-6.041998,-1.481348,-1.4518229,0.0295251
5,0.008450408,0.06791036,"('distant', 'outgoing')",-1.266171,-1.0911821,-0.3776685,-0.34106314,-0.7255351,-0.65229666,-0.44347605,-0.39637378,-0.13327,-0.13042724,-0.4896117,-0.4239055,0.0657062
6,-0.73562944,-0.65332794,"('distant', 'open')",-1.4676085,-1.230938,0.36536685,0.4525588,-0.4341345,-0.30470392,-0.8674203,-0.8007689,0.5536234,0.5365982,-0.4309671,-0.3334303,0.0975368
7,0.9973954,0.9175933,"('insensitive', 'sensitive')",1.1748563,1.2358906,1.1470965,1.1991794,1.2844923,1.3872762,0.5203116,0.5212536,0.9418137,0.9298448,1.0109943,1.0318397,0.0208454
8,0.8164435,0.8099648,"('unaffectionate', 'affectionate')",-0.55376345,-0.5662923,-0.22655074,-0.22287513,-1.7140898,-1.6271652,-1.3539231,-1.3447341,0.90455806,0.7922764,-0.3545543,-0.3598042,-0.0052499
9,1.9887731,1.9449378,"('unaffectionate', 'caring')",0.82114,0.8907816,1.1613783,1.1879015,-0.71692765,-0.5594432,-0.86883324,-0.87183493,1.3804212,1.3107944,0.6276586,0.6505228,0.0228642
10,0.96349084,0.87594175,"('unsympathetic', 'sympathetic')",1.3669215,1.461024,0.22222303,0.26617193,0.4551143,0.55057824,-0.0036169644,-0.033595234,0.45887506,0.37904236,0.577168,0.5831939,0.0060259
11,0.953537,0.93439794,"('unhelpful', 'helpful')",1.2178968,1.3358284,1.5252142,1.5203825,0.81323594,0.94850415,0.03151694,0.016233467,2.1159174,2.1648917,1.109553,1.153373,0.04382
12,2.1521065,2.2460775,"('unsupportive', 'supportive')",1.7829093,2.066891,1.8272029,1.949246,0.613872,0.9338022,-0.35537848,-0.27427056,-1.1455972,-1.1119148,0.8125191,0.9683052,0.1557861
13,1.4726068,1.3563833,"('impolite', 'polite')",2.1189969,2.0180964,1.7311978,1.6838547,0.7380853,0.73597616,1.0627499,1.0463662,-0.28933308,-0.3065743,1.1390506,1.0890171,-0.0500335
14,1.6309744,1.5485159,"('antisocial', 'social')",1.0539316,1.0093292,0.95060396,0.98917496,1.8458387,1.7342386,0.63235855,0.5670582,-0.6922331,-0.66333866,0.903579,0.864163,-0.039416
15,0.58962107,0.4359477,"('boring', 'funny')",0.26339138,0.1379273,0.8993361,0.87570906,0.17542498,0.06267795,0.5315112,0.51638246,0.15925139,0.16502018,0.4364227,0.3656108,-0.0708119
16,-1.3885295,-1.4116503,"('unpopular', 'popular')",-1.0689042,-0.9065332,-0.42812455,-0.3520959,-0.58921456,-0.49265644,-0.35965234,-0.32071346,0.15801564,0.19648135,-0.6127349,-0.5478613,0.0648736
17,-0.78121233,-0.7565164,"('nasty', 'nice')",-0.43053177,-0.32464525,1.4572685,1.4899263,-0.83918965,-0.7003455,-0.13066156,-0.11201816,-0.88175625,-0.81143534,-0.2676805,-0.2025057,0.0651748
18,0.093541354,0.11400487,"('disagreeable', 'welcoming')",-0.22243395,-0.07458406,-0.49416107,-0.43963078,0.32230666,0.5032655,-0.7822732,-0.7264364,-0.3643965,-0.3690202,-0.2412361,-0.1654002,0.0758359
19,0.049355455,0.12604082,"('inhospitable', 'hospitable')",-0.6817458,-0.51714176,0.5561549,0.56694233,-1.1108993,-0.8903905,-0.8579912,-0.79694074,-0.19529238,-0.09321128,-0.3734031,-0.2674502,0.1059529
20,-0.029417338,0.053202942,"('rough', 'thoughtful')",-0.24871604,-0.15240058,-0.7027179,-0.63357526,0.58243406,0.62452096,0.16577724,0.18028037,0.8716457,0.82643753,0.1065009,0.1497443,0.0432434
21,1.8648012,1.7760295,"('immoral', 'moral')",1.3483613,1.425004,1.4207636,1.4842718,1.6159605,1.6662241,0.3620306,0.33806846,-0.5658245,-0.5409126,1.0076821,1.0247809,0.0170988
22,1.5532748,1.4646868,"('untrustworthy', 'trustworthy')",0.9375286,0.92656136,0.1370157,0.1314932,1.5042064,1.5800918,-0.021094162,-0.05239807,-0.9719763,-0.9889885,0.5231592,0.5102411,-0.0129181
23,0.9510349,0.8489769,"('insincere', 'sincere')",1.7374178,1.780753,0.91771495,0.93930733,0.6090249,0.7219894,0.11634536,0.08936335,5.671854,5.5678353,1.667232,1.6580377,-0.0091943
24,1.9007416,1.8721914,"('dishonest', 'honest')",0.07057104,0.07475794,0.19007719,0.12991473,0.56621104,0.6114053,-0.7285834,-0.7120023,1.0437164,0.9570864,0.5071223,0.4888922,-0.0182301
25,-0.09822256,-0.12012363,"('egoistic', 'altruistic')",-0.9755472,-0.85841,-0.4208305,-0.41427058,-0.5725248,-0.62689567,0.06218218,0.021347702,1.472145,1.3877416,-0.0887997,-0.1017684,-0.0129687
26,0.82914126,0.8275575,"('hardhearted', 'benevolent')",0.115625024,0.18118474,0.39070976,0.48052317,0.66894007,0.6403204,0.73578143,0.7041471,1.7308044,1.6472176,0.7451669,0.7468251,0.0016582
27,-0.30430418,-0.29325333,"('hardhearted', 'softhearted')",0.01407133,0.07249316,-0.010365294,0.016093448,-0.30152187,-0.26055488,0.64814144,0.65836346,1.4554571,1.29251,0.2502464,0.2476087,-0.0026377
28,0.220615,0.11491908,"('disloyal', 'loyal')",-0.10918331,-0.07917401,1.0079262,0.9648803,0.8502303,0.8424614,-0.6460478,-0.71796894,1.2086557,1.0308325,0.4220327,0.3593251,-0.0627076
29,-0.7640352,-0.75319713,"('unfair', 'fair')",-1.0672586,-1.0726162,-0.7480734,-0.75385624,0.41419846,0.31273335,-0.08326978,-0.1071131,-0.60766774,-0.73549056,-0.4760177,-0.5182566,-0.0422389
30,1.0775031,0.9973869,"('intolerant', 'tolerant')",1.1992935,1.2594343,1.2902813,1.3073893,0.84377736,0.93898606,1.059757,1.0286841,1.4211576,1.424713,1.1486284,1.1594323,0.0108039
31,-1.8996713,-1.7325261,"('evil', 'good')",-2.4644082,-2.25761,-1.5297793,-1.4125339,-2.2525463,-1.9921992,-1.092555,-1.0031719,-1.3065482,-1.3350878,-1.7575847,-1.6221881,0.1353966
32,1.1706533,1.0723988,"('unkind', 'kind')",2.0325632,1.914957,1.1148125,1.149328,1.3043847,1.3041914,0.23389311,0.20362121,1.1782343,1.0731815,1.1724235,1.119613,-0.0528105
33,0.8338557,0.812806,"('wrong', 'right')",0.4433514,0.5055739,0.9864192,0.95623624,-0.35293418,-0.25377578,1.0574591,1.1004139,-0.69429743,-0.67633927,0.3789756,0.4074859,0.0285103
34,1.1313403,1.2378267,"('mean', 'honorable')",-0.09823641,0.19042745,0.09468005,0.21753119,-0.34042653,-0.15708141,0.13962224,0.2128841,6.06198,6.1321774,1.1648266,1.3056276,0.140801
35,-0.7038118,-0.7072703,"('corrupt', 'incorrupt')",-1.9506078,-1.9744114,-0.085908726,-0.08886263,-1.2644913,-1.3283368,0.4017549,0.42792463,-0.11354346,-0.26180118,-0.6194348,-0.6554596,-0.0360248
36,-1.1438975,-1.0733528,"('hostile', 'amicable')",-2.5181377,-2.3083298,-1.4176283,-1.3007034,-2.1129458,-1.973414,-0.38567448,-0.37242362,-0.28159463,-0.38110504,-1.3099797,-1.2348881,0.0750916
37,0.5000584,0.45487103,"('fake', 'genuine')",0.75234145,0.88705826,1.322637,1.3827043,0.027727917,0.14546326,0.5402687,0.6092915,0.91688734,0.92342997,0.6766535,0.7338031,0.0571496
38,0.5684755,0.6175873,"('untruthful', 'truthful')",0.48009065,0.6284771,0.71414053,0.74833906,-0.0082695335,0.19191109,0.5035299,0.5336873,0.33157453,0.37660873,0.4315902,0.5161018,0.0845116
39,1.1075476,1.1967899,"('exploitative', 'cooperative')",1.6549295,1.6145544,2.0354047,2.0329657,1.0555346,1.0604602,0.63114804,0.6604917,0.098832384,0.07157841,1.0972328,1.1061401,0.0089073
40,0.17221756,0.15415053,"('stingy', 'generous')",-0.392645,-0.30191782,-0.12248352,-0.10558378,-0.98849446,-0.89919096,-0.6589383,-0.67447805,-1.397471,-1.5110602,-0.5646358,-0.5563467,0.0082891
41,-0.07761263,-0.12467653,"('unforgiving', 'forgiving')",0.010895554,0.16735518,-0.47736737,-0.40838903,-0.42310295,-0.22805691,-0.29888716,-0.33264923,-0.116419524,-0.11482462,-0.2304157,-0.1735402,0.0568755
42,1.4850404,1.5180197,"('unreliable', 'reliable')",0.8618611,1.085314,0.89889693,1.019007,1.4540691,1.5856656,1.2338461,1.3395174,-2.461323,-2.3466966,0.5787317,0.7001378,0.1214061
43,1.171623,1.2168978,"('irresponsible', 'responsible')",2.0151525,2.2050831,1.534367,1.6216176,1.7148913,1.9443815,0.10128093,0.13160074,1.1263753,1.1304413,1.2772816,1.3750037,0.0977221
44,-1.2540966,-1.1880252,"('prejudiced', 'unprejudiced')",-0.064180024,-0.04658486,-0.71208644,-0.6786959,-0.84852654,-0.8836942,0.6884663,0.7379856,-1.4198314,-1.3788325,-0.6017091,-0.5729745,0.0287346
45,0.6064953,0.52623695,"('incompetent', 'competent')",0.7383042,0.9944774,0.92256767,1.0201715,1.1044512,1.2569093,0.2520039,0.22717987,0.2068224,0.15449904,0.6384408,0.6965791,0.0581383
46,1.2773645,1.2231889,"('uncompetitive', 'competitive')",2.8920012,3.0707822,0.12951179,0.19805928,1.4039936,1.4408456,0.19085494,0.1625457,0.12997663,0.100877635,1.0039505,1.0327165,0.028766
47,-0.00062103197,0.037344694,"('stupid', 'smart')",1.6552783,1.6897677,1.1612653,1.2622645,1.175884,1.2752889,0.5612293,0.63948923,5.3892646,5.4602413,1.6570501,1.7273995,0.0703494
