,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,0.44838017,0.40594327,"('unsociable', 'sociable')",0.4483802,0.4059433,-0.0424369
1,0.21809964,-0.2892221,"('unfriendly', 'friendly')",0.2180996,-0.2892221,-0.5073217
2,-0.19124755,-0.22111997,"('unlikable', 'likable')",-0.1912476,-0.22112,-0.0298724
3,-0.5798501,-0.4102139,"('repellent', 'pleasant')",-0.5798501,-0.4102139,0.1696362
4,-2.1142871,-2.2351978,"('disliked', 'liked')",-2.1142871,-2.2351978,-0.1209107
5,-0.72617275,-1.0325234,"('distant', 'outgoing')",-0.7261727,-1.0325234,-0.3063507
6,-0.6929915,-1.0871984,"('distant', 'open')",-0.6929915,-1.0871984,-0.3942069
7,-0.1702848,-0.06560492,"('insensitive', 'sensitive')",-0.1702848,-0.0656049,0.1046799
8,-0.24021307,-0.66402674,"('unaffectionate', 'affectionate')",-0.2402131,-0.6640267,-0.4238136
9,-0.20992894,-0.58416736,"('unaffectionate', 'caring')",-0.2099289,-0.5841674,-0.3742385
10,-0.99517614,-0.9149189,"('unsympathetic', 'sympathetic')",-0.9951761,-0.9149189,0.0802572
11,0.8271065,0.89796793,"('unhelpful', 'helpful')",0.8271065,0.8979679,0.0708614
12,-0.96846277,-1.026123,"('unsupportive', 'supportive')",-0.9684628,-1.026123,-0.0576602
13,-0.0017948784,0.05123002,"('impolite', 'polite')",-0.0017949,0.05123,0.0530249
14,-0.16067535,0.01418091,"('antisocial', 'social')",-0.1606753,0.0141809,0.1748562
15,1.0515162,0.8741415,"('boring', 'funny')",1.0515162,0.8741415,-0.1773747
16,-1.0162561,-1.0103651,"('unpopular', 'popular')",-1.0162561,-1.0103651,0.005891
17,-0.3624648,-0.3486596,"('nasty', 'nice')",-0.3624648,-0.3486596,0.0138052
18,-0.43306053,-0.52236235,"('disagreeable', 'welcoming')",-0.4330605,-0.5223624,-0.0893019
19,-0.7266567,-0.9081156,"('inhospitable', 'hospitable')",-0.7266567,-0.9081156,-0.1814589
20,0.5728836,0.6045007,"('rough', 'thoughtful')",0.5728836,0.6045007,0.0316171
21,-0.1594795,0.040803857,"('immoral', 'moral')",-0.1594795,0.0408039,0.2002834
22,0.48863953,0.54219806,"('untrustworthy', 'trustworthy')",0.4886395,0.5421981,0.0535586
23,1.4830817,1.5580292,"('insincere', 'sincere')",1.4830817,1.5580292,0.0749475
24,-0.41446137,-0.39840505,"('dishonest', 'honest')",-0.4144614,-0.398405,0.0160564
25,0.4588887,0.28311276,"('egoistic', 'altruistic')",0.4588887,0.2831128,-0.1757759
26,1.0289379,0.6874546,"('hardhearted', 'benevolent')",1.0289379,0.6874546,-0.3414833
27,-0.5813707,-0.7291881,"('hardhearted', 'softhearted')",-0.5813707,-0.7291881,-0.1478174
28,0.19256964,-0.09260233,"('disloyal', 'loyal')",0.1925696,-0.0926023,-0.2851719
29,-0.36943725,-0.52158535,"('unfair', 'fair')",-0.3694372,-0.5215853,-0.1521481
30,0.80384016,0.7868679,"('intolerant', 'tolerant')",0.8038402,0.7868679,-0.0169723
31,-0.723058,-1.0565304,"('evil', 'good')",-0.723058,-1.0565304,-0.3334724
32,0.19709466,0.1845602,"('unkind', 'kind')",0.1970947,0.1845602,-0.0125345
33,-0.0007343348,-0.21271825,"('wrong', 'right')",-0.0007343,-0.2127182,-0.2119839
34,0.7522835,0.99646634,"('mean', 'honorable')",0.7522835,0.9964663,0.2441828
35,-0.29382774,-0.56541395,"('corrupt', 'incorrupt')",-0.2938277,-0.565414,-0.2715863
36,-0.18079625,-0.6194253,"('hostile', 'amicable')",-0.1807963,-0.6194253,-0.438629
37,-0.6585233,-0.67934906,"('fake', 'genuine')",-0.6585233,-0.6793491,-0.0208258
38,-0.028570652,-0.14515913,"('untruthful', 'truthful')",-0.0285707,-0.1451591,-0.1165884
39,1.392391,1.517833,"('exploitative', 'cooperative')",1.392391,1.517833,0.125442
40,-0.58718556,-0.64516217,"('stingy', 'generous')",-0.5871856,-0.6451622,-0.0579766
41,0.010676291,-0.18651655,"('unforgiving', 'forgiving')",0.0106763,-0.1865166,-0.1971929
42,-1.3263127,-1.0233971,"('unreliable', 'reliable')",-1.3263127,-1.0233971,0.3029156
43,-0.1553457,-0.04477043,"('irresponsible', 'responsible')",-0.1553457,-0.0447704,0.1105753
44,-0.5453552,-0.31503698,"('prejudiced', 'unprejudiced')",-0.5453552,-0.315037,0.2303182
45,-0.23051064,-0.14735219,"('incompetent', 'competent')",-0.2305106,-0.1473522,0.0831584
46,-0.020039227,0.110852376,"('uncompetitive', 'competitive')",-0.0200392,0.1108524,0.1308916
47,1.4767067,1.5826222,"('stupid', 'smart')",1.4767067,1.5826222,0.1059155
48,0.53216994,0.50465333,"('unintelligent', 'intelligent')",0.5321699,0.5046533,-0.0275166
49,-0.4352949,-0.27416223,"('unable', 'able')",-0.4352949,-0.2741622,0.1611327
50,-0.18757123,-0.058466695,"('clumsy', 'skillful')",-0.1875712,-0.0584667,0.1291045
51,0.32332575,0.29508248,"('uneducated', 'educated')",0.3233258,0.2950825,-0.0282433
52,0.32364205,-0.04703483,"('irrational', 'rational')",0.323642,-0.0470348,-0.3706768
53,0.17133419,-0.13790919,"('uncreative', 'creative')",0.1713342,-0.1379092,-0.3092434
54,-0.208578,-0.419179,"('incapable', 'capable')",-0.208578,-0.419179,-0.210601
55,0.41388,0.6479892,"('incompetent', 'clever')",0.41388,0.6479892,0.2341092
56,0.70685863,0.8576619,"('impractical', 'practical')",0.7068586,0.8576619,0.1508033
57,-0.15182155,-0.32486522,"('unimaginative', 'imaginative')",-0.1518216,-0.3248652,-0.1730436
58,0.7800401,0.5698939,"('undiscriminating', 'discriminating')",0.7800401,0.5698939,-0.2101462
