,tabletop_male,tabletop_female,tuple,average_male,average_female,female-male
0,0.529644,0.47627822,"('unsociable', 'sociable')",0.529644,0.4762782,-0.0533658
1,0.19137695,-0.19702844,"('unfriendly', 'friendly')",0.191377,-0.1970284,-0.3884054
2,0.33838746,0.27594107,"('unlikable', 'likable')",0.3383875,0.2759411,-0.0624464
3,-0.07508151,0.16483276,"('repellent', 'pleasant')",-0.0750815,0.1648328,0.2399143
4,-3.518766,-3.6654348,"('disliked', 'liked')",-3.5187659,-3.6654348,-0.1466689
5,-1.2801454,-1.4463875,"('distant', 'outgoing')",-1.2801454,-1.4463875,-0.1662421
6,-0.7903698,-1.0200423,"('distant', 'open')",-0.7903698,-1.0200423,-0.2296725
7,0.7771494,0.8157332,"('insensitive', 'sensitive')",0.7771494,0.8157332,0.0385838
8,-0.18661404,-0.40008998,"('unaffectionate', 'affectionate')",-0.186614,-0.40009,-0.213476
9,0.26113197,0.09326723,"('unaffectionate', 'caring')",0.261132,0.0932672,-0.1678648
10,0.23999065,0.31465542,"('unsympathetic', 'sympathetic')",0.2399907,0.3146554,0.0746647
11,1.070236,1.1992115,"('unhelpful', 'helpful')",1.070236,1.1992115,0.1289755
12,-1.1456503,-1.0401446,"('unsupportive', 'supportive')",-1.1456503,-1.0401446,0.1055057
13,-0.1572026,-0.114161626,"('impolite', 'polite')",-0.1572026,-0.1141616,0.043041
14,1.1654629,1.1883342,"('antisocial', 'social')",1.1654629,1.1883342,0.0228713
15,0.21836689,0.0020979904,"('boring', 'funny')",0.2183669,0.002098,-0.2162689
16,-0.45891228,-0.43298072,"('unpopular', 'popular')",-0.4589123,-0.4329807,0.0259316
17,-0.8697352,-0.81566215,"('nasty', 'nice')",-0.8697352,-0.8156621,0.0540731
18,-0.7931343,-0.7063211,"('disagreeable', 'welcoming')",-0.7931343,-0.7063211,0.0868132
19,-1.929135,-1.9233398,"('inhospitable', 'hospitable')",-1.929135,-1.9233398,0.0057952
20,0.4863344,0.58199173,"('rough', 'thoughtful')",0.4863344,0.5819917,0.0956573
21,-0.13578817,0.23370697,"('immoral', 'moral')",-0.1357882,0.233707,0.3694952
22,0.82158875,0.7892132,"('untrustworthy', 'trustworthy')",0.8215888,0.7892132,-0.0323756
23,2.7227085,2.8441315,"('insincere', 'sincere')",2.7227085,2.8441315,0.121423
24,0.719567,0.47103155,"('dishonest', 'honest')",0.719567,0.4710315,-0.2485355
25,0.098373115,0.0076882485,"('egoistic', 'altruistic')",0.0983731,0.0076882,-0.0906849
26,1.0483899,0.64989924,"('hardhearted', 'benevolent')",1.0483899,0.6498992,-0.3984907
27,0.50736284,0.29055035,"('hardhearted', 'softhearted')",0.5073628,0.2905504,-0.2168124
28,0.17100176,0.015488695,"('disloyal', 'loyal')",0.1710018,0.0154887,-0.1555131
29,-0.31793135,-0.46854705,"('unfair', 'fair')",-0.3179314,-0.468547,-0.1506156
30,0.69467366,0.78580004,"('intolerant', 'tolerant')",0.6946737,0.7858,0.0911263
31,-1.3647139,-1.5115478,"('evil', 'good')",-1.3647139,-1.5115478,-0.1468339
32,1.0131488,0.84301853,"('unkind', 'kind')",1.0131488,0.8430185,-0.1701303
33,-0.5070612,-0.6435398,"('wrong', 'right')",-0.5070612,-0.6435398,-0.1364786
34,1.7664107,2.083393,"('mean', 'honorable')",1.7664107,2.0833931,0.3169824
35,-0.5029568,-0.7315465,"('corrupt', 'incorrupt')",-0.5029568,-0.7315465,-0.2285897
36,-1.0159699,-1.2544234,"('hostile', 'amicable')",-1.0159699,-1.2544234,-0.2384535
37,0.46267864,0.47661492,"('fake', 'genuine')",0.4626786,0.4766149,0.0139363
38,-0.11044267,-0.13672523,"('untruthful', 'truthful')",-0.1104427,-0.1367252,-0.0262825
39,0.8390045,0.9321619,"('exploitative', 'cooperative')",0.8390045,0.9321619,0.0931574
40,-1.3697791,-1.4306716,"('stingy', 'generous')",-1.3697791,-1.4306716,-0.0608925
41,0.80182797,0.75425553,"('unforgiving', 'forgiving')",0.801828,0.7542555,-0.0475725
42,-0.639708,-0.56961805,"('unreliable', 'reliable')",-0.639708,-0.569618,0.07009
43,0.47302425,0.5600223,"('irresponsible', 'responsible')",0.4730242,0.5600223,0.0869981
44,-0.38998348,-0.21809264,"('prejudiced', 'unprejudiced')",-0.3899835,-0.2180926,0.1718909
45,0.775167,0.7127263,"('incompetent', 'competent')",0.775167,0.7127263,-0.0624407
46,-0.08351682,0.16073328,"('uncompetitive', 'competitive')",-0.0835168,0.1607333,0.2442501
47,2.5492527,2.5735154,"('stupid', 'smart')",2.5492527,2.5735154,0.0242627
48,0.19689879,0.3390618,"('unintelligent', 'intelligent')",0.1968988,0.3390618,0.142163
49,-0.33233875,-0.0063771047,"('unable', 'able')",-0.3323388,-0.0063771,0.3259617
50,0.02566073,0.053751245,"('clumsy', 'skillful')",0.0256607,0.0537512,0.0280905
51,-0.1643693,-0.108431846,"('uneducated', 'educated')",-0.1643693,-0.1084318,0.0559375
52,-0.99017036,-1.3026297,"('irrational', 'rational')",-0.9901704,-1.3026297,-0.3124593
53,-0.589341,-0.7248939,"('uncreative', 'creative')",-0.589341,-0.7248939,-0.1355529
54,0.102360114,-0.03297622,"('incapable', 'capable')",0.1023601,-0.0329762,-0.1353363
55,0.8621237,1.0780818,"('incompetent', 'clever')",0.8621237,1.0780818,0.2159581
56,1.169595,1.2651864,"('impractical', 'practical')",1.169595,1.2651864,0.0955914
57,-1.1563712,-1.3621652,"('unimaginative', 'imaginative')",-1.1563712,-1.3621652,-0.205794
58,0.012766674,-0.09346683,"('undiscriminating', 'discriminating')",0.0127667,-0.0934668,-0.1062335
59,-0.4752487,-0.693699,"('foolish', 'wise')",-0.4752487,-0.693699,-0.2184503
60,1.2490429,1.583565,"('inefficient', 'efficient')",1.2490429,1.583565,0.3345221
61,0.41806036,0.2508135,"('illogical', 'logical')",0.4180604,0.2508135,-0.1672469
62,0.64045477,0.90700567,"('incompetent', 'brilliant')",0.6404548,0.9070057,0.2665509
63,0.49280694,0.74731106,"('unperceptive', 'insightful')",0.4928069,0.7473111,0.2545042
64,-2.495091,-2.5618362,"('shy', 'confident')",-2.495091,-2.5618362,-0.0667452
65,0.66168076,0.75240016,"('insecure', 'secure')",0.6616808,0.7524002,0.0907194
66,-0.91444325,-1.1587982,"('inactive', 'active')",-0.9144433,-1.1587982,-0.2443549
67,0.058090705,0.053810835,"('doubtful', 'determined')",0.0580907,0.0538108,-0.0042799
68,-1.08004,-0.89194894,"('dependent', 'independent')",-1.08004,-0.8919489,0.1880911
69,-0.9037634,-0.98070943,"('lazy', 'industrious')",-0.9037634,-0.9807094,-0.076946
70,0.93229055,0.9677795,"('lethargic', 'energetic')",0.9322906,0.9677795,0.0354889
71,0.123100266,0.089444004,"('diffident', 'self-confident')",0.1231003,0.089444,-0.0336563
72,-0.096120335,-0.14186919,"('unambitious', 'ambitious')",-0.0961203,-0.1418692,-0.0457489
73,-1.5409118,-1.5036153,"('helpless', 'self-reliant')",-1.5409118,-1.5036153,0.0372965
74,0.61065567,0.57451653,"('undedicated', 'dedicated')",0.6106557,0.5745165,-0.0361392
