,singer_male,singer_female,tuple,average_male,average_female,female-male
0,-0.20217687,-0.08573143,"('unsociable', 'sociable')",-0.2021769,-0.0857314,0.1164455
1,1.3214475,1.062049,"('unfriendly', 'friendly')",1.3214475,1.062049,-0.2593985
2,0.13395767,0.29782528,"('unlikable', 'likable')",0.1339577,0.2978253,0.1638676
3,0.5247414,0.60870373,"('repellent', 'pleasant')",0.5247414,0.6087037,0.0839623
4,-7.4353247,-7.565243,"('disliked', 'liked')",-7.4353247,-7.5652428,-0.1299181
5,-0.3610945,-0.60828626,"('distant', 'outgoing')",-0.3610945,-0.6082863,-0.2471918
6,0.11805824,-0.15863186,"('distant', 'open')",0.1180582,-0.1586319,-0.2766901
7,0.7168424,0.8755994,"('insensitive', 'sensitive')",0.7168424,0.8755994,0.158757
8,1.144083,0.8661875,"('unaffectionate', 'affectionate')",1.144083,0.8661875,-0.2778955
9,1.9905283,1.9643897,"('unaffectionate', 'caring')",1.9905283,1.9643897,-0.0261386
10,0.50485975,0.6991011,"('unsympathetic', 'sympathetic')",0.5048597,0.6991011,0.1942414
11,1.5399334,1.8192996,"('unhelpful', 'helpful')",1.5399334,1.8192996,0.2793662
12,-1.6817967,-1.6387689,"('unsupportive', 'supportive')",-1.6817967,-1.6387689,0.0430278
13,-0.09105307,0.10285196,"('impolite', 'polite')",-0.0910531,0.102852,0.1939051
14,-0.499826,-0.44685936,"('antisocial', 'social')",-0.499826,-0.4468594,0.0529666
15,0.19378406,0.037652902,"('boring', 'funny')",0.1937841,0.0376529,-0.1561312
16,0.017174393,-0.06540194,"('unpopular', 'popular')",0.0171744,-0.0654019,-0.0825763
17,-0.23349491,-0.23758575,"('nasty', 'nice')",-0.2334949,-0.2375858,-0.0040909
18,-0.7164347,-0.7735913,"('disagreeable', 'welcoming')",-0.7164347,-0.7735913,-0.0571566
19,-0.44322473,-0.4823489,"('inhospitable', 'hospitable')",-0.4432247,-0.4823489,-0.0391242
20,0.80097175,0.71621865,"('rough', 'thoughtful')",0.8009717,0.7162187,-0.084753
21,-0.33369136,0.01320386,"('immoral', 'moral')",-0.3336914,0.0132039,0.3468953
22,-0.505178,-0.4077413,"('untrustworthy', 'trustworthy')",-0.505178,-0.4077413,0.0974367
23,6.238701,6.41001,"('insincere', 'sincere')",6.2387009,6.4100099,0.171309
24,1.4968823,1.4634407,"('dishonest', 'honest')",1.4968823,1.4634407,-0.0334416
25,0.6396165,0.37228045,"('egoistic', 'altruistic')",0.6396165,0.3722804,-0.2673361
26,0.7284655,0.5737152,"('hardhearted', 'benevolent')",0.7284655,0.5737152,-0.1547503
27,1.6007802,1.341935,"('hardhearted', 'softhearted')",1.6007802,1.341935,-0.2588452
28,1.0534701,1.0515355,"('disloyal', 'loyal')",1.0534701,1.0515355,-0.0019346
29,-0.6800026,-0.8515554,"('unfair', 'fair')",-0.6800026,-0.8515554,-0.1715528
30,0.61591285,0.78316486,"('intolerant', 'tolerant')",0.6159129,0.7831649,0.167252
31,-1.205378,-1.5616581,"('evil', 'good')",-1.2053781,-1.5616581,-0.35628
32,1.2525368,1.3049228,"('unkind', 'kind')",1.2525368,1.3049228,0.052386
33,0.06815189,-0.0076509304,"('wrong', 'right')",0.0681519,-0.0076509,-0.0758028
34,4.31906,4.4528937,"('mean', 'honorable')",4.3190598,4.4528937,0.1338339
35,-0.61071396,-0.99589455,"('corrupt', 'incorrupt')",-0.610714,-0.9958946,-0.3851806
36,-0.39506483,-0.7324474,"('hostile', 'amicable')",-0.3950648,-0.7324474,-0.3373826
37,0.7368554,0.72789127,"('fake', 'genuine')",0.7368554,0.7278913,-0.0089641
38,0.015049126,0.17597903,"('untruthful', 'truthful')",0.0150491,0.175979,0.1609299
39,0.16780151,0.28219122,"('exploitative', 'cooperative')",0.1678015,0.2821912,0.1143897
40,-1.9583246,-2.2100186,"('stingy', 'generous')",-1.9583246,-2.2100186,-0.251694
41,0.3956143,0.44668767,"('unforgiving', 'forgiving')",0.3956143,0.4466877,0.0510734
42,-3.0998554,-2.9973125,"('unreliable', 'reliable')",-3.0998554,-2.9973125,0.1025429
43,0.7381113,0.9294159,"('irresponsible', 'responsible')",0.7381113,0.9294159,0.1913046
44,-1.180059,-1.1939185,"('prejudiced', 'unprejudiced')",-1.180059,-1.1939185,-0.0138595
45,0.089313924,0.16755363,"('incompetent', 'competent')",0.0893139,0.1675536,0.0782397
46,-0.96175814,-0.6804085,"('uncompetitive', 'competitive')",-0.9617581,-0.6804085,0.2813496
47,5.0748477,5.225254,"('stupid', 'smart')",5.0748477,5.2252541,0.1504064
48,0.4103195,0.4439717,"('unintelligent', 'intelligent')",0.4103195,0.4439717,0.0336522
49,-0.33433995,-0.29216132,"('unable', 'able')",-0.3343399,-0.2921613,0.0421786
50,-0.40692955,-0.3937601,"('clumsy', 'skillful')",-0.4069296,-0.3937601,0.0131695
51,-0.28514516,-0.19575435,"('uneducated', 'educated')",-0.2851452,-0.1957543,0.0893909
52,-0.25504988,-0.58829635,"('irrational', 'rational')",-0.2550499,-0.5882964,-0.3332465
53,0.32114607,0.2000833,"('uncreative', 'creative')",0.3211461,0.2000833,-0.1210628
54,0.93076843,0.94338185,"('incapable', 'capable')",0.9307684,0.9433818,0.0126134
55,0.39706326,0.607039,"('incompetent', 'clever')",0.3970633,0.607039,0.2099757
56,0.37890166,0.649097,"('impractical', 'practical')",0.3789017,0.649097,0.2701953
57,-3.040813,-3.0268989,"('unimaginative', 'imaginative')",-3.040813,-3.0268989,0.0139141
58,-0.12796217,-0.17276496,"('undiscriminating', 'discriminating')",-0.1279622,-0.172765,-0.0448028
59,0.1383941,0.06053733,"('foolish', 'wise')",0.1383941,0.0605373,-0.0778568
60,0.30943486,0.703035,"('inefficient', 'efficient')",0.3094349,0.703035,0.3936001
61,-0.03066083,-0.16585813,"('illogical', 'logical')",-0.0306608,-0.1658581,-0.1351973
62,0.4906623,0.7332838,"('incompetent', 'brilliant')",0.4906623,0.7332838,0.2426215
63,-0.07819667,0.07800261,"('unperceptive', 'insightful')",-0.0781967,0.0780026,0.1561993
64,-6.418089,-6.113955,"('shy', 'confident')",-6.4180889,-6.113955,0.3041339
65,-0.11825735,0.15291421,"('insecure', 'secure')",-0.1182574,0.1529142,0.2711716
66,-0.28733015,-0.52702916,"('inactive', 'active')",-0.2873302,-0.5270292,-0.239699
67,-0.23429729,-0.09893037,"('doubtful', 'determined')",-0.2342973,-0.0989304,0.1353669
68,-1.0368197,-0.9869818,"('dependent', 'independent')",-1.0368197,-0.9869818,0.0498379
69,-1.5395867,-1.751681,"('lazy', 'industrious')",-1.5395867,-1.751681,-0.2120943
70,0.5492602,0.6302179,"('lethargic', 'energetic')",0.5492602,0.6302179,0.0809577
71,0.8346475,0.7597313,"('diffident', 'self-confident')",0.8346475,0.7597313,-0.0749162
72,0.46682844,0.5192312,"('unambitious', 'ambitious')",0.4668284,0.5192312,0.0524028
73,-3.2560432,-3.2194593,"('helpless', 'self-reliant')",-3.2560432,-3.2194593,0.0365839
74,-0.13419607,-0.12814769,"('undedicated', 'dedicated')",-0.1341961,-0.1281477,0.0060484
75,-0.80272466,-0.8373284,"('meek', 'impulsive')",-0.8027247,-0.8373284,-0.0346037
76,0.24856731,0.27756855,"('anxious', 'daring')",0.2485673,0.2775685,0.0290012
77,-1.1325521,-0.8043666,"('unmotivated', 'motivated')",-1.1325521,-0.8043666,0.3281855
78,-0.3756545,-0.3896777,"('nonresilient', 'resilient')",-0.3756545,-0.3896777,-0.0140232
79,-0.2527605,-0.3838725,"('wavering', 'unwavering')",-0.2527605,-0.3838725,-0.131112
80,-0.65706897,-0.5904707,"('dominated', 'dominating')",-0.657069,-0.5904707,0.0665983
81,-0.9647693,-0.70972925,"('submissive', 'aggressive')",-0.9647693,-0.7097293,0.25504
82,5.8401628,5.782221,"('poor', 'rich')",5.8401628,5.7822208,-0.057942
83,-0.43626744,-0.37107885,"('powerless', 'powerful')",-0.4362674,-0.3710788,0.0651886
84,0.22283812,0.13004638,"('inferior', 'superior')",0.2228381,0.1300464,-0.0927917
85,-0.29545987,-0.579985,"('insignificant', 'prestigious')",-0.2954599,-0.579985,-0.2845251
86,0.5107081,0.5139282,"('uninfluential', 'influential')",0.5107081,0.5139282,0.0032201
87,-0.3870575,-0.36921936,"('unsuccessful', 'successful')",-0.3870575,-0.3692194,0.0178381
88,-0.16352327,-0.1411976,"('low', 'eminent')",-0.1635233,-0.1411976,0.0223257
