,facsimile_male,facsimile_female,tuple,average_male,average_female,female-male
0,-1.5357448,-1.6276016,"('unsociable', 'sociable')",-1.5357448,-1.6276016,-0.0918568
1,-0.44658452,-0.6314335,"('unfriendly', 'friendly')",-0.4465845,-0.6314335,-0.184849
2,-0.07361938,-0.051681604,"('unlikable', 'likable')",-0.0736194,-0.0516816,0.0219378
3,-1.4901212,-1.4962968,"('repellent', 'pleasant')",-1.4901212,-1.4962968,-0.0061756
4,-0.008249905,0.028258255,"('disliked', 'liked')",-0.0082499,0.0282583,0.0365082
5,0.0044897962,0.025894055,"('distant', 'outgoing')",0.0044898,0.0258941,0.0214043
6,0.36116743,0.33385202,"('distant', 'open')",0.3611674,0.333852,-0.0273154
7,-1.0066392,-1.0258484,"('insensitive', 'sensitive')",-1.0066392,-1.0258484,-0.0192092
8,-0.98328954,-1.1448207,"('unaffectionate', 'affectionate')",-0.9832895,-1.1448207,-0.1615312
9,-1.63365,-1.8037064,"('unaffectionate', 'caring')",-1.6336499,-1.8037064,-0.1700565
10,-2.2037926,-2.2721777,"('unsympathetic', 'sympathetic')",-2.2037926,-2.2721777,-0.0683851
11,-2.374262,-2.3481367,"('unhelpful', 'helpful')",-2.3742621,-2.3481367,0.0261254
12,-2.3253658,-2.3119376,"('unsupportive', 'supportive')",-2.3253658,-2.3119376,0.0134282
13,-1.403384,-1.4592291,"('impolite', 'polite')",-1.403384,-1.4592291,-0.0558451
14,-0.887381,-0.8880343,"('antisocial', 'social')",-0.887381,-0.8880343,-0.0006533
15,0.30371368,0.2606259,"('boring', 'funny')",0.3037137,0.2606259,-0.0430878
16,0.115014255,0.09115086,"('unpopular', 'popular')",0.1150143,0.0911509,-0.0238634
17,-0.08824404,-0.038796827,"('nasty', 'nice')",-0.088244,-0.0387968,0.0494472
18,-0.6678859,-0.67394096,"('disagreeable', 'welcoming')",-0.6678859,-0.673941,-0.0060551
19,-0.3842315,-0.33938622,"('inhospitable', 'hospitable')",-0.3842315,-0.3393862,0.0448453
20,0.4911159,0.47256702,"('rough', 'thoughtful')",0.4911159,0.472567,-0.0185489
21,-1.2623304,-1.2421863,"('immoral', 'moral')",-1.2623304,-1.2421863,0.0201441
22,0.9597169,0.9084492,"('untrustworthy', 'trustworthy')",0.9597169,0.9084492,-0.0512677
23,-1.5021182,-1.6098853,"('insincere', 'sincere')",-1.5021182,-1.6098853,-0.1077671
24,-1.389548,-1.4176893,"('dishonest', 'honest')",-1.3895479,-1.4176893,-0.0281414
25,0.31931168,0.269906,"('egoistic', 'altruistic')",0.3193117,0.269906,-0.0494057
26,0.7628612,0.62036306,"('hardhearted', 'benevolent')",0.7628612,0.6203631,-0.1424981
27,-0.5958867,-0.705174,"('hardhearted', 'softhearted')",-0.5958867,-0.705174,-0.1092873
28,-0.9376057,-1.1909399,"('disloyal', 'loyal')",-0.9376057,-1.1909399,-0.2533342
29,0.008146982,-0.020776661,"('unfair', 'fair')",0.008147,-0.0207767,-0.0289237
30,-1.5670851,-1.6072205,"('intolerant', 'tolerant')",-1.5670851,-1.6072205,-0.0401354
31,0.7951387,0.8057374,"('evil', 'good')",0.7951387,0.8057374,0.0105987
32,-0.8883744,-0.9476288,"('unkind', 'kind')",-0.8883744,-0.9476288,-0.0592544
33,0.7703477,0.7128658,"('wrong', 'right')",0.7703477,0.7128658,-0.0574819
34,0.2245084,0.33984157,"('mean', 'honorable')",0.2245084,0.3398416,0.1153332
35,2.2822542,2.2804961,"('corrupt', 'incorrupt')",2.2822542,2.2804961,-0.0017581
36,2.231259,2.0431497,"('hostile', 'amicable')",2.2312591,2.0431497,-0.1881094
37,-1.1422875,-1.1050973,"('fake', 'genuine')",-1.1422875,-1.1050973,0.0371902
38,-0.841885,-0.86426634,"('untruthful', 'truthful')",-0.841885,-0.8642663,-0.0223813
39,-0.12233445,-0.032615077,"('exploitative', 'cooperative')",-0.1223345,-0.0326151,0.0897194
40,0.71970713,0.59823996,"('stingy', 'generous')",0.7197071,0.59824,-0.1214671
41,-0.52658886,-0.6112416,"('unforgiving', 'forgiving')",-0.5265889,-0.6112416,-0.0846527
42,-0.18343242,-0.09487051,"('unreliable', 'reliable')",-0.1834324,-0.0948705,0.0885619
43,-2.5888565,-2.4929457,"('irresponsible', 'responsible')",-2.5888565,-2.4929457,0.0959108
44,0.8322816,0.975622,"('prejudiced', 'unprejudiced')",0.8322816,0.975622,0.1433404
45,-0.67284894,-0.6779471,"('incompetent', 'competent')",-0.6728489,-0.6779471,-0.0050982
46,-1.3894434,-1.4720306,"('uncompetitive', 'competitive')",-1.3894434,-1.4720306,-0.0825872
47,0.8540441,0.95950323,"('stupid', 'smart')",0.8540441,0.9595032,0.1054591
48,-1.5632545,-1.6961249,"('unintelligent', 'intelligent')",-1.5632545,-1.6961249,-0.1328704
49,-0.13363388,-0.082740694,"('unable', 'able')",-0.1336339,-0.0827407,0.0508932
50,0.3587661,0.25261274,"('clumsy', 'skillful')",0.3587661,0.2526127,-0.1061534
51,-0.87915736,-0.9989134,"('uneducated', 'educated')",-0.8791574,-0.9989134,-0.119756
52,-0.36771214,-0.45333093,"('irrational', 'rational')",-0.3677121,-0.4533309,-0.0856188
53,0.3060119,0.16177936,"('uncreative', 'creative')",0.3060119,0.1617794,-0.1442325
54,0.046857573,0.052557744,"('incapable', 'capable')",0.0468576,0.0525577,0.0057001
55,-1.5841396,-1.6386535,"('incompetent', 'clever')",-1.5841396,-1.6386535,-0.0545139
56,-1.2092125,-1.1223834,"('impractical', 'practical')",-1.2092125,-1.1223834,0.0868291
57,-0.9792059,-0.9998565,"('unimaginative', 'imaginative')",-0.9792059,-0.9998565,-0.0206506
58,-0.30128136,-0.33988202,"('undiscriminating', 'discriminating')",-0.3012814,-0.339882,-0.0386006
59,0.36469525,0.37854782,"('foolish', 'wise')",0.3646953,0.3785478,0.0138525
60,-2.1393704,-2.0791461,"('inefficient', 'efficient')",-2.1393704,-2.0791461,0.0602243
61,-0.2960063,-0.465335,"('illogical', 'logical')",-0.2960063,-0.465335,-0.1693287
62,-1.9549564,-1.8682486,"('incompetent', 'brilliant')",-1.9549564,-1.8682486,0.0867078
63,-0.8881315,-0.8726521,"('unperceptive', 'insightful')",-0.8881315,-0.8726521,0.0154794
64,-1.5995895,-1.5519347,"('shy', 'confident')",-1.5995895,-1.5519347,0.0476548
65,-0.80804735,-0.9269378,"('insecure', 'secure')",-0.8080474,-0.9269378,-0.1188904
66,0.17562976,0.14998332,"('inactive', 'active')",0.1756298,0.1499833,-0.0256465
67,0.120904304,0.25243622,"('doubtful', 'determined')",0.1209043,0.2524362,0.1315319
68,-0.19884104,-0.14148048,"('dependent', 'independent')",-0.198841,-0.1414805,0.0573605
69,1.9205799,2.0260704,"('lazy', 'industrious')",1.9205799,2.0260704,0.1054905
70,-0.48644882,-0.5520744,"('lethargic', 'energetic')",-0.4864488,-0.5520744,-0.0656256
71,0.25614646,0.28443223,"('diffident', 'self-confident')",0.2561465,0.2844322,0.0282857
72,-1.3448926,-1.3349615,"('unambitious', 'ambitious')",-1.3448926,-1.3349615,0.0099311
73,-0.5343234,-0.3838461,"('helpless', 'self-reliant')",-0.5343234,-0.3838461,0.1504773
74,-1.3906485,-1.3639398,"('undedicated', 'dedicated')",-1.3906485,-1.3639398,0.0267087
75,1.001593,1.0735911,"('meek', 'impulsive')",1.001593,1.0735911,0.0719981
76,-0.51716584,-0.47700635,"('anxious', 'daring')",-0.5171658,-0.4770063,0.0401595
77,-0.5848749,-0.61440486,"('unmotivated', 'motivated')",-0.5848749,-0.6144049,-0.02953
78,-0.034588702,-0.12411738,"('nonresilient', 'resilient')",-0.0345887,-0.1241174,-0.0895287
