,repository_male,repository_female,tuple,average_male,average_female,female-male
0,0.50891376,0.33213875,"('unsociable', 'sociable')",0.5089138,0.3321387,-0.1767751
1,1.6907796,1.5939077,"('unfriendly', 'friendly')",1.6907796,1.5939077,-0.0968719
2,0.5939358,0.66825885,"('unlikable', 'likable')",0.5939358,0.6682588,0.074323
3,0.6863849,0.82672524,"('repellent', 'pleasant')",0.6863849,0.8267252,0.1403403
4,-8.084187,-8.05769,"('disliked', 'liked')",-8.0841866,-8.0576897,0.0264969
5,-0.41342428,-0.51241624,"('distant', 'outgoing')",-0.4134243,-0.5124162,-0.0989919
6,-0.13102132,-0.18703118,"('distant', 'open')",-0.1310213,-0.1870312,-0.0560099
7,2.0307758,2.05063,"('insensitive', 'sensitive')",2.0307758,2.0506301,0.0198543
8,1.0898494,1.0077543,"('unaffectionate', 'affectionate')",1.0898494,1.0077543,-0.0820951
9,1.9754678,1.9216771,"('unaffectionate', 'caring')",1.9754678,1.9216771,-0.0537907
10,1.3781166,1.4197528,"('unsympathetic', 'sympathetic')",1.3781166,1.4197528,0.0416362
11,2.38701,2.421324,"('unhelpful', 'helpful')",2.3870101,2.421324,0.0343139
12,-1.0016754,-1.1145844,"('unsupportive', 'supportive')",-1.0016754,-1.1145844,-0.112909
13,0.15053113,0.051569372,"('impolite', 'polite')",0.1505311,0.0515694,-0.0989617
14,0.24084185,0.2115362,"('antisocial', 'social')",0.2408419,0.2115362,-0.0293057
15,0.108411014,0.09630656,"('boring', 'funny')",0.108411,0.0963066,-0.0121044
16,-0.5771206,-0.5254299,"('unpopular', 'popular')",-0.5771206,-0.5254299,0.0516907
17,-0.3344003,-0.27729097,"('nasty', 'nice')",-0.3344003,-0.277291,0.0571093
18,-0.29405934,-0.32709894,"('disagreeable', 'welcoming')",-0.2940593,-0.3270989,-0.0330396
19,-0.43206102,-0.46031043,"('inhospitable', 'hospitable')",-0.432061,-0.4603104,-0.0282494
20,1.1028304,1.049737,"('rough', 'thoughtful')",1.1028304,1.049737,-0.0530934
21,0.25264576,0.31663397,"('immoral', 'moral')",0.2526458,0.316634,0.0639882
22,-0.014319157,-0.02259769,"('untrustworthy', 'trustworthy')",-0.0143192,-0.0225977,-0.0082785
23,7.6307645,7.638425,"('insincere', 'sincere')",7.6307645,7.6384249,0.0076604
24,2.2662008,2.2815742,"('dishonest', 'honest')",2.2662008,2.2815742,0.0153734
25,0.32835683,0.23980726,"('egoistic', 'altruistic')",0.3283568,0.2398073,-0.0885495
26,0.41456607,0.41274244,"('hardhearted', 'benevolent')",0.4145661,0.4127424,-0.0018237
27,1.63692,1.5321403,"('hardhearted', 'softhearted')",1.63692,1.5321403,-0.1047797
28,1.3737363,1.3516897,"('disloyal', 'loyal')",1.3737363,1.3516897,-0.0220466
29,0.027716894,-0.10997003,"('unfair', 'fair')",0.0277169,-0.10997,-0.1376869
30,1.8479462,1.7624954,"('intolerant', 'tolerant')",1.8479462,1.7624954,-0.0854508
31,-1.3519245,-1.3426932,"('evil', 'good')",-1.3519245,-1.3426932,0.0092313
32,1.3552047,1.2866374,"('unkind', 'kind')",1.3552047,1.2866374,-0.0685673
33,-0.47150755,-0.5353108,"('wrong', 'right')",-0.4715075,-0.5353108,-0.0638033
34,5.0853915,5.2028623,"('mean', 'honorable')",5.0853915,5.2028623,0.1174708
35,-1.1656591,-1.28418,"('corrupt', 'incorrupt')",-1.1656591,-1.28418,-0.1185209
36,-0.970615,-1.0168672,"('hostile', 'amicable')",-0.970615,-1.0168672,-0.0462522
37,0.993591,0.9408202,"('fake', 'genuine')",0.993591,0.9408202,-0.0527708
38,0.6612051,0.59690356,"('untruthful', 'truthful')",0.6612051,0.5969036,-0.0643015
39,0.40584046,0.44535065,"('exploitative', 'cooperative')",0.4058405,0.4453506,0.0395101
40,-1.5634816,-1.7100309,"('stingy', 'generous')",-1.5634816,-1.7100309,-0.1465493
41,0.6100626,0.55515397,"('unforgiving', 'forgiving')",0.6100626,0.555154,-0.0549086
42,-2.0997725,-2.119076,"('unreliable', 'reliable')",-2.0997725,-2.119076,-0.0193035
43,1.842158,1.6949915,"('irresponsible', 'responsible')",1.842158,1.6949915,-0.1471665
44,-1.715292,-1.7964016,"('prejudiced', 'unprejudiced')",-1.715292,-1.7964016,-0.0811096
45,0.7051211,0.76886296,"('incompetent', 'competent')",0.7051211,0.768863,0.0637419
46,-0.05970054,0.0054763686,"('uncompetitive', 'competitive')",-0.0597005,0.0054764,0.0651769
47,5.5911055,5.7344675,"('stupid', 'smart')",5.5911055,5.7344675,0.143362
48,1.4148293,1.4377916,"('unintelligent', 'intelligent')",1.4148293,1.4377916,0.0229623
49,0.36125535,0.4251784,"('unable', 'able')",0.3612553,0.4251784,0.0639231
50,-0.048495047,0.040532418,"('clumsy', 'skillful')",-0.048495,0.0405324,0.0890274
51,0.41301054,0.48498434,"('uneducated', 'educated')",0.4130105,0.4849843,0.0719738
52,-0.13857758,-0.12962608,"('irrational', 'rational')",-0.1385776,-0.1296261,0.0089515
53,0.5571909,0.4743935,"('uncreative', 'creative')",0.5571909,0.4743935,-0.0827974
54,1.3766664,1.4744585,"('incapable', 'capable')",1.3766664,1.4744585,0.0977921
55,1.2439055,1.2886947,"('incompetent', 'clever')",1.2439055,1.2886947,0.0447892
56,0.8882479,0.8318989,"('impractical', 'practical')",0.8882479,0.8318989,-0.056349
57,-2.932169,-2.8751793,"('unimaginative', 'imaginative')",-2.932169,-2.8751793,0.0569897
58,0.43450522,0.36579156,"('undiscriminating', 'discriminating')",0.4345052,0.3657916,-0.0687136
59,-0.07041913,-0.024491131,"('foolish', 'wise')",-0.0704191,-0.0244911,0.045928
