,repository_male,repository_female,tuple,average_male,average_female,female-male
60,1.1813745,1.1777983,"('inefficient', 'efficient')",1.1813745,1.1777983,-0.0035762
61,0.8064245,0.6691517,"('illogical', 'logical')",0.8064245,0.6691517,-0.1372728
62,1.5893512,1.606474,"('incompetent', 'brilliant')",1.5893512,1.606474,0.0171228
63,1.293198,1.2203944,"('unperceptive', 'insightful')",1.293198,1.2203944,-0.0728036
64,-6.2138,-6.2523756,"('shy', 'confident')",-6.2138,-6.2523756,-0.0385756
65,1.1186043,1.1618209,"('insecure', 'secure')",1.1186043,1.1618209,0.0432166
66,-0.56336766,-0.6747849,"('inactive', 'active')",-0.5633677,-0.6747849,-0.1114172
67,-0.38661772,-0.4183476,"('doubtful', 'determined')",-0.3866177,-0.4183476,-0.0317299
68,-0.38271603,-0.46157867,"('dependent', 'independent')",-0.382716,-0.4615787,-0.0788627
69,-1.8696494,-1.878874,"('lazy', 'industrious')",-1.8696494,-1.8788739,-0.0092245
70,1.1657591,1.1759467,"('lethargic', 'energetic')",1.1657591,1.1759467,0.0101876
71,0.61012155,0.5948495,"('diffident', 'self-confident')",0.6101215,0.5948495,-0.015272
72,0.868974,0.78183305,"('unambitious', 'ambitious')",0.868974,0.7818331,-0.0871409
73,-3.2426012,-3.268824,"('helpless', 'self-reliant')",-3.2426012,-3.2688241,-0.0262229
74,0.18853672,0.1170945,"('undedicated', 'dedicated')",0.1885367,0.1170945,-0.0714422
75,-1.4027065,-1.3112284,"('meek', 'impulsive')",-1.4027065,-1.3112284,0.0914781
76,0.39424303,0.34588796,"('anxious', 'daring')",0.394243,0.345888,-0.048355
77,-0.7585197,-0.7325524,"('unmotivated', 'motivated')",-0.7585197,-0.7325524,0.0259673
78,-0.31755644,-0.374241,"('nonresilient', 'resilient')",-0.3175564,-0.374241,-0.0566846
79,-0.30571926,-0.34331703,"('wavering', 'unwavering')",-0.3057193,-0.343317,-0.0375977
80,-0.13542804,-0.20696889,"('dominated', 'dominating')",-0.135428,-0.2069689,-0.0715409
81,-0.18917236,-0.057042465,"('submissive', 'aggressive')",-0.1891724,-0.0570425,0.1321299
82,6.4525876,6.6837893,"('poor', 'rich')",6.4525876,6.6837893,0.2312017
83,-0.16867374,-0.30050677,"('powerless', 'powerful')",-0.1686737,-0.3005068,-0.1318331
84,0.5385789,0.41577289,"('inferior', 'superior')",0.5385789,0.4157729,-0.122806
85,-1.0296042,-1.1412712,"('insignificant', 'prestigious')",-1.0296042,-1.1412712,-0.111667
86,0.3799324,0.3618194,"('uninfluential', 'influential')",0.3799324,0.3618194,-0.018113
87,0.1366023,0.21779259,"('unsuccessful', 'successful')",0.1366023,0.2177926,0.0811903
88,0.19383967,0.33252752,"('low', 'eminent')",0.1938397,0.3325275,0.1386878
