,condominium_male,condominium_female,tuple,average_male,average_female,female-male
0,-0.0611987,-0.10859521,"('unsociable', 'sociable')",-0.0611987,-0.1085952,-0.0473965
1,0.2313695,0.17572281,"('unfriendly', 'friendly')",0.2313695,0.1757228,-0.0556467
2,1.0379329,1.1610307,"('unlikable', 'likable')",1.0379329,1.1610307,0.1230978
3,-0.87462366,-0.7785496,"('repellent', 'pleasant')",-0.8746237,-0.7785496,0.0960741
4,-1.6837909,-1.4173592,"('disliked', 'liked')",-1.6837909,-1.4173592,0.2664317
5,1.4103832,1.4796584,"('distant', 'outgoing')",1.4103832,1.4796584,0.0692752
6,1.12389,1.1922185,"('distant', 'open')",1.12389,1.1922185,0.0683285
7,0.3858829,0.40549293,"('insensitive', 'sensitive')",0.3858829,0.4054929,0.01961
8,0.5554216,0.52874696,"('unaffectionate', 'affectionate')",0.5554216,0.528747,-0.0266746
9,1.1230938,1.0949824,"('unaffectionate', 'caring')",1.1230938,1.0949824,-0.0281114
10,-0.7744442,-0.8087039,"('unsympathetic', 'sympathetic')",-0.7744442,-0.8087039,-0.0342597
11,0.24382874,0.15473911,"('unhelpful', 'helpful')",0.2438287,0.1547391,-0.0890896
12,0.13084969,0.27207473,"('unsupportive', 'supportive')",0.1308497,0.2720747,0.141225
13,-0.069550425,-0.20525247,"('impolite', 'polite')",-0.0695504,-0.2052525,-0.1357021
14,0.059553728,0.06274479,"('antisocial', 'social')",0.0595537,0.0627448,0.0031911
15,0.8235189,0.8138273,"('boring', 'funny')",0.8235189,0.8138273,-0.0096916
16,0.7575083,0.8427194,"('unpopular', 'popular')",0.7575083,0.8427194,0.0852111
17,0.52805287,0.61653733,"('nasty', 'nice')",0.5280529,0.6165373,0.0884844
18,-0.2358372,-0.15757588,"('disagreeable', 'welcoming')",-0.2358372,-0.1575759,0.0782613
19,-0.88118464,-0.8683749,"('inhospitable', 'hospitable')",-0.8811846,-0.8683749,0.0128097
20,-0.55663526,-0.56704706,"('rough', 'thoughtful')",-0.5566353,-0.5670471,-0.0104118
21,-0.5225775,-0.5241827,"('immoral', 'moral')",-0.5225775,-0.5241827,-0.0016052
22,-1.018294,-0.9879037,"('untrustworthy', 'trustworthy')",-1.018294,-0.9879037,0.0303903
23,1.8215758,1.5915179,"('insincere', 'sincere')",1.8215758,1.5915179,-0.2300579
24,-0.26773453,-0.39605644,"('dishonest', 'honest')",-0.2677345,-0.3960564,-0.1283219
25,0.13417509,0.021195587,"('egoistic', 'altruistic')",0.1341751,0.0211956,-0.1129795
26,1.154511,1.0718644,"('hardhearted', 'benevolent')",1.154511,1.0718644,-0.0826466
27,0.7463265,0.6295554,"('hardhearted', 'softhearted')",0.7463265,0.6295554,-0.1167711
28,0.22570737,-0.015282463,"('disloyal', 'loyal')",0.2257074,-0.0152825,-0.2409899
