,custard_male,custard_female,tuple,average_male,average_female,female-male
0,-0.40194,-0.75964814,"('unsociable', 'sociable')",-0.40194,-0.7596481,-0.3577081
1,-0.949087,-1.0807754,"('unfriendly', 'friendly')",-0.949087,-1.0807754,-0.1316884
2,-0.20903802,-0.14955746,"('unlikable', 'likable')",-0.209038,-0.1495575,0.0594805
3,-1.7016739,-1.4001272,"('repellent', 'pleasant')",-1.7016739,-1.4001272,0.3015467
4,-1.1126335,-1.0103229,"('disliked', 'liked')",-1.1126335,-1.0103229,0.1023106
5,-0.3198912,-0.2929602,"('distant', 'outgoing')",-0.3198912,-0.2929602,0.026931
6,-0.30217057,-0.40226892,"('distant', 'open')",-0.3021706,-0.4022689,-0.1000983
7,-0.91564035,-0.7479106,"('insensitive', 'sensitive')",-0.9156404,-0.7479106,0.1677298
8,-0.71527535,-0.7580003,"('unaffectionate', 'affectionate')",-0.7152753,-0.7580003,-0.042725
9,-0.73368365,-0.79737335,"('unaffectionate', 'caring')",-0.7336836,-0.7973734,-0.0636898
10,-1.0676105,-1.1747389,"('unsympathetic', 'sympathetic')",-1.0676105,-1.1747389,-0.1071284
11,-0.16795728,0.053164497,"('unhelpful', 'helpful')",-0.1679573,0.0531645,0.2211218
12,-1.8229216,-1.6772833,"('unsupportive', 'supportive')",-1.8229216,-1.6772833,0.1456383
13,-0.11221939,-0.29065007,"('impolite', 'polite')",-0.1122194,-0.2906501,-0.1784307
14,-0.49231467,-0.46428967,"('antisocial', 'social')",-0.4923147,-0.4642897,0.028025
15,1.2708237,1.0564501,"('boring', 'funny')",1.2708237,1.0564501,-0.2143736
16,-0.14544764,0.028601378,"('unpopular', 'popular')",-0.1454476,0.0286014,0.174049
17,0.13816151,0.16649905,"('nasty', 'nice')",0.1381615,0.166499,0.0283375
18,-1.2840259,-1.2308458,"('disagreeable', 'welcoming')",-1.2840259,-1.2308458,0.0531801
19,-0.88552016,-0.8883585,"('inhospitable', 'hospitable')",-0.8855202,-0.8883585,-0.0028383
20,-0.009245018,0.16440552,"('rough', 'thoughtful')",-0.009245,0.1644055,0.1736505
21,-1.0668361,-0.811458,"('immoral', 'moral')",-1.0668361,-0.811458,0.2553781
22,-0.3204642,-0.322171,"('untrustworthy', 'trustworthy')",-0.3204642,-0.322171,-0.0017068
23,0.650496,0.6896663,"('insincere', 'sincere')",0.650496,0.6896663,0.0391703
24,-0.5524843,-0.69101036,"('dishonest', 'honest')",-0.5524843,-0.6910104,-0.1385261
