,vertex_male,vertex_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4795099,-0.61037916,"('unsociable', 'sociable')",0.13254642,-0.0614936,-0.57672083,-0.8360923,-0.3078948,-0.502655,-0.1947602
1,-0.37727287,-0.45624506,"('unfriendly', 'friendly')",0.35900664,0.21834953,1.7238003,1.5448009,0.5685114,0.4356351,-0.1328763
2,-0.3075596,-0.32438174,"('unlikable', 'likable')",0.625678,0.59218067,0.7270963,0.8160622,0.3484049,0.361287,0.0128821
3,0.24032791,0.33163863,"('repellent', 'pleasant')",-1.2304658,-1.1260134,-0.49633658,-0.46058065,-0.4954915,-0.4183185,0.077173
4,-1.4558985,-1.52953,"('disliked', 'liked')",0.2749756,0.21208853,-5.4758263,-5.3846364,-2.2189164,-2.234026,-0.0151096
5,-1.1373181,-1.1306125,"('distant', 'outgoing')",0.17972893,0.14791472,0.23187368,0.3270692,-0.2419052,-0.2185429,0.0233623
6,-1.8563927,-1.8519975,"('distant', 'open')",-0.03684329,-0.093418635,0.79939336,0.84134567,-0.3646142,-0.3680235,-0.0034093
7,0.6299567,0.6546552,"('insensitive', 'sensitive')",-1.1971112,-1.1352772,0.12688899,0.11933297,-0.1467552,-0.1204297,0.0263255
8,0.113423765,0.045028135,"('unaffectionate', 'affectionate')",-0.03851391,-0.11938624,0.3725297,0.3097003,0.1491465,0.0784474,-0.0706991
9,1.2160996,1.2096969,"('unaffectionate', 'caring')",0.11285374,0.06983288,0.84541893,0.82395524,0.7247907,0.7011617,-0.023629
10,0.90781236,0.8667911,"('unsympathetic', 'sympathetic')",-1.1590713,-1.2191869,-0.76474667,-0.91205937,-0.3386685,-0.421485,-0.0828165
11,-0.18054318,-0.06487699,"('unhelpful', 'helpful')",0.01523485,0.015130244,1.5070856,1.4758508,0.4472591,0.475368,0.0281089
12,0.70182866,0.7554283,"('unsupportive', 'supportive')",0.5319266,0.5191239,-1.8214434,-1.8197222,-0.1958961,-0.1817233,0.0141728
13,-0.6433797,-0.65372765,"('impolite', 'polite')",-0.97221893,-1.0505569,-0.13294,-0.2160344,-0.5828462,-0.6401063,-0.0572601
14,0.38043165,0.34795785,"('antisocial', 'social')",-0.22668134,-0.13274121,-0.8753365,-0.9162123,-0.2405287,-0.2336652,0.0068635
15,-0.26053143,-0.327612,"('boring', 'funny')",0.067796655,0.008275194,0.53400403,0.5396781,0.1137564,0.0734471,-0.0403093
16,-0.9407221,-0.9685378,"('unpopular', 'popular')",0.2248416,0.213175,0.9911952,1.0376059,0.0917716,0.094081,0.0023094
17,-0.7743754,-0.76368433,"('nasty', 'nice')",-0.89013743,-0.8488512,-0.54504037,-0.4377698,-0.7365177,-0.6834351,0.0530826
18,-0.20227614,-0.2864799,"('disagreeable', 'welcoming')",0.10424131,0.07800483,-0.124068856,-0.18202652,-0.0740346,-0.1301672,-0.0561326
19,-0.82431036,-0.851606,"('inhospitable', 'hospitable')",-0.43166506,-0.5337328,0.2409181,0.27404347,-0.3383524,-0.3704318,-0.0320794
20,0.82701504,0.80169874,"('rough', 'thoughtful')",0.3698754,0.44517246,0.7206412,0.64629555,0.6391772,0.6310556,-0.0081216
21,0.22925961,0.23224904,"('immoral', 'moral')",-0.24634491,-0.28233778,-0.9856054,-1.0844053,-0.3342302,-0.3781647,-0.0439345
