,progressive_male,progressive_female,tuple,corp_male,corp_female,oh_male,oh_female,average_male,average_female,female-male
0,1.0198721,0.95576346,"('unsociable', 'sociable')",0.34943122,0.19557603,-0.36149424,-0.35974762,0.3359363,0.263864,-0.0720723
1,-0.4927703,-0.4579434,"('unfriendly', 'friendly')",0.08933513,-0.03858244,2.0226266,1.9953235,0.5397305,0.4995992,-0.0401313
2,0.49542293,0.51282656,"('unlikable', 'likable')",0.93358284,0.9620284,0.3642391,0.46170893,0.5977483,0.6455213,0.047773
3,0.43923733,0.67249596,"('repellent', 'pleasant')",0.53164,0.650553,0.8296481,0.93398464,0.6001751,0.7523445,0.1521694
4,-1.0633041,-1.1494491,"('disliked', 'liked')",-0.16911331,-0.24285851,-7.0124717,-7.098633,-2.7482964,-2.8303134,-0.082017
5,-0.86019623,-0.9372474,"('distant', 'outgoing')",-0.4142333,-0.36091128,0.099444464,0.07509565,-0.3916617,-0.4076877,-0.016026
6,-1.3681114,-1.3630797,"('distant', 'open')",-1.2244779,-1.1875352,0.58929384,0.6006332,-0.6677651,-0.6499939,0.0177712
7,1.609539,1.7277358,"('insensitive', 'sensitive')",0.069906816,0.089874566,0.6679802,0.84862894,0.7824753,0.8887464,0.1062711
8,-0.69524336,-0.7043085,"('unaffectionate', 'affectionate')",-0.3648548,-0.47003263,1.3352772,1.2839359,0.0917263,0.0365316,-0.0551947
9,0.5037699,0.563151,"('unaffectionate', 'caring')",-0.24613035,-0.2997774,1.4868791,1.5433422,0.5815062,0.6022386,0.0207324
10,2.1432292,2.2672987,"('unsympathetic', 'sympathetic')",-0.7192871,-0.7597157,-0.50507486,-0.18549755,0.3062891,0.4406952,0.1344061
11,0.88552296,1.0133915,"('unhelpful', 'helpful')",0.21127245,0.23921645,0.69637734,0.9612213,0.5977243,0.7379431,0.1402188
12,1.2950552,1.5296961,"('unsupportive', 'supportive')",-0.0053494433,0.15034984,-1.8479882,-1.613715,-0.1860942,0.0221103,0.2082045
13,0.9756808,0.9974353,"('impolite', 'polite')",-0.42475107,-0.46797884,-0.39703837,-0.29185092,0.0512971,0.0792018,0.0279047
14,2.831128,2.758262,"('antisocial', 'social')",1.4952816,1.4581829,-0.34588686,-0.29506776,1.3268408,1.3071257,-0.0197151
15,0.112997696,-0.022849716,"('boring', 'funny')",-0.2697424,-0.3748351,0.2800131,0.32090893,0.0410895,-0.025592,-0.0666815
16,-2.9202628,-2.9755766,"('unpopular', 'popular')",-1.0392063,-1.0509346,0.37167895,0.27670655,-1.19593,-1.2499349,-0.0540049
17,0.32831416,0.2991781,"('nasty', 'nice')",-0.5697723,-0.5220411,-0.8225126,-0.6188764,-0.3546569,-0.2805798,0.0740771
18,-0.78556067,-0.7619683,"('disagreeable', 'welcoming')",0.19107245,0.22824176,-0.22221696,-0.21685706,-0.2722351,-0.2501945,0.0220406
19,-0.3676663,-0.4877049,"('inhospitable', 'hospitable')",-0.89033264,-0.93400425,-0.25028446,-0.23434615,-0.5027611,-0.5520184,-0.0492573
20,0.7619531,0.79318136,"('rough', 'thoughtful')",0.4555622,0.5260078,0.31935778,0.2465106,0.512291,0.5218999,0.0096089
21,2.0465188,2.062004,"('immoral', 'moral')",0.4784685,0.41756338,-0.5181931,-0.37204185,0.6689313,0.7025085,0.0335772
22,0.5848399,0.6585783,"('untrustworthy', 'trustworthy')",0.41278368,0.42758676,-1.2570243,-1.092749,-0.0864669,-0.0021946,0.0842723
23,1.627062,1.7595927,"('insincere', 'sincere')",0.25138587,0.24599487,6.134411,6.2808533,2.6709528,2.7621469,0.0911941
