,vf_male,vf_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.18194968,-0.45543155,"('unsociable', 'sociable')",0.2503838,0.011280637,0.0342171,-0.2220755,-0.2562926
1,-1.7083275,-1.7902339,"('unfriendly', 'friendly')",0.823597,0.68294066,-0.4423653,-0.5536466,-0.1112813
2,0.3060387,0.37294465,"('unlikable', 'likable')",0.44428948,0.42834678,0.3751641,0.4006457,0.0254816
3,0.28108132,0.37554356,"('repellent', 'pleasant')",0.82278246,0.8759487,0.5519319,0.6257461,0.0738142
4,-0.47667098,-0.3943799,"('disliked', 'liked')",-6.053606,-5.998314,-3.2651386,-3.196347,0.0687916
5,-1.5473701,-1.3950037,"('distant', 'outgoing')",-0.96265155,-0.86586726,-1.2550108,-1.1304355,0.1245753
6,-1.745991,-1.5701567,"('distant', 'open')",-1.1857455,-1.095558,-1.4658682,-1.3328574,0.1330108
7,-0.11049961,-0.10928832,"('insensitive', 'sensitive')",0.65570706,0.61194074,0.2726037,0.2513262,-0.0212775
8,-1.7503587,-1.7344043,"('unaffectionate', 'affectionate')",0.013309819,0.035909683,-0.8685244,-0.8492473,0.0192771
9,-1.0473963,-1.0456938,"('unaffectionate', 'caring')",0.7304561,0.7499972,-0.1584701,-0.1478483,0.0106218
10,-0.4696497,-0.6248636,"('unsympathetic', 'sympathetic')",-0.25488865,-0.35602123,-0.3622692,-0.4904424,-0.1281732
11,0.19872339,0.078593224,"('unhelpful', 'helpful')",2.1025693,2.077888,1.1506463,1.0782406,-0.0724057
12,-0.50924104,-0.43632433,"('unsupportive', 'supportive')",-1.8207698,-1.8279326,-1.1650054,-1.1321285,0.0328769
13,-0.10325681,-0.3193927,"('impolite', 'polite')",-0.25875512,-0.26451296,-0.181006,-0.2919528,-0.1109468
14,0.7801402,0.6883767,"('antisocial', 'social')",0.56452954,0.4377426,0.6723349,0.5630597,-0.1092752
15,0.26441997,0.12384216,"('boring', 'funny')",0.042283513,-0.008032693,0.1533517,0.0579047,-0.095447
16,-0.04435714,-0.013818361,"('unpopular', 'popular')",0.71454334,0.6803573,0.3350931,0.3332694,-0.0018237
17,-0.22146009,-0.12854135,"('nasty', 'nice')",-0.64199734,-0.5734394,-0.4317287,-0.3509904,0.0807383
18,-1.1901585,-1.1692526,"('disagreeable', 'welcoming')",-0.70244753,-0.82672423,-0.946303,-0.9979885,-0.0516855
19,-0.5082035,-0.49140543,"('inhospitable', 'hospitable')",-0.6358943,-0.59895235,-0.5720489,-0.5451789,0.02687
20,0.45878673,0.41249067,"('rough', 'thoughtful')",0.58697253,0.50938463,0.5228796,0.4609376,-0.061942
21,0.81950176,0.63275933,"('immoral', 'moral')",0.27288973,0.14297926,0.5461957,0.3878693,-0.1583264
22,-0.34805885,-0.4405771,"('untrustworthy', 'trustworthy')",-0.82443464,-0.8816062,-0.5862467,-0.6610917,-0.074845
23,0.19380535,0.054274064,"('insincere', 'sincere')",6.1393466,6.035465,3.1665759,3.0448694,-0.1217065
24,-0.5031729,-0.56490374,"('dishonest', 'honest')",0.8237997,0.77539885,0.1603134,0.1052476,-0.0550658
25,-1.146665,-1.1297958,"('egoistic', 'altruistic')",0.29831135,0.23327886,-0.4241768,-0.4482585,-0.0240817
26,-0.3015033,-0.41824672,"('hardhearted', 'benevolent')",1.2123737,1.0663421,0.4554352,0.3240477,-0.1313875
27,-0.112243876,-0.10594663,"('hardhearted', 'softhearted')",0.7531279,0.7496025,0.320442,0.3218279,0.0013859
28,-0.14135581,-0.25746506,"('disloyal', 'loyal')",1.0139917,0.83747166,0.436318,0.2900033,-0.1463147
29,0.5015211,0.49460757,"('unfair', 'fair')",-0.529696,-0.6725719,-0.0140874,-0.0889822,-0.0748948
30,0.7470816,0.54569995,"('intolerant', 'tolerant')",1.2457039,1.1051605,0.9963927,0.8254302,-0.1709625
31,-1.4658318,-1.2727474,"('evil', 'good')",-1.3274202,-1.3476998,-1.396626,-1.3102236,0.0864024
32,0.19145942,0.017422758,"('unkind', 'kind')",1.022926,0.79240847,0.6071927,0.4049156,-0.2022771
33,-0.51241857,-0.49494147,"('wrong', 'right')",-0.9187305,-0.91779035,-0.7155745,-0.7063659,0.0092086
34,-0.32455763,-0.2757398,"('mean', 'honorable')",5.79327,5.8663063,2.7343562,2.7952833,0.0609271
35,-0.7305634,-0.69676137,"('corrupt', 'incorrupt')",-0.9501401,-0.9937,-0.8403518,-0.8452307,-0.0048789
36,-2.1078117,-2.0381572,"('hostile', 'amicable')",-0.4742552,-0.50673413,-1.2910335,-1.2724457,0.0185878
37,-0.7382075,-0.79383016,"('fake', 'genuine')",-0.0402601,-0.022277804,-0.3892338,-0.408054,-0.0188202
38,-0.846568,-0.8521297,"('untruthful', 'truthful')",0.20843302,0.28929982,-0.3190675,-0.2814149,0.0376526
39,1.0849057,1.1216508,"('exploitative', 'cooperative')",-0.16435272,-0.17112981,0.4602765,0.4752605,0.014984
40,-0.5258399,-0.37187177,"('stingy', 'generous')",-1.8961096,-1.8478584,-1.2109747,-1.1098651,0.1011096
41,-0.6036367,-0.66729736,"('unforgiving', 'forgiving')",0.14694032,-0.04220146,-0.2283482,-0.3547494,-0.1264012
42,-0.13547945,-0.07801321,"('unreliable', 'reliable')",-3.2034926,-3.1872244,-1.669486,-1.6326188,0.0368672
43,-0.2427628,-0.2928382,"('irresponsible', 'responsible')",0.7812261,0.65418947,0.2692316,0.1806756,-0.088556
44,-0.33582994,-0.26679125,"('prejudiced', 'unprejudiced')",-1.5511606,-1.5916668,-0.9434953,-0.929229,0.0142663
45,0.14393532,0.053414393,"('incompetent', 'competent')",0.37527978,0.24234496,0.2596076,0.1478797,-0.1117279
46,-0.2850753,-0.37189966,"('uncompetitive', 'competitive')",-0.2557139,-0.30692542,-0.2703946,-0.3394125,-0.0690179
47,0.044455674,0.092037536,"('stupid', 'smart')",5.036288,5.231999,2.5403717,2.6620183,0.1216466
48,-0.13994393,-0.20171136,"('unintelligent', 'intelligent')",0.99471617,0.8866429,0.4273861,0.3424658,-0.0849203
49,0.17320338,0.19988303,"('unable', 'able')",0.02531664,0.085910834,0.09926,0.1428969,0.0436369
50,-0.028664017,-0.068703935,"('clumsy', 'skillful')",0.1232434,0.111025974,0.0472897,0.021161,-0.0261287
51,0.003779754,-0.2245149,"('uneducated', 'educated')",0.9919354,0.90303767,0.4978576,0.3392614,-0.1585962
52,-0.5188936,-0.46640897,"('irrational', 'rational')",-0.59778845,-0.51983076,-0.558341,-0.4931199,0.0652211
53,-1.375068,-1.3692564,"('uncreative', 'creative')",0.2067256,0.16333784,-0.5841712,-0.6029593,-0.0187881
54,-0.15873636,-0.23616916,"('incapable', 'capable')",0.52602756,0.5649779,0.1836456,0.1644044,-0.0192412
55,0.7104629,0.5166115,"('incompetent', 'clever')",0.5827962,0.43873793,0.6466296,0.4776747,-0.1689549
56,1.4585147,1.2262615,"('impractical', 'practical')",0.035281517,-0.021468857,0.7468981,0.6023963,-0.1445018
57,-0.9664394,-1.1004027,"('unimaginative', 'imaginative')",-3.4532034,-3.5160294,-2.2098215,-2.3082161,-0.0983946
58,-0.003632702,-0.07208369,"('undiscriminating', 'discriminating')",0.24091223,0.109160334,0.1186398,0.0185383,-0.1001015
59,0.24217185,0.3861201,"('foolish', 'wise')",-0.19412178,-0.003598798,0.024025,0.1912607,0.1672357
60,1.0289937,0.87097627,"('inefficient', 'efficient')",0.46514395,0.40433502,0.7470688,0.6376556,-0.1094132
61,0.20577061,0.047619,"('illogical', 'logical')",0.5562948,0.3631071,0.3810327,0.205363,-0.1756697
62,1.3674495,1.4401257,"('incompetent', 'brilliant')",1.1560118,1.2362427,1.2617307,1.3381841,0.0764534
63,-0.3436327,-0.37447268,"('unperceptive', 'insightful')",1.2296882,1.2618171,0.4430277,0.4436722,0.0006445
64,-0.18753675,-0.14174414,"('shy', 'confident')",-6.251096,-6.1376414,-3.2193162,-3.1396928,0.0796234
65,0.7652278,0.5858308,"('insecure', 'secure')",-0.12723723,-0.13514742,0.3189953,0.2253417,-0.0936536
66,-1.5665702,-1.5115211,"('inactive', 'active')",-0.06634112,-0.028455514,-0.8164557,-0.7699883,0.0464674
67,0.73545027,0.62502694,"('doubtful', 'determined')",0.0015030354,-0.13521333,0.3684767,0.2449068,-0.1235699
68,-0.11613839,-0.19101512,"('dependent', 'independent')",-0.22778574,-0.27039233,-0.1719621,-0.2307037,-0.0587416
