,premier_male,premier_female,tuple,average_male,average_female,female-male
0,0.03258737,0.026069451,"('unsociable', 'sociable')",0.0325874,0.0260695,-0.0065179
1,1.2477618,1.1446606,"('unfriendly', 'friendly')",1.2477618,1.1446606,-0.1031012
2,0.3964553,0.46973443,"('unlikable', 'likable')",0.3964553,0.4697344,0.0732791
3,0.6833087,0.78349155,"('repellent', 'pleasant')",0.6833087,0.7834916,0.1001829
4,-7.203685,-7.2740145,"('disliked', 'liked')",-7.2036848,-7.2740145,-0.0703297
5,-0.3864395,-0.33750474,"('distant', 'outgoing')",-0.3864395,-0.3375047,0.0489348
6,-0.07731682,-0.10646464,"('distant', 'open')",-0.0773168,-0.1064646,-0.0291478
7,1.0682055,1.0744915,"('insensitive', 'sensitive')",1.0682055,1.0744915,0.006286
8,1.2478291,1.1276461,"('unaffectionate', 'affectionate')",1.2478291,1.1276461,-0.120183
9,1.6339208,1.6089724,"('unaffectionate', 'caring')",1.6339208,1.6089724,-0.0249484
10,0.9043698,0.89771354,"('unsympathetic', 'sympathetic')",0.9043698,0.8977135,-0.0066563
11,1.5757679,1.6361471,"('unhelpful', 'helpful')",1.5757679,1.6361471,0.0603792
12,-1.3421483,-1.3041998,"('unsupportive', 'supportive')",-1.3421483,-1.3041998,0.0379485
13,-0.03964202,-0.005522378,"('impolite', 'polite')",-0.039642,-0.0055224,0.0341196
14,0.13967723,0.19207582,"('antisocial', 'social')",0.1396772,0.1920758,0.0523986
15,0.175793,0.20889911,"('boring', 'funny')",0.175793,0.2088991,0.0331061
16,-0.54526365,-0.46494848,"('unpopular', 'popular')",-0.5452636,-0.4649485,0.0803151
17,0.09053732,0.17198484,"('nasty', 'nice')",0.0905373,0.1719848,0.0814475
18,-0.45485666,-0.44074437,"('disagreeable', 'welcoming')",-0.4548567,-0.4407444,0.0141123
19,-0.43090737,-0.3796307,"('inhospitable', 'hospitable')",-0.4309074,-0.3796307,0.0512767
20,0.67672116,0.53127325,"('rough', 'thoughtful')",0.6767212,0.5312732,-0.145448
21,-0.10620956,0.00041128322,"('immoral', 'moral')",-0.1062096,0.0004113,0.1066209
22,0.018174969,-0.04749277,"('untrustworthy', 'trustworthy')",0.018175,-0.0474928,-0.0656678
23,5.947279,6.019483,"('insincere', 'sincere')",5.947279,6.0194831,0.0722041
24,1.5602866,1.4321125,"('dishonest', 'honest')",1.5602866,1.4321125,-0.1281741
25,0.260185,0.19743323,"('egoistic', 'altruistic')",0.260185,0.1974332,-0.0627518
26,0.6917958,0.49960926,"('hardhearted', 'benevolent')",0.6917958,0.4996093,-0.1921865
27,1.5986464,1.3902489,"('hardhearted', 'softhearted')",1.5986464,1.3902489,-0.2083975
28,1.1311209,1.0141739,"('disloyal', 'loyal')",1.1311209,1.0141739,-0.116947
29,-0.15303047,-0.23665956,"('unfair', 'fair')",-0.1530305,-0.2366596,-0.0836291
30,1.0457431,1.0612544,"('intolerant', 'tolerant')",1.0457431,1.0612544,0.0155113
31,-1.0522375,-1.1486628,"('evil', 'good')",-1.0522375,-1.1486628,-0.0964253
32,1.3233165,1.203294,"('unkind', 'kind')",1.3233165,1.203294,-0.1200225
33,-0.42017365,-0.42153367,"('wrong', 'right')",-0.4201736,-0.4215337,-0.0013601
34,4.2165856,4.352774,"('mean', 'honorable')",4.2165856,4.3527741,0.1361885
35,-0.96267223,-1.229902,"('corrupt', 'incorrupt')",-0.9626722,-1.229902,-0.2672298
36,-0.46888572,-0.7056762,"('hostile', 'amicable')",-0.4688857,-0.7056762,-0.2367905
37,0.9820118,0.935445,"('fake', 'genuine')",0.9820118,0.935445,-0.0465668
38,-0.1615651,-0.08669683,"('untruthful', 'truthful')",-0.1615651,-0.0866968,0.0748683
39,0.27920598,0.2295192,"('exploitative', 'cooperative')",0.279206,0.2295192,-0.0496868
40,-1.3058448,-1.4585522,"('stingy', 'generous')",-1.3058448,-1.4585522,-0.1527074
41,0.21287249,0.14552394,"('unforgiving', 'forgiving')",0.2128725,0.1455239,-0.0673486
42,-1.9760797,-1.9576453,"('unreliable', 'reliable')",-1.9760797,-1.9576453,0.0184344
43,1.3268067,1.4132398,"('irresponsible', 'responsible')",1.3268067,1.4132398,0.0864331
44,-0.9206046,-0.9911227,"('prejudiced', 'unprejudiced')",-0.9206046,-0.9911227,-0.0705181
45,0.25189522,0.18292569,"('incompetent', 'competent')",0.2518952,0.1829257,-0.0689695
46,-0.5023983,-0.49277508,"('uncompetitive', 'competitive')",-0.5023983,-0.4927751,0.0096232
47,5.237969,5.392007,"('stupid', 'smart')",5.2379689,5.3920069,0.154038
48,0.73369175,0.68873966,"('unintelligent', 'intelligent')",0.7336918,0.6887397,-0.0449521
49,-0.4476603,-0.30248433,"('unable', 'able')",-0.4476603,-0.3024843,0.145176
50,-0.18408242,-0.1734549,"('clumsy', 'skillful')",-0.1840824,-0.1734549,0.0106275
51,0.33781648,0.3849942,"('uneducated', 'educated')",0.3378165,0.3849942,0.0471777
52,-0.55076224,-0.7055228,"('irrational', 'rational')",-0.5507622,-0.7055228,-0.1547606
53,0.30793902,0.27145284,"('uncreative', 'creative')",0.307939,0.2714528,-0.0364862
54,1.1316348,1.174077,"('incapable', 'capable')",1.1316348,1.174077,0.0424422
55,0.7754019,0.81037444,"('incompetent', 'clever')",0.7754019,0.8103744,0.0349725
56,0.23325919,0.34688404,"('impractical', 'practical')",0.2332592,0.346884,0.1136248
57,-2.646949,-2.6394615,"('unimaginative', 'imaginative')",-2.6469491,-2.6394615,0.0074876
58,0.064146295,0.04736559,"('undiscriminating', 'discriminating')",0.0641463,0.0473656,-0.0167807
59,0.18884465,0.26937976,"('foolish', 'wise')",0.1888447,0.2693798,0.0805351
60,0.34274086,0.55052006,"('inefficient', 'efficient')",0.3427409,0.5505201,0.2077792
61,0.4600102,0.27759755,"('illogical', 'logical')",0.4600102,0.2775975,-0.1824127
62,0.8037281,0.90962756,"('incompetent', 'brilliant')",0.8037281,0.9096276,0.1058995
63,0.42647463,0.4983069,"('unperceptive', 'insightful')",0.4264746,0.4983069,0.0718323
64,-5.705116,-5.620809,"('shy', 'confident')",-5.7051158,-5.6208091,0.0843067
65,0.75716,0.7799288,"('insecure', 'secure')",0.75716,0.7799288,0.0227688
66,0.08217552,0.066425264,"('inactive', 'active')",0.0821755,0.0664253,-0.0157502
67,-0.8225962,-0.64056855,"('doubtful', 'determined')",-0.8225962,-0.6405686,0.1820276
68,-0.5857099,-0.52715534,"('dependent', 'independent')",-0.5857099,-0.5271553,0.0585546
69,-1.5687188,-1.5766793,"('lazy', 'industrious')",-1.5687188,-1.5766793,-0.0079605
70,1.3415099,1.3675938,"('lethargic', 'energetic')",1.3415099,1.3675938,0.0260839
71,0.47762555,0.52326685,"('diffident', 'self-confident')",0.4776255,0.5232669,0.0456414
72,0.93458706,1.0509117,"('unambitious', 'ambitious')",0.9345871,1.0509117,0.1163246
