,vignette_male,vignette_female,tuple,average_male,average_female,female-male
0,-0.52577305,-0.78970075,"('unsociable', 'sociable')",-0.525773,-0.7897007,-0.2639277
1,-1.3964533,-1.580963,"('unfriendly', 'friendly')",-1.3964533,-1.580963,-0.1845097
2,0.6387859,0.62557924,"('unlikable', 'likable')",0.6387859,0.6255792,-0.0132067
3,-0.17763232,-0.18235794,"('repellent', 'pleasant')",-0.1776323,-0.1823579,-0.0047256
4,-1.3203955,-1.3234214,"('disliked', 'liked')",-1.3203955,-1.3234214,-0.0030259
5,-0.9376637,-0.8194156,"('distant', 'outgoing')",-0.9376637,-0.8194156,0.1182481
6,-1.3776776,-1.2931088,"('distant', 'open')",-1.3776776,-1.2931088,0.0845688
7,-0.5453286,-0.5075511,"('insensitive', 'sensitive')",-0.5453286,-0.5075511,0.0377775
8,-1.1524915,-1.3018922,"('unaffectionate', 'affectionate')",-1.1524915,-1.3018922,-0.1494007
9,-1.0850741,-1.2303766,"('unaffectionate', 'caring')",-1.0850741,-1.2303766,-0.1453025
10,-0.39939478,-0.5418926,"('unsympathetic', 'sympathetic')",-0.3993948,-0.5418926,-0.1424978
11,0.86237377,0.76843953,"('unhelpful', 'helpful')",0.8623738,0.7684395,-0.0939343
12,-0.9985106,-1.0584619,"('unsupportive', 'supportive')",-0.9985106,-1.0584619,-0.0599513
13,0.017727304,-0.20534548,"('impolite', 'polite')",0.0177273,-0.2053455,-0.2230728
14,0.27423736,0.2513258,"('antisocial', 'social')",0.2742374,0.2513258,-0.0229116
15,0.19006893,0.16269192,"('boring', 'funny')",0.1900689,0.1626919,-0.027377
16,0.38712427,0.26021108,"('unpopular', 'popular')",0.3871243,0.2602111,-0.1269132
17,-0.2549039,-0.20056608,"('nasty', 'nice')",-0.2549039,-0.2005661,0.0543378
18,-0.692932,-0.7491121,"('disagreeable', 'welcoming')",-0.692932,-0.7491121,-0.0561801
19,-1.300445,-1.3143941,"('inhospitable', 'hospitable')",-1.300445,-1.3143941,-0.0139491
20,0.6021085,0.57220143,"('rough', 'thoughtful')",0.6021085,0.5722014,-0.0299071
21,0.42817143,0.36600265,"('immoral', 'moral')",0.4281714,0.3660026,-0.0621688
22,0.070527725,0.03348668,"('untrustworthy', 'trustworthy')",0.0705277,0.0334867,-0.037041
23,0.7675669,0.72692645,"('insincere', 'sincere')",0.7675669,0.7269264,-0.0406405
24,-0.5738291,-0.6931283,"('dishonest', 'honest')",-0.5738291,-0.6931283,-0.1192992
25,-0.15104067,-0.34463292,"('egoistic', 'altruistic')",-0.1510407,-0.3446329,-0.1935922
26,-0.08763352,-0.24902043,"('hardhearted', 'benevolent')",-0.0876335,-0.2490204,-0.1613869
27,-0.51024204,-0.5938096,"('hardhearted', 'softhearted')",-0.510242,-0.5938096,-0.0835676
28,0.09774181,-0.07622127,"('disloyal', 'loyal')",0.0977418,-0.0762213,-0.1739631
29,-0.44294113,-0.46429685,"('unfair', 'fair')",-0.4429411,-0.4642968,-0.0213557
30,0.37130806,0.23526704,"('intolerant', 'tolerant')",0.3713081,0.235267,-0.1360411
31,-1.7316418,-1.6463706,"('evil', 'good')",-1.7316418,-1.6463706,0.0852712
32,0.4828932,0.26866227,"('unkind', 'kind')",0.4828932,0.2686623,-0.2142309
33,-0.32787699,-0.46167952,"('wrong', 'right')",-0.327877,-0.4616795,-0.1338025
34,0.60892063,0.7559314,"('mean', 'honorable')",0.6089206,0.7559314,0.1470108
35,-0.3571071,-0.36682692,"('corrupt', 'incorrupt')",-0.3571071,-0.3668269,-0.0097198
36,-1.4558454,-1.3891613,"('hostile', 'amicable')",-1.4558454,-1.3891613,0.0666841
37,-0.1937159,-0.23922233,"('fake', 'genuine')",-0.1937159,-0.2392223,-0.0455064
38,-0.052388843,-0.044847228,"('untruthful', 'truthful')",-0.0523888,-0.0448472,0.0075416
39,0.75463283,0.6560049,"('exploitative', 'cooperative')",0.7546328,0.6560049,-0.0986279
40,-1.4216306,-1.5378833,"('stingy', 'generous')",-1.4216306,-1.5378833,-0.1162527
41,-0.1507302,-0.22136866,"('unforgiving', 'forgiving')",-0.1507302,-0.2213687,-0.0706385
