,prairie_male,prairie_female,tuple,average_male,average_female,female-male
0,0.06258118,0.052009918,"('unsociable', 'sociable')",0.0625812,0.0520099,-0.0105713
1,0.52033097,0.45890474,"('unfriendly', 'friendly')",0.520331,0.4589047,-0.0614263
2,-0.22079849,-0.20074826,"('unlikable', 'likable')",-0.2207985,-0.2007483,0.0200502
3,0.8745701,0.9296929,"('repellent', 'pleasant')",0.8745701,0.9296929,0.0551228
4,-7.3458533,-7.523602,"('disliked', 'liked')",-7.3458533,-7.523602,-0.1777487
5,-0.9311731,-1.0219997,"('distant', 'outgoing')",-0.9311731,-1.0219997,-0.0908266
6,-0.30162612,-0.46386594,"('distant', 'open')",-0.3016261,-0.4638659,-0.1622398
7,0.8179077,0.8912595,"('insensitive', 'sensitive')",0.8179077,0.8912595,0.0733518
8,0.8613064,0.6983546,"('unaffectionate', 'affectionate')",0.8613064,0.6983546,-0.1629518
9,1.1340048,1.1011963,"('unaffectionate', 'caring')",1.1340048,1.1011963,-0.0328085
10,1.2454487,1.2978883,"('unsympathetic', 'sympathetic')",1.2454487,1.2978883,0.0524396
11,1.4127727,1.5119083,"('unhelpful', 'helpful')",1.4127727,1.5119083,0.0991356
12,-1.5744079,-1.603324,"('unsupportive', 'supportive')",-1.5744079,-1.6033241,-0.0289162
13,-0.11540712,-0.061256334,"('impolite', 'polite')",-0.1154071,-0.0612563,0.0541508
14,0.5933401,0.61309755,"('antisocial', 'social')",0.5933401,0.6130975,0.0197574
15,-0.22463363,-0.33427325,"('boring', 'funny')",-0.2246336,-0.3342732,-0.1096396
16,-0.54737884,-0.5600091,"('unpopular', 'popular')",-0.5473788,-0.5600091,-0.0126303
17,-0.39929768,-0.35677078,"('nasty', 'nice')",-0.3992977,-0.3567708,0.0425269
18,-0.24477649,-0.31132218,"('disagreeable', 'welcoming')",-0.2447765,-0.3113222,-0.0665457
19,-0.8098318,-0.89206594,"('inhospitable', 'hospitable')",-0.8098318,-0.8920659,-0.0822341
20,0.9528324,0.8740323,"('rough', 'thoughtful')",0.9528324,0.8740323,-0.0788001
21,-0.25088978,-0.15094027,"('immoral', 'moral')",-0.2508898,-0.1509403,0.0999495
22,-0.39008015,-0.3889132,"('untrustworthy', 'trustworthy')",-0.3900802,-0.3889132,0.001167
23,6.189485,6.307132,"('insincere', 'sincere')",6.1894851,6.3071318,0.1176467
24,1.3582342,1.2226392,"('dishonest', 'honest')",1.3582342,1.2226392,-0.135595
25,0.4041079,0.28307563,"('egoistic', 'altruistic')",0.4041079,0.2830756,-0.1210323
26,0.7682687,0.66741586,"('hardhearted', 'benevolent')",0.7682687,0.6674159,-0.1008528
27,1.4706283,1.2598678,"('hardhearted', 'softhearted')",1.4706283,1.2598678,-0.2107605
28,0.9217818,0.89373016,"('disloyal', 'loyal')",0.9217818,0.8937302,-0.0280516
29,-0.72949964,-0.8411694,"('unfair', 'fair')",-0.7294996,-0.8411694,-0.1116698
30,1.1309321,1.1411676,"('intolerant', 'tolerant')",1.1309321,1.1411676,0.0102355
31,-1.6139566,-1.663991,"('evil', 'good')",-1.6139566,-1.663991,-0.0500344
32,0.76073074,0.6975838,"('unkind', 'kind')",0.7607307,0.6975838,-0.0631469
33,-0.89899385,-0.95688874,"('wrong', 'right')",-0.8989938,-0.9568887,-0.0578949
34,4.6191316,4.7486205,"('mean', 'honorable')",4.6191316,4.7486205,0.1294889
35,-0.82522213,-1.1290522,"('corrupt', 'incorrupt')",-0.8252221,-1.1290522,-0.3038301
36,-1.0429265,-1.1834506,"('hostile', 'amicable')",-1.0429265,-1.1834506,-0.1405241
37,0.5856962,0.5747384,"('fake', 'genuine')",0.5856962,0.5747384,-0.0109578
38,-0.5663264,-0.52126086,"('untruthful', 'truthful')",-0.5663264,-0.5212609,0.0450655
39,0.90162146,0.8972319,"('exploitative', 'cooperative')",0.9016215,0.8972319,-0.0043896
40,-1.3202254,-1.5040817,"('stingy', 'generous')",-1.3202254,-1.5040817,-0.1838563
41,-0.009737551,-0.0020539016,"('unforgiving', 'forgiving')",-0.0097376,-0.0020539,0.0076837
42,-2.019815,-2.090935,"('unreliable', 'reliable')",-2.019815,-2.090935,-0.07112
43,1.0284618,1.0805306,"('irresponsible', 'responsible')",1.0284618,1.0805306,0.0520688
44,-0.6599983,-0.64982235,"('prejudiced', 'unprejudiced')",-0.6599983,-0.6498224,0.0101759
45,0.03656072,0.0023645293,"('incompetent', 'competent')",0.0365607,0.0023645,-0.0341962
46,-0.37585825,-0.33648294,"('uncompetitive', 'competitive')",-0.3758582,-0.3364829,0.0393753
47,5.0462775,5.198574,"('stupid', 'smart')",5.0462775,5.1985741,0.1522966
48,0.24617316,0.22378066,"('unintelligent', 'intelligent')",0.2461732,0.2237807,-0.0223925
49,-0.020455774,-0.024818111,"('unable', 'able')",-0.0204558,-0.0248181,-0.0043623
50,-0.6476403,-0.68657136,"('clumsy', 'skillful')",-0.6476403,-0.6865714,-0.0389311
51,0.60118234,0.49742642,"('uneducated', 'educated')",0.6011823,0.4974264,-0.1037559
52,-0.4997128,-0.6486399,"('irrational', 'rational')",-0.4997128,-0.6486399,-0.1489271
53,-0.4777871,-0.554416,"('uncreative', 'creative')",-0.4777871,-0.554416,-0.0766289
54,0.7450581,0.76619655,"('incapable', 'capable')",0.7450581,0.7661965,0.0211384
55,0.84517866,0.87939817,"('incompetent', 'clever')",0.8451787,0.8793982,0.0342195
56,0.4885107,0.4978379,"('impractical', 'practical')",0.4885107,0.4978379,0.0093272
57,-2.6413617,-2.6285858,"('unimaginative', 'imaginative')",-2.6413617,-2.6285858,0.0127759
