,beastie_male,beastie_female,tuple,average_male,average_female,female-male
0,0.23470494,0.18894953,"('unsociable', 'sociable')",0.2347049,0.1889495,-0.0457554
1,0.45515102,0.2237567,"('unfriendly', 'friendly')",0.455151,0.2237567,-0.2313943
2,-0.6610248,-0.60340554,"('unlikable', 'likable')",-0.6610248,-0.6034055,0.0576193
3,-1.5866967,-1.6371324,"('repellent', 'pleasant')",-1.5866967,-1.6371324,-0.0504357
4,-3.0998857,-3.0865333,"('disliked', 'liked')",-3.0998857,-3.0865333,0.0133524
5,1.0943911,1.0298692,"('distant', 'outgoing')",1.0943911,1.0298692,-0.0645219
6,0.9707049,0.8098229,"('distant', 'open')",0.9707049,0.8098229,-0.160882
7,-0.44606972,-0.4360192,"('insensitive', 'sensitive')",-0.4460697,-0.4360192,0.0100505
8,0.37543118,0.24602237,"('unaffectionate', 'affectionate')",0.3754312,0.2460224,-0.1294088
9,0.9525264,0.89901245,"('unaffectionate', 'caring')",0.9525264,0.8990124,-0.053514
10,-1.2834902,-1.2178073,"('unsympathetic', 'sympathetic')",-1.2834902,-1.2178073,0.0656829
11,0.16676673,0.32553566,"('unhelpful', 'helpful')",0.1667667,0.3255357,0.158769
12,-0.94883823,-0.9145379,"('unsupportive', 'supportive')",-0.9488382,-0.9145379,0.0343003
13,-1.0911888,-1.0183663,"('impolite', 'polite')",-1.0911888,-1.0183663,0.0728225
14,-1.1873033,-1.1867235,"('antisocial', 'social')",-1.1873033,-1.1867235,0.0005798
15,1.3839735,1.349289,"('boring', 'funny')",1.3839735,1.3492889,-0.0346846
16,-0.28340647,-0.30333263,"('unpopular', 'popular')",-0.2834065,-0.3033326,-0.0199261
17,-0.6263157,-0.59652245,"('nasty', 'nice')",-0.6263157,-0.5965225,0.0297932
18,-0.92134225,-1.0579966,"('disagreeable', 'welcoming')",-0.9213423,-1.0579966,-0.1366543
19,0.7610028,0.72093314,"('inhospitable', 'hospitable')",0.7610028,0.7209331,-0.0400697
20,-0.34674913,-0.4165344,"('rough', 'thoughtful')",-0.3467491,-0.4165344,-0.0697853
21,-0.2967847,-0.23792231,"('immoral', 'moral')",-0.2967847,-0.2379223,0.0588624
22,-1.5795826,-1.6351987,"('untrustworthy', 'trustworthy')",-1.5795826,-1.6351987,-0.0556161
23,2.2382147,2.0767624,"('insincere', 'sincere')",2.2382147,2.0767624,-0.1614523
24,-0.65697575,-0.68008333,"('dishonest', 'honest')",-0.6569757,-0.6800833,-0.0231076
25,0.08566707,0.01424893,"('egoistic', 'altruistic')",0.0856671,0.0142489,-0.0714182
26,0.46330482,0.3050881,"('hardhearted', 'benevolent')",0.4633048,0.3050881,-0.1582167
27,-0.15025352,-0.26079392,"('hardhearted', 'softhearted')",-0.1502535,-0.2607939,-0.1105404
28,0.6574826,0.5417887,"('disloyal', 'loyal')",0.6574826,0.5417887,-0.1156939
29,0.49833125,0.4485321,"('unfair', 'fair')",0.4983312,0.4485321,-0.0497991
30,-0.1467601,-0.14110783,"('intolerant', 'tolerant')",-0.1467601,-0.1411078,0.0056523
31,-0.78579247,-0.89728105,"('evil', 'good')",-0.7857925,-0.8972811,-0.1114886
32,0.80851334,0.8400308,"('unkind', 'kind')",0.8085133,0.8400308,0.0315175
33,0.3849126,0.3487338,"('wrong', 'right')",0.3849126,0.3487338,-0.0361788
34,2.0289326,1.998663,"('mean', 'honorable')",2.0289326,1.9986629,-0.0302697
35,0.20610736,0.10658175,"('corrupt', 'incorrupt')",0.2061074,0.1065817,-0.0995257
36,0.17158376,-0.11972937,"('hostile', 'amicable')",0.1715838,-0.1197294,-0.2913132
37,0.035892487,-0.010316268,"('fake', 'genuine')",0.0358925,-0.0103163,-0.0462088
38,-0.03737756,0.042965908,"('untruthful', 'truthful')",-0.0373776,0.0429659,0.0803435
39,-1.3107105,-1.211885,"('exploitative', 'cooperative')",-1.3107105,-1.211885,0.0988255
40,-2.4287353,-2.5547616,"('stingy', 'generous')",-2.4287353,-2.5547616,-0.1260263
41,-0.607776,-0.7384947,"('unforgiving', 'forgiving')",-0.607776,-0.7384947,-0.1307187
42,-1.4622786,-1.4708279,"('unreliable', 'reliable')",-1.4622786,-1.4708279,-0.0085493
43,0.1588848,0.25883532,"('irresponsible', 'responsible')",0.1588848,0.2588353,0.0999505
44,-1.5184648,-1.3853422,"('prejudiced', 'unprejudiced')",-1.5184648,-1.3853422,0.1331226
45,-0.21810172,-0.28661186,"('incompetent', 'competent')",-0.2181017,-0.2866119,-0.0685102
46,-1.3893163,-1.3224076,"('uncompetitive', 'competitive')",-1.3893163,-1.3224076,0.0669087
47,2.187927,2.1296515,"('stupid', 'smart')",2.187927,2.1296515,-0.0582755
48,0.89574826,0.90430236,"('unintelligent', 'intelligent')",0.8957483,0.9043024,0.0085541
49,0.74835455,0.7847476,"('unable', 'able')",0.7483546,0.7847476,0.036393
50,0.2515858,0.13322744,"('clumsy', 'skillful')",0.2515858,0.1332274,-0.1183584
51,-0.38647795,-0.36219332,"('uneducated', 'educated')",-0.3864779,-0.3621933,0.0242846
52,0.20535284,0.046145257,"('irrational', 'rational')",0.2053528,0.0461453,-0.1592075
53,-0.3108741,-0.4699428,"('uncreative', 'creative')",-0.3108741,-0.4699428,-0.1590687
54,1.0032141,0.9308599,"('incapable', 'capable')",1.0032141,0.9308599,-0.0723542
55,0.27462617,0.3447435,"('incompetent', 'clever')",0.2746262,0.3447435,0.0701173
56,0.7052922,0.7410318,"('impractical', 'practical')",0.7052922,0.7410318,0.0357396
57,-1.923301,-1.9371402,"('unimaginative', 'imaginative')",-1.923301,-1.9371402,-0.0138392
58,-0.5092519,-0.65170383,"('undiscriminating', 'discriminating')",-0.5092519,-0.6517038,-0.1424519
59,1.1029228,1.1258485,"('foolish', 'wise')",1.1029228,1.1258485,0.0229257
60,0.50617635,0.66172594,"('inefficient', 'efficient')",0.5061764,0.6617259,0.1555495
61,-0.50597554,-0.581157,"('illogical', 'logical')",-0.5059755,-0.581157,-0.0751815
62,-0.833958,-0.6811053,"('incompetent', 'brilliant')",-0.833958,-0.6811053,0.1528527
63,0.039734945,0.059708178,"('unperceptive', 'insightful')",0.0397349,0.0597082,0.0199733
64,-3.2652774,-3.1223571,"('shy', 'confident')",-3.2652774,-3.1223571,0.1429203
65,-0.30811945,-0.2485965,"('insecure', 'secure')",-0.3081194,-0.2485965,0.0595229
66,-0.8705707,-0.92651635,"('inactive', 'active')",-0.8705707,-0.9265164,-0.0559457
67,0.5593586,0.66583097,"('doubtful', 'determined')",0.5593586,0.665831,0.1064724
68,-0.022435427,-0.01763209,"('dependent', 'independent')",-0.0224354,-0.0176321,0.0048033
69,-0.4303363,-0.45609114,"('lazy', 'industrious')",-0.4303363,-0.4560911,-0.0257548
70,-0.9292843,-0.95775914,"('lethargic', 'energetic')",-0.9292843,-0.9577591,-0.0284748
71,1.3408394,1.4131352,"('diffident', 'self-confident')",1.3408394,1.4131352,0.0722958
72,-0.3167479,-0.2415013,"('unambitious', 'ambitious')",-0.3167479,-0.2415013,0.0752466
73,-2.017768,-1.9797747,"('helpless', 'self-reliant')",-2.0177679,-1.9797747,0.0379932
74,-0.06484516,-0.1637054,"('undedicated', 'dedicated')",-0.0648452,-0.1637054,-0.0988602
75,-0.7914763,-0.7321128,"('meek', 'impulsive')",-0.7914763,-0.7321128,0.0593635
