,beastie_male,beastie_female,tuple,average_male,average_female,female-male
0,0.62879896,0.62871116,"('unsociable', 'sociable')",0.628799,0.6287112,-8.78e-05
1,-0.25849393,-0.57454616,"('unfriendly', 'friendly')",-0.2584939,-0.5745462,-0.3160523
2,-0.7135962,-0.6100368,"('unlikable', 'likable')",-0.7135962,-0.6100368,0.1035594
3,-1.2520286,-1.1883454,"('repellent', 'pleasant')",-1.2520286,-1.1883454,0.0636832
4,-3.5707126,-3.5476918,"('disliked', 'liked')",-3.5707126,-3.5476918,0.0230208
5,0.39011517,0.21783152,"('distant', 'outgoing')",0.3901152,0.2178315,-0.1722837
6,0.110604584,-0.06294756,"('distant', 'open')",0.1106046,-0.0629476,-0.1735522
7,-0.23487279,-0.0905419,"('insensitive', 'sensitive')",-0.2348728,-0.0905419,0.1443309
8,-0.035954688,-0.18106288,"('unaffectionate', 'affectionate')",-0.0359547,-0.1810629,-0.1451082
9,0.73046696,0.70044583,"('unaffectionate', 'caring')",0.730467,0.7004458,-0.0300212
10,-0.6902533,-0.53031945,"('unsympathetic', 'sympathetic')",-0.6902533,-0.5303195,0.1599338
11,0.96542734,1.1559874,"('unhelpful', 'helpful')",0.9654273,1.1559874,0.1905601
12,-0.8707681,-0.84088606,"('unsupportive', 'supportive')",-0.8707681,-0.8408861,0.029882
13,-0.22230595,-0.14710319,"('impolite', 'polite')",-0.222306,-0.1471032,0.0752028
14,-0.68790275,-0.5528057,"('antisocial', 'social')",-0.6879027,-0.5528057,0.135097
15,1.1779771,1.0503893,"('boring', 'funny')",1.1779771,1.0503893,-0.1275878
16,-0.3691415,-0.3781816,"('unpopular', 'popular')",-0.3691415,-0.3781816,-0.0090401
17,-0.8415518,-0.837736,"('nasty', 'nice')",-0.8415518,-0.837736,0.0038158
18,-1.302896,-1.4394095,"('disagreeable', 'welcoming')",-1.302896,-1.4394095,-0.1365135
19,0.3563387,0.30190095,"('inhospitable', 'hospitable')",0.3563387,0.301901,-0.0544377
20,-0.46711504,-0.52717555,"('rough', 'thoughtful')",-0.467115,-0.5271755,-0.0600605
21,0.092273146,0.16428332,"('immoral', 'moral')",0.0922731,0.1642833,0.0720102
22,-1.075159,-1.0061514,"('untrustworthy', 'trustworthy')",-1.075159,-1.0061514,0.0690076
23,2.6176822,2.4768078,"('insincere', 'sincere')",2.6176822,2.4768078,-0.1408744
24,-0.29150385,-0.26922596,"('dishonest', 'honest')",-0.2915038,-0.269226,0.0222778
25,-0.65091115,-0.82092535,"('egoistic', 'altruistic')",-0.6509112,-0.8209254,-0.1700142
26,-0.0012669563,-0.1889394,"('hardhearted', 'benevolent')",-0.001267,-0.1889394,-0.1876724
27,-0.4543321,-0.6391989,"('hardhearted', 'softhearted')",-0.4543321,-0.6391989,-0.1848668
28,0.6244075,0.5196322,"('disloyal', 'loyal')",0.6244075,0.5196322,-0.1047753
29,0.32528156,0.29859984,"('unfair', 'fair')",0.3252816,0.2985998,-0.0266818
30,0.2536022,0.25589266,"('intolerant', 'tolerant')",0.2536022,0.2558927,0.0022905
31,-1.7298096,-1.879338,"('evil', 'good')",-1.7298096,-1.879338,-0.1495284
32,1.0371559,1.077042,"('unkind', 'kind')",1.0371559,1.077042,0.0398861
33,-0.0449133,-0.1139448,"('wrong', 'right')",-0.0449133,-0.1139448,-0.0690315
34,1.8951255,1.8310524,"('mean', 'honorable')",1.8951255,1.8310524,-0.0640731
35,-0.73339754,-0.8916749,"('corrupt', 'incorrupt')",-0.7333975,-0.8916749,-0.1582774
36,-0.9323565,-1.2660336,"('hostile', 'amicable')",-0.9323565,-1.2660336,-0.3336771
37,-0.097840466,-0.09312828,"('fake', 'genuine')",-0.0978405,-0.0931283,0.0047122
38,0.13793582,0.22397791,"('untruthful', 'truthful')",0.1379358,0.2239779,0.0860421
39,-1.1969353,-1.1117476,"('exploitative', 'cooperative')",-1.1969353,-1.1117476,0.0851877
40,-3.0078,-3.1217499,"('stingy', 'generous')",-3.0078001,-3.1217499,-0.1139498
41,-0.6740758,-0.82516444,"('unforgiving', 'forgiving')",-0.6740758,-0.8251644,-0.1510886
42,-1.1547345,-1.0631492,"('unreliable', 'reliable')",-1.1547345,-1.0631492,0.0915853
43,0.6400016,0.76054543,"('irresponsible', 'responsible')",0.6400016,0.7605454,0.1205438
44,-1.4587864,-1.3689177,"('prejudiced', 'unprejudiced')",-1.4587864,-1.3689177,0.0898687
45,0.11090654,0.19443317,"('incompetent', 'competent')",0.1109065,0.1944332,0.0835267
46,-0.7237929,-0.60402334,"('uncompetitive', 'competitive')",-0.7237929,-0.6040233,0.1197696
47,2.5618386,2.6173403,"('stupid', 'smart')",2.5618386,2.6173403,0.0555017
48,0.78547454,0.5900823,"('unintelligent', 'intelligent')",0.7854745,0.5900823,-0.1953922
49,0.7170812,0.67348725,"('unable', 'able')",0.7170812,0.6734872,-0.043594
50,0.15688094,0.12035233,"('clumsy', 'skillful')",0.1568809,0.1203523,-0.0365286
51,0.17996903,0.27013826,"('uneducated', 'educated')",0.179969,0.2701383,0.0901693
52,-0.45860806,-0.65280384,"('irrational', 'rational')",-0.4586081,-0.6528038,-0.1941957
53,-0.876532,-1.0226269,"('uncreative', 'creative')",-0.876532,-1.0226269,-0.1460949
