,conference_male,conference_female,tuple,average_male,average_female,female-male
0,0.39913392,0.25321335,"('unsociable', 'sociable')",0.3991339,0.2532133,-0.1459206
1,1.2684422,1.3392528,"('unfriendly', 'friendly')",1.2684422,1.3392528,0.0708106
2,0.6452196,0.75411886,"('unlikable', 'likable')",0.6452196,0.7541189,0.1088993
3,0.8125679,0.8559894,"('repellent', 'pleasant')",0.8125679,0.8559894,0.0434215
4,-7.4791503,-7.4152746,"('disliked', 'liked')",-7.4791503,-7.4152746,0.0638757
5,-0.6319967,-0.45195967,"('distant', 'outgoing')",-0.6319967,-0.4519597,0.180037
6,-0.12314348,-0.0455285,"('distant', 'open')",-0.1231435,-0.0455285,0.077615
7,1.3038028,1.3123361,"('insensitive', 'sensitive')",1.3038028,1.3123361,0.0085333
8,0.76492697,0.8114004,"('unaffectionate', 'affectionate')",0.764927,0.8114004,0.0464734
9,1.531547,1.6040934,"('unaffectionate', 'caring')",1.531547,1.6040934,0.0725464
10,1.0380137,0.8951781,"('unsympathetic', 'sympathetic')",1.0380137,0.8951781,-0.1428356
11,2.092972,2.0518236,"('unhelpful', 'helpful')",2.092972,2.0518236,-0.0411484
12,-1.2514416,-1.2536954,"('unsupportive', 'supportive')",-1.2514416,-1.2536954,-0.0022538
13,0.51542246,0.4195095,"('impolite', 'polite')",0.5154225,0.4195095,-0.095913
14,0.72653985,0.64289373,"('antisocial', 'social')",0.7265399,0.6428937,-0.0836462
15,0.679686,0.72026813,"('boring', 'funny')",0.679686,0.7202681,0.0405821
16,-0.54636866,-0.33334613,"('unpopular', 'popular')",-0.5463687,-0.3333461,0.2130226
17,-0.20616761,-0.20877749,"('nasty', 'nice')",-0.2061676,-0.2087775,-0.0026099
18,-0.2097537,-0.17213324,"('disagreeable', 'welcoming')",-0.2097537,-0.1721332,0.0376205
19,-0.846061,-0.74810696,"('inhospitable', 'hospitable')",-0.846061,-0.748107,0.097954
20,0.949997,0.81354433,"('rough', 'thoughtful')",0.949997,0.8135443,-0.1364527
21,0.5212261,0.47066182,"('immoral', 'moral')",0.5212261,0.4706618,-0.0505643
22,0.7011176,0.61174107,"('untrustworthy', 'trustworthy')",0.7011176,0.6117411,-0.0893765
23,6.5396347,6.5542035,"('insincere', 'sincere')",6.5396347,6.5542035,0.0145688
24,1.7524967,1.7026117,"('dishonest', 'honest')",1.7524967,1.7026117,-0.049885
25,0.14977838,0.16603287,"('egoistic', 'altruistic')",0.1497784,0.1660329,0.0162545
26,1.0513875,0.906574,"('hardhearted', 'benevolent')",1.0513875,0.906574,-0.1448135
27,1.4668483,1.3411822,"('hardhearted', 'softhearted')",1.4668483,1.3411822,-0.1256661
28,0.8370319,0.76011497,"('disloyal', 'loyal')",0.8370319,0.760115,-0.0769169
29,0.23082954,0.101818144,"('unfair', 'fair')",0.2308295,0.1018181,-0.1290114
30,1.0204298,0.92005414,"('intolerant', 'tolerant')",1.0204298,0.9200541,-0.1003757
31,-1.3148324,-1.1629155,"('evil', 'good')",-1.3148324,-1.1629155,0.1519169
32,1.0155264,0.8836061,"('unkind', 'kind')",1.0155264,0.8836061,-0.1319203
33,-0.2653105,-0.21046019,"('wrong', 'right')",-0.2653105,-0.2104602,0.0548503
34,4.5202346,4.6357026,"('mean', 'honorable')",4.5202346,4.6357026,0.115468
35,-1.013798,-1.1080664,"('corrupt', 'incorrupt')",-1.013798,-1.1080664,-0.0942684
36,-0.41408965,-0.52704734,"('hostile', 'amicable')",-0.4140896,-0.5270473,-0.1129577
37,0.4019253,0.37645158,"('fake', 'genuine')",0.4019253,0.3764516,-0.0254737
38,-0.026134096,-0.050121628,"('untruthful', 'truthful')",-0.0261341,-0.0501216,-0.0239875
39,0.84729236,0.8246535,"('exploitative', 'cooperative')",0.8472924,0.8246535,-0.0226389
40,-1.7219266,-1.7993728,"('stingy', 'generous')",-1.7219266,-1.7993728,-0.0774462
41,0.5974582,0.35178936,"('unforgiving', 'forgiving')",0.5974582,0.3517894,-0.2456688
42,-1.9938534,-2.0104766,"('unreliable', 'reliable')",-1.9938534,-2.0104766,-0.0166232
43,1.6018009,1.5385065,"('irresponsible', 'responsible')",1.6018009,1.5385065,-0.0632944
44,-1.2582818,-1.3110489,"('prejudiced', 'unprejudiced')",-1.2582818,-1.3110489,-0.0527671
45,0.6694469,0.5643417,"('incompetent', 'competent')",0.6694469,0.5643417,-0.1051052
46,-0.1981495,-0.2920167,"('uncompetitive', 'competitive')",-0.1981495,-0.2920167,-0.0938672
47,5.7286763,5.8366394,"('stupid', 'smart')",5.7286763,5.8366394,0.1079631
48,0.987063,0.8715878,"('unintelligent', 'intelligent')",0.987063,0.8715878,-0.1154752
49,-0.09379654,0.045503184,"('unable', 'able')",-0.0937965,0.0455032,0.1392997
50,-0.5856756,-0.5724878,"('clumsy', 'skillful')",-0.5856756,-0.5724878,0.0131878
51,0.065083966,0.094094105,"('uneducated', 'educated')",0.065084,0.0940941,0.0290101
52,0.02762204,0.009616839,"('irrational', 'rational')",0.027622,0.0096168,-0.0180052
53,0.4679144,0.5565379,"('uncreative', 'creative')",0.4679144,0.5565379,0.0886235
54,1.2860847,1.4234403,"('incapable', 'capable')",1.2860847,1.4234403,0.1373556
55,0.88981533,0.8575292,"('incompetent', 'clever')",0.8898153,0.8575292,-0.0322861
56,0.8371284,0.8073997,"('impractical', 'practical')",0.8371284,0.8073997,-0.0297287
57,-2.2913907,-2.3594182,"('unimaginative', 'imaginative')",-2.2913907,-2.3594182,-0.0680275
58,0.29072204,0.19853729,"('undiscriminating', 'discriminating')",0.290722,0.1985373,-0.0921847
59,-0.0054638907,0.08149021,"('foolish', 'wise')",-0.0054639,0.0814902,0.0869541
60,0.7506518,0.71510696,"('inefficient', 'efficient')",0.7506518,0.715107,-0.0355448
61,1.3237071,1.0860275,"('illogical', 'logical')",1.3237071,1.0860275,-0.2376796
62,1.1820878,1.2783036,"('incompetent', 'brilliant')",1.1820878,1.2783036,0.0962158
