,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,female-male
0,-0.44962358,-0.5431894,"('unsociable', 'sociable')",1.1633252,1.1571345,-0.95809543,-1.0182021,0.9851088,0.961518,0.1851787,0.1393153,-0.0458634
1,0.17233825,0.40656534,"('unfriendly', 'friendly')",-0.20776974,-0.13750944,-1.5112841,-1.5066619,1.7827748,1.5675955,0.0590148,0.0824974,0.0234826
2,0.25551474,0.29473802,"('unlikable', 'likable')",0.08197975,0.10320693,1.3844184,1.4440638,1.3669859,1.5289998,0.7722247,0.8427521,0.0705274
3,-1.5325854,-1.4304537,"('repellent', 'pleasant')",-0.72849405,-0.6293345,0.20893477,0.25315398,0.62272745,0.6811292,-0.3573543,-0.2813762,0.0759781
4,-0.42205432,-0.2938852,"('disliked', 'liked')",-0.7735297,-0.79836595,-0.58736885,-0.5605268,-6.515893,-6.3119106,-2.0747116,-1.9911721,0.0835395
5,0.8888551,1.1204549,"('distant', 'outgoing')",-0.1438968,-0.09997176,-0.9861551,-0.89081055,-0.2302497,-0.28063536,-0.1178616,-0.0377407,0.0801209
6,0.31283107,0.6385987,"('distant', 'open')",-0.5523634,-0.4628187,-1.2635298,-1.1508703,-0.062300254,-0.13214685,-0.3913406,-0.2768093,0.1145313
7,-0.7544327,-0.6608347,"('insensitive', 'sensitive')",-0.2704359,-0.15377095,-0.52991575,-0.49335465,0.33772305,0.4144417,-0.3042653,-0.2233797,0.0808856
8,0.0801131,0.14788118,"('unaffectionate', 'affectionate')",-0.68068904,-0.76249826,-2.374946,-2.4377296,0.11976678,-0.09844616,-0.7139388,-0.7876982,-0.0737594
9,0.43609157,0.50442404,"('unaffectionate', 'caring')",-0.12520817,-0.15696679,-1.9999558,-2.0299146,1.3540558,1.2309467,-0.0837542,-0.1128777,-0.0291235
10,-0.58983904,-0.5508096,"('unsympathetic', 'sympathetic')",-0.28112575,-0.27372688,-1.2972748,-1.3036264,0.353217,0.37403548,-0.4537556,-0.4385318,0.0152238
11,-0.034900054,-0.06002033,"('unhelpful', 'helpful')",0.6888137,0.69759417,0.027568303,-0.020053238,2.7341146,2.7607136,0.8538991,0.8445585,-0.0093406
12,-0.07320967,0.12425105,"('unsupportive', 'supportive')",0.18001138,0.219551,-0.5814652,-0.48002073,-1.1130723,-0.9622366,-0.3969339,-0.2746138,0.1223201
13,-0.66659945,-0.8557423,"('impolite', 'polite')",0.4319442,0.38632983,0.22787866,0.19110411,0.67651844,0.7526177,0.1674355,0.1185773,-0.0488582
14,-0.46506214,-0.588221,"('antisocial', 'social')",0.4366464,0.40632895,0.57133,0.55266863,0.39758214,0.43328077,0.2351241,0.2010143,-0.0341098
15,0.58617586,0.3983512,"('boring', 'funny')",0.7835351,0.66256994,0.3246403,0.2857393,-0.026355542,0.017714921,0.4169989,0.3410939,-0.075905
16,-0.1839414,-0.10277718,"('unpopular', 'popular')",-0.68918973,-0.62159145,-0.35508275,-0.37227204,0.3263933,0.30066144,-0.2254552,-0.1989948,0.0264604
17,-0.7265516,-0.71577746,"('nasty', 'nice')",-0.38366714,-0.3712738,-0.11925474,-0.055117868,-0.6394537,-0.65214485,-0.4672318,-0.4485785,0.0186533
18,-0.782692,-0.64607483,"('disagreeable', 'welcoming')",-0.62063295,-0.56474125,-0.6228841,-0.53722376,-0.45931584,-0.48602828,-0.6213812,-0.558517,0.0628642
19,-0.08887292,0.09387914,"('inhospitable', 'hospitable')",-0.9334336,-0.8798089,-1.5554078,-1.5059754,-0.8040142,-0.8517401,-0.8454322,-0.7859113,0.0595209
20,-0.1316025,-0.11071829,"('rough', 'thoughtful')",-0.06814245,-0.039112724,0.50836945,0.48327464,0.8110588,0.77222663,0.2799208,0.2764176,-0.0035032
21,-0.17761408,-0.31983218,"('immoral', 'moral')",0.48036572,0.5047751,0.3561392,0.32175454,0.11996073,0.20936419,0.1947129,0.1790154,-0.0156975
22,-0.6278807,-0.6709376,"('untrustworthy', 'trustworthy')",-0.2410557,-0.23134643,0.38137472,0.38345894,-0.36763507,-0.3542521,-0.2137992,-0.2182693,-0.0044701
23,0.037441738,0.10727888,"('insincere', 'sincere')",1.0061144,1.0713452,-0.45996386,-0.49634588,6.7307405,6.5508327,1.8285832,1.8082777,-0.0203055
24,-0.14052424,-0.17376217,"('dishonest', 'honest')",-0.35255307,-0.38054007,-0.28659773,-0.32224065,1.1576462,1.0519053,0.0944928,0.0438406,-0.0506522
25,-0.15299767,-0.21111006,"('egoistic', 'altruistic')",-0.3519316,-0.38838768,-0.33928216,-0.3772357,1.0642848,0.8899161,0.0550183,-0.0217043,-0.0767226
26,0.78627896,0.9076017,"('hardhearted', 'benevolent')",0.24313185,0.2381028,0.13159,0.12153109,1.1411014,1.0076722,0.5755255,0.568727,-0.0067985
27,-0.85628587,-0.8260675,"('hardhearted', 'softhearted')",-0.462406,-0.49178892,-0.71280986,-0.68686587,0.29691935,0.14503239,-0.4336456,-0.4649225,-0.0312769
28,-0.87340117,-1.0144168,"('disloyal', 'loyal')",-0.013244776,-0.07427141,-0.4156797,-0.5590779,1.3014086,1.1326908,-0.0002292,-0.1287688,-0.1285396
29,-0.20289873,-0.3099496,"('unfair', 'fair')",-0.27260306,-0.31458157,-0.1849132,-0.2062418,-0.67433715,-0.8119196,-0.333688,-0.4106731,-0.0769851
30,0.53911024,0.52118284,"('intolerant', 'tolerant')",0.5233831,0.5163343,0.3672609,0.33291128,1.5415362,1.5774019,0.7428226,0.7369576,-0.005865
31,-0.46825483,-0.14663664,"('evil', 'good')",-1.3883072,-1.2336816,-1.1051288,-0.9438229,-1.5786636,-1.6198174,-1.1350887,-0.9859896,0.1490991
32,0.8756762,0.70569026,"('unkind', 'kind')",0.8650571,0.8255218,0.11906712,0.042094998,1.2096078,1.1195477,0.7673521,0.6732137,-0.0941384
33,0.9560241,0.95380014,"('wrong', 'right')",0.047344003,-0.035535023,0.5608627,0.52261895,-0.12732412,-0.21250114,0.3592267,0.3070957,-0.052131
34,-0.6029563,-0.3174184,"('mean', 'honorable')",-0.044188965,0.1308263,0.17384243,0.2683618,5.083301,4.952416,1.1524996,1.2585464,0.1060468
