,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,female-male
0,1.8465649,1.6555846,"('unsociable', 'sociable')",-0.26876444,-0.46885177,-0.10880593,-0.38052982,0.4896649,0.2687343,-0.2209306
1,-0.69030255,-0.7254695,"('unfriendly', 'friendly')",-1.53977,-1.6551695,1.1911176,1.0454396,-0.3463183,-0.4450665,-0.0987482
2,0.6803256,0.72116816,"('unlikable', 'likable')",0.4995495,0.48250052,0.4323738,0.47933227,0.5374163,0.5610003,0.023584
3,0.17426166,0.2795058,"('repellent', 'pleasant')",-0.48748654,-0.4229603,0.7317029,0.70069313,0.1394927,0.1857462,0.0462535
4,-1.0778912,-1.1652315,"('disliked', 'liked')",-0.075164184,-0.13604397,-6.8912487,-6.8875027,-2.6814346,-2.7295926,-0.048158
5,-0.8473821,-0.8773302,"('distant', 'outgoing')",-0.46447217,-0.43625352,-0.5576217,-0.45879412,-0.6231587,-0.5907926,0.0323661
6,-0.8762143,-0.8386195,"('distant', 'open')",-0.768914,-0.6844664,-0.6455078,-0.57415295,-0.7635454,-0.6990796,0.0644658
7,0.95732355,1.0554452,"('insensitive', 'sensitive')",-0.22441714,-0.20919009,0.18650024,0.13788582,0.3064689,0.328047,0.0215781
8,-0.8929709,-0.8953637,"('unaffectionate', 'affectionate')",-0.98160547,-1.0594316,0.6862929,0.65767735,-0.3960945,-0.4323726,-0.0362781
9,0.72951746,0.7490234,"('unaffectionate', 'caring')",-1.190492,-1.2980064,1.3935037,1.3868834,0.310843,0.2793001,-0.0315429
10,1.6296356,1.5937948,"('unsympathetic', 'sympathetic')",-0.6748456,-0.76890945,-0.21549256,-0.3276505,0.2464325,0.165745,-0.0806875
11,0.58658475,0.6317592,"('unhelpful', 'helpful')",-0.26706013,-0.27130473,2.0605023,2.1177485,0.7933423,0.8260677,0.0327254
12,1.4789076,1.5204885,"('unsupportive', 'supportive')",0.2618352,0.2652391,-2.0646648,-2.056376,-0.107974,-0.0902161,0.0177579
13,2.0921528,2.0102663,"('impolite', 'polite')",0.43917128,0.36347747,-0.61358154,-0.7275243,0.6392475,0.5487398,-0.0905077
14,2.315412,2.2861958,"('antisocial', 'social')",0.927331,0.8877517,-0.15379162,-0.3422485,1.0296504,0.9438996,-0.0857508
15,0.084849074,0.01725372,"('boring', 'funny')",-0.26914728,-0.33867282,-0.2573489,-0.26182273,-0.1472157,-0.1944139,-0.0471982
16,-2.4014084,-2.398722,"('unpopular', 'popular')",-1.3341471,-1.348835,0.46616125,0.40090615,-1.0897981,-1.1155503,-0.0257522
17,0.08055693,0.099136725,"('nasty', 'nice')",-0.31056622,-0.28207687,-0.48663983,-0.41918483,-0.238883,-0.2007083,0.0381747
18,-0.348824,-0.3174262,"('disagreeable', 'welcoming')",-0.28464556,-0.23341735,-0.64877105,-0.73298186,-0.4274135,-0.4279418,-0.0005283
19,-0.49729294,-0.43772063,"('inhospitable', 'hospitable')",-0.5116442,-0.5224364,-0.7488288,-0.61487526,-0.585922,-0.5250107,0.0609113
20,-0.12940103,-0.044287577,"('rough', 'thoughtful')",-0.19907646,-0.08806481,0.8782457,0.902179,0.1832561,0.2566089,0.0733528
21,2.1641943,2.2214124,"('immoral', 'moral')",0.24429373,0.25458494,-0.5132362,-0.5704826,0.6317506,0.6351716,0.003421
22,0.25636098,0.24083093,"('untrustworthy', 'trustworthy')",0.4806786,0.47905904,-1.11626,-1.1608386,-0.1264068,-0.1469829,-0.0205761
23,1.0646763,1.0653858,"('insincere', 'sincere')",-0.38467956,-0.48007688,5.8008404,5.768165,2.160279,2.1178247,-0.0424543
24,1.3465171,1.319461,"('dishonest', 'honest')",-0.5147197,-0.56624514,0.6857181,0.6857148,0.5058385,0.4796435,-0.026195
25,-0.0033219568,-0.013917722,"('egoistic', 'altruistic')",0.12020613,0.052199,0.96426064,0.9238143,0.3603816,0.3206985,-0.0396831
26,-0.6261435,-0.7980744,"('hardhearted', 'benevolent')",0.08119504,-0.09999154,1.5787543,1.4045672,0.3446019,0.1688338,-0.1757681
27,-0.30777407,-0.28103805,"('hardhearted', 'softhearted')",-0.72976774,-0.68270737,1.1022971,1.0161592,0.0215851,0.0174713,-0.0041138
28,0.30142146,0.2544282,"('disloyal', 'loyal')",-0.44032273,-0.51243323,1.1123658,0.99160653,0.3244882,0.2445338,-0.0799544
29,-0.30308214,-0.33342814,"('unfair', 'fair')",0.009194163,0.029643552,-0.5299331,-0.6412597,-0.274607,-0.3150148,-0.0404078
30,1.6752722,1.7505863,"('intolerant', 'tolerant')",0.10886703,0.06681833,0.90841544,0.8236364,0.8975182,0.880347,-0.0171712
31,-2.9272614,-2.8667207,"('evil', 'good')",-0.36126763,-0.338766,-1.0091561,-1.0279503,-1.4325617,-1.4111457,0.021416
32,1.1822765,1.0620972,"('unkind', 'kind')",-0.17349744,-0.33914,0.72448725,0.52195543,0.5777555,0.4149709,-0.1627846
33,0.2664372,0.1711682,"('wrong', 'right')",0.6974876,0.6694537,-0.61565226,-0.53892803,0.1160908,0.1005646,-0.0155262
34,-1.1957278,-0.9717075,"('mean', 'honorable')",0.06337127,0.13350631,5.630721,5.808097,1.4994548,1.6566319,0.1571771
35,-1.4383812,-1.4888052,"('corrupt', 'incorrupt')",-0.15521465,-0.14412402,-0.64924234,-0.6127538,-0.7476127,-0.748561,-0.0009483
36,-1.8569878,-1.8329991,"('hostile', 'amicable')",-0.7824597,-0.80307347,-0.30790907,-0.35259375,-0.9824522,-0.9962221,-0.0137699
37,1.3298849,1.3607974,"('fake', 'genuine')",0.559234,0.54356503,0.006696906,0.0028578825,0.6319386,0.6357401,0.0038015
38,0.45670378,0.4624189,"('untruthful', 'truthful')",0.07387419,0.033961944,0.21633862,0.32918724,0.2489722,0.2751894,0.0262172
39,1.735721,1.7802238,"('exploitative', 'cooperative')",0.7594633,0.7468094,0.19193256,0.18284415,0.8957057,0.9032925,0.0075868
40,-0.28290972,-0.31612062,"('stingy', 'generous')",0.26861733,0.23628692,-2.0213907,-2.1535938,-0.6785611,-0.7444758,-0.0659147
41,0.90097755,0.9620583,"('unforgiving', 'forgiving')",0.24981384,0.21080486,0.076204434,-0.018691964,0.4089986,0.3847237,-0.0242749
42,1.0606611,1.0621718,"('unreliable', 'reliable')",1.1805916,1.2189524,-3.3388317,-3.3195953,-0.3658597,-0.3461571,0.0197026
43,1.5518609,1.5572482,"('irresponsible', 'responsible')",0.16154367,0.1577475,0.28376848,0.24242684,0.6657244,0.6524742,-0.0132502
44,-0.6169119,-0.65809935,"('prejudiced', 'unprejudiced')",0.37965068,0.39967448,-1.6218938,-1.6276349,-0.6197183,-0.6286866,-0.0089683
45,0.8945564,0.8665565,"('incompetent', 'competent')",0.3589291,0.21262501,0.053306375,-0.04330886,0.4355973,0.3452909,-0.0903064
46,1.0822554,1.0566579,"('uncompetitive', 'competitive')",-0.564589,-0.5807626,-0.78434634,-0.8321924,-0.0888933,-0.1187657,-0.0298724
47,0.23862234,0.29470304,"('stupid', 'smart')",0.43455932,0.5036692,5.278346,5.344273,1.9838425,2.0475485,0.063706
48,1.2488507,1.2764012,"('unintelligent', 'intelligent')",-0.41955188,-0.48290431,0.9338016,0.8410708,0.5877001,0.5448559,-0.0428442
49,-0.20355034,-0.059683662,"('unable', 'able')",-0.13047972,-0.013193097,-0.098517984,0.04318041,-0.1441827,-0.0098988,0.1342839
50,-0.72133625,-0.72058994,"('clumsy', 'skillful')",0.16344555,0.1462274,0.2516572,0.19014135,-0.1020778,-0.1280737,-0.0259959
51,0.90824133,0.7912384,"('uneducated', 'educated')",-0.052779652,-0.13539127,-0.053087406,-0.16763157,0.2674581,0.1627385,-0.1047196
52,-1.4740418,-1.6188529,"('irrational', 'rational')",-0.57537645,-0.6360742,0.19553614,0.15773046,-0.6179607,-0.6990655,-0.0811048
53,-0.9864023,-0.9923232,"('uncreative', 'creative')",-1.7541167,-1.7649087,0.16284733,0.026805172,-0.8592239,-0.9101423,-0.0509184
54,-1.0521598,-0.9956919,"('incapable', 'capable')",-0.5705669,-0.5649202,0.51798844,0.6817768,-0.3682461,-0.2929451,0.075301
55,2.189476,2.2278445,"('incompetent', 'clever')",-0.07405002,-0.081001416,0.1413531,0.049030706,0.7522597,0.7319579,-0.0203018
56,2.571917,2.5661986,"('impractical', 'practical')",0.84549797,0.8188786,-0.4453744,-0.48066694,0.9906802,0.9681368,-0.0225434
57,0.044864696,-0.0539289,"('unimaginative', 'imaginative')",-0.7458724,-0.81362474,-3.174533,-3.2541296,-1.2918468,-1.3738944,-0.0820476
58,-0.98182625,-0.9819783,"('undiscriminating', 'discriminating')",-0.9431252,-0.9376782,0.054569177,0.05168652,-0.6234608,-0.6226567,0.0008041
59,-0.17442289,-0.26048023,"('foolish', 'wise')",0.44345495,0.46024704,0.2571837,0.35851157,0.1754053,0.1860928,0.0106875
60,2.6675532,2.7346787,"('inefficient', 'efficient')",0.3337404,0.33066285,0.16816214,0.21167463,1.0564853,1.0923387,0.0358534
61,0.78882366,0.69117546,"('illogical', 'logical')",-0.18568416,-0.30628508,0.46509743,0.24638656,0.356079,0.2104257,-0.1456533
62,1.6318214,1.7125002,"('incompetent', 'brilliant')",0.21978028,0.2799053,0.64755917,0.8001777,0.8330536,0.9308611,0.0978075
