,transdigm_male,transdigm_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4525803,-1.5556835,"('unsociable', 'sociable')",0.78899986,0.5480133,-0.63544255,-0.7180697,-0.4330077,-0.5752466,-0.1422389
1,-1.9367276,-1.9886127,"('unfriendly', 'friendly')",-0.5686022,-0.69135004,1.994279,1.9557248,-0.1703503,-0.2414126,-0.0710623
2,0.31934214,0.27956125,"('unlikable', 'likable')",1.5274906,1.5094484,0.8873223,0.9737228,0.9113851,0.9209108,0.0095257
3,-0.21531036,-0.1578126,"('repellent', 'pleasant')",1.0892731,1.1031188,0.39984825,0.4344741,0.4246037,0.4599268,0.0353231
4,-0.3907815,-0.48288906,"('disliked', 'liked')",-0.5410476,-0.53147686,-6.242363,-6.2658195,-2.3913973,-2.4267286,-0.0353313
5,-0.92989624,-0.8033653,"('distant', 'outgoing')",-2.5863652,-2.3279064,-0.3494867,-0.2266311,-1.2885828,-1.1193009,0.1692819
6,-1.210009,-1.0810418,"('distant', 'open')",-2.9481761,-2.6968014,0.04757697,0.1617797,-1.3702027,-1.2053545,0.1648482
7,-0.5626063,-0.5109582,"('insensitive', 'sensitive')",0.06522621,0.090139836,0.6784534,0.7584921,0.0603578,0.1125579,0.0522001
8,-1.8606628,-1.9751073,"('unaffectionate', 'affectionate')",-0.44809666,-0.45624775,0.88077134,0.858045,-0.475996,-0.5244367,-0.0484407
9,-1.9388304,-2.0343108,"('unaffectionate', 'caring')",-0.66461927,-0.723005,1.1946218,1.1966734,-0.4696093,-0.5202142,-0.0506049
10,-1.366676,-1.3465576,"('unsympathetic', 'sympathetic')",-0.081679694,-0.12334272,-0.61857814,-0.5530299,-0.688978,-0.67431,0.014668
11,-0.40915382,-0.48085985,"('unhelpful', 'helpful')",0.16619763,0.086858556,1.7904086,1.8345519,0.5158175,0.4801835,-0.035634
12,-0.75370747,-0.6741579,"('unsupportive', 'supportive')",0.21114369,0.35804498,-1.8872356,-1.7419417,-0.8099332,-0.6860182,0.123915
13,-0.6043139,-0.6165684,"('impolite', 'polite')",0.07512507,-0.018724963,-0.5273424,-0.48229447,-0.3521771,-0.3725293,-0.0203522
14,0.2571801,0.22630206,"('antisocial', 'social')",2.0084648,1.9599427,-0.089620546,-0.2054433,0.7253415,0.6602672,-0.0650743
15,0.18431424,0.083340906,"('boring', 'funny')",-0.61815625,-0.688912,0.92253214,0.8691165,0.1628967,0.0878485,-0.0750482
16,-0.133558,-0.20256661,"('unpopular', 'popular')",-0.16972059,-0.17019993,0.6756185,0.69456744,0.1241133,0.107267,-0.0168463
17,-0.091107264,-0.061473634,"('nasty', 'nice')",-0.7015996,-0.61659783,-0.12647659,-0.124240905,-0.3063945,-0.2674375,0.038957
18,0.055537663,0.10112135,"('disagreeable', 'welcoming')",-0.6141935,-0.5367246,-0.33996552,-0.31472802,-0.2995405,-0.2501104,0.0494301
19,-1.2204403,-1.216316,"('inhospitable', 'hospitable')",-2.0992599,-2.1003346,0.021562707,0.13373296,-1.0993791,-1.0609725,0.0384066
20,0.13379934,0.17673934,"('rough', 'thoughtful')",1.4935015,1.5710235,0.94058406,0.91860205,0.8559616,0.8887883,0.0328267
21,-0.22956191,-0.33113906,"('immoral', 'moral')",0.92240113,0.78424656,-0.5579037,-0.5258877,0.0449785,-0.0242601,-0.0692386
22,-0.013944633,-0.06049992,"('untrustworthy', 'trustworthy')",0.9322295,0.85393053,-0.92805207,-0.94401157,-0.0032557,-0.0501936,-0.0469379
23,-0.6786716,-0.7267678,"('insincere', 'sincere')",0.53609234,0.42146054,5.945208,5.816958,1.9342097,1.8372169,-0.0969928
