,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
0,0.45766142,0.38771304,"('unsociable', 'sociable')",0.4576614,0.387713,-0.0699484
1,-0.38057703,-0.36539453,"('unfriendly', 'friendly')",-0.380577,-0.3653945,0.0151825
2,0.51958853,0.5392689,"('unlikable', 'likable')",0.5195885,0.5392689,0.0196804
3,-0.8858021,-0.90905523,"('repellent', 'pleasant')",-0.8858021,-0.9090552,-0.0232531
4,-2.6236,-2.7236762,"('disliked', 'liked')",-2.6236,-2.7236762,-0.1000762
5,-1.3006164,-1.2320057,"('distant', 'outgoing')",-1.3006164,-1.2320057,0.0686107
6,-1.3916515,-1.3384951,"('distant', 'open')",-1.3916515,-1.3384951,0.0531564
7,-0.02957941,-0.052276734,"('insensitive', 'sensitive')",-0.0295794,-0.0522767,-0.0226973
8,-0.0061229803,-0.025312312,"('unaffectionate', 'affectionate')",-0.006123,-0.0253123,-0.0191893
9,0.18768723,0.17711669,"('unaffectionate', 'caring')",0.1876872,0.1771167,-0.0105705
10,-0.36369953,-0.42911848,"('unsympathetic', 'sympathetic')",-0.3636995,-0.4291185,-0.065419
11,0.776197,0.7560599,"('unhelpful', 'helpful')",0.776197,0.7560599,-0.0201371
12,-0.92654073,-0.8916432,"('unsupportive', 'supportive')",-0.9265407,-0.8916432,0.0348975
13,0.28026596,0.241231,"('impolite', 'polite')",0.280266,0.241231,-0.039035
14,0.5402572,0.4618207,"('antisocial', 'social')",0.5402572,0.4618207,-0.0784365
15,0.47017384,0.43988815,"('boring', 'funny')",0.4701738,0.4398881,-0.0302857
16,0.15368858,0.08916183,"('unpopular', 'popular')",0.1536886,0.0891618,-0.0645268
17,-0.14210635,-0.15225625,"('nasty', 'nice')",-0.1421064,-0.1522563,-0.0101499
18,-0.4306827,-0.5214279,"('disagreeable', 'welcoming')",-0.4306827,-0.5214279,-0.0907452
19,-0.98517495,-0.8955136,"('inhospitable', 'hospitable')",-0.985175,-0.8955136,0.0896614
20,-0.07727876,-0.10222806,"('rough', 'thoughtful')",-0.0772788,-0.1022281,-0.0249493
21,0.19322042,0.12253481,"('immoral', 'moral')",0.1932204,0.1225348,-0.0706856
22,-0.6996587,-0.77029943,"('untrustworthy', 'trustworthy')",-0.6996587,-0.7702994,-0.0706407
23,2.5218136,2.4811246,"('insincere', 'sincere')",2.5218136,2.4811246,-0.040689
24,0.43586293,0.42346013,"('dishonest', 'honest')",0.4358629,0.4234601,-0.0124028
25,0.66314864,0.71999335,"('egoistic', 'altruistic')",0.6631486,0.7199934,0.0568448
26,-0.08021234,-0.12742835,"('hardhearted', 'benevolent')",-0.0802123,-0.1274284,-0.0472161
27,-0.22056904,-0.21423331,"('hardhearted', 'softhearted')",-0.220569,-0.2142333,0.0063357
28,0.81290585,0.7396765,"('disloyal', 'loyal')",0.8129058,0.7396765,-0.0732293
29,-0.822659,-0.8608484,"('unfair', 'fair')",-0.822659,-0.8608484,-0.0381894
30,0.86023253,0.7858633,"('intolerant', 'tolerant')",0.8602325,0.7858633,-0.0743692
31,-1.5120882,-1.3567448,"('evil', 'good')",-1.5120882,-1.3567448,0.1553434
32,0.15505826,0.08345449,"('unkind', 'kind')",0.1550583,0.0834545,-0.0716038
33,0.4055024,0.34839126,"('wrong', 'right')",0.4055024,0.3483913,-0.0571111
34,1.535389,1.7015461,"('mean', 'honorable')",1.5353889,1.7015461,0.1661572
35,-0.4369883,-0.42679662,"('corrupt', 'incorrupt')",-0.4369883,-0.4267966,0.0101917
36,-0.997915,-0.9901257,"('hostile', 'amicable')",-0.997915,-0.9901257,0.0077893
37,0.012541361,-0.011174396,"('fake', 'genuine')",0.0125414,-0.0111744,-0.0237158
38,0.18215859,0.17818561,"('untruthful', 'truthful')",0.1821586,0.1781856,-0.003973
39,1.2270983,1.2958589,"('exploitative', 'cooperative')",1.2270983,1.2958589,0.0687606
40,-1.6577055,-1.6557528,"('stingy', 'generous')",-1.6577055,-1.6557528,0.0019527
41,0.40850982,0.32963124,"('unforgiving', 'forgiving')",0.4085098,0.3296312,-0.0788786
42,-1.3053038,-1.4029328,"('unreliable', 'reliable')",-1.3053038,-1.4029328,-0.097629
43,0.37487018,0.340296,"('irresponsible', 'responsible')",0.3748702,0.340296,-0.0345742
44,-0.5832255,-0.62012345,"('prejudiced', 'unprejudiced')",-0.5832255,-0.6201234,-0.0368979
45,0.105532914,0.03894588,"('incompetent', 'competent')",0.1055329,0.0389459,-0.066587
46,-0.3171094,-0.38680565,"('uncompetitive', 'competitive')",-0.3171094,-0.3868057,-0.0696963
47,1.8546746,1.9773377,"('stupid', 'smart')",1.8546746,1.9773377,0.1226631
48,0.64454216,0.66968155,"('unintelligent', 'intelligent')",0.6445422,0.6696815,0.0251393
49,0.16746268,0.15440789,"('unable', 'able')",0.1674627,0.1544079,-0.0130548
50,-0.07388249,-0.16872704,"('clumsy', 'skillful')",-0.0738825,-0.168727,-0.0948445
51,0.084419176,0.007584326,"('uneducated', 'educated')",0.0844192,0.0075843,-0.0768349
52,-0.4297398,-0.5306639,"('irrational', 'rational')",-0.4297398,-0.5306639,-0.1009241
53,-1.0628318,-1.054783,"('uncreative', 'creative')",-1.0628318,-1.054783,0.0080488
54,-0.19813502,-0.18098998,"('incapable', 'capable')",-0.198135,-0.18099,0.017145
