,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.65442103,-0.7161528,"('unsociable', 'sociable')",0.4984685,0.3127275,-0.41188702,-0.52129495,-0.1892799,-0.3082401,-0.1189602
1,-1.1712643,-1.2805635,"('unfriendly', 'friendly')",0.3749376,0.0872149,1.8585272,1.7401001,0.3540668,0.1822505,-0.1718163
2,0.22376645,0.29230264,"('unlikable', 'likable')",0.785229,0.8063665,0.7736863,0.88430023,0.5942273,0.6609898,0.0667625
3,-0.35209695,-0.15339997,"('repellent', 'pleasant')",0.7861271,0.9100422,0.10764498,0.13104871,0.1805584,0.295897,0.1153386
4,0.027881224,-0.07828432,"('disliked', 'liked')",-0.25778624,-0.4333603,-6.182456,-6.2371044,-2.1374537,-2.2495829,-0.1121292
5,-0.52531034,-0.622188,"('distant', 'outgoing')",-0.4534804,-0.4385373,0.039512243,0.046100833,-0.3130928,-0.3382081,-0.0251153
6,-0.73409873,-0.7507985,"('distant', 'open')",-1.061215,-1.1045053,0.53795475,0.5177681,-0.4191197,-0.4458452,-0.0267255
7,0.6214957,0.70915115,"('insensitive', 'sensitive')",0.85136586,0.8940136,0.71979874,0.75160253,0.7308868,0.7849224,0.0540356
8,-0.91073406,-0.9710936,"('unaffectionate', 'affectionate')",-0.7630227,-0.8299486,0.9297419,0.8775556,-0.248005,-0.3078289,-0.0598239
9,-0.8522124,-0.867609,"('unaffectionate', 'caring')",0.44733846,0.39511955,1.2041426,1.2086041,0.2664229,0.2453715,-0.0210514
10,-0.6005918,-0.48078245,"('unsympathetic', 'sympathetic')",-0.17715862,-0.17103708,-0.40751427,-0.40773085,-0.3950882,-0.3531835,0.0419047
11,0.1315467,0.17489572,"('unhelpful', 'helpful')",0.81600136,0.8822872,1.5314776,1.6403128,0.8263419,0.8991652,0.0728233
12,0.55714643,0.65326685,"('unsupportive', 'supportive')",1.0183072,1.0125479,-1.6384653,-1.5962787,-0.0210039,0.0231787,0.0441826
13,0.012779372,0.051803485,"('impolite', 'polite')",-0.053231634,-0.002659306,-0.35567158,-0.40327674,-0.1320413,-0.1180442,0.0139971
14,0.8182712,0.82416,"('antisocial', 'social')",0.93378747,0.9402852,-0.6458119,-0.7134071,0.3687489,0.350346,-0.0184029
15,0.18157995,0.096706256,"('boring', 'funny')",-0.69630015,-0.74284554,0.4155067,0.39617845,-0.0330712,-0.0833203,-0.0502491
16,-0.37561232,-0.42124557,"('unpopular', 'popular')",-0.12180744,-0.22411223,0.5936701,0.53842586,0.0320835,-0.035644,-0.0677275
17,-0.37595567,-0.31374133,"('nasty', 'nice')",-0.27695432,-0.15355535,-0.48519987,-0.4298644,-0.37937,-0.2990537,0.0803163
18,-0.96206665,-0.881442,"('disagreeable', 'welcoming')",-0.6876744,-0.72771215,-0.21216288,-0.2246569,-0.6206346,-0.6112704,0.0093642
19,-1.1000633,-0.99076605,"('inhospitable', 'hospitable')",-1.4498026,-1.3844744,-0.07648781,0.06516512,-0.8754512,-0.7700251,0.1054261
20,-0.3744418,-0.29258198,"('rough', 'thoughtful')",0.12004597,0.16947687,1.0992357,1.0291141,0.2816133,0.302003,0.0203897
21,0.34762654,0.42396984,"('immoral', 'moral')",1.1527064,1.166691,-0.5060583,-0.4548189,0.3314249,0.3786139,0.047189
22,0.5830404,0.6578182,"('untrustworthy', 'trustworthy')",-0.04693087,-0.10028937,-0.7687326,-0.81199944,-0.077541,-0.0848235,-0.0072825
23,-0.22868377,-0.21231383,"('insincere', 'sincere')",0.97866946,0.92812085,5.481067,5.404217,2.0770176,2.0400079,-0.0370097
24,0.6992239,0.6817026,"('dishonest', 'honest')",0.25927514,0.22219513,0.84365225,0.7996031,0.6007171,0.5678336,-0.0328835
25,-0.6116165,-0.64618933,"('egoistic', 'altruistic')",0.49482697,0.42342415,1.5233632,1.4813771,0.4688579,0.4195373,-0.0493206
26,-0.7735213,-0.8752137,"('hardhearted', 'benevolent')",0.69888574,0.6182883,1.5615938,1.5129203,0.4956528,0.4186649,-0.0769879
27,-0.5046041,-0.4693316,"('hardhearted', 'softhearted')",-0.15156102,-0.054753475,1.6688708,1.5744203,0.3375686,0.3501118,0.0125432
28,-0.33457378,-0.4612444,"('disloyal', 'loyal')",0.04499546,-0.1934612,0.83107877,0.7349469,0.1805001,0.0267471,-0.153753
29,0.13014844,0.0805532,"('unfair', 'fair')",0.42477292,0.34974992,-0.26953387,-0.42396027,0.0951292,0.0021143,-0.0930149
30,0.77662575,0.8576713,"('intolerant', 'tolerant')",1.5133953,1.4685575,1.2084181,1.176818,1.1661464,1.1676823,0.0015359
31,-1.228796,-1.1400211,"('evil', 'good')",-0.92490536,-0.96997243,-0.63845724,-0.7460301,-0.9307195,-0.9520079,-0.0212884
32,-0.014552002,-0.04822953,"('unkind', 'kind')",0.3480399,0.3344255,0.7604267,0.65345174,0.3646382,0.3132159,-0.0514223
33,0.4217832,0.3369842,"('wrong', 'right')",0.8567642,0.7802749,-0.2006565,-0.29040688,0.359297,0.2756174,-0.0836796
34,0.08455743,0.26083344,"('mean', 'honorable')",0.07581849,0.16175413,5.8647985,6.0283194,2.0083915,2.1503023,0.1419108
35,-0.4143901,-0.55435216,"('corrupt', 'incorrupt')",-1.3044124,-1.3829455,0.103666425,-0.052507315,-0.5383787,-0.6632683,-0.1248896
36,-0.80337703,-0.89500123,"('hostile', 'amicable')",-2.2180715,-2.4211957,0.4431067,0.22152176,-0.8594473,-1.0315584,-0.1721111
37,0.06119859,0.13642119,"('fake', 'genuine')",0.19039299,0.20455186,0.53638285,0.58510476,0.2626581,0.3086926,0.0460345
38,-0.7739999,-0.7261496,"('untruthful', 'truthful')",0.3409457,0.25399005,-0.10438761,-0.060730103,-0.1791473,-0.1776299,0.0015174
39,1.8788358,1.9242113,"('exploitative', 'cooperative')",0.32625607,0.47246572,0.18489693,0.19556868,0.796663,0.8640819,0.0674189
40,0.015671313,0.011043179,"('stingy', 'generous')",0.047349043,-0.09292808,-1.238578,-1.3398718,-0.3918525,-0.4739189,-0.0820664
41,-0.75962836,-0.67108464,"('unforgiving', 'forgiving')",0.21723634,0.10056399,0.3409277,0.21907918,-0.0671548,-0.1171471,-0.0499923
42,0.5574266,0.7081157,"('unreliable', 'reliable')",0.7649312,0.859981,-2.6601274,-2.5439048,-0.4459232,-0.3252694,0.1206538
43,0.3816954,0.520944,"('irresponsible', 'responsible')",0.45619607,0.5385377,0.436156,0.48505783,0.4246825,0.5148465,0.090164
44,0.16644421,0.20675638,"('prejudiced', 'unprejudiced')",-0.96442246,-0.8791762,-1.2676959,-1.236673,-0.6885581,-0.6363643,0.0521938
45,-0.12087462,0.03888726,"('incompetent', 'competent')",0.44435984,0.33001286,0.09475961,0.020748265,0.1394149,0.1298828,-0.0095321
46,0.0781062,0.2201161,"('uncompetitive', 'competitive')",0.6661047,0.670261,-0.78374,-0.7775772,-0.0131764,0.0376,0.0507764
47,0.6121738,0.70650405,"('stupid', 'smart')",0.7460731,0.84272736,5.6558604,5.713729,2.3380357,2.4209868,0.0829511
48,-0.016330747,-0.016024416,"('unintelligent', 'intelligent')",0.47786126,0.33073047,0.5601331,0.57398254,0.3405546,0.2962295,-0.0443251
49,0.080272496,0.16013817,"('unable', 'able')",-0.48468614,-0.43740112,-0.11515698,0.03149253,-0.1731902,-0.0819235,0.0912667
50,0.27031925,0.26966643,"('clumsy', 'skillful')",0.20528108,0.20781347,0.22869167,0.17121464,0.234764,0.2162315,-0.0185325
51,-0.6062574,-0.6702453,"('uneducated', 'educated')",-0.5024493,-0.5631634,0.050501168,0.021285772,-0.3527352,-0.404041,-0.0513058
52,-0.31669137,-0.5254477,"('irrational', 'rational')",-0.074153006,-0.26575935,0.4719896,0.26640338,0.0270484,-0.1749346,-0.201983
53,-0.8042142,-0.8295035,"('uncreative', 'creative')",0.5440955,0.38341174,0.9944126,0.99598706,0.2447646,0.1832984,-0.0614662
54,-0.8118623,-0.8182184,"('incapable', 'capable')",-0.5354013,-0.528494,0.9285104,1.0435153,-0.1395844,-0.1010657,0.0385187
55,0.32404077,0.471427,"('incompetent', 'clever')",0.06744073,0.023079298,-0.012625899,0.00617411,0.1262852,0.1668935,0.0406083
56,1.5918527,1.6427251,"('impractical', 'practical')",1.5515599,1.5885805,-0.12600961,-0.07752755,1.005801,1.0512594,0.0454584
57,-0.30348286,-0.29174224,"('unimaginative', 'imaginative')",0.12926684,0.008572165,-2.3405442,-2.3417277,-0.8382534,-0.8749659,-0.0367125
58,-0.3294673,-0.32546797,"('undiscriminating', 'discriminating')",0.82292724,0.73254836,0.09295542,0.054722037,0.1954718,0.1539341,-0.0415377
59,1.1191071,1.0538864,"('foolish', 'wise')",1.1348529,1.1233324,0.65671384,0.5993879,0.9702247,0.9255356,-0.0446891
60,1.505369,1.6156721,"('inefficient', 'efficient')",1.5252485,1.5886033,-0.19459416,-0.07107093,0.9453411,1.0444015,0.0990604
61,0.4181866,0.30022317,"('illogical', 'logical')",0.76764685,0.57024866,0.34085438,0.15879533,0.508896,0.3430891,-0.1658069
62,0.6023686,0.74923444,"('incompetent', 'brilliant')",0.6846222,0.70137805,0.12928288,0.28875524,0.4720912,0.5797892,0.107698
63,0.3296164,0.4655832,"('unperceptive', 'insightful')",1.4458327,1.4772495,0.8198821,0.94143355,0.8651104,0.9614221,0.0963117
64,1.2118778,1.1765213,"('shy', 'confident')",0.95597214,0.8965414,-6.419935,-6.4204717,-1.4173617,-1.4491364,-0.0317747
65,0.78619605,0.7447515,"('insecure', 'secure')",0.38055578,0.36647105,-0.43761337,-0.43076184,0.2430462,0.2268202,-0.016226
