,republic_male,republic_female,tuple,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,1.2795262,1.0930846,"('unsociable', 'sociable')",1.0273464,0.79121727,-0.08994004,-0.28273886,0.7389775,0.5338543,-0.2051232
1,-0.5574635,-0.37638924,"('unfriendly', 'friendly')",-0.23894632,-0.23838201,1.5941526,1.5399734,0.2659142,0.3084007,0.0424865
2,0.45040506,0.5871985,"('unlikable', 'likable')",1.4006968,1.5721308,0.7530818,0.9132874,0.8680612,1.0242056,0.1561444
3,0.6824072,0.81583637,"('repellent', 'pleasant')",0.7189799,0.7640542,0.33765528,0.39726028,0.5796808,0.6590503,0.0793695
4,-1.4641556,-1.5324957,"('disliked', 'liked')",-0.37376907,-0.45067143,-5.9055157,-5.8392186,-2.5811467,-2.6074619,-0.0263152
5,-1.0889657,-0.96868527,"('distant', 'outgoing')",-0.66977507,-0.5713633,-0.27528316,-0.23211706,-0.6780079,-0.5907219,0.087286
6,-1.6080546,-1.3707883,"('distant', 'open')",-1.2847358,-1.1336849,0.2908725,0.34937972,-0.8673059,-0.7183645,0.1489414
7,0.66054296,0.69768316,"('insensitive', 'sensitive')",0.82008034,0.8386895,0.6324612,0.5718466,0.7043614,0.7027397,-0.0016217
8,-0.32532492,-0.17178136,"('unaffectionate', 'affectionate')",-0.73534703,-0.6034287,0.53638107,0.4934896,-0.1747636,-0.0939068,0.0808568
9,0.507018,0.57802105,"('unaffectionate', 'caring')",0.3251844,0.3429902,0.86258024,0.82828623,0.5649276,0.5830991,0.0181715
10,1.3631974,1.3053293,"('unsympathetic', 'sympathetic')",0.56417245,0.5076075,-0.12426199,-0.24485302,0.601036,0.5226946,-0.0783414
11,1.0461824,1.0318998,"('unhelpful', 'helpful')",1.4167686,1.4011177,1.9659244,1.9419078,1.4762918,1.4583084,-0.0179834
12,0.96033007,1.0464861,"('unsupportive', 'supportive')",1.0325557,1.1895009,-1.8739269,-1.8200595,0.039653,0.1386425,0.0989895
13,0.50572336,0.32266802,"('impolite', 'polite')",0.5082629,0.36861682,-0.18683149,-0.35457048,0.2757183,0.1122381,-0.1634802
14,2.2977498,2.1905794,"('antisocial', 'social')",2.0876439,1.9804242,-0.19018605,-0.3302352,1.3984025,1.280256,-0.1181465
15,-0.04238814,-0.15880251,"('boring', 'funny')",-0.48179665,-0.50531894,0.49533528,0.46691513,-0.0096165,-0.0657354,-0.0561189
16,-2.1512136,-2.0360873,"('unpopular', 'popular')",-0.46317446,-0.34882125,0.43768114,0.512208,-0.7255689,-0.6242335,0.1013354
