,siding_male,siding_female,tuple,average_male,average_female,female-male
0,0.16840835,0.16833538,"('unsociable', 'sociable')",0.1684083,0.1683354,-7.29e-05
1,2.0533557,2.0992322,"('unfriendly', 'friendly')",2.0533557,2.0992322,0.0458765
2,0.15679166,0.44770858,"('unlikable', 'likable')",0.1567917,0.4477086,0.2909169
3,0.4938597,0.8716465,"('repellent', 'pleasant')",0.4938597,0.8716465,0.3777868
4,-7.32985,-7.278087,"('disliked', 'liked')",-7.3298502,-7.2780871,0.0517631
5,-0.19573633,0.15998013,"('distant', 'outgoing')",-0.1957363,0.1599801,0.3557164
6,0.13404287,0.43700647,"('distant', 'open')",0.1340429,0.4370065,0.3029636
7,1.4926444,1.5824093,"('insensitive', 'sensitive')",1.4926444,1.5824093,0.0897649
8,1.6103745,1.4498885,"('unaffectionate', 'affectionate')",1.6103745,1.4498885,-0.160486
9,1.8717539,1.9679284,"('unaffectionate', 'caring')",1.8717539,1.9679284,0.0961745
10,0.8641414,1.0411744,"('unsympathetic', 'sympathetic')",0.8641414,1.0411744,0.177033
11,1.802371,2.1322718,"('unhelpful', 'helpful')",1.802371,2.1322718,0.3299008
12,-1.3427514,-1.1069804,"('unsupportive', 'supportive')",-1.3427514,-1.1069804,0.235771
13,-0.022097737,0.09241126,"('impolite', 'polite')",-0.0220977,0.0924113,0.114509
14,0.052091483,-0.12217191,"('antisocial', 'social')",0.0520915,-0.1221719,-0.1742634
15,0.9498655,0.8481336,"('boring', 'funny')",0.9498655,0.8481336,-0.1017319
16,-0.24930397,-0.25522012,"('unpopular', 'popular')",-0.249304,-0.2552201,-0.0059161
17,-0.12902053,-0.115283825,"('nasty', 'nice')",-0.1290205,-0.1152838,0.0137367
18,-0.38873914,-0.14646436,"('disagreeable', 'welcoming')",-0.3887391,-0.1464644,0.2422747
19,-0.30231473,0.055190314,"('inhospitable', 'hospitable')",-0.3023147,0.0551903,0.357505
20,0.4040026,0.2535627,"('rough', 'thoughtful')",0.4040026,0.2535627,-0.1504399
21,-0.37464735,0.055952236,"('immoral', 'moral')",-0.3746473,0.0559522,0.4305995
22,-0.7844777,-0.35122335,"('untrustworthy', 'trustworthy')",-0.7844777,-0.3512233,0.4332544
23,6.846867,7.155945,"('insincere', 'sincere')",6.8468671,7.1559448,0.3090777
24,1.7425529,2.068792,"('dishonest', 'honest')",1.7425529,2.0687921,0.3262392
25,1.3423615,1.1677064,"('egoistic', 'altruistic')",1.3423615,1.1677064,-0.1746551
26,1.4140373,0.7811768,"('hardhearted', 'benevolent')",1.4140373,0.7811768,-0.6328605
27,1.8192062,1.7799176,"('hardhearted', 'softhearted')",1.8192062,1.7799176,-0.0392886
28,1.218684,1.1170064,"('disloyal', 'loyal')",1.218684,1.1170064,-0.1016776
29,-0.32725868,-0.44940382,"('unfair', 'fair')",-0.3272587,-0.4494038,-0.1221451
30,0.7936338,0.8874813,"('intolerant', 'tolerant')",0.7936338,0.8874813,0.0938475
31,-0.9826194,-1.0715072,"('evil', 'good')",-0.9826194,-1.0715072,-0.0888878
32,1.366936,1.3225194,"('unkind', 'kind')",1.366936,1.3225194,-0.0444166
33,-0.25352174,-0.1298343,"('wrong', 'right')",-0.2535217,-0.1298343,0.1236874
34,4.8079867,5.236408,"('mean', 'honorable')",4.8079867,5.2364082,0.4284215
35,-0.81722003,-1.0118523,"('corrupt', 'incorrupt')",-0.81722,-1.0118523,-0.1946323
36,-0.9024124,-1.0708077,"('hostile', 'amicable')",-0.9024124,-1.0708077,-0.1683953
37,1.2915671,1.2554144,"('fake', 'genuine')",1.2915671,1.2554144,-0.0361527
38,0.13919464,0.441952,"('untruthful', 'truthful')",0.1391946,0.441952,0.3027574
39,0.065407336,0.09684669,"('exploitative', 'cooperative')",0.0654073,0.0968467,0.0314394
40,-1.1910068,-1.0977439,"('stingy', 'generous')",-1.1910068,-1.0977439,0.0932629
41,0.30800438,0.010901978,"('unforgiving', 'forgiving')",0.3080044,0.010902,-0.2971024
42,-2.9019432,-2.4442737,"('unreliable', 'reliable')",-2.9019432,-2.4442737,0.4576695
43,1.1172048,1.2993331,"('irresponsible', 'responsible')",1.1172048,1.2993331,0.1821283
44,-1.5464725,-1.7765096,"('prejudiced', 'unprejudiced')",-1.5464725,-1.7765096,-0.2300371
45,0.27336317,0.28584445,"('incompetent', 'competent')",0.2733632,0.2858444,0.0124812
46,-0.8314711,-0.72953355,"('uncompetitive', 'competitive')",-0.8314711,-0.7295336,0.1019375
47,5.030287,5.2570667,"('stupid', 'smart')",5.0302868,5.2570667,0.2267799
48,0.54299843,0.6569994,"('unintelligent', 'intelligent')",0.5429984,0.6569994,0.114001
49,0.03533624,0.39015764,"('unable', 'able')",0.0353362,0.3901576,0.3548214
50,-0.49662614,-0.18885118,"('clumsy', 'skillful')",-0.4966261,-0.1888512,0.3077749
51,0.36000857,0.73147225,"('uneducated', 'educated')",0.3600086,0.7314723,0.3714637
52,-0.093478076,-0.11727731,"('irrational', 'rational')",-0.0934781,-0.1172773,-0.0237992
53,0.24771877,0.13081995,"('uncreative', 'creative')",0.2477188,0.1308199,-0.1168989
54,1.0437322,1.4969078,"('incapable', 'capable')",1.0437322,1.4969078,0.4531756
55,0.86935985,1.0876117,"('incompetent', 'clever')",0.8693599,1.0876117,0.2182518
56,0.42064726,0.65995336,"('impractical', 'practical')",0.4206473,0.6599534,0.2393061
57,-2.6754699,-2.6268263,"('unimaginative', 'imaginative')",-2.6754699,-2.6268263,0.0486436
58,0.2556089,0.23885815,"('undiscriminating', 'discriminating')",0.2556089,0.2388581,-0.0167508
59,0.051806968,0.24466121,"('foolish', 'wise')",0.051807,0.2446612,0.1928542
60,0.2893292,0.55967087,"('inefficient', 'efficient')",0.2893292,0.5596709,0.2703417
61,0.3292349,0.3453207,"('illogical', 'logical')",0.3292349,0.3453207,0.0160858
62,0.870699,1.3909585,"('incompetent', 'brilliant')",0.870699,1.3909585,0.5202595
63,0.4423673,0.86472744,"('unperceptive', 'insightful')",0.4423673,0.8647274,0.4223601
64,-6.9649744,-6.6224623,"('shy', 'confident')",-6.9649744,-6.6224623,0.3425121
65,-0.15165003,0.29106304,"('insecure', 'secure')",-0.15165,0.291063,0.442713
66,-0.10726779,-0.31674194,"('inactive', 'active')",-0.1072678,-0.3167419,-0.2094741
67,-0.51897603,-0.76335853,"('doubtful', 'determined')",-0.518976,-0.7633585,-0.2443825
68,-1.340217,-0.6724038,"('dependent', 'independent')",-1.340217,-0.6724038,0.6678132
69,-1.7569096,-1.8498788,"('lazy', 'industrious')",-1.7569096,-1.8498788,-0.0929692
70,1.2066919,1.4622391,"('lethargic', 'energetic')",1.2066919,1.4622391,0.2555472
71,0.42109054,0.5266123,"('diffident', 'self-confident')",0.4210905,0.5266123,0.1055218
72,0.4114537,0.6981777,"('unambitious', 'ambitious')",0.4114537,0.6981777,0.286724
73,-3.0773482,-2.5437713,"('helpless', 'self-reliant')",-3.0773482,-2.5437713,0.5335769
74,0.16220154,0.15870492,"('undedicated', 'dedicated')",0.1622015,0.1587049,-0.0034966
75,-0.9634561,-0.9359296,"('meek', 'impulsive')",-0.9634561,-0.9359296,0.0275265
76,0.24081261,0.3224734,"('anxious', 'daring')",0.2408126,0.3224734,0.0816608
77,-1.5580136,-1.399313,"('unmotivated', 'motivated')",-1.5580136,-1.399313,0.1587006
78,-0.80653894,-0.7527342,"('nonresilient', 'resilient')",-0.8065389,-0.7527342,0.0538047
79,-0.16037033,-0.092191815,"('wavering', 'unwavering')",-0.1603703,-0.0921918,0.0681785
80,0.25258616,0.10080881,"('dominated', 'dominating')",0.2525862,0.1008088,-0.1517774
81,-0.4776465,-0.27423614,"('submissive', 'aggressive')",-0.4776465,-0.2742361,0.2034104
82,6.675181,6.941319,"('poor', 'rich')",6.6751809,6.941319,0.2661381
83,-0.48063764,-0.49168515,"('powerless', 'powerful')",-0.4806376,-0.4916852,-0.0110476
84,0.18411589,0.24494775,"('inferior', 'superior')",0.1841159,0.2449477,0.0608318
85,-0.5947347,-0.7782345,"('insignificant', 'prestigious')",-0.5947347,-0.7782345,-0.1834998
86,0.706101,0.6616844,"('uninfluential', 'influential')",0.706101,0.6616844,-0.0444166
87,0.64295167,0.9443964,"('unsuccessful', 'successful')",0.6429517,0.9443964,0.3014447
88,0.08399667,0.3031105,"('low', 'eminent')",0.0839967,0.3031105,0.2191138
