,sl_male,sl_female,tuple,green_male,green_female,realty_male,realty_female,corp_male,corp_female,average_male,average_female,female-male
0,0.8157109,0.7287941,"('unsociable', 'sociable')",1.3761954,1.1961036,-0.44369674,-0.5709669,-0.12426725,-0.30215198,0.4059856,0.2629447,-0.1430409
1,-0.84928167,-0.8012433,"('unfriendly', 'friendly')",-1.6346713,-1.5526615,-0.4353907,-0.43384182,1.5162711,1.4289562,-0.3507681,-0.3396976,0.0110705
2,0.910232,0.8875383,"('unlikable', 'likable')",0.3096315,0.34670106,1.2253065,1.3187932,0.9335704,0.9821152,0.8446851,0.8837869,0.0391018
3,1.0004059,1.1160682,"('repellent', 'pleasant')",0.63366026,0.7221006,-0.7164271,-0.57367194,0.9773722,0.9051195,0.4737528,0.5424041,0.0686513
4,-2.003751,-2.069927,"('disliked', 'liked')",-0.701615,-0.7035966,0.7262139,0.7686155,-7.6338882,-7.634945,-2.4032602,-2.4099631,-0.0067029
5,-1.3896129,-1.4403853,"('distant', 'outgoing')",-1.7390954,-1.6787856,0.42581835,0.5009317,-0.30347076,-0.23528819,-0.7515902,-0.7133818,0.0382084
6,-1.389393,-1.3601745,"('distant', 'open')",-1.8184855,-1.6597005,0.07602546,0.20867215,-0.29653642,-0.22030109,-0.8570974,-0.757876,0.0992214
7,0.70768607,0.7898612,"('insensitive', 'sensitive')",1.433014,1.4592384,-0.62880677,-0.5931896,0.4201643,0.41041803,0.4830144,0.516582,0.0335676
8,-0.5514213,-0.5606233,"('unaffectionate', 'affectionate')",-1.359777,-1.3030571,-0.3972685,-0.3666406,0.7737087,0.785051,-0.3836895,-0.3613175,0.022372
9,0.13522097,0.19506752,"('unaffectionate', 'caring')",-0.4778279,-0.38321358,0.07071414,0.08825269,1.5731181,1.5958744,0.3253063,0.3739953,0.048689
10,1.1515532,1.260401,"('unsympathetic', 'sympathetic')",1.0236431,0.9748241,-2.0874038,-2.116877,-0.31446302,-0.34334788,-0.0566677,-0.0562499,0.0004178
11,0.69286555,0.7256548,"('unhelpful', 'helpful')",1.2297735,1.2061429,-0.23520921,-0.28815636,2.3711505,2.4330206,1.0146451,1.0191655,0.0045204
12,1.1314347,1.2173834,"('unsupportive', 'supportive')",0.81408083,0.87641275,0.052171767,0.19077082,-2.1629546,-2.1399412,-0.0413168,0.0361565,0.0774733
