,idex_male,idex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5276125,-0.5744537,"('unsociable', 'sociable')",-0.1190663,-0.26190057,-0.3233394,-0.4181771,-0.0948377
1,-1.9716709,-2.0628676,"('unfriendly', 'friendly')",1.3022474,1.195785,-0.3347117,-0.4335413,-0.0988296
2,0.118123695,0.13753451,"('unlikable', 'likable')",0.79370725,0.7831374,0.4559155,0.4603359,0.0044204
3,-0.14318281,0.005544627,"('repellent', 'pleasant')",0.77373916,0.780409,0.3152782,0.3929768,0.0776986
4,-0.7811162,-0.8601448,"('disliked', 'liked')",-6.3784933,-6.7173023,-3.5798047,-3.7887235,-0.2089188
5,-1.6584508,-1.6802794,"('distant', 'outgoing')",-0.60627496,-0.6322238,-1.1323628,-1.1562515,-0.0238887
6,-1.6737311,-1.7222776,"('distant', 'open')",-0.4280464,-0.42289826,-1.0508888,-1.072588,-0.0216992
7,-0.30416232,-0.21577883,"('insensitive', 'sensitive')",-0.08513415,-0.06990542,-0.1946482,-0.1428421,0.0518061
8,-1.2425957,-1.3572638,"('unaffectionate', 'affectionate')",0.66311383,0.6619313,-0.2897409,-0.3476663,-0.0579254
9,-1.5135432,-1.5840317,"('unaffectionate', 'caring')",0.792079,0.8245481,-0.3607321,-0.3797418,-0.0190097
10,-1.049904,-1.0358673,"('unsympathetic', 'sympathetic')",-0.78988093,-0.7962853,-0.9198924,-0.9160763,0.0038161
11,0.07510711,0.11892231,"('unhelpful', 'helpful')",1.2558535,1.3753675,0.6654803,0.7471449,0.0816646
12,-0.5818578,-0.49182603,"('unsupportive', 'supportive')",-2.3546958,-2.4038453,-1.4682767,-1.4478357,0.020441
13,-0.3070999,-0.21783017,"('impolite', 'polite')",-1.0005392,-0.95293474,-0.6538196,-0.5853825,0.0684371
14,0.65655136,0.7463575,"('antisocial', 'social')",0.11715277,-0.02359227,0.3868521,0.3613826,-0.0254695
15,0.30928767,0.2261179,"('boring', 'funny')",0.07363562,0.04363743,0.1914617,0.1348777,-0.056584
16,-0.7787148,-0.83094037,"('unpopular', 'popular')",0.5549756,0.4738797,-0.1118696,-0.1785303,-0.0666607
17,-0.81185037,-0.7315977,"('nasty', 'nice')",-0.7824124,-0.71208084,-0.7971314,-0.7218393,0.0752921
18,-0.6107293,-0.6316584,"('disagreeable', 'welcoming')",-0.44486123,-0.5319108,-0.5277953,-0.5817846,-0.0539893
19,-1.7828082,-1.7596563,"('inhospitable', 'hospitable')",-0.783469,-0.6960639,-1.2831386,-1.2278601,0.0552785
20,0.24797909,0.28838313,"('rough', 'thoughtful')",0.9281817,0.9117341,0.5880804,0.6000586,0.0119782
21,0.13183556,0.13312821,"('immoral', 'moral')",-0.26349953,-0.34417257,-0.065832,-0.1055222,-0.0396902
22,-0.28712788,-0.25809395,"('untrustworthy', 'trustworthy')",-0.94627786,-1.0562824,-0.6167029,-0.6571882,-0.0404853
23,-0.631303,-0.67698795,"('insincere', 'sincere')",5.290122,5.447732,2.3294096,2.3853719,0.0559623
24,-0.61130756,-0.6211404,"('dishonest', 'honest')",0.450123,0.46225512,-0.0805923,-0.0794427,0.0011496
25,-0.71164674,-0.70980966,"('egoistic', 'altruistic')",1.1191984,1.0776162,0.2037759,0.1839033,-0.0198726
26,0.06447228,-0.018181667,"('hardhearted', 'benevolent')",1.7892463,1.7331836,0.9268593,0.857501,-0.0693583
