,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1346481,-1.3092403,"('unsociable', 'sociable')",0.30031076,0.24866074,-0.5450336,-0.7327436,-0.4597903,-0.5977744,-0.1379841
1,-1.3528212,-1.5493476,"('unfriendly', 'friendly')",-0.6651076,-0.82316077,1.4811121,1.4365263,-0.1789389,-0.3119941,-0.1330552
2,0.08177282,0.10544764,"('unlikable', 'likable')",0.51363736,0.57557917,0.9699839,1.0391077,0.521798,0.5733782,0.0515802
3,-0.4249058,-0.23387942,"('repellent', 'pleasant')",0.6691383,0.81379366,0.31232187,0.3453802,0.1855181,0.3084315,0.1229134
4,-0.33861285,-0.43723878,"('disliked', 'liked')",-0.7249049,-0.7085828,-5.31617,-5.37879,-2.1265628,-2.1748705,-0.0483077
5,-1.8718845,-1.830596,"('distant', 'outgoing')",-2.191528,-2.0564413,-0.49268758,-0.27489313,-1.5187001,-1.3873102,0.1313899
6,-2.0572865,-1.9952637,"('distant', 'open')",-2.4555793,-2.323318,-0.10792222,0.13196175,-1.5402627,-1.3955399,0.1447228
7,-0.22998947,-0.19636945,"('insensitive', 'sensitive')",0.8930364,1.0078934,0.4762231,0.48128593,0.3797567,0.4309367,0.05118
8,-0.41975668,-0.5827297,"('unaffectionate', 'affectionate')",-0.50493574,-0.6045514,0.6233773,0.62326825,-0.1004384,-0.1880043,-0.0875659
9,-0.7416388,-0.8557035,"('unaffectionate', 'caring')",-0.4731664,-0.52728575,0.89561063,0.96459234,-0.1063982,-0.1394656,-0.0330674
10,-1.3404737,-1.3309565,"('unsympathetic', 'sympathetic')",0.42990905,0.5023367,-0.61889845,-0.71012414,-0.509821,-0.5129147,-0.0030937
11,-0.07644238,-0.09288209,"('unhelpful', 'helpful')",1.2769098,1.297365,2.0025926,1.9881649,1.0676867,1.064216,-0.0034707
12,-0.34864792,-0.24245699,"('unsupportive', 'supportive')",0.21084657,0.4356056,-1.9158913,-1.8176638,-0.6845642,-0.5415051,0.1430591
13,-0.4485351,-0.53462785,"('impolite', 'polite')",0.55390847,0.52305067,-0.6198052,-0.69482017,-0.1714773,-0.2354658,-0.0639885
14,0.5110423,0.49883926,"('antisocial', 'social')",2.4185457,2.4531858,-0.4694245,-0.64444304,0.8200545,0.769194,-0.0508605
15,0.4357444,0.22505927,"('boring', 'funny')",-0.18907611,-0.3359264,0.8164671,0.68291056,0.3543785,0.1906811,-0.1636974
16,-0.35152102,-0.3901133,"('unpopular', 'popular')",-0.59929,-0.65566784,0.6232517,0.5720805,-0.1091865,-0.1579002,-0.0487137
17,0.276301,0.35056108,"('nasty', 'nice')",-0.46724766,-0.3996608,-0.35283098,-0.3580863,-0.1812592,-0.1357287,0.0455305
18,-0.46538928,-0.36750478,"('disagreeable', 'welcoming')",-0.33870515,-0.23645829,-0.25956672,-0.15608722,-0.3545537,-0.2533501,0.1012036
19,-1.4490931,-1.4558908,"('inhospitable', 'hospitable')",-1.603013,-1.6031724,-0.08037846,0.07826638,-1.0441616,-0.9935989,0.0505627
20,0.63224727,0.69511795,"('rough', 'thoughtful')",1.8786812,1.9500641,0.75120664,0.6860968,1.0873783,1.1104263,0.023048
21,-0.32562637,-0.48937166,"('immoral', 'moral')",1.5418522,1.5069141,-0.5306742,-0.6014002,0.2285172,0.1387141,-0.0898031
22,-0.3110347,-0.3205257,"('untrustworthy', 'trustworthy')",-0.012175845,-0.063394494,-0.87255025,-0.9729199,-0.3985869,-0.45228,-0.0536931
23,-0.94262916,-0.9264532,"('insincere', 'sincere')",-0.041332107,-0.040228345,5.1661744,5.0509596,1.3940711,1.361426,-0.0326451
24,-1.1916546,-1.196247,"('dishonest', 'honest')",-1.4208765,-1.4128935,0.6441247,0.58177567,-0.6561355,-0.6757882,-0.0196527
25,-0.5566817,-0.6858212,"('egoistic', 'altruistic')",-0.5394841,-0.6249567,1.5652612,1.5235722,0.1563652,0.0709314,-0.0854338
26,0.41957366,0.24406017,"('hardhearted', 'benevolent')",1.0757154,0.97193474,1.8281004,1.6849599,1.1077965,0.9669849,-0.1408116
27,-0.6279415,-0.49608436,"('hardhearted', 'softhearted')",-0.10025257,0.0148993675,1.0616933,1.1171421,0.1111664,0.2119857,0.1008193
28,-0.37172392,-0.6022758,"('disloyal', 'loyal')",0.4988181,0.29334253,1.1686289,0.9850655,0.4319077,0.2253774,-0.2065303
29,-0.21145934,-0.2374178,"('unfair', 'fair')",-1.2755079,-1.2933034,-0.72058713,-0.82374954,-0.7358514,-0.7848236,-0.0489722
30,-0.028493702,-0.08903639,"('intolerant', 'tolerant')",1.7293651,1.699775,1.1779621,1.1350077,0.9596112,0.9152488,-0.0443624
31,-0.7640163,-0.6291839,"('evil', 'good')",-2.0153332,-2.068079,-1.2619451,-1.2234783,-1.3470982,-1.3069137,0.0401845
32,-0.44716248,-0.5204016,"('unkind', 'kind')",0.75348294,0.7276851,1.138296,0.9209875,0.4815388,0.3760903,-0.1054485
33,-0.11939418,-0.29347724,"('wrong', 'right')",-0.19066305,-0.28813368,-0.71331406,-0.7683104,-0.3411237,-0.4499738,-0.1088501
34,-0.8900781,-0.6957417,"('mean', 'honorable')",-0.4812786,-0.31589776,5.6862473,5.9782987,1.438297,1.655553,0.217256
35,-0.13206856,-0.22634138,"('corrupt', 'incorrupt')",-1.635193,-1.7925731,-0.3313195,-0.37098187,-0.699527,-0.7966321,-0.0971051
36,-0.7655294,-0.88484836,"('hostile', 'amicable')",-1.6783204,-1.8855025,0.23052765,0.16137882,-0.7377741,-0.8696574,-0.1318833
37,0.17204921,0.2316387,"('fake', 'genuine')",-0.29713464,-0.22951135,0.22163112,0.26773494,0.0321819,0.0899541,0.0577722
38,-1.0280671,-1.042134,"('untruthful', 'truthful')",-0.93260306,-0.9151209,-0.17324018,-0.08082036,-0.7113035,-0.6793584,0.0319451
39,1.0075262,0.9945892,"('exploitative', 'cooperative')",0.44220027,0.49062657,0.10650261,0.0060203774,0.518743,0.4970787,-0.0216643
40,-0.15048788,-0.10518591,"('stingy', 'generous')",-0.3089424,-0.19598281,-1.6769577,-1.7309289,-0.7121294,-0.6773659,0.0347635
41,-0.442416,-0.43883318,"('unforgiving', 'forgiving')",-1.0415757,-0.9529127,0.37366205,0.32124603,-0.3701099,-0.3568333,0.0132766
42,0.079904184,0.26802626,"('unreliable', 'reliable')",-0.7808825,-0.50439954,-2.4757035,-2.385043,-1.0588939,-0.8738054,0.1850885
43,-0.9565568,-0.79031783,"('irresponsible', 'responsible')",-0.0862166,0.07601522,0.26871663,0.28470594,-0.2580189,-0.1431989,0.11482
44,0.3781527,0.41890225,"('prejudiced', 'unprejudiced')",-0.13034754,-0.05403274,-1.0880156,-1.1663114,-0.2800701,-0.2671473,0.0129228
45,-1.000466,-0.86358315,"('incompetent', 'competent')",0.04100714,0.13722914,-0.29031873,-0.4016535,-0.4165925,-0.3760025,0.04059
46,-0.7953675,-0.74384004,"('uncompetitive', 'competitive')",0.7809169,0.952566,-0.4632988,-0.4821202,-0.1592498,-0.0911314,0.0681184
47,-0.13913496,0.04118784,"('stupid', 'smart')",1.1194193,1.2641442,5.1877737,5.338895,2.0560193,2.2147423,0.158723
48,0.5681006,0.45919222,"('unintelligent', 'intelligent')",2.0411742,2.0140138,0.6115699,0.5692755,1.0736149,1.0141605,-0.0594544
49,-0.15094021,0.0010098107,"('unable', 'able')",0.5224504,0.66058946,0.1462192,0.33696008,0.1725765,0.3328531,0.1602766
50,0.42244667,0.49950096,"('clumsy', 'skillful')",0.5130096,0.5560955,0.272407,0.27248314,0.4026211,0.4426932,0.0400721
51,-0.30986583,-0.47328156,"('uneducated', 'educated')",1.2234741,1.1101499,0.6797437,0.49735975,0.5311174,0.378076,-0.1530414
52,0.24452984,-0.07043706,"('irrational', 'rational')",-1.2319691,-1.5454704,0.21221946,0.025688559,-0.2584066,-0.530073,-0.2716664
53,-1.3774914,-1.423401,"('uncreative', 'creative')",0.64217544,0.6479971,0.9844254,0.9955232,0.0830365,0.0733731,-0.0096634
54,-0.73181355,-0.9188926,"('incapable', 'capable')",-0.013616298,-0.12158773,1.1269411,1.1236136,0.1271704,0.0277111,-0.0994593
55,-0.000101771206,0.033967078,"('incompetent', 'clever')",1.8576798,1.8999116,0.028313734,-0.07448756,0.6286306,0.619797,-0.0088336
56,0.1552729,0.14967376,"('impractical', 'practical')",1.3960981,1.401845,-0.020329364,-0.092035815,0.5103472,0.4864943,-0.0238529
57,-0.7118697,-0.8768257,"('unimaginative', 'imaginative')",0.9170112,0.8598524,-1.9927444,-2.1746244,-0.5958676,-0.7305326,-0.134665
58,-0.62160677,-0.6473226,"('undiscriminating', 'discriminating')",0.568285,0.5872608,-0.03698338,0.0059051625,-0.0301017,-0.0180522,0.0120495
59,0.23183507,0.18731539,"('foolish', 'wise')",-0.5613889,-0.6404284,0.29202232,0.29986653,-0.0125105,-0.0510822,-0.0385717
60,0.16179086,0.32588336,"('inefficient', 'efficient')",2.2193449,2.4575763,-0.20459193,-0.09257616,0.7255146,0.8969611,0.1714465
61,-0.59899265,-0.7641884,"('illogical', 'logical')",0.74917907,0.6352295,-0.0318456,-0.170267,0.0394469,-0.099742,-0.1391889
62,-0.037176836,0.091057494,"('incompetent', 'brilliant')",1.7047331,1.9449445,0.03867692,0.16261768,0.5687444,0.7328732,0.1641288
63,-1.2165633,-1.1545352,"('unperceptive', 'insightful')",0.2218517,0.36161235,0.7626431,0.87098086,-0.0773562,0.0260193,0.1033755
64,-0.36130977,-0.4195219,"('shy', 'confident')",-0.10925926,-0.03717926,-5.868117,-6.0149117,-2.1128953,-2.1572043,-0.044309
65,0.22297224,0.13947526,"('insecure', 'secure')",0.77768344,0.6871428,-0.27629146,-0.41711265,0.2414547,0.1365018,-0.1049529
66,-1.5351919,-1.4913313,"('inactive', 'active')",-1.211524,-1.1870044,0.819789,0.82570475,-0.642309,-0.6175436,0.0247654
67,0.52335215,0.43593234,"('doubtful', 'determined')",0.04884869,0.102464505,-0.5502418,-0.6051894,0.0073197,-0.0222642,-0.0295839
68,-0.8090101,-0.8282229,"('dependent', 'independent')",-0.4252455,-0.4749406,-0.6461419,-0.58898556,-0.6267991,-0.6307164,-0.0039173
69,0.31153008,0.4745022,"('lazy', 'industrious')",-0.23833448,-0.05990674,-0.65654886,-0.43012527,-0.1944511,-0.0051766,0.1892745
70,-0.82313615,-0.7001619,"('lethargic', 'energetic')",0.011709772,0.21250972,0.55967194,0.6208863,-0.0839182,0.0444114,0.1283296
71,-0.18544129,-0.1352946,"('diffident', 'self-confident')",0.40170342,0.54521537,0.4324705,0.4544764,0.2162442,0.2881324,0.0718882
72,-0.27537212,-0.31762707,"('unambitious', 'ambitious')",0.061045285,0.050730795,-1.1408638,-1.1495559,-0.4517302,-0.4721507,-0.0204205
73,1.3590146,1.2354331,"('helpless', 'self-reliant')",0.67290103,0.56756395,-2.6901379,-2.7093117,-0.2194074,-0.3021049,-0.0826975
74,-0.06316883,-0.01952819,"('undedicated', 'dedicated')",0.4200034,0.54939437,0.18582425,0.1657994,0.1808863,0.2318885,0.0510022
75,-0.07185079,-0.1553119,"('meek', 'impulsive')",-0.43594876,-0.52468103,-0.19065917,-0.09638719,-0.2328196,-0.2587934,-0.0259738
76,0.042671014,0.23382685,"('anxious', 'daring')",1.0578251,1.25475,0.32913575,0.29997253,0.4765439,0.5961831,0.1196392
77,-0.7036668,-0.738765,"('unmotivated', 'motivated')",0.9997756,1.1113441,-1.1617559,-1.1104938,-0.288549,-0.2459716,0.0425774
78,-0.69075036,-0.51116896,"('nonresilient', 'resilient')",1.1229057,1.3012671,0.027785368,0.20701142,0.1533136,0.3323699,0.1790563
79,-1.1448991,-1.2186686,"('wavering', 'unwavering')",-2.0201423,-2.1954906,-0.18513696,-0.10457449,-1.1167262,-1.1729112,-0.056185
80,0.24065658,0.24756522,"('dominated', 'dominating')",1.1157964,1.177264,-0.8127988,-0.89171904,0.1812181,0.1777034,-0.0035147
81,-0.2293213,-0.4280547,"('submissive', 'aggressive')",1.9733624,1.9556262,-0.33813584,-0.49984047,0.4686351,0.342577,-0.1260581
82,-0.6322102,-0.6161424,"('poor', 'rich')",1.0337288,0.9329221,6.096584,6.124379,2.1660342,2.1470529,-0.0189813
83,-0.19645986,-0.36323592,"('powerless', 'powerful')",0.41915303,0.49157414,-0.95552564,-1.0638727,-0.2442775,-0.3118448,-0.0675673
84,0.48782012,0.31710646,"('inferior', 'superior')",0.30697033,0.26319474,0.6468561,0.62983704,0.4805489,0.4033794,-0.0771695
85,-0.1967041,-0.37087768,"('insignificant', 'prestigious')",-0.4787682,-0.5656576,0.5984984,0.6059431,-0.025658,-0.1101974,-0.0845394
86,-1.2720194,-1.5378413,"('uninfluential', 'influential')",0.40018582,0.23095872,-0.08229094,-0.24831197,-0.3180415,-0.5183982,-0.2003567
87,0.2435983,0.030967593,"('unsuccessful', 'successful')",1.1315783,1.0649127,0.76696575,0.6361746,0.7140474,0.5773516,-0.1366958
88,-0.37669665,-0.61298585,"('low', 'eminent')",0.7836821,0.6240581,0.5284347,0.4450869,0.3118067,0.1520531,-0.1597536
