,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0877193,-1.2722102,"('unsociable', 'sociable')",1.0044435,0.8378207,-0.08065772,-0.2839168,-0.0546445,-0.2394354,-0.1847909
1,0.51940507,0.34999943,"('unfriendly', 'friendly')",0.9566311,0.63638747,0.9386877,0.7618853,0.804908,0.5827574,-0.2221506
2,0.8185531,0.79557526,"('unlikable', 'likable')",2.0001006,1.9549129,1.2255076,1.2892925,1.3480538,1.3465935,-0.0014603
3,-0.27257556,-0.18091561,"('repellent', 'pleasant')",-0.015981412,-0.04673869,0.9015426,0.9075021,0.2043285,0.2266159,0.0222874
4,0.31040758,0.24382794,"('disliked', 'liked')",0.16489592,0.107713,-5.821217,-5.926042,-1.7819711,-1.858167,-0.0761959
5,-0.044503123,-0.035083197,"('distant', 'outgoing')",-0.63449216,-0.60614055,-0.9999379,-0.9165442,-0.5596444,-0.519256,0.0403884
6,0.028189182,0.0065749586,"('distant', 'open')",-0.59263563,-0.62815523,-1.1943325,-1.1143938,-0.5862596,-0.578658,0.0076016
7,0.41718844,0.3765524,"('insensitive', 'sensitive')",1.0628964,1.0228162,0.41605347,0.36145285,0.6320461,0.5869404,-0.0451057
8,0.34684467,0.24729231,"('unaffectionate', 'affectionate')",-0.53152305,-0.7065962,-0.18711947,-0.22213547,-0.1239326,-0.2271464,-0.1032138
9,1.8678381,1.7667631,"('unaffectionate', 'caring')",0.504099,0.36372995,0.809887,0.7801219,1.0606081,0.970205,-0.0904031
10,-0.083638646,-0.16696902,"('unsympathetic', 'sympathetic')",0.038719583,-0.10971466,-0.57122934,-0.6560612,-0.2053828,-0.310915,-0.1055322
11,-0.2116943,-0.22462638,"('unhelpful', 'helpful')",0.8605694,0.837833,2.2251096,2.1967585,0.9579949,0.936655,-0.0213399
12,1.0772889,1.0699571,"('unsupportive', 'supportive')",1.211845,1.1833062,-1.6709653,-1.6782486,0.2060562,0.1916716,-0.0143846
13,-0.1175134,-0.23699391,"('impolite', 'polite')",0.44762617,0.42817685,-0.41949934,-0.5168493,-0.0297955,-0.1085554,-0.0787599
14,-0.5893823,-0.59297794,"('antisocial', 'social')",0.93218595,0.931282,0.046167012,-0.020411093,0.1296569,0.1059643,-0.0236926
15,0.3020654,0.18467724,"('boring', 'funny')",0.5657811,0.5046325,-0.004864915,-0.054062694,0.2876605,0.211749,-0.0759115
16,-1.4158558,-1.503256,"('unpopular', 'popular')",0.07162242,-0.048317596,0.58719,0.43822476,-0.2523478,-0.3711162,-0.1187684
17,-0.5239282,-0.4852911,"('nasty', 'nice')",-1.4053786,-1.3088108,-0.55724585,-0.48696983,-0.8288509,-0.7603572,0.0684937
18,1.0038139,0.92113084,"('disagreeable', 'welcoming')",-0.33993894,-0.4672038,-0.8695596,-0.87074643,-0.0685616,-0.1389398,-0.0703782
19,-0.87601376,-0.84122014,"('inhospitable', 'hospitable')",-1.7910442,-1.8034889,-1.2391955,-1.1176574,-1.3020844,-1.2541222,0.0479622
20,-0.56286937,-0.45692864,"('rough', 'thoughtful')",-0.62600327,-0.5942048,0.085442156,0.21414515,-0.3678101,-0.2789961,0.088814
21,0.058770537,-0.061275028,"('immoral', 'moral')",1.2986428,1.1405832,-0.050348256,-0.102108106,0.4356883,0.3257333,-0.109955
22,-0.6007671,-0.6138674,"('untrustworthy', 'trustworthy')",-0.10269007,-0.195274,-0.84674054,-0.80277133,-0.5167325,-0.5373042,-0.0205717
23,0.40735483,0.2569,"('insincere', 'sincere')",0.58983994,0.41535157,5.6079235,5.4194703,2.2017061,2.030574,-0.1711321
24,1.2376534,1.2277167,"('dishonest', 'honest')",0.9428447,0.866759,0.59302795,0.6260475,0.9245087,0.9068411,-0.0176676
