,politician_male,politician_female,tuple,average_male,average_female,female-male
38,0.67919725,0.5897777,"('untruthful', 'truthful')",0.6791973,0.5897777,-0.0894196
39,0.30142108,0.33471465,"('exploitative', 'cooperative')",0.3014211,0.3347147,0.0332936
40,-2.2532122,-2.3911037,"('stingy', 'generous')",-2.2532122,-2.3911037,-0.1378915
41,0.00337499,-0.11776917,"('unforgiving', 'forgiving')",0.003375,-0.1177692,-0.1211442
42,-1.8376837,-1.9869027,"('unreliable', 'reliable')",-1.8376837,-1.9869027,-0.149219
43,1.532918,1.5095482,"('irresponsible', 'responsible')",1.532918,1.5095482,-0.0233698
44,-1.262978,-1.156174,"('prejudiced', 'unprejudiced')",-1.262978,-1.1561739,0.1068041
45,0.39888048,0.25003374,"('incompetent', 'competent')",0.3988805,0.2500337,-0.1488468
46,0.37545413,0.20829771,"('uncompetitive', 'competitive')",0.3754541,0.2082977,-0.1671564
47,5.168667,5.3173027,"('stupid', 'smart')",5.1686668,5.3173027,0.1486359
48,0.41960377,0.29492053,"('unintelligent', 'intelligent')",0.4196038,0.2949205,-0.1246833
49,0.2005953,0.25051016,"('unable', 'able')",0.2005953,0.2505102,0.0499149
50,-0.26594245,-0.3556537,"('clumsy', 'skillful')",-0.2659425,-0.3556537,-0.0897112
51,2.244133,2.0370688,"('uneducated', 'educated')",2.244133,2.0370688,-0.2070642
52,-1.7829686,-1.8700689,"('irrational', 'rational')",-1.7829686,-1.8700689,-0.0871003
53,0.021863654,-0.15419212,"('uncreative', 'creative')",0.0218637,-0.1541921,-0.1760558
54,1.0433558,1.0369157,"('incapable', 'capable')",1.0433558,1.0369157,-0.0064401
55,1.7139618,1.5589986,"('incompetent', 'clever')",1.7139618,1.5589986,-0.1549632
56,2.4088488,2.307811,"('impractical', 'practical')",2.4088488,2.307811,-0.1010378
57,-2.0340605,-2.2098258,"('unimaginative', 'imaginative')",-2.0340605,-2.2098258,-0.1757653
58,-0.110601604,-0.08156768,"('undiscriminating', 'discriminating')",-0.1106016,-0.0815677,0.0290339
59,-0.8212248,-0.8781241,"('foolish', 'wise')",-0.8212248,-0.8781241,-0.0568993
60,1.9379376,1.9513654,"('inefficient', 'efficient')",1.9379376,1.9513654,0.0134278
61,0.24549502,0.06779007,"('illogical', 'logical')",0.245495,0.0677901,-0.1777049
62,1.3848171,1.3505231,"('incompetent', 'brilliant')",1.3848171,1.3505231,-0.034294
63,1.2842649,1.1417907,"('unperceptive', 'insightful')",1.2842649,1.1417907,-0.1424742
64,-5.0263453,-5.072654,"('shy', 'confident')",-5.0263453,-5.0726538,-0.0463085
65,0.28669274,0.23193645,"('insecure', 'secure')",0.2866927,0.2319365,-0.0547562
66,-0.2617564,-0.28092647,"('inactive', 'active')",-0.2617564,-0.2809265,-0.0191701
67,-0.05804815,-0.037407696,"('doubtful', 'determined')",-0.0580482,-0.0374077,0.0206405
68,-0.52571565,-0.5368962,"('dependent', 'independent')",-0.5257156,-0.5368962,-0.0111806
69,-2.4728365,-2.3987825,"('lazy', 'industrious')",-2.4728365,-2.3987825,0.074054
70,2.3065045,2.1586323,"('lethargic', 'energetic')",2.3065045,2.1586323,-0.1478722
71,0.4375003,0.4764429,"('diffident', 'self-confident')",0.4375003,0.4764429,0.0389426
72,0.47912276,0.56415004,"('unambitious', 'ambitious')",0.4791228,0.56415,0.0850272
73,-3.2311604,-3.1679,"('helpless', 'self-reliant')",-3.2311604,-3.1679001,0.0632603
74,0.67801595,0.60588217,"('undedicated', 'dedicated')",0.6780159,0.6058822,-0.0721337
75,-1.3488052,-1.2257946,"('meek', 'impulsive')",-1.3488052,-1.2257946,0.1230106
76,0.56182295,0.47615254,"('anxious', 'daring')",0.561823,0.4761525,-0.0856705
77,-0.3209051,-0.2849269,"('unmotivated', 'motivated')",-0.3209051,-0.2849269,0.0359782
78,0.037524026,-0.018453361,"('nonresilient', 'resilient')",0.037524,-0.0184534,-0.0559774
79,-0.65252936,-0.64017963,"('wavering', 'unwavering')",-0.6525294,-0.6401796,0.0123498
80,0.9731716,0.88118786,"('dominated', 'dominating')",0.9731716,0.8811879,-0.0919837
81,1.2771518,1.2104235,"('submissive', 'aggressive')",1.2771518,1.2104235,-0.0667283
82,5.6724033,5.6677904,"('poor', 'rich')",5.6724033,5.6677904,-0.0046129
83,0.1563122,0.1544498,"('powerless', 'powerful')",0.1563122,0.1544498,-0.0018624
84,-0.6111444,-0.59962887,"('inferior', 'superior')",-0.6111444,-0.5996289,0.0115155
85,-1.2803849,-1.3565364,"('insignificant', 'prestigious')",-1.2803849,-1.3565364,-0.0761515
86,1.9306109,1.7431356,"('uninfluential', 'influential')",1.9306109,1.7431356,-0.1874753
87,-0.16744965,-0.08688309,"('unsuccessful', 'successful')",-0.1674497,-0.0868831,0.0805666
88,1.6444492,1.4395525,"('low', 'eminent')",1.6444492,1.4395525,-0.2048967
