,siding_male,siding_female,tuple,average_male,average_female,female-male
0,0.35086256,0.30402973,"('unsociable', 'sociable')",0.3508626,0.3040297,-0.0468329
1,1.6125047,1.5728751,"('unfriendly', 'friendly')",1.6125047,1.5728751,-0.0396296
2,0.5349445,0.6916473,"('unlikable', 'likable')",0.5349445,0.6916473,0.1567028
3,0.7878104,0.8729681,"('repellent', 'pleasant')",0.7878104,0.8729681,0.0851577
4,-7.639619,-7.553884,"('disliked', 'liked')",-7.6396189,-7.553884,0.0857349
5,-0.2898778,-0.26031113,"('distant', 'outgoing')",-0.2898778,-0.2603111,0.0295667
6,0.15087858,0.100220874,"('distant', 'open')",0.1508786,0.1002209,-0.0506577
7,1.7128705,1.6893275,"('insensitive', 'sensitive')",1.7128705,1.6893275,-0.023543
8,1.6760209,1.472794,"('unaffectionate', 'affectionate')",1.6760209,1.4727941,-0.2032268
9,1.7395082,1.6752505,"('unaffectionate', 'caring')",1.7395082,1.6752505,-0.0642577
10,1.7232611,1.6272001,"('unsympathetic', 'sympathetic')",1.7232611,1.6272001,-0.096061
11,2.1526854,2.188238,"('unhelpful', 'helpful')",2.1526854,2.1882379,0.0355525
12,-1.0271941,-0.98790985,"('unsupportive', 'supportive')",-1.0271941,-0.9879099,0.0392842
13,0.09337258,0.16736408,"('impolite', 'polite')",0.0933726,0.1673641,0.0739915
14,0.15383346,0.1919236,"('antisocial', 'social')",0.1538335,0.1919236,0.0380901
15,0.54467195,0.5377173,"('boring', 'funny')",0.544672,0.5377173,-0.0069547
16,-0.5861117,-0.5163399,"('unpopular', 'popular')",-0.5861117,-0.5163399,0.0697718
17,0.009573245,-0.019295702,"('nasty', 'nice')",0.0095732,-0.0192957,-0.0288689
18,-0.5383854,-0.4687808,"('disagreeable', 'welcoming')",-0.5383854,-0.4687808,0.0696046
19,-0.14356203,-0.17790738,"('inhospitable', 'hospitable')",-0.143562,-0.1779074,-0.0343454
20,0.7072457,0.5840019,"('rough', 'thoughtful')",0.7072457,0.5840019,-0.1232438
21,-0.03417694,0.13449927,"('immoral', 'moral')",-0.0341769,0.1344993,0.1686762
22,0.12833521,0.21472993,"('untrustworthy', 'trustworthy')",0.1283352,0.2147299,0.0863947
23,6.730721,6.7726417,"('insincere', 'sincere')",6.730721,6.7726417,0.0419207
24,1.949522,1.9368699,"('dishonest', 'honest')",1.949522,1.9368699,-0.0126521
25,0.5186359,0.4734313,"('egoistic', 'altruistic')",0.5186359,0.4734313,-0.0452046
26,0.87257147,0.66381407,"('hardhearted', 'benevolent')",0.8725715,0.6638141,-0.2087574
27,1.8023369,1.6328796,"('hardhearted', 'softhearted')",1.8023369,1.6328796,-0.1694573
28,1.3526429,1.1994913,"('disloyal', 'loyal')",1.3526429,1.1994913,-0.1531516
29,0.051134754,-0.14339669,"('unfair', 'fair')",0.0511348,-0.1433967,-0.1945315
30,1.1540325,1.1858904,"('intolerant', 'tolerant')",1.1540325,1.1858904,0.0318579
31,-1.2322273,-1.233355,"('evil', 'good')",-1.2322273,-1.233355,-0.0011277
32,1.4987859,1.3617854,"('unkind', 'kind')",1.4987859,1.3617854,-0.1370005
33,-0.8945285,-0.8132307,"('wrong', 'right')",-0.8945285,-0.8132307,0.0812978
34,4.573296,4.728506,"('mean', 'honorable')",4.5732961,4.7285061,0.15521
35,-1.0243595,-1.2851349,"('corrupt', 'incorrupt')",-1.0243595,-1.2851349,-0.2607754
36,-0.8013182,-0.9582891,"('hostile', 'amicable')",-0.8013182,-0.9582891,-0.1569709
37,1.1316442,1.0567455,"('fake', 'genuine')",1.1316442,1.0567455,-0.0748987
38,-0.13165073,-0.07059032,"('untruthful', 'truthful')",-0.1316507,-0.0705903,0.0610604
39,-0.093038976,-0.0262894,"('exploitative', 'cooperative')",-0.093039,-0.0262894,0.0667496
40,-0.98301244,-1.0853623,"('stingy', 'generous')",-0.9830124,-1.0853623,-0.1023499
41,0.288286,0.1977292,"('unforgiving', 'forgiving')",0.288286,0.1977292,-0.0905568
42,-1.6639906,-1.6238213,"('unreliable', 'reliable')",-1.6639906,-1.6238213,0.0401693
43,1.7665782,1.8228123,"('irresponsible', 'responsible')",1.7665782,1.8228123,0.0562341
44,-1.2545215,-1.3180186,"('prejudiced', 'unprejudiced')",-1.2545215,-1.3180186,-0.0634971
45,0.71088,0.5950524,"('incompetent', 'competent')",0.71088,0.5950524,-0.1158276
46,-0.17867622,-0.17430896,"('uncompetitive', 'competitive')",-0.1786762,-0.174309,0.0043672
47,5.9079385,6.0312667,"('stupid', 'smart')",5.9079385,6.0312667,0.1233282
48,1.0058917,0.96890193,"('unintelligent', 'intelligent')",1.0058917,0.9689019,-0.0369898
49,-0.13227461,0.032301582,"('unable', 'able')",-0.1322746,0.0323016,0.1645762
50,-0.032310702,-0.061813593,"('clumsy', 'skillful')",-0.0323107,-0.0618136,-0.0295029
51,0.4989192,0.4854315,"('uneducated', 'educated')",0.4989192,0.4854315,-0.0134877
52,-0.42673612,-0.52945745,"('irrational', 'rational')",-0.4267361,-0.5294574,-0.1027213
53,0.66049755,0.5733804,"('uncreative', 'creative')",0.6604975,0.5733804,-0.0871171
54,1.2290156,1.2835128,"('incapable', 'capable')",1.2290156,1.2835128,0.0544972
55,1.0448955,1.1128889,"('incompetent', 'clever')",1.0448955,1.1128889,0.0679934
56,0.64537907,0.7379966,"('impractical', 'practical')",0.6453791,0.7379966,0.0926175
57,-2.2405882,-2.2421536,"('unimaginative', 'imaginative')",-2.2405882,-2.2421536,-0.0015654
58,0.27141106,0.19755398,"('undiscriminating', 'discriminating')",0.2714111,0.197554,-0.0738571
59,0.04606522,0.13609217,"('foolish', 'wise')",0.0460652,0.1360922,0.090027
60,0.2724114,0.52584827,"('inefficient', 'efficient')",0.2724114,0.5258483,0.2534369
61,0.6181542,0.4877597,"('illogical', 'logical')",0.6181542,0.4877597,-0.1303945
62,1.2090921,1.3869516,"('incompetent', 'brilliant')",1.2090921,1.3869516,0.1778595
63,1.0258465,1.1270094,"('unperceptive', 'insightful')",1.0258465,1.1270094,0.1011629
64,-6.2087116,-6.0165367,"('shy', 'confident')",-6.2087116,-6.0165367,0.1921749
65,1.1061032,1.1746885,"('insecure', 'secure')",1.1061032,1.1746885,0.0685853
66,0.2587143,0.12046097,"('inactive', 'active')",0.2587143,0.120461,-0.1382533
67,-0.87673557,-0.80117375,"('doubtful', 'determined')",-0.8767356,-0.8011737,0.0755619
68,-0.800616,-0.6648257,"('dependent', 'independent')",-0.800616,-0.6648257,0.1357903
69,-1.9301935,-1.915244,"('lazy', 'industrious')",-1.9301935,-1.915244,0.0149495
70,1.9972806,1.9831917,"('lethargic', 'energetic')",1.9972806,1.9831917,-0.0140889
71,0.47802976,0.5897765,"('diffident', 'self-confident')",0.4780298,0.5897765,0.1117467
72,0.643668,0.8134559,"('unambitious', 'ambitious')",0.643668,0.8134559,0.1697879
73,-3.133144,-2.9670713,"('helpless', 'self-reliant')",-3.1331439,-2.9670713,0.1660726
74,0.24108511,0.239598,"('undedicated', 'dedicated')",0.2410851,0.239598,-0.0014871
75,-0.7410726,-0.66839844,"('meek', 'impulsive')",-0.7410726,-0.6683984,0.0726742
76,1.1083325,1.1048515,"('anxious', 'daring')",1.1083325,1.1048515,-0.003481
77,-1.262393,-1.1822187,"('unmotivated', 'motivated')",-1.262393,-1.1822187,0.0801743
78,-0.28059235,-0.3300065,"('nonresilient', 'resilient')",-0.2805924,-0.3300065,-0.0494141
79,0.116897225,-0.022445833,"('wavering', 'unwavering')",0.1168972,-0.0224458,-0.139343
80,0.27641326,0.19213219,"('dominated', 'dominating')",0.2764133,0.1921322,-0.0842811
81,0.27366138,0.33966672,"('submissive', 'aggressive')",0.2736614,0.3396667,0.0660053
82,6.6829886,6.700752,"('poor', 'rich')",6.6829886,6.7007518,0.0177632
83,-0.694964,-0.6398251,"('powerless', 'powerful')",-0.694964,-0.6398251,0.0551389
84,0.20301995,0.17659792,"('inferior', 'superior')",0.2030199,0.1765979,-0.026422
85,-1.1842271,-1.2319615,"('insignificant', 'prestigious')",-1.1842271,-1.2319615,-0.0477344
86,0.5309633,0.52933973,"('uninfluential', 'influential')",0.5309633,0.5293397,-0.0016236
87,0.24059272,0.35990575,"('unsuccessful', 'successful')",0.2405927,0.3599057,0.119313
88,-0.06430687,0.023486817,"('low', 'eminent')",-0.0643069,0.0234868,0.0877937
