,joy_male,joy_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0866369,0.93248487,"('unsociable', 'sociable')",1.0626363,0.9651088,-0.3692912,-0.5392123,0.5933273,0.4527938,-0.1405335
1,-0.7711416,-0.41446072,"('unfriendly', 'friendly')",0.28165123,0.28891966,1.204022,1.1529809,0.2381772,0.3424799,0.1043027
2,0.55764997,0.49965146,"('unlikable', 'likable')",1.6724595,1.747293,0.98629344,1.159735,1.0721343,1.1355598,0.0634255
3,-0.439633,-0.10290958,"('repellent', 'pleasant')",-0.22237909,-0.13756078,-0.11052344,-0.05802151,-0.2575119,-0.0994973,0.1580146
4,-0.79897505,-0.67835575,"('disliked', 'liked')",-0.14524293,-0.08688902,-5.7638493,-5.6937857,-2.2360225,-2.1530102,0.0830123
5,-0.42106307,-0.15277216,"('distant', 'outgoing')",-0.38877782,-0.20061621,-0.08620471,0.075825885,-0.2986819,-0.0925208,0.2061611
6,-1.3159087,-0.90890086,"('distant', 'open')",-1.2150513,-1.0466559,-0.009226721,0.12354551,-0.846729,-0.6106704,0.2360586
7,1.290063,1.3768375,"('insensitive', 'sensitive')",0.7039477,0.7146746,0.28529778,0.2797146,0.7597695,0.7904089,0.0306394
8,0.2595575,0.4280318,"('unaffectionate', 'affectionate')",-0.6897653,-0.64470744,0.003679406,0.02418743,-0.1421761,-0.0641627,0.0780134
9,0.85733473,1.0809181,"('unaffectionate', 'caring')",0.18605688,0.2675027,0.67759603,0.72245896,0.5736625,0.6902932,0.1166307
10,1.0534635,1.2264868,"('unsympathetic', 'sympathetic')",0.1865021,0.19557004,-0.5968224,-0.6835203,0.2143811,0.2461788,0.0317977
11,0.9648706,0.9002155,"('unhelpful', 'helpful')",1.1606998,1.1685119,2.3250775,2.3192348,1.4835493,1.4626541,-0.0208952
12,1.0955067,1.5616825,"('unsupportive', 'supportive')",1.8070966,2.0883746,-1.61747,-1.4811507,0.4283777,0.7229687,0.294591
13,1.2959117,1.0755482,"('impolite', 'polite')",0.9894585,0.96529686,-0.002154868,-0.061052624,0.7610718,0.6599307,-0.1011411
14,1.4175749,1.3306652,"('antisocial', 'social')",1.4963094,1.4113423,-0.30699524,-0.37486193,0.868963,0.7890485,-0.0799145
15,1.2300707,0.93232036,"('boring', 'funny')",0.1716831,0.09330112,0.71077013,0.70114094,0.7041747,0.5755874,-0.1285873
16,-0.89349353,-0.58097804,"('unpopular', 'popular')",-0.30113828,-0.23191965,0.54138875,0.5550229,-0.2177477,-0.0859583,0.1317894
17,0.04306599,0.20807996,"('nasty', 'nice')",-1.5345789,-1.4140993,-0.5965722,-0.5280331,-0.6960284,-0.5780175,0.1180109
18,0.34205505,0.54020345,"('disagreeable', 'welcoming')",0.67985946,0.80938447,-0.23542848,-0.18651727,0.262162,0.3876902,0.1255282
19,0.011021122,0.08985531,"('inhospitable', 'hospitable')",-0.060811356,-0.00997583,-0.20092095,-0.05943592,-0.0835704,0.0068145,0.0903849
20,-0.58252,-0.51145816,"('rough', 'thoughtful')",0.21994567,0.22262262,0.8166228,0.7810093,0.1513495,0.1640579,0.0127084
21,1.6815418,1.5147564,"('immoral', 'moral')",1.135603,1.079141,-0.26336882,-0.32942182,0.8512587,0.7548252,-0.0964335
22,0.5381525,0.53743124,"('untrustworthy', 'trustworthy')",1.0591342,1.0377955,-0.8463809,-0.8747074,0.2503019,0.2335065,-0.0167954
23,1.7189204,1.8263063,"('insincere', 'sincere')",1.580373,1.5631951,5.445524,5.3134804,2.9149392,2.900994,-0.0139452
24,1.5854474,1.5186703,"('dishonest', 'honest')",0.44096407,0.4492464,0.5227413,0.5137506,0.8497176,0.8272224,-0.0224952
25,-1.0668108,-0.9387023,"('egoistic', 'altruistic')",-0.43473148,-0.4403057,1.1477621,1.1071918,-0.1179268,-0.0906054,0.0273214
26,-0.27964073,-0.23885562,"('hardhearted', 'benevolent')",1.2507871,1.245756,1.7193177,1.6663109,0.8968213,0.8910704,-0.0057509
27,0.88863426,1.1957548,"('hardhearted', 'softhearted')",-0.5869418,-0.46444044,0.5364276,0.54966915,0.2793734,0.4269945,0.1476211
28,0.47203657,0.34315637,"('disloyal', 'loyal')",-0.086111665,-0.22628199,0.7312058,0.55128306,0.3723769,0.2227192,-0.1496577
29,-0.5768319,-0.5927335,"('unfair', 'fair')",0.3503648,0.39361095,-0.62344193,-0.72497094,-0.283303,-0.3080312,-0.0247282
