,surgery_male,surgery_female,tuple,average_male,average_female,female-male
0,0.34723848,0.19660918,"('unsociable', 'sociable')",0.3472385,0.1966092,-0.1506293
1,1.3520318,1.2658621,"('unfriendly', 'friendly')",1.3520318,1.2658621,-0.0861697
2,0.29229698,0.46514946,"('unlikable', 'likable')",0.292297,0.4651495,0.1728525
3,0.47242585,0.61864114,"('repellent', 'pleasant')",0.4724258,0.6186411,0.1462153
4,-7.1667604,-7.269965,"('disliked', 'liked')",-7.1667604,-7.2699652,-0.1032048
5,-0.13692822,-0.044491943,"('distant', 'outgoing')",-0.1369282,-0.0444919,0.0924363
6,0.10628621,0.19159615,"('distant', 'open')",0.1062862,0.1915962,0.08531
7,0.45872587,0.49876136,"('insensitive', 'sensitive')",0.4587259,0.4987614,0.0400355
8,1.3219609,1.2160207,"('unaffectionate', 'affectionate')",1.3219609,1.2160207,-0.1059402
9,2.1620183,2.166877,"('unaffectionate', 'caring')",2.1620183,2.166877,0.0048587
10,0.9024191,1.0462126,"('unsympathetic', 'sympathetic')",0.9024191,1.0462126,0.1437935
11,2.4741087,2.4527788,"('unhelpful', 'helpful')",2.4741087,2.4527788,-0.0213299
12,-1.2995592,-1.2846124,"('unsupportive', 'supportive')",-1.2995592,-1.2846124,0.0149468
13,0.3573923,0.38907355,"('impolite', 'polite')",0.3573923,0.3890736,0.0316813
14,-0.18572055,-0.34262854,"('antisocial', 'social')",-0.1857205,-0.3426285,-0.156908
15,0.48399657,0.38556823,"('boring', 'funny')",0.4839966,0.3855682,-0.0984284
16,0.18950987,0.14251098,"('unpopular', 'popular')",0.1895099,0.142511,-0.0469989
17,-0.005064089,-0.03637207,"('nasty', 'nice')",-0.0050641,-0.0363721,-0.031308
18,-0.52657324,-0.58156437,"('disagreeable', 'welcoming')",-0.5265732,-0.5815644,-0.0549912
19,-0.351568,-0.26688892,"('inhospitable', 'hospitable')",-0.351568,-0.2668889,0.0846791
20,0.3814022,0.32872275,"('rough', 'thoughtful')",0.3814022,0.3287227,-0.0526795
21,-0.17620045,-0.012569718,"('immoral', 'moral')",-0.1762004,-0.0125697,0.1636307
22,-0.6687816,-0.5748433,"('untrustworthy', 'trustworthy')",-0.6687816,-0.5748433,0.0939383
23,6.545818,6.5570917,"('insincere', 'sincere')",6.5458179,6.5570917,0.0112738
24,1.4416101,1.5008098,"('dishonest', 'honest')",1.4416101,1.5008098,0.0591997
25,0.7185078,0.61033165,"('egoistic', 'altruistic')",0.7185078,0.6103317,-0.1081761
26,0.89180875,0.61464983,"('hardhearted', 'benevolent')",0.8918087,0.6146498,-0.2771589
27,1.3667965,1.2890401,"('hardhearted', 'softhearted')",1.3667965,1.2890401,-0.0777564
28,1.1386101,1.0732895,"('disloyal', 'loyal')",1.1386101,1.0732895,-0.0653206
29,-0.8084686,-0.80945826,"('unfair', 'fair')",-0.8084686,-0.8094583,-0.0009897
30,0.9968795,0.9506809,"('intolerant', 'tolerant')",0.9968795,0.9506809,-0.0461986
31,-1.372086,-1.4480975,"('evil', 'good')",-1.372086,-1.4480975,-0.0760115
32,1.5622026,1.5210263,"('unkind', 'kind')",1.5622026,1.5210263,-0.0411763
33,-0.21214747,-0.19515479,"('wrong', 'right')",-0.2121475,-0.1951548,0.0169927
34,5.1136737,5.1976495,"('mean', 'honorable')",5.1136737,5.1976495,0.0839758
35,-0.8675229,-1.0511827,"('corrupt', 'incorrupt')",-0.8675229,-1.0511827,-0.1836598
36,-0.65269554,-0.8315656,"('hostile', 'amicable')",-0.6526955,-0.8315656,-0.1788701
37,0.31183508,0.39293274,"('fake', 'genuine')",0.3118351,0.3929327,0.0810976
38,0.20590797,0.14329025,"('untruthful', 'truthful')",0.205908,0.1432903,-0.0626177
39,-0.12039847,-0.12980717,"('exploitative', 'cooperative')",-0.1203985,-0.1298072,-0.0094087
40,-2.1322515,-2.1257956,"('stingy', 'generous')",-2.1322515,-2.1257956,0.0064559
41,-0.006126916,-0.09448392,"('unforgiving', 'forgiving')",-0.0061269,-0.0944839,-0.088357
42,-2.6046066,-2.4307137,"('unreliable', 'reliable')",-2.6046066,-2.4307137,0.1738929
43,1.3065957,1.374323,"('irresponsible', 'responsible')",1.3065957,1.374323,0.0677273
44,-1.4244844,-1.3549687,"('prejudiced', 'unprejudiced')",-1.4244844,-1.3549687,0.0695157
45,0.055763144,0.08067848,"('incompetent', 'competent')",0.0557631,0.0806785,0.0249154
46,-1.0545403,-0.8783085,"('uncompetitive', 'competitive')",-1.0545403,-0.8783085,0.1762318
47,5.5460024,5.691163,"('stupid', 'smart')",5.5460024,5.6911631,0.1451607
48,0.8472009,0.7879248,"('unintelligent', 'intelligent')",0.8472009,0.7879248,-0.0592761
49,0.31090072,0.42855304,"('unable', 'able')",0.3109007,0.428553,0.1176523
50,-0.3006503,-0.27132738,"('clumsy', 'skillful')",-0.3006503,-0.2713274,0.0293229
51,0.3271908,0.31808364,"('uneducated', 'educated')",0.3271908,0.3180836,-0.0091072
52,-0.25856003,-0.43544224,"('irrational', 'rational')",-0.25856,-0.4354422,-0.1768822
53,0.1294332,0.14981094,"('uncreative', 'creative')",0.1294332,0.1498109,0.0203777
54,1.0720176,1.2564385,"('incapable', 'capable')",1.0720176,1.2564385,0.1844209
55,0.5064557,0.56623906,"('incompetent', 'clever')",0.5064557,0.5662391,0.0597834
56,0.8490399,0.8650297,"('impractical', 'practical')",0.8490399,0.8650297,0.0159898
57,-3.0282352,-2.8945363,"('unimaginative', 'imaginative')",-3.0282352,-2.8945363,0.1336989
58,-0.283812,-0.2844326,"('undiscriminating', 'discriminating')",-0.283812,-0.2844326,-0.0006206
59,0.33170167,0.28075856,"('foolish', 'wise')",0.3317017,0.2807586,-0.0509431
60,0.66669446,0.8082776,"('inefficient', 'efficient')",0.6666945,0.8082776,0.1415831
61,0.21437132,0.078302965,"('illogical', 'logical')",0.2143713,0.078303,-0.1360683
62,1.030802,1.2177837,"('incompetent', 'brilliant')",1.030802,1.2177837,0.1869817
63,0.28808823,0.41666567,"('unperceptive', 'insightful')",0.2880882,0.4166657,0.1285775
64,-6.760453,-6.6264286,"('shy', 'confident')",-6.7604532,-6.6264286,0.1340246
65,0.027965918,0.18611804,"('insecure', 'secure')",0.0279659,0.186118,0.1581521
66,-0.29386652,-0.31747764,"('inactive', 'active')",-0.2938665,-0.3174776,-0.0236111
67,-0.02416969,-0.052250747,"('doubtful', 'determined')",-0.0241697,-0.0522507,-0.028081
68,-0.76259476,-0.6221426,"('dependent', 'independent')",-0.7625948,-0.6221426,0.1404522
69,-1.4860804,-1.5864531,"('lazy', 'industrious')",-1.4860804,-1.5864531,-0.1003727
70,0.7437251,0.8908815,"('lethargic', 'energetic')",0.7437251,0.8908815,0.1471564
71,0.76771474,0.7195918,"('diffident', 'self-confident')",0.7677147,0.7195918,-0.0481229
72,0.5407485,0.7143863,"('unambitious', 'ambitious')",0.5407485,0.7143863,0.1736378
73,-3.0716429,-3.0412016,"('helpless', 'self-reliant')",-3.0716429,-3.0412016,0.0304413
74,-0.31665546,-0.35705465,"('undedicated', 'dedicated')",-0.3166555,-0.3570547,-0.0403992
75,-0.84747154,-0.72014034,"('meek', 'impulsive')",-0.8474715,-0.7201403,0.1273312
76,0.38348532,0.44582993,"('anxious', 'daring')",0.3834853,0.4458299,0.0623446
77,-1.1371566,-1.0510895,"('unmotivated', 'motivated')",-1.1371566,-1.0510895,0.0860671
78,-0.6752545,-0.68324983,"('nonresilient', 'resilient')",-0.6752545,-0.6832498,-0.0079953
