,surgery_male,surgery_female,tuple,average_male,average_female,female-male
79,-0.35501045,-0.35372275,"('wavering', 'unwavering')",-0.3550104,-0.3537228,0.0012876
80,-0.5228027,-0.5153604,"('dominated', 'dominating')",-0.5228027,-0.5153604,0.0074423
81,-0.22953358,-0.05003775,"('submissive', 'aggressive')",-0.2295336,-0.0500377,0.1794959
82,6.8659334,7.06534,"('poor', 'rich')",6.8659334,7.06534,0.1994066
83,-0.45864755,-0.46622697,"('powerless', 'powerful')",-0.4586475,-0.466227,-0.0075795
84,0.4555744,0.48549527,"('inferior', 'superior')",0.4555744,0.4854953,0.0299209
85,-0.5009109,-0.7689105,"('insignificant', 'prestigious')",-0.5009109,-0.7689105,-0.2679996
86,0.35148597,0.4096361,"('uninfluential', 'influential')",0.351486,0.4096361,0.0581501
87,0.12430343,0.11658634,"('unsuccessful', 'successful')",0.1243034,0.1165863,-0.0077171
88,0.24194741,0.17199096,"('low', 'eminent')",0.2419474,0.171991,-0.0699564
