,mallinckrodt_male,mallinckrodt_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.4374723,-1.494682,"('unsociable', 'sociable')",-0.29382712,-0.34979343,-0.8656497,-0.9222377,-0.056588
1,-0.086612985,-0.29811582,"('unfriendly', 'friendly')",2.3221102,2.1023312,1.1177486,0.9021077,-0.2156409
2,0.20851517,0.1992186,"('unlikable', 'likable')",0.16950926,0.16100433,0.1890122,0.1801115,-0.0089007
3,-1.1569405,-1.036654,"('repellent', 'pleasant')",-0.36604407,-0.2952436,-0.7614923,-0.6659488,0.0955435
4,0.23403378,0.19144276,"('disliked', 'liked')",-4.350365,-4.289249,-2.0581658,-2.048903,0.0092628
5,1.1841347,1.048332,"('distant', 'outgoing')",0.46953654,0.3170097,0.8268356,0.6826708,-0.1441648
6,1.1896815,1.0457963,"('distant', 'open')",0.5170565,0.32814127,0.853369,0.6869688,-0.1664002
7,-0.6539212,-0.63384163,"('insensitive', 'sensitive')",0.5634691,0.6184389,-0.045226,-0.0077014,0.0375246
8,0.18396513,0.055495873,"('unaffectionate', 'affectionate')",1.0943414,0.83960617,0.6391532,0.447551,-0.1916022
9,-0.22287597,-0.34927687,"('unaffectionate', 'caring')",1.298695,1.1384379,0.5379095,0.3945805,-0.143329
10,-1.7798014,-1.7440181,"('unsympathetic', 'sympathetic')",-0.74227005,-0.6579981,-1.2610357,-1.2010081,0.0600276
11,-1.6200596,-1.5719306,"('unhelpful', 'helpful')",0.6442557,0.6794566,-0.487902,-0.446237,0.041665
12,-1.101122,-1.099188,"('unsupportive', 'supportive')",-1.0361459,-0.9949915,-1.068634,-1.0470897,0.0215443
13,-1.217343,-1.1811277,"('impolite', 'polite')",-0.77075326,-0.6884938,-0.9940481,-0.9348108,0.0592373
14,-0.9218541,-0.8316469,"('antisocial', 'social')",0.6684436,0.80080175,-0.1267052,-0.0154226,0.1112826
15,1.003101,0.9245188,"('boring', 'funny')",-0.027976483,-0.0875959,0.4875622,0.4184615,-0.0691007
16,-0.050476544,-0.12236868,"('unpopular', 'popular')",-0.09037794,-0.1825763,-0.0704272,-0.1524725,-0.0820453
17,-0.35295552,-0.29024616,"('nasty', 'nice')",-1.0765197,-1.117927,-0.7147377,-0.7040865,0.0106512
18,-0.2353271,-0.29083458,"('disagreeable', 'welcoming')",-0.83897525,-0.98770756,-0.5371512,-0.6392711,-0.1021199
19,-0.021934353,-0.06265394,"('inhospitable', 'hospitable')",-0.47531822,-0.6127136,-0.2486263,-0.3376838,-0.0890575
20,-0.27365875,-0.18996835,"('rough', 'thoughtful')",1.1927716,1.189094,0.4595564,0.4995628,0.0400064
21,-1.7493614,-1.6940007,"('immoral', 'moral')",-1.4265493,-1.2897654,-1.5879554,-1.491883,0.0960724
22,-0.45696694,-0.43184224,"('untrustworthy', 'trustworthy')",-0.6996991,-0.7095246,-0.578333,-0.5706834,0.0076496
