,resident_male,resident_female,tuple,average_male,average_female,female-male
76,0.5136939,0.40116096,"('anxious', 'daring')",0.5136939,0.401161,-0.1125329
77,-1.4477335,-1.2818967,"('unmotivated', 'motivated')",-1.4477335,-1.2818967,0.1658368
78,-1.1177958,-1.0621059,"('nonresilient', 'resilient')",-1.1177958,-1.0621059,0.0556899
79,-0.45169657,-0.5898976,"('wavering', 'unwavering')",-0.4516966,-0.5898976,-0.138201
80,0.07717303,-0.04088275,"('dominated', 'dominating')",0.077173,-0.0408828,-0.1180558
81,0.22870556,0.33621398,"('submissive', 'aggressive')",0.2287056,0.336214,0.1075084
82,6.424112,6.534107,"('poor', 'rich')",6.4241118,6.5341072,0.1099954
83,-0.42973343,-0.4103459,"('powerless', 'powerful')",-0.4297334,-0.4103459,0.0193875
84,0.15282953,0.10265172,"('inferior', 'superior')",0.1528295,0.1026517,-0.0501778
85,-1.0916035,-1.2784593,"('insignificant', 'prestigious')",-1.0916035,-1.2784593,-0.1868558
86,0.38547075,0.3414315,"('uninfluential', 'influential')",0.3854707,0.3414315,-0.0440392
87,-0.2467277,-0.2562289,"('unsuccessful', 'successful')",-0.2467277,-0.2562289,-0.0095012
88,0.6184625,0.32913226,"('low', 'eminent')",0.6184625,0.3291323,-0.2893302
