,xylem_male,xylem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.71631354,-1.155461,"('unsociable', 'sociable')",-0.414073,-0.6727049,-0.5651933,-0.9140829,-0.3488896
1,-0.7462597,-0.938787,"('unfriendly', 'friendly')",1.9153863,1.8833895,0.5845633,0.4723012,-0.1122621
2,-0.04043659,0.01840943,"('unlikable', 'likable')",0.6843358,0.6951128,0.3219496,0.3567611,0.0348115
3,-0.47545454,-0.4103295,"('repellent', 'pleasant')",0.10235893,0.1514604,-0.1865478,-0.1294346,0.0571132
4,0.005681021,0.0895732,"('disliked', 'liked')",-6.0531483,-6.0974555,-3.0237336,-3.0039411,0.0197925
5,-1.4308172,-1.288324,"('distant', 'outgoing')",-0.20786469,-0.004397033,-0.8193409,-0.6463605,0.1729804
6,-1.7314886,-1.5925382,"('distant', 'open')",0.07344929,0.28741375,-0.8290197,-0.6525623,0.1764574
7,-0.60412705,-0.5434159,"('insensitive', 'sensitive')",0.3715952,0.55740166,-0.1162659,0.0069929,0.1232588
8,-0.72433263,-0.5931294,"('unaffectionate', 'affectionate')",1.1458635,1.130317,0.2107655,0.2685938,0.0578283
9,-1.2189256,-1.1783527,"('unaffectionate', 'caring')",1.1953744,1.228118,-0.0117756,0.0248826,0.0366582
10,-1.8457721,-2.035784,"('unsympathetic', 'sympathetic')",-0.84158516,-0.9027687,-1.3436787,-1.4692763,-0.1255976
11,-0.67233557,-0.8728021,"('unhelpful', 'helpful')",1.5628616,1.6133422,0.445263,0.37027,-0.074993
12,-0.69683963,-0.65555847,"('unsupportive', 'supportive')",-1.7663249,-1.7148466,-1.2315823,-1.1852026,0.0463797
13,-1.2238401,-1.6061469,"('impolite', 'polite')",-0.7544437,-0.8198109,-0.9891419,-1.212979,-0.2238371
14,0.18497947,0.053850405,"('antisocial', 'social')",-0.39153674,-0.58709836,-0.1032786,-0.266624,-0.1633454
15,-0.0012282357,-0.14680822,"('boring', 'funny')",0.71112967,0.6611676,0.3549507,0.2571797,-0.097771
16,-0.36183953,-0.2859645,"('unpopular', 'popular')",0.45052347,0.56434774,0.044342,0.1391916,0.0948496
17,-0.14070812,-0.16465908,"('nasty', 'nice')",-0.3521448,-0.29952508,-0.2464265,-0.2320921,0.0143344
18,-0.026851125,0.053181544,"('disagreeable', 'welcoming')",-0.32443655,-0.32728267,-0.1756438,-0.1370506,0.0385932
19,-1.5215515,-1.4493992,"('inhospitable', 'hospitable')",0.18766361,0.3154515,-0.6669439,-0.5669739,0.09997
20,0.14918274,0.13598585,"('rough', 'thoughtful')",0.9499606,0.89731544,0.5495716,0.5166507,-0.0329209
21,0.07159419,-0.29163986,"('immoral', 'moral')",-0.51519865,-0.5979154,-0.2218022,-0.4447776,-0.2229754
22,-0.18242456,-0.3122601,"('untrustworthy', 'trustworthy')",-0.8516516,-0.9141118,-0.5170381,-0.6131859,-0.0961478
23,-0.8564407,-1.1387022,"('insincere', 'sincere')",5.567117,5.6265,2.3553383,2.2438989,-0.1114394
24,-1.1884348,-1.242274,"('dishonest', 'honest')",0.5339751,0.51478636,-0.3272299,-0.3637438,-0.0365139
25,-0.19099104,-0.0053291954,"('egoistic', 'altruistic')",1.5997479,1.5949935,0.7043784,0.7948321,0.0904537
26,0.3299932,0.13982508,"('hardhearted', 'benevolent')",1.8957303,1.5945457,1.1128618,0.8671854,-0.2456764
27,0.018989373,0.14375877,"('hardhearted', 'softhearted')",1.5164716,1.5075363,0.7677305,0.8256475,0.057917
28,-0.61404586,-0.7079449,"('disloyal', 'loyal')",1.0014724,0.8936894,0.1937132,0.0928722,-0.100841
29,0.049017005,-0.030140314,"('unfair', 'fair')",-0.26730585,-0.41853464,-0.1091444,-0.2243375,-0.1151931
30,0.4236049,0.2500186,"('intolerant', 'tolerant')",1.1625584,1.0710386,0.7930816,0.6605286,-0.132553
31,-0.63988817,-0.40867236,"('evil', 'good')",-0.7492642,-0.7361412,-0.6945761,-0.5724068,0.1221693
32,-0.54465693,-0.8220056,"('unkind', 'kind')",0.91678923,0.6828562,0.1860662,-0.0695747,-0.2556409
33,-0.056694407,-0.012575036,"('wrong', 'right')",-0.3869859,-0.38952667,-0.2218402,-0.2010508,0.0207894
34,-0.5680099,-0.55758584,"('mean', 'honorable')",5.7619195,6.068873,2.5969548,2.7556436,0.1586888
35,-0.082047135,0.12949587,"('corrupt', 'incorrupt')",-0.006331738,-0.105385914,-0.0441894,0.012055,0.0562444
36,-0.41105506,-0.33415565,"('hostile', 'amicable')",0.47743922,0.25913206,0.0331921,-0.0375118,-0.0707039
37,-0.523492,-0.4563274,"('fake', 'genuine')",0.3060695,0.40250045,-0.1087112,-0.0269135,0.0817977
38,-1.3665017,-1.3577696,"('untruthful', 'truthful')",-0.18364395,-0.095056266,-0.7750728,-0.726413,0.0486598
39,0.53046787,0.40437594,"('exploitative', 'cooperative')",0.19944832,0.12497226,0.3649581,0.2646741,-0.100284
40,0.025034929,0.1397048,"('stingy', 'generous')",-1.4262815,-1.4061325,-0.7006233,-0.6332138,0.0674095
41,-0.15916182,-0.21608263,"('unforgiving', 'forgiving')",0.14635167,-0.05142556,-0.0064051,-0.1337541,-0.127349
42,-0.44748604,-0.25723094,"('unreliable', 'reliable')",-3.647629,-3.486562,-2.0475576,-1.8718965,0.1756611
43,-0.8511491,-1.009367,"('irresponsible', 'responsible')",0.25902438,0.24187301,-0.2960624,-0.383747,-0.0876846
44,0.15480861,0.11710116,"('prejudiced', 'unprejudiced')",-1.6519991,-1.6751562,-0.7485952,-0.7790275,-0.0304323
45,-1.147235,-1.2540028,"('incompetent', 'competent')",-0.25289163,-0.28418505,-0.7000633,-0.7690939,-0.0690306
46,-0.86259174,-1.001473,"('uncompetitive', 'competitive')",-0.6380329,-0.7603265,-0.7503123,-0.8808997,-0.1305874
