,trimble_male,trimble_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6509996,-0.9605855,"('unsociable', 'sociable')",-0.12718293,-0.24359275,-0.3890913,-0.6020891,-0.2129978
1,-1.0967596,-1.3033853,"('unfriendly', 'friendly')",1.6818131,1.650653,0.2925268,0.1736339,-0.1188929
2,-0.29772922,-0.23516002,"('unlikable', 'likable')",0.13654438,0.29287443,-0.0805924,0.0288572,0.1094496
3,-0.8705994,-0.55357975,"('repellent', 'pleasant')",-0.08104265,-0.019458046,-0.475821,-0.2865189,0.1893021
4,0.1693221,-0.03664588,"('disliked', 'liked')",-6.4309607,-6.438223,-3.1308193,-3.2374344,-0.1066151
5,-0.5471883,-0.7150833,"('distant', 'outgoing')",-0.18366311,-0.19583304,-0.3654257,-0.4554582,-0.0900325
6,-0.5869449,-0.7531067,"('distant', 'open')",0.32498068,0.2512553,-0.1309821,-0.2509257,-0.1199436
7,0.28533623,0.34872526,"('insensitive', 'sensitive')",1.2936635,1.3016759,0.7894999,0.8252006,0.0357007
8,-1.4319035,-1.4914823,"('unaffectionate', 'affectionate')",1.0250933,0.8915646,-0.2034051,-0.2999588,-0.0965537
9,-1.1761028,-1.2348025,"('unaffectionate', 'caring')",1.3651382,1.3187945,0.0945177,0.041996,-0.0525217
10,0.1197943,-0.015951814,"('unsympathetic', 'sympathetic')",0.4308148,0.19533733,0.2753046,0.0896928,-0.1856118
11,-0.6661228,-0.55413026,"('unhelpful', 'helpful')",2.0271823,2.0545938,0.6805298,0.7502317,0.0697019
12,-0.33357882,-0.2729813,"('unsupportive', 'supportive')",-1.4913756,-1.4275348,-0.9124772,-0.8502581,0.0622191
13,0.04775443,-0.086039476,"('impolite', 'polite')",-0.31135213,-0.2808404,-0.1317988,-0.1834399,-0.0516411
14,-0.29532138,-0.341373,"('antisocial', 'social')",-0.26252025,-0.24449134,-0.2789208,-0.2929322,-0.0140114
15,-0.17113756,-0.4053328,"('boring', 'funny')",0.5872797,0.5141821,0.2080711,0.0544246,-0.1536465
16,-0.6579657,-0.5547207,"('unpopular', 'popular')",-0.0600601,0.14694977,-0.3590129,-0.2038855,0.1551274
17,-0.026823003,-0.06347245,"('nasty', 'nice')",-0.11654077,-0.16086903,-0.0716819,-0.1121707,-0.0404888
18,-1.0096858,-0.8858103,"('disagreeable', 'welcoming')",-0.77127707,-0.62202686,-0.8904814,-0.7539186,0.1365628
19,-0.7641006,-0.8986037,"('inhospitable', 'hospitable')",0.010071229,-0.011270837,-0.3770147,-0.4549372,-0.0779225
20,-0.09458268,0.0561198,"('rough', 'thoughtful')",1.0301658,1.0817213,0.4677916,0.5689206,0.101129
21,-0.9735103,-0.76536804,"('immoral', 'moral')",-0.92405224,-0.6777324,-0.9487813,-0.7215502,0.2272311
22,0.69074535,0.61470544,"('untrustworthy', 'trustworthy')",-0.68712276,-0.647908,0.0018113,-0.0166013,-0.0184126
23,-0.52792025,-0.40865955,"('insincere', 'sincere')",6.1526556,6.185116,2.8123677,2.8882282,0.0758605
24,0.04562317,-0.065180756,"('dishonest', 'honest')",1.2677708,1.2214117,0.656697,0.5781155,-0.0785815
25,-0.5411199,-0.5849694,"('egoistic', 'altruistic')",1.2982882,1.2573841,0.3785842,0.3362073,-0.0423769
26,-0.18421647,-0.51309687,"('hardhearted', 'benevolent')",1.7216486,1.5884783,0.768716,0.5376908,-0.2310252
27,0.40796626,0.4742417,"('hardhearted', 'softhearted')",1.4934131,1.3810732,0.9506897,0.9276575,-0.0230322
28,-0.41461447,-0.4815319,"('disloyal', 'loyal')",1.3363761,1.1580038,0.4608808,0.338236,-0.1226448
29,0.31539416,0.24718185,"('unfair', 'fair')",-0.3672948,-0.54113793,-0.0259503,-0.1469781,-0.1210278
30,0.38973105,0.35223636,"('intolerant', 'tolerant')",1.4845637,1.4901211,0.9371474,0.9211788,-0.0159686
31,-0.45579875,-0.5805427,"('evil', 'good')",-0.90366936,-1.0645543,-0.6797341,-0.8225485,-0.1428144
32,-0.05411775,-0.10601549,"('unkind', 'kind')",0.96275723,0.8328335,0.4543197,0.363409,-0.0909107
33,0.29878893,0.2383045,"('wrong', 'right')",-0.41768962,-0.41669852,-0.0594503,-0.089197,-0.0297467
34,-0.2166288,-0.15147923,"('mean', 'honorable')",5.770885,5.964013,2.777128,2.9062669,0.1291389
35,0.63199145,0.39617372,"('corrupt', 'incorrupt')",-0.13597165,-0.3842749,0.2480099,0.0059494,-0.2420605
36,-0.67960644,-0.93292654,"('hostile', 'amicable')",-0.019046985,-0.20564958,-0.3493267,-0.5692881,-0.2199614
37,0.4714557,0.49931315,"('fake', 'genuine')",0.95756936,0.8779264,0.7145125,0.6886198,-0.0258927
38,-0.19690642,-0.23351404,"('untruthful', 'truthful')",0.05237943,0.14103398,-0.0722635,-0.04624,0.0260235
39,0.32712182,0.51593083,"('exploitative', 'cooperative')",0.11225507,0.16055185,0.2196884,0.3382413,0.1185529
40,0.050574414,-0.0045117587,"('stingy', 'generous')",-1.3285186,-1.3788918,-0.6389721,-0.6917018,-0.0527297
41,0.704128,0.47659764,"('unforgiving', 'forgiving')",-0.079841174,-0.23375173,0.3121434,0.121423,-0.1907204
42,1.1284496,1.1373186,"('unreliable', 'reliable')",-2.509748,-2.5150366,-0.6906492,-0.688859,0.0017902
43,-0.33393884,-0.35960352,"('irresponsible', 'responsible')",0.99866253,1.031821,0.3323618,0.3361087,0.0037469
44,-0.32488778,-0.35455394,"('prejudiced', 'unprejudiced')",-1.9591854,-1.8946936,-1.1420366,-1.1246238,0.0174128
45,0.44991302,0.11250823,"('incompetent', 'competent')",0.5510365,0.40473193,0.5004748,0.2586201,-0.2418547
46,-0.22484985,-0.31767657,"('uncompetitive', 'competitive')",-0.7118934,-0.69780827,-0.4683716,-0.5077424,-0.0393708
47,0.56553316,0.53757846,"('stupid', 'smart')",5.6877084,5.825028,3.1266208,3.1813033,0.0546825
48,-1.0399727,-0.88187367,"('unintelligent', 'intelligent')",0.7389619,0.84942234,-0.1505054,-0.0162257,0.1342797
