,zebra_male,zebra_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,0.53764147,0.5058438,"('unsociable', 'sociable')",-0.30867288,-0.3801238,-0.19067949,-0.3289026,0.012763,-0.0677275,-0.0804905
1,-0.813747,-0.7760904,"('unfriendly', 'friendly')",-0.22107741,-0.32943362,1.1393832,1.1095489,0.0348529,0.0013416,-0.0335113
2,0.054287583,0.007999845,"('unlikable', 'likable')",0.03617892,0.075659335,0.85305053,0.78849095,0.3145057,0.2907167,-0.023789
3,0.014204018,0.11790197,"('repellent', 'pleasant')",0.055269916,0.110981464,0.723224,0.6702938,0.2642326,0.2997258,0.0354932
4,-1.6058345,-1.70863,"('disliked', 'liked')",-0.50505674,-0.52902764,-6.664129,-6.973852,-2.9250069,-3.0705032,-0.1454963
5,-0.88218564,-0.8717588,"('distant', 'outgoing')",-0.5682533,-0.48925352,-0.88964725,-0.7647688,-0.7800287,-0.7085937,0.071435
6,-1.0163071,-1.0150107,"('distant', 'open')",-0.7936299,-0.7463295,-0.6864351,-0.5365015,-0.8321241,-0.7659472,0.0661769
7,1.3962898,1.3960328,"('insensitive', 'sensitive')",0.2924005,0.29921025,0.12927485,0.1537464,0.6059884,0.6163298,0.0103414
8,-0.29747614,-0.28119636,"('unaffectionate', 'affectionate')",-0.2721158,-0.31648368,0.37914857,0.4271253,-0.0634811,-0.0568516,0.0066295
9,0.690189,0.7244351,"('unaffectionate', 'caring')",-0.5508558,-0.5859337,0.8831605,0.969823,0.3408312,0.3694415,0.0286103
10,0.8511046,0.89860827,"('unsympathetic', 'sympathetic')",-0.92164224,-0.93337804,-0.59278977,-0.6077576,-0.2211091,-0.2141758,0.0069333
11,0.32043254,0.32597357,"('unhelpful', 'helpful')",0.7603507,0.7336441,1.8377167,1.7928884,0.9728333,0.9508354,-0.0219979
12,-0.093757585,0.030259084,"('unsupportive', 'supportive')",0.019624252,0.18751122,-2.3863585,-2.3728423,-0.820164,-0.7183573,0.1018067
13,0.34387183,0.31493574,"('impolite', 'polite')",-0.48583385,-0.4501968,-0.7299509,-0.7755376,-0.2906377,-0.3035996,-0.0129619
14,1.0683153,1.0658045,"('antisocial', 'social')",0.968811,0.9815684,0.17842703,-0.010898026,0.7385178,0.6788249,-0.0596929
15,1.0426868,0.91661096,"('boring', 'funny')",0.0064448025,-0.061131094,0.29995638,0.23381737,0.449696,0.3630991,-0.0865969
16,-1.4610281,-1.5183041,"('unpopular', 'popular')",-0.16310501,-0.18970954,0.36217993,0.29422772,-0.420651,-0.471262,-0.050611
17,-1.0113685,-0.9615894,"('nasty', 'nice')",-1.0032336,-0.94192326,-0.30431157,-0.29153246,-0.7729712,-0.7316817,0.0412895
18,-0.76956487,-0.79612297,"('disagreeable', 'welcoming')",0.503238,0.5720267,-0.49284092,-0.5318269,-0.2530559,-0.2519744,0.0010815
19,-1.0945761,-1.090884,"('inhospitable', 'hospitable')",-1.0091095,-1.0229682,-0.71746963,-0.60637784,-0.9403851,-0.9067433,0.0336418
20,0.62236965,0.6272966,"('rough', 'thoughtful')",1.1179347,1.1515898,0.56070614,0.54393375,0.7670035,0.7742734,0.0072699
21,1.5203042,1.447145,"('immoral', 'moral')",0.55997884,0.5141489,-0.44557494,-0.5074843,0.5449027,0.4846032,-0.0602995
22,0.020636948,0.010308782,"('untrustworthy', 'trustworthy')",-0.24075383,-0.26061136,-0.69084334,-0.79644996,-0.3036534,-0.3489175,-0.0452641
23,0.7616864,0.72052157,"('insincere', 'sincere')",-0.41700184,-0.45670575,5.789898,5.8254747,2.0448608,2.0297635,-0.0150973
24,1.130166,1.1268346,"('dishonest', 'honest')",-1.856612,-1.8449993,0.46638653,0.41806614,-0.0866865,-0.1000328,-0.0133463
25,-0.5105491,-0.50328094,"('egoistic', 'altruistic')",0.4938841,0.46735987,1.2130995,1.2371769,0.3988115,0.4004186,0.0016071
26,-0.30900487,-0.36342752,"('hardhearted', 'benevolent')",0.7809894,0.7776453,1.4744508,1.4055659,0.6488118,0.6065946,-0.0422172
27,0.6846145,0.7656295,"('hardhearted', 'softhearted')",0.08876947,0.09851844,1.0667064,1.096438,0.6133635,0.6535287,0.0401652
28,0.80385727,0.6921326,"('disloyal', 'loyal')",0.17716719,0.03472762,1.4268185,1.2897052,0.8026143,0.6721884,-0.1304259
29,-0.2971928,-0.3521315,"('unfair', 'fair')",-1.0006863,-0.9850303,-0.38937882,-0.4836923,-0.5624193,-0.6069514,-0.0445321
30,1.2791106,1.2760952,"('intolerant', 'tolerant')",1.4886149,1.4456546,0.85624826,0.7580863,1.2079913,1.1599453,-0.048046
31,-2.3391078,-2.2142255,"('evil', 'good')",-0.60545725,-0.57415813,-0.92860585,-0.8851455,-1.291057,-1.2245097,0.0665473
32,0.14661275,0.054920226,"('unkind', 'kind')",-0.29596382,-0.36954725,0.81528497,0.64442855,0.221978,0.1099338,-0.1120442
33,-0.2572326,-0.34209347,"('wrong', 'right')",-0.3045551,-0.2662421,-0.68896705,-0.67905295,-0.4169183,-0.4291295,-0.0122112
34,-0.3150753,-0.19155915,"('mean', 'honorable')",0.0817536,0.165882,5.6475606,5.865527,1.8047463,1.9466166,0.1418703
35,-1.5775017,-1.7194062,"('corrupt', 'incorrupt')",-0.44050622,-0.5276216,-0.3368697,-0.32103848,-0.7849592,-0.8560221,-0.0710629
36,-2.5081792,-2.5426214,"('hostile', 'amicable')",-0.65058696,-0.7854318,0.20600763,0.18309551,-0.9842529,-1.0483193,-0.0640664
37,0.45730335,0.4178314,"('fake', 'genuine')",-0.42588893,-0.40906703,0.08696876,0.10586474,0.0394611,0.0382097,-0.0012514
38,-1.0204552,-0.9814031,"('untruthful', 'truthful')",-1.3349454,-1.2769654,-0.4175191,-0.42922395,-0.9243066,-0.8958642,0.0284424
39,2.236197,2.2279751,"('exploitative', 'cooperative')",0.7024977,0.72751075,0.41965866,0.44380215,1.1194511,1.133096,0.0136449
40,-0.5335974,-0.5011438,"('stingy', 'generous')",-0.043568943,0.06198786,-2.046477,-2.1441913,-0.8745478,-0.8611158,0.013432
41,-0.18624893,-0.18312925,"('unforgiving', 'forgiving')",-0.6935819,-0.63715833,0.19524798,-0.0062778406,-0.2281943,-0.2755218,-0.0473275
42,0.4738378,0.45976636,"('unreliable', 'reliable')",-0.9270215,-0.8166225,-3.1934693,-3.3120048,-1.215551,-1.2229536,-0.0074026
43,0.7037037,0.84526,"('irresponsible', 'responsible')",-0.86931175,-0.72092384,-0.09892692,-0.10260811,-0.0881783,0.0072427,0.095421
44,-1.1363287,-1.1419666,"('prejudiced', 'unprejudiced')",-0.24252807,-0.17474158,-0.9032161,-0.85313505,-0.760691,-0.7232811,0.0374099
45,-0.5351537,-0.45681143,"('incompetent', 'competent')",-0.91526777,-0.9242235,-0.17983109,-0.3472972,-0.5434175,-0.5761107,-0.0326932
46,0.86679465,0.95382947,"('uncompetitive', 'competitive')",0.3413401,0.3759573,-1.1413047,-1.2699864,0.0222767,0.0199335,-0.0023432
47,-0.6419551,-0.52602017,"('stupid', 'smart')",0.8569644,0.91879714,5.566666,5.791679,1.9272251,2.0614853,0.1342602
48,1.2329539,1.2770123,"('unintelligent', 'intelligent')",1.2165587,1.2222102,0.5225711,0.49829346,0.9906945,0.999172,0.0084775
49,0.53572994,0.5613483,"('unable', 'able')",0.7718786,0.882188,-0.025006652,0.039271295,0.427534,0.4942692,0.0667352
50,-1.1499146,-1.1879218,"('clumsy', 'skillful')",0.14086501,0.15272342,-0.095067285,-0.17521068,-0.368039,-0.4034697,-0.0354307
