,wellcare_male,wellcare_female,tuple,health_male,health_female,plans_male,plans_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4617865,0.3826195,"('unsociable', 'sociable')",0.45349386,0.24800313,0.96703786,0.88538736,-0.22424896,-0.37285882,0.4145173,0.2857878,-0.1287295
1,-1.1752995,-1.0990952,"('unfriendly', 'friendly')",0.978137,0.912717,-0.31151256,-0.4129733,2.1070135,1.9920715,0.3995846,0.34818,-0.0514046
2,0.55674577,0.5429955,"('unlikable', 'likable')",1.3114359,1.243895,2.26615,2.235771,0.5951846,0.6442077,1.1823791,1.1667173,-0.0156618
3,-0.12210369,-0.056196813,"('repellent', 'pleasant')",-0.8461412,-0.60495496,0.7508997,0.8452863,0.04679285,0.1627041,-0.0426381,0.0867097,0.1293478
4,0.020831242,0.13629107,"('disliked', 'liked')",1.096684,1.1518753,-0.5907011,-0.5217213,-6.2612576,-6.3288307,-1.4336109,-1.3905964,0.0430145
5,-0.2685756,-0.16093023,"('distant', 'outgoing')",0.67798847,0.8190952,-0.76159656,-0.7481034,-0.0020554978,-0.04153194,-0.0885598,-0.0328676,0.0556922
6,-0.42927104,-0.29848617,"('distant', 'open')",0.6826804,0.8273388,-1.2417969,-1.1829002,0.61548513,0.6095052,-0.0932256,-0.0111356,0.08209
7,0.2541901,0.25107604,"('insensitive', 'sensitive')",-0.18320334,-0.11419386,1.0765225,1.1336099,0.8784604,0.8788131,0.5064924,0.5373263,0.0308339
8,-1.3699455,-1.3155147,"('unaffectionate', 'affectionate')",-0.044828903,-0.055764623,-0.8446122,-0.90943134,0.7485936,0.6914727,-0.3776982,-0.3973095,-0.0196113
9,0.19411677,0.26394355,"('unaffectionate', 'caring')",1.1090589,1.109834,0.97011876,0.9239802,1.4991385,1.5193794,0.9431082,0.9542843,0.0111761
10,0.62718815,0.6180901,"('unsympathetic', 'sympathetic')",0.024135483,0.048867915,1.1786458,1.2196946,0.063692406,0.028128386,0.4734155,0.4786953,0.0052798
11,0.99448335,1.0044963,"('unhelpful', 'helpful')",0.3103378,0.31449962,1.0516142,1.1068156,2.1860652,2.2040124,1.1356251,1.1574559,0.0218308
12,2.148558,2.3049273,"('unsupportive', 'supportive')",2.9000702,3.0881543,2.1804628,2.3088133,-1.5456485,-1.5518682,1.4208605,1.5375066,0.1166461
13,1.5886651,1.5023654,"('impolite', 'polite')",0.65763307,0.49297884,1.4999785,1.4820637,0.2160552,0.124715626,0.990583,0.9005309,-0.0900521
14,0.15083645,0.1430527,"('antisocial', 'social')",0.080993846,0.124063045,1.8292522,1.8195455,-0.57849133,-0.58315486,0.3706478,0.3758766,0.0052288
15,-0.16540278,-0.18169528,"('boring', 'funny')",0.4154438,0.2774656,-0.07870665,-0.108271435,0.5532637,0.507579,0.1811495,0.1237695,-0.05738
16,-0.51186347,-0.44638842,"('unpopular', 'popular')",0.032655053,0.0990033,-1.0802889,-0.9926689,0.5003827,0.58832186,-0.2647787,-0.187933,0.0768457
17,0.3606857,0.4732622,"('nasty', 'nice')",-0.080005296,0.15336794,0.40396935,0.5012073,-0.16468954,-0.09553173,0.1299901,0.2580764,0.1280863
18,-0.5616235,-0.5516483,"('disagreeable', 'welcoming')",-0.12284379,-0.12250005,-0.07447002,-0.04101132,-0.08464806,-0.08697952,-0.2108964,-0.2005348,0.0103616
19,-0.1098439,-0.03691187,"('inhospitable', 'hospitable')",0.37104848,0.3371369,-0.6984713,-0.6937367,0.31354877,0.3083139,-0.0309295,-0.0212994,0.0096301
20,-0.4988659,-0.47029588,"('rough', 'thoughtful')",-0.6743475,-0.5251231,-0.4285682,-0.41728237,0.8653223,0.86193645,-0.1841149,-0.1376912,0.0464237
21,0.9518486,0.8946815,"('immoral', 'moral')",1.1206594,1.0437219,1.9171555,1.8692161,-0.5965012,-0.5971392,0.8482906,0.8026201,-0.0456705
22,0.30663204,0.31461182,"('untrustworthy', 'trustworthy')",0.21235654,0.092787765,0.88621306,0.88488984,-0.94248796,-0.94910276,0.1156784,0.0857967,-0.0298817
23,1.1300235,1.1053494,"('insincere', 'sincere')",0.19674805,0.18651897,1.8612608,1.8253468,6.4117336,6.4066777,2.3999414,2.3809733,-0.0189681
